[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.31,          3.30,       0.89,       8.91,     29.41,          0.42
        -18,          1,    2,        -20.43,          3.30,       0.93,       9.29,     30.66,          0.34
        -18,          1,    3,        -19.23,          3.30,       0.96,       9.64,     31.83,          0.31
        -18,          1,    4,        -17.95,          3.30,       1.00,       9.94,     32.81,          0.33
        -18,          1,    5,        -17.07,          3.30,       1.02,      10.23,     33.77,          0.34
        -18,          1,    6,        -16.41,          3.30,       1.05,      10.55,     34.81,          0.34
        -18,          1,    7,        -15.76,          3.30,       1.08,      10.82,     35.70,          0.35
        -18,          2,    1,        -19.97,          3.30,       0.92,       9.15,     30.20,          0.88
        -18,          2,    2,        -18.55,          3.30,       0.96,       9.58,     31.63,          0.54
        -18,          2,    3,        -17.09,          3.30,       1.00,       9.97,     32.89,          0.51
        -18,          2,    4,        -16.29,          3.30,       1.03,      10.24,     33.81,          0.49
        -18,          2,    5,        -15.34,          3.30,       1.06,      10.61,     35.02,          0.49
        -18,          2,    6,        -14.65,          3.30,       1.10,      10.92,     36.03,          0.49
        -18,          2,    7,        -14.06,          3.30,       1.13,      11.33,     37.39,          0.47
        -18,          3,    1,        -17.20,          3.30,       0.96,       9.63,     31.78,          1.00
        -18,          3,    2,        -15.93,          3.30,       1.00,      10.06,     33.18,          0.77
        -18,          3,    3,        -14.77,          3.30,       1.04,      10.47,     34.56,          0.71
        -18,          3,    4,        -13.94,          3.30,       1.08,      10.80,     35.64,          0.70
        -18,          3,    5,        -13.31,          3.30,       1.12,      11.17,     36.87,          0.67
        -18,          3,    6,        -12.80,          3.30,       1.16,      11.54,     38.07,          0.64
        -18,          3,    7,        -12.36,          3.30,       1.18,      11.85,     39.09,          0.63
        -18,          4,    1,        -15.31,          3.30,       1.00,      10.05,     33.15,          1.26
        -18,          4,    2,        -14.09,          3.30,       1.05,      10.48,     34.58,          1.04
        -18,          4,    3,        -13.14,          3.30,       1.09,      10.95,     36.16,          0.91
        -18,          4,    4,        -12.49,          3.30,       1.14,      11.36,     37.50,          0.84
        -18,          4,    5,        -11.96,          3.30,       1.18,      11.73,     38.69,          0.81
        -18,          4,    6,        -11.54,          3.30,       1.20,      12.06,     39.79,          0.78
        -18,          4,    7,        -11.08,          3.30,       1.24,      12.39,     40.90,          0.77
        -18,          5,    1,        -13.27,          3.30,       1.06,      10.59,     34.95,          1.70
        -18,          5,    2,        -12.22,          3.30,       1.12,      11.15,     36.81,          1.30
        -18,          5,    3,        -11.38,          3.30,       1.16,      11.62,     38.33,          1.18
        -18,          5,    4,        -10.83,          3.30,       1.20,      12.02,     39.66,          1.10
        -18,          5,    5,        -10.44,          3.30,       1.24,      12.44,     41.05,          1.02
        -18,          5,    6,        -10.05,          3.30,       1.28,      12.79,     42.22,          0.98
        -18,          5,    7,         -9.79,          3.30,       1.31,      13.12,     43.31,          0.94
        -18,          6,    1,        -11.97,          3.30,       1.12,      11.17,     36.87,          2.10
        -18,          6,    2,        -10.94,          3.30,       1.17,      11.74,     38.73,          1.65
        -18,          6,    3,        -10.28,          3.30,       1.22,      12.23,     40.36,          1.44
        -18,          6,    4,         -9.78,          3.30,       1.26,      12.65,     41.72,          1.34
        -18,          6,    5,         -9.38,          3.30,       1.30,      13.04,     43.01,          1.26
        -18,          6,    6,         -9.15,          3.30,       1.34,      13.40,     44.23,          1.17
        -18,          6,    7,         -8.86,          3.30,       1.38,      13.75,     45.37,          1.13
        -18,          7,    1,        -10.85,          3.30,       1.17,      11.70,     38.61,          2.38
        -18,          7,    2,         -9.92,          3.30,       1.23,      12.31,     40.64,          1.86
        -18,          7,    3,         -9.26,          3.30,       1.29,      12.91,     42.60,          1.59
        -18,          7,    4,         -8.86,          3.30,       1.33,      13.33,     43.98,          1.47
        -18,          7,    5,         -8.52,          3.30,       1.37,      13.74,     45.34,          1.38
        -18,          7,    6,         -8.25,          3.30,       1.41,      14.08,     46.47,          1.32
        -18,          7,    7,         -8.07,          3.30,       1.45,      14.52,     47.89,          1.23
        -17,          1,    1,        -22.14,          3.30,       0.90,       8.98,     29.65,          0.40
        -17,          1,    2,        -20.16,          3.30,       0.93,       9.31,     30.71,          0.37
        -17,          1,    3,        -18.83,          3.30,       0.97,       9.70,     31.99,          0.34
        -17,          1,    4,        -17.74,          3.30,       1.00,      10.01,     33.02,          0.34
        -17,          1,    5,        -16.73,          3.30,       1.03,      10.30,     34.01,          0.36
        -17,          1,    6,        -16.06,          3.30,       1.06,      10.57,     34.86,          0.37
        -17,          1,    7,        -15.41,          3.30,       1.09,      10.96,     36.16,          0.36
        -17,          2,    1,        -19.70,          3.30,       0.93,       9.26,     30.56,          0.74
        -17,          2,    2,        -18.09,          3.30,       0.96,       9.64,     31.83,          0.57
        -17,          2,    3,        -16.71,          3.30,       1.00,      10.03,     33.09,          0.54
        -17,          2,    4,        -15.75,          3.30,       1.04,      10.37,     34.24,          0.52
        -17,          2,    5,        -15.05,          3.30,       1.07,      10.69,     35.29,          0.51
        -17,          2,    6,        -14.34,          3.30,       1.11,      11.07,     36.53,          0.50
        -17,          2,    7,        -13.68,          3.30,       1.14,      11.37,     37.54,          0.51
        -17,          3,    1,        -16.97,          3.30,       0.97,       9.73,     32.10,          1.01
        -17,          3,    2,        -15.43,          3.30,       1.02,      10.16,     33.54,          0.83
        -17,          3,    3,        -14.41,          3.30,       1.05,      10.52,     34.74,          0.78
        -17,          3,    4,        -13.57,          3.30,       1.09,      10.93,     36.05,          0.74
        -17,          3,    5,        -12.94,          3.30,       1.13,      11.36,     37.48,          0.69
        -17,          3,    6,        -12.45,          3.30,       1.16,      11.65,     38.46,          0.68
        -17,          3,    7,        -11.99,          3.30,       1.20,      11.98,     39.52,          0.67
        -17,          4,    1,        -14.81,          3.30,       1.02,      10.17,     33.55,          1.39
        -17,          4,    2,        -13.66,          3.30,       1.06,      10.60,     34.97,          1.13
        -17,          4,    3,        -12.73,          3.30,       1.11,      11.09,     36.61,          0.98
        -17,          4,    4,        -12.02,          3.30,       1.15,      11.48,     37.89,          0.94
        -17,          4,    5,        -11.54,          3.30,       1.19,      11.89,     39.22,          0.87
        -17,          4,    6,        -11.08,          3.30,       1.22,      12.20,     40.25,          0.86
        -17,          4,    7,        -10.76,          3.30,       1.25,      12.53,     41.34,          0.83
        -17,          5,    1,        -12.85,          3.30,       1.08,      10.78,     35.57,          1.73
        -17,          5,    2,        -11.71,          3.30,       1.14,      11.33,     37.40,          1.40
        -17,          5,    3,        -10.98,          3.30,       1.18,      11.82,     39.02,          1.24
        -17,          5,    4,        -10.43,          3.30,       1.22,      12.22,     40.33,          1.17
        -17,          5,    5,        -10.01,          3.30,       1.26,      12.63,     41.66,          1.10
        -17,          5,    6,         -9.60,          3.30,       1.30,      13.00,     42.90,          1.06
        -17,          5,    7,         -9.31,          3.30,       1.33,      13.33,     43.98,          1.03
        -17,          6,    1,        -11.45,          3.30,       1.13,      11.35,     37.48,          2.23
        -17,          6,    2,        -10.48,          3.30,       1.19,      11.90,     39.26,          1.79
        -17,          6,    3,         -9.89,          3.30,       1.24,      12.43,     41.03,          1.52
        -17,          6,    4,         -9.39,          3.30,       1.29,      12.86,     42.43,          1.41
        -17,          6,    5,         -9.00,          3.30,       1.33,      13.25,     43.72,          1.33
        -17,          6,    6,         -8.73,          3.30,       1.36,      13.61,     44.92,          1.26
        -17,          6,    7,         -8.44,          3.30,       1.39,      13.94,     46.02,          1.22
        -17,          7,    1,        -10.41,          3.30,       1.19,      11.92,     39.35,          2.47
        -17,          7,    2,         -9.45,          3.30,       1.26,      12.56,     41.44,          1.96
        -17,          7,    3,         -8.81,          3.30,       1.31,      13.13,     43.34,          1.71
        -17,          7,    4,         -8.39,          3.30,       1.36,      13.57,     44.77,          1.59
        -17,          7,    5,         -8.01,          3.30,       1.40,      14.00,     46.21,          1.50
        -17,          7,    6,         -7.79,          3.30,       1.44,      14.43,     47.61,          1.39
        -17,          7,    7,         -7.57,          3.30,       1.48,      14.80,     48.84,          1.33
        -16,          1,    1,        -21.80,          3.30,       0.90,       9.00,     29.68,          0.44
        -16,          1,    2,        -19.80,          3.30,       0.94,       9.43,     31.12,          0.36
        -16,          1,    3,        -18.40,          3.30,       0.97,       9.75,     32.16,          0.36
        -16,          1,    4,        -17.36,          3.30,       1.01,      10.11,     33.36,          0.35
        -16,          1,    5,        -16.61,          3.30,       1.04,      10.38,     34.24,          0.36
        -16,          1,    6,        -15.73,          3.30,       1.07,      10.70,     35.32,          0.37
        -16,          1,    7,        -15.10,          3.30,       1.10,      11.04,     36.44,          0.37
        -16,          2,    1,        -19.18,          3.30,       0.93,       9.32,     30.74,          0.92
        -16,          2,    2,        -17.64,          3.30,       0.97,       9.73,     32.10,          0.64
        -16,          2,    3,        -16.37,          3.30,       1.01,      10.13,     33.42,          0.58
        -16,          2,    4,        -15.44,          3.30,       1.04,      10.46,     34.50,          0.56
        -16,          2,    5,        -14.57,          3.30,       1.08,      10.83,     35.73,          0.55
        -16,          2,    6,        -13.97,          3.30,       1.12,      11.16,     36.81,          0.54
        -16,          2,    7,        -13.36,          3.30,       1.15,      11.49,     37.91,          0.54
        -16,          3,    1,        -16.41,          3.30,       0.98,       9.80,     32.33,          1.18
        -16,          3,    2,        -15.00,          3.30,       1.03,      10.25,     33.82,          0.92
        -16,          3,    3,        -14.04,          3.30,       1.07,      10.65,     35.17,          0.83
        -16,          3,    4,        -13.24,          3.30,       1.11,      11.08,     36.56,          0.77
        -16,          3,    5,        -12.57,          3.30,       1.14,      11.45,     37.77,          0.75
        -16,          3,    6,        -12.11,          3.30,       1.18,      11.78,     38.86,          0.73
        -16,          3,    7,        -11.58,          3.30,       1.21,      12.11,     39.97,          0.73
        -16,          4,    1,        -14.43,          3.30,       1.03,      10.28,     33.93,          1.44
        -16,          4,    2,        -13.23,          3.30,       1.07,      10.73,     35.42,          1.19
        -16,          4,    3,        -12.32,          3.30,       1.12,      11.25,     37.11,          1.03
        -16,          4,    4,        -11.59,          3.30,       1.16,      11.63,     38.39,          1.00
        -16,          4,    5,        -11.08,          3.30,       1.20,      11.99,     39.55,          0.96
        -16,          4,    6,        -10.69,          3.30,       1.24,      12.41,     40.96,          0.89
        -16,          4,    7,        -10.32,          3.30,       1.27,      12.74,     42.03,          0.88
        -16,          5,    1,        -12.40,          3.30,       1.10,      10.96,     36.16,          1.82
        -16,          5,    2,        -11.29,          3.30,       1.15,      11.53,     38.06,          1.47
        -16,          5,    3,        -10.55,          3.30,       1.20,      12.00,     39.59,          1.34
        -16,          5,    4,         -9.97,          3.30,       1.24,      12.41,     40.94,          1.27
        -16,          5,    5,         -9.52,          3.30,       1.29,      12.83,     42.34,          1.20
        -16,          5,    6,         -9.23,          3.30,       1.32,      13.18,     43.49,          1.14
        -16,          5,    7,         -8.95,          3.30,       1.35,      13.55,     44.70,          1.09
