[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.75,          3.30,       0.89,       8.87,     29.29,          0.43
        -18,          1,    2,        -20.87,          3.30,       0.92,       9.24,     30.50,          0.34
        -18,          1,    3,        -19.19,          3.30,       0.96,       9.60,     31.70,          0.33
        -18,          1,    4,        -18.18,          3.30,       0.99,       9.93,     32.78,          0.32
        -18,          1,    5,        -17.31,          3.30,       1.02,      10.22,     33.72,          0.33
        -18,          1,    6,        -16.62,          3.30,       1.05,      10.49,     34.62,          0.33
        -18,          1,    7,        -15.92,          3.30,       1.08,      10.78,     35.56,          0.34
        -18,          2,    1,        -20.36,          3.30,       0.92,       9.16,     30.22,          0.69
        -18,          2,    2,        -18.64,          3.30,       0.95,       9.53,     31.46,          0.53
        -18,          2,    3,        -17.31,          3.30,       0.99,       9.89,     32.65,          0.49
        -18,          2,    4,        -16.32,          3.30,       1.03,      10.27,     33.88,          0.47
        -18,          2,    5,        -15.57,          3.30,       1.05,      10.56,     34.85,          0.47
        -18,          2,    6,        -14.78,          3.30,       1.09,      10.90,     35.97,          0.47
        -18,          2,    7,        -14.24,          3.30,       1.12,      11.25,     37.11,          0.46
        -18,          3,    1,        -17.49,          3.30,       0.96,       9.58,     31.60,          0.99
        -18,          3,    2,        -16.10,          3.30,       1.00,      10.01,     33.02,          0.76
        -18,          3,    3,        -14.92,          3.30,       1.04,      10.41,     34.35,          0.71
        -18,          3,    4,        -14.15,          3.30,       1.07,      10.73,     35.41,          0.68
        -18,          3,    5,        -13.53,          3.30,       1.12,      11.16,     36.83,          0.63
        -18,          3,    6,        -13.02,          3.30,       1.15,      11.48,     37.89,          0.62
        -18,          3,    7,        -12.51,          3.30,       1.18,      11.78,     38.87,          0.62
        -18,          4,    1,        -15.53,          3.30,       1.00,      10.02,     33.05,          1.17
        -18,          4,    2,        -14.18,          3.30,       1.04,      10.44,     34.46,          1.00
        -18,          4,    3,        -13.29,          3.30,       1.09,      10.86,     35.85,          0.90
        -18,          4,    4,        -12.72,          3.30,       1.13,      11.29,     37.24,          0.81
        -18,          4,    5,        -12.08,          3.30,       1.16,      11.67,     38.52,          0.79
        -18,          4,    6,        -11.58,          3.30,       1.20,      11.96,     39.46,          0.79
        -18,          4,    7,        -11.29,          3.30,       1.23,      12.29,     40.56,          0.75
        -18,          5,    1,        -13.49,          3.30,       1.05,      10.53,     34.74,          1.69
        -18,          5,    2,        -12.36,          3.30,       1.11,      11.07,     36.54,          1.31
        -18,          5,    3,        -11.55,          3.30,       1.15,      11.54,     38.08,          1.17
        -18,          5,    4,        -10.99,          3.30,       1.19,      11.96,     39.45,          1.08
        -18,          5,    5,        -10.56,          3.30,       1.23,      12.31,     40.63,          1.03
        -18,          5,    6,        -10.25,          3.30,       1.27,      12.68,     41.84,          0.97
        -18,          5,    7,         -9.95,          3.30,       1.30,      13.00,     42.92,          0.93
        -18,          6,    1,        -12.14,          3.30,       1.10,      11.06,     36.47,          2.05
        -18,          6,    2,        -11.15,          3.30,       1.16,      11.64,     38.42,          1.56
        -18,          6,    3,        -10.47,          3.30,       1.21,      12.09,     39.88,          1.40
        -18,          6,    4,        -10.02,          3.30,       1.25,      12.51,     41.30,          1.27
        -18,          6,    5,         -9.58,          3.30,       1.29,      12.93,     42.67,          1.20
        -18,          6,    6,         -9.34,          3.30,       1.33,      13.27,     43.79,          1.13
