[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.29,          3.30,       0.89,       8.93,     29.48,          0.42
        -18,          1,    2,        -20.42,          3.30,       0.93,       9.28,     30.63,          0.35
        -18,          1,    3,        -18.82,          3.30,       0.96,       9.62,     31.73,          0.36
        -18,          1,    4,        -17.91,          3.30,       1.00,       9.98,     32.93,          0.33
        -18,          1,    5,        -17.14,          3.30,       1.03,      10.25,     33.81,          0.34
        -18,          1,    6,        -16.24,          3.30,       1.06,      10.55,     34.82,          0.35
        -18,          1,    7,        -15.62,          3.30,       1.08,      10.84,     35.74,          0.36
        -18,          2,    1,        -19.82,          3.30,       0.92,       9.18,     30.29,          0.86
        -18,          2,    2,        -18.30,          3.30,       0.96,       9.57,     31.57,          0.59
        -18,          2,    3,        -17.03,          3.30,       0.99,       9.97,     32.91,          0.52
        -18,          2,    4,        -16.03,          3.30,       1.03,      10.27,     33.88,          0.52
        -18,          2,    5,        -15.27,          3.30,       1.06,      10.59,     34.96,          0.51
        -18,          2,    6,        -14.53,          3.30,       1.09,      10.98,     36.21,          0.49
        -18,          2,    7,        -14.02,          3.30,       1.13,      11.29,     37.23,          0.49
        -18,          3,    1,        -17.19,          3.30,       0.96,       9.63,     31.78,          1.00
        -18,          3,    2,        -15.77,          3.30,       1.00,      10.04,     33.13,          0.82
        -18,          3,    3,        -14.59,          3.30,       1.04,      10.42,     34.39,          0.77
        -18,          3,    4,        -13.88,          3.30,       1.08,      10.82,     35.69,          0.71
        -18,          3,    5,        -13.27,          3.30,       1.12,      11.25,     37.14,          0.65
        -18,          3,    6,        -12.69,          3.30,       1.16,      11.55,     38.09,          0.66
        -18,          3,    7,        -12.27,          3.30,       1.19,      11.87,     39.17,          0.64
        -18,          4,    1,        -15.14,          3.30,       1.00,      10.06,     33.18,          1.33
        -18,          4,    2,        -14.02,          3.30,       1.05,      10.50,     34.65,          1.05
        -18,          4,    3,        -13.08,          3.30,       1.09,      10.95,     36.11,          0.94
        -18,          4,    4,        -12.37,          3.30,       1.14,      11.40,     37.61,          0.86
        -18,          4,    5,        -11.81,          3.30,       1.17,      11.73,     38.70,          0.84
        -18,          4,    6,        -11.37,          3.30,       1.21,      12.05,     39.76,          0.82
        -18,          4,    7,        -10.98,          3.30,       1.24,      12.38,     40.84,          0.80
        -18,          5,    1,        -13.12,          3.30,       1.06,      10.61,     35.01,          1.70
        -18,          5,    2,        -12.09,          3.30,       1.12,      11.18,     36.88,          1.30
        -18,          5,    3,        -11.26,          3.30,       1.16,      11.64,     38.39,          1.20
        -18,          5,    4,        -10.67,          3.30,       1.20,      12.06,     39.77,          1.12
        -18,          5,    5,        -10.24,          3.30,       1.24,      12.40,     40.91,          1.08
        -18,          5,    6,         -9.97,          3.30,       1.28,      12.77,     42.12,          1.01
        -18,          5,    7,         -9.64,          3.30,       1.31,      13.10,     43.23,          0.98
        -18,          6,    1,        -11.86,          3.30,       1.11,      11.19,     36.92,          2.06
        -18,          6,    2,        -10.82,          3.30,       1.17,      11.71,     38.61,          1.71
        -18,          6,    3,        -10.17,          3.30,       1.22,      12.19,     40.20,          1.49
        -18,          6,    4,         -9.70,          3.30,       1.26,      12.63,     41.66,          1.36
        -18,          6,    5,         -9.32,          3.30,       1.30,      13.03,     42.96,          1.27
        -18,          6,    6,         -9.01,          3.30,       1.34,      13.37,     44.11,          1.21
        -18,          6,    7,         -8.80,          3.30,       1.37,      13.71,     45.25,          1.15
        -18,          7,    1,        -10.84,          3.30,       1.17,      11.71,     38.63,          2.29
        -18,          7,    2,         -9.78,          3.30,       1.23,      12.33,     40.66,          1.87
        -18,          7,    3,         -9.11,          3.30,       1.29,      12.90,     42.57,          1.63
        -18,          7,    4,         -8.81,          3.30,       1.33,      13.32,     43.93,          1.48
        -18,          7,    5,         -8.40,          3.30,       1.37,      13.73,     45.29,          1.41
        -18,          7,    6,         -8.13,          3.30,       1.41,      14.10,     46.50,          1.34
        -18,          7,    7,         -7.90,          3.30,       1.45,      14.48,     47.76,          1.27
        -17,          1,    1,        -21.65,          3.30,       0.90,       8.99,     29.66,          0.48
        -17,          1,    2,        -19.99,          3.30,       0.93,       9.33,     30.81,          0.39
        -17,          1,    3,        -18.67,          3.30,       0.97,       9.70,     32.00,          0.36
        -17,          1,    4,        -17.66,          3.30,       1.00,       9.98,     32.94,          0.37
        -17,          1,    5,        -16.74,          3.30,       1.03,      10.31,     34.01,          0.37
        -17,          1,    6,        -15.91,          3.30,       1.06,      10.60,     34.98,          0.38
        -17,          1,    7,        -15.37,          3.30,       1.09,      10.95,     36.14,          0.37
        -17,          2,    1,        -19.57,          3.30,       0.93,       9.24,     30.47,          0.85
        -17,          2,    2,        -17.97,          3.30,       0.97,       9.65,     31.84,          0.60
        -17,          2,    3,        -16.65,          3.30,       1.00,      10.03,     33.08,          0.55
        -17,          2,    4,        -15.61,          3.30,       1.04,      10.37,     34.22,          0.54
        -17,          2,    5,        -14.84,          3.30,       1.07,      10.73,     35.40,          0.53
        -17,          2,    6,        -14.10,          3.30,       1.11,      11.05,     36.46,          0.53
        -17,          2,    7,        -13.78,          3.30,       1.14,      11.40,     37.61,          0.50
        -17,          3,    1,        -16.74,          3.30,       0.97,       9.74,     32.11,          1.11
        -17,          3,    2,        -15.32,          3.30,       1.01,      10.13,     33.43,          0.91
        -17,          3,    3,        -14.31,          3.30,       1.06,      10.52,     34.70,          0.83
        -17,          3,    4,        -13.43,          3.30,       1.09,      10.97,     36.18,          0.76
        -17,          3,    5,        -12.80,          3.30,       1.13,      11.31,     37.32,          0.74
        -17,          3,    6,        -12.27,          3.30,       1.17,      11.66,     38.45,          0.72
        -17,          3,    7,        -11.91,          3.30,       1.20,      11.95,     39.40,          0.70
        -17,          4,    1,        -14.77,          3.30,       1.02,      10.14,     33.46,          1.52
        -17,          4,    2,        -13.50,          3.30,       1.06,      10.62,     35.04,          1.18
        -17,          4,    3,        -12.63,          3.30,       1.11,      11.08,     36.55,          1.03
        -17,          4,    4,        -11.93,          3.30,       1.15,      11.50,     37.95,          0.96
        -17,          4,    5,        -11.38,          3.30,       1.19,      11.88,     39.21,          0.92
        -17,          4,    6,        -10.96,          3.30,       1.22,      12.22,     40.32,          0.89
        -17,          4,    7,        -10.61,          3.30,       1.25,      12.54,     41.36,          0.86
        -17,          5,    1,        -12.71,          3.30,       1.08,      10.73,     35.41,          1.84
        -17,          5,    2,        -11.56,          3.30,       1.13,      11.34,     37.40,          1.43
        -17,          5,    3,        -10.80,          3.30,       1.18,      11.83,     39.03,          1.28
        -17,          5,    4,        -10.24,          3.30,       1.22,      12.23,     40.35,          1.21
        -17,          5,    5,         -9.89,          3.30,       1.26,      12.62,     41.63,          1.12
        -17,          5,    6,         -9.53,          3.30,       1.30,      13.01,     42.92,          1.07
        -17,          5,    7,         -9.27,          3.30,       1.34,      13.34,     43.99,          1.03
        -17,          6,    1,        -11.42,          3.30,       1.14,      11.38,     37.54,          2.11
        -17,          6,    2,        -10.40,          3.30,       1.19,      11.93,     39.37,          1.74
        -17,          6,    3,         -9.79,          3.30,       1.24,      12.41,     40.95,          1.54
        -17,          6,    4,         -9.27,          3.30,       1.29,      12.86,     42.43,          1.42
