[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.29,          3.30,       0.89,       8.90,     29.38,          0.39
        -18,          1,    2,        -20.70,          3.30,       0.92,       9.22,     30.44,          0.33
        -18,          1,    3,        -19.15,          3.30,       0.96,       9.61,     31.73,          0.32
        -18,          1,    4,        -18.08,          3.30,       0.99,       9.92,     32.73,          0.32
        -18,          1,    5,        -17.15,          3.30,       1.02,      10.19,     33.62,          0.34
        -18,          1,    6,        -16.37,          3.30,       1.05,      10.47,     34.56,          0.35
        -18,          1,    7,        -15.76,          3.30,       1.08,      10.80,     35.65,          0.34
        -18,          2,    1,        -20.01,          3.30,       0.92,       9.15,     30.20,          0.74
        -18,          2,    2,        -18.53,          3.30,       0.96,       9.56,     31.55,          0.52
        -18,          2,    3,        -17.25,          3.30,       0.99,       9.95,     32.84,          0.47
        -18,          2,    4,        -16.22,          3.30,       1.03,      10.25,     33.83,          0.48
        -18,          2,    5,        -15.30,          3.30,       1.06,      10.58,     34.90,          0.49
        -18,          2,    6,        -14.63,          3.30,       1.09,      10.91,     36.00,          0.48
        -18,          2,    7,        -14.10,          3.30,       1.13,      11.28,     37.22,          0.46
        -18,          3,    1,        -17.28,          3.30,       0.96,       9.58,     31.63,          1.02
        -18,          3,    2,        -15.90,          3.30,       1.00,      10.02,     33.05,          0.79
        -18,          3,    3,        -14.78,          3.30,       1.04,      10.41,     34.34,          0.73
        -18,          3,    4,        -13.99,          3.30,       1.08,      10.78,     35.57,          0.69
        -18,          3,    5,        -13.33,          3.30,       1.11,      11.16,     36.82,          0.66
        -18,          3,    6,        -12.77,          3.30,       1.15,      11.50,     37.95,          0.65
        -18,          3,    7,        -12.35,          3.30,       1.18,      11.82,     39.00,          0.63
        -18,          4,    1,        -15.32,          3.30,       1.00,      10.02,     33.06,          1.28
        -18,          4,    2,        -14.18,          3.30,       1.05,      10.48,     34.58,          1.00
        -18,          4,    3,        -13.12,          3.30,       1.09,      10.89,     35.93,          0.94
        -18,          4,    4,        -12.44,          3.30,       1.13,      11.33,     37.38,          0.86
        -18,          4,    5,        -11.88,          3.30,       1.17,      11.71,     38.63,          0.82
        -18,          4,    6,        -11.46,          3.30,       1.20,      12.02,     39.67,          0.80
        -18,          4,    7,        -11.07,          3.30,       1.24,      12.35,     40.75,          0.78
        -18,          5,    1,        -13.24,          3.30,       1.06,      10.57,     34.88,          1.75
        -18,          5,    2,        -12.09,          3.30,       1.12,      11.13,     36.73,          1.36
        -18,          5,    3,        -11.35,          3.30,       1.16,      11.62,     38.33,          1.19
        -18,          5,    4,        -10.83,          3.30,       1.20,      12.04,     39.73,          1.09
        -18,          5,    5,        -10.38,          3.30,       1.24,      12.37,     40.81,          1.06
        -18,          5,    6,        -10.07,          3.30,       1.28,      12.78,     42.19,          0.98
        -18,          5,    7,         -9.79,          3.30,       1.31,      13.08,     43.14,          0.96
        -18,          6,    1,        -11.95,          3.30,       1.12,      11.15,     36.78,          2.10
        -18,          6,    2,        -10.91,          3.30,       1.17,      11.71,     38.64,          1.65
        -18,          6,    3,        -10.26,          3.30,       1.22,      12.19,     40.23,          1.45
        -18,          6,    4,         -9.83,          3.30,       1.26,      12.62,     41.64,          1.32
        -18,          6,    5,         -9.39,          3.30,       1.30,      13.01,     42.94,          1.25
        -18,          6,    6,         -9.16,          3.30,       1.34,      13.37,     44.11,          1.17
        -18,          6,    7,         -8.86,          3.30,       1.37,      13.71,     45.25,          1.13
        -18,          7,    1,        -10.79,          3.30,       1.17,      11.69,     38.57,          2.40
        -18,          7,    2,         -9.90,          3.30,       1.23,      12.31,     40.63,          1.85
        -18,          7,    3,         -9.21,          3.30,       1.29,      12.86,     42.44,          1.63
        -18,          7,    4,         -8.84,          3.30,       1.33,      13.29,     43.85,          1.49
        -18,          7,    5,         -8.50,          3.30,       1.37,      13.70,     45.19,          1.40
        -18,          7,    6,         -8.25,          3.30,       1.41,      14.09,     46.50,          1.31
        -18,          7,    7,         -8.04,          3.30,       1.45,      14.47,     47.74,          1.24
        -17,          1,    1,        -22.06,          3.30,       0.90,       8.97,     29.61,          0.39
        -17,          1,    2,        -20.40,          3.30,       0.93,       9.32,     30.77,          0.33
        -17,          1,    3,        -18.82,          3.30,       0.97,       9.66,     31.88,          0.34
        -17,          1,    4,        -17.78,          3.30,       1.00,       9.99,     32.97,          0.34
        -17,          1,    5,        -16.80,          3.30,       1.03,      10.30,     33.97,          0.35
        -17,          1,    6,        -15.93,          3.30,       1.06,      10.62,     35.05,          0.36
        -17,          1,    7,        -15.37,          3.30,       1.09,      10.89,     35.95,          0.37
        -17,          2,    1,        -19.79,          3.30,       0.92,       9.20,     30.34,          0.90
        -17,          2,    2,        -18.07,          3.30,       0.96,       9.65,     31.86,          0.58
        -17,          2,    3,        -16.79,          3.30,       1.00,       9.99,     32.97,          0.55
        -17,          2,    4,        -15.80,          3.30,       1.04,      10.34,     34.12,          0.53
        -17,          2,    5,        -15.01,          3.30,       1.07,      10.72,     35.38,          0.51
        -17,          2,    6,        -14.28,          3.30,       1.10,      11.03,     36.40,          0.52
        -17,          2,    7,        -13.68,          3.30,       1.14,      11.41,     37.64,          0.51
        -17,          3,    1,        -16.90,          3.30,       0.97,       9.75,     32.16,          1.00
        -17,          3,    2,        -15.45,          3.30,       1.01,      10.13,     33.44,          0.86
        -17,          3,    3,        -14.40,          3.30,       1.05,      10.54,     34.79,          0.78
        -17,          3,    4,        -13.55,          3.30,       1.10,      10.93,     36.06,          0.74
        -17,          3,    5,        -12.99,          3.30,       1.13,      11.27,     37.18,          0.71
        -17,          3,    6,        -12.42,          3.30,       1.17,      11.64,     38.41,          0.69
        -17,          3,    7,        -11.97,          3.30,       1.20,      11.95,     39.44,          0.68
        -17,          4,    1,        -14.90,          3.30,       1.01,      10.13,     33.43,          1.36
        -17,          4,    2,        -13.70,          3.30,       1.06,      10.58,     34.91,          1.11
        -17,          4,    3,        -12.77,          3.30,       1.11,      11.07,     36.51,          0.97
        -17,          4,    4,        -12.00,          3.30,       1.15,      11.48,     37.87,          0.93
        -17,          4,    5,        -11.50,          3.30,       1.19,      11.87,     39.18,          0.87
        -17,          4,    6,        -11.05,          3.30,       1.22,      12.20,     40.26,          0.85
        -17,          4,    7,        -10.69,          3.30,       1.25,      12.49,     41.23,          0.84
        -17,          5,    1,        -12.81,          3.30,       1.07,      10.75,     35.47,          1.80
        -17,          5,    2,        -11.72,          3.30,       1.14,      11.34,     37.43,          1.38
        -17,          5,    3,        -10.91,          3.30,       1.18,      11.80,     38.95,          1.27
        -17,          5,    4,        -10.43,          3.30,       1.22,      12.21,     40.29,          1.17
        -17,          5,    5,         -9.98,          3.30,       1.26,      12.62,     41.62,          1.11
        -17,          5,    6,         -9.58,          3.30,       1.30,      12.99,     42.86,          1.07
        -17,          5,    7,         -9.34,          3.30,       1.33,      13.32,     43.94,          1.02
        -17,          6,    1,        -11.49,          3.30,       1.13,      11.32,     37.36,          2.27
        -17,          6,    2,        -10.53,          3.30,       1.19,      11.88,     39.21,          1.78
        -17,          6,    3,         -9.86,          3.30,       1.24,      12.40,     40.92,          1.54
        -17,          6,    4,         -9.34,          3.30,       1.29,      12.86,     42.44,          1.42
        -17,          6,    5,         -9.00,          3.30,       1.33,      13.29,     43.84,          1.31
        -17,          6,    6,         -8.70,          3.30,       1.36,      13.63,     44.98,          1.26
        -17,          6,    7,         -8.46,          3.30,       1.40,      13.96,     46.08,          1.20
        -17,          7,    1,        -10.40,          3.30,       1.19,      11.90,     39.28,          2.45
        -17,          7,    2,         -9.49,          3.30,       1.26,      12.54,     41.38,          1.93
        -17,          7,    3,         -8.77,          3.30,       1.31,      13.15,     43.38,          1.70
        -17,          7,    4,         -8.35,          3.30,       1.35,      13.56,     44.76,          1.59
        -17,          7,    5,         -8.08,          3.30,       1.40,      14.01,     46.24,          1.46
        -17,          7,    6,         -7.76,          3.30,       1.44,      14.42,     47.60,          1.39
        -17,          7,    7,         -7.56,          3.30,       1.48,      14.80,     48.83,          1.32
        -16,          1,    1,        -21.61,          3.30,       0.90,       9.02,     29.78,          0.46
        -16,          1,    2,        -19.84,          3.30,       0.94,       9.38,     30.96,          0.39
        -16,          1,    3,        -18.49,          3.30,       0.97,       9.70,     32.01,          0.38
        -16,          1,    4,        -17.22,          3.30,       1.01,      10.04,     33.15,          0.39
        -16,          1,    5,        -16.54,          3.30,       1.04,      10.36,     34.17,          0.38
        -16,          1,    6,        -15.75,          3.30,       1.07,      10.68,     35.24,          0.38
        -16,          1,    7,        -15.07,          3.30,       1.10,      10.97,     36.19,          0.39
        -16,          2,    1,        -19.35,          3.30,       0.93,       9.33,     30.78,          0.81
        -16,          2,    2,        -17.65,          3.30,       0.97,       9.70,     32.01,          0.65
        -16,          2,    3,        -16.41,          3.30,       1.01,      10.09,     33.29,          0.58
        -16,          2,    4,        -15.32,          3.30,       1.04,      10.43,     34.43,          0.58
        -16,          2,    5,        -14.56,          3.30,       1.08,      10.76,     35.51,          0.57
        -16,          2,    6,        -13.89,          3.30,       1.12,      11.15,     36.77,          0.55
        -16,          2,    7,        -13.39,          3.30,       1.15,      11.46,     37.84,          0.54
        -16,          3,    1,        -16.40,          3.30,       0.98,       9.78,     32.27,          1.16
        -16,          3,    2,        -15.10,          3.30,       1.02,      10.21,     33.69,          0.91
        -16,          3,    3,        -13.95,          3.30,       1.06,      10.64,     35.10,          0.84
        -16,          3,    4,        -13.10,          3.30,       1.11,      11.06,     36.48,          0.79
        -16,          3,    5,        -12.53,          3.30,       1.14,      11.46,     37.82,          0.74
        -16,          3,    6,        -12.12,          3.30,       1.18,      11.75,     38.78,          0.72
        -16,          3,    7,        -11.56,          3.30,       1.21,      12.10,     39.92,          0.72
        -16,          4,    1,        -14.43,          3.30,       1.03,      10.26,     33.86,          1.48
        -16,          4,    2,        -13.23,          3.30,       1.07,      10.73,     35.43,          1.18
        -16,          4,    3,        -12.33,          3.30,       1.12,      11.22,     37.02,          1.04
        -16,          4,    4,        -11.61,          3.30,       1.16,      11.64,     38.40,          0.99
        -16,          4,    5,        -11.13,          3.30,       1.20,      12.02,     39.67,          0.93
        -16,          4,    6,        -10.72,          3.30,       1.24,      12.35,     40.76,          0.91
        -16,          4,    7,        -10.35,          3.30,       1.27,      12.71,     41.95,          0.88
        -16,          5,    1,        -12.34,          3.30,       1.09,      10.89,     35.92,          1.91
        -16,          5,    2,        -11.29,          3.30,       1.15,      11.49,     37.91,          1.47
        -16,          5,    3,        -10.53,          3.30,       1.20,      11.98,     39.52,          1.33
        -16,          5,    4,        -10.02,          3.30,       1.24,      12.42,     40.99,          1.22
        -16,          5,    5,         -9.54,          3.30,       1.28,      12.82,     42.31,          1.18
        -16,          5,    6,         -9.21,          3.30,       1.32,      13.18,     43.48,          1.13
        -16,          5,    7,         -8.97,          3.30,       1.35,      13.52,     44.59,          1.08
        -16,          6,    1,        -11.00,          3.30,       1.15,      11.50,     37.96,          2.47
        -16,          6,    2,        -10.06,          3.30,       1.21,      12.12,     39.98,          1.89
        -16,          6,    3,         -9.37,          3.30,       1.26,      12.63,     41.68,          1.67
        -16,          6,    4,         -8.93,          3.30,       1.31,      13.09,     43.20,          1.51
        -16,          6,    5,         -8.59,          3.30,       1.35,      13.44,     44.36,          1.44
        -16,          6,    6,         -8.26,          3.30,       1.39,      13.85,     45.69,          1.36
        -16,          6,    7,         -8.03,          3.30,       1.43,      14.23,     46.95,          1.29
        -16,          7,    1,         -9.94,          3.30,       1.21,      12.12,     39.98,          2.79
        -16,          7,    2,         -8.98,          3.30,       1.28,      12.82,     42.29,          2.12
        -16,          7,    3,         -8.31,          3.30,       1.34,      13.39,     44.18,          1.88
        -16,          7,    4,         -7.93,          3.30,       1.39,      13.85,     45.70,          1.72
        -16,          7,    5,         -7.61,          3.30,       1.43,      14.29,     47.15,          1.60
        -16,          7,    6,         -7.37,          3.30,       1.47,      14.67,     48.41,          1.52
        -16,          7,    7,         -7.15,          3.30,       1.51,      15.09,     49.79,          1.43
        -15,          1,    1,        -21.12,          3.30,       0.91,       9.09,     29.99,          0.51
        -15,          1,    2,        -19.37,          3.30,       0.95,       9.49,     31.33,          0.41
        -15,          1,    3,        -17.95,          3.30,       0.99,       9.85,     32.51,          0.40
        -15,          1,    4,        -16.74,          3.30,       1.02,      10.17,     33.56,          0.42
        -15,          1,    5,        -15.98,          3.30,       1.05,      10.48,     34.56,          0.41
        -15,          1,    6,        -15.27,          3.30,       1.08,      10.80,     35.65,          0.41
        -15,          1,    7,        -14.62,          3.30,       1.11,      11.13,     36.74,          0.42
        -15,          2,    1,        -18.73,          3.30,       0.94,       9.42,     31.07,          0.93
        -15,          2,    2,        -17.20,          3.30,       0.98,       9.81,     32.39,          0.69
        -15,          2,    3,        -15.92,          3.30,       1.02,      10.22,     33.73,          0.62
        -15,          2,    4,        -14.80,          3.30,       1.06,      10.57,     34.90,          0.63
        -15,          2,    5,        -14.09,          3.30,       1.09,      10.93,     36.08,          0.60
