[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.52,          3.30,       0.89,       8.91,     29.42,          0.39
        -18,          1,    2,        -20.93,          3.30,       0.93,       9.26,     30.55,          0.32
        -18,          1,    3,        -19.25,          3.30,       0.96,       9.63,     31.79,          0.31
        -18,          1,    4,        -18.24,          3.30,       0.99,       9.93,     32.75,          0.32
        -18,          1,    5,        -17.23,          3.30,       1.02,      10.22,     33.72,          0.33
        -18,          1,    6,        -16.47,          3.30,       1.05,      10.50,     34.65,          0.34
        -18,          1,    7,        -15.91,          3.30,       1.08,      10.83,     35.73,          0.33
        -18,          2,    1,        -20.34,          3.30,       0.92,       9.16,     30.21,          0.73
        -18,          2,    2,        -18.65,          3.30,       0.95,       9.56,     31.55,          0.53
        -18,          2,    3,        -17.35,          3.30,       0.99,       9.89,     32.64,          0.50
        -18,          2,    4,        -16.31,          3.30,       1.03,      10.25,     33.83,          0.48
        -18,          2,    5,        -15.44,          3.30,       1.06,      10.58,     34.90,          0.48
        -18,          2,    6,        -14.82,          3.30,       1.09,      10.90,     35.95,          0.47
        -18,          2,    7,        -14.23,          3.30,       1.13,      11.27,     37.20,          0.46
        -18,          3,    1,        -17.63,          3.30,       0.96,       9.59,     31.65,          0.92
        -18,          3,    2,        -16.12,          3.30,       1.00,      10.02,     33.05,          0.75
        -18,          3,    3,        -14.90,          3.30,       1.04,      10.41,     34.33,          0.71
        -18,          3,    4,        -14.05,          3.30,       1.08,      10.76,     35.49,          0.69
        -18,          3,    5,        -13.43,          3.30,       1.11,      11.14,     36.76,          0.65
        -18,          3,    6,        -12.86,          3.30,       1.15,      11.47,     37.85,          0.64
        -18,          3,    7,        -12.53,          3.30,       1.18,      11.77,     38.84,          0.62
        -18,          4,    1,        -15.37,          3.30,       1.00,       9.98,     32.92,          1.27
        -18,          4,    2,        -14.23,          3.30,       1.04,      10.44,     34.44,          0.99
        -18,          4,    3,        -13.27,          3.30,       1.09,      10.86,     35.82,          0.91
        -18,          4,    4,        -12.61,          3.30,       1.13,      11.28,     37.22,          0.83
        -18,          4,    5,        -12.10,          3.30,       1.16,      11.63,     38.37,          0.80
        -18,          4,    6,        -11.65,          3.30,       1.20,      11.95,     39.43,          0.78
        -18,          4,    7,        -11.27,          3.30,       1.23,      12.31,     40.59,          0.75
        -18,          5,    1,        -13.45,          3.30,       1.05,      10.52,     34.71,          1.72
        -18,          5,    2,        -12.34,          3.30,       1.11,      11.07,     36.51,          1.32
        -18,          5,    3,        -11.56,          3.30,       1.15,      11.56,     38.15,          1.15
        -18,          5,    4,        -11.04,          3.30,       1.19,      11.95,     39.42,          1.07
        -18,          5,    5,        -10.59,          3.30,       1.23,      12.32,     40.62,          1.02
        -18,          5,    6,        -10.26,          3.30,       1.27,      12.68,     41.83,          0.97
        -18,          5,    7,         -9.93,          3.30,       1.30,      13.03,     42.96,          0.93
        -18,          6,    1,        -12.17,          3.30,       1.10,      11.07,     36.52,          2.01
        -18,          6,    2,        -11.15,          3.30,       1.16,      11.61,     38.30,          1.60
        -18,          6,    3,        -10.44,          3.30,       1.21,      12.12,     39.99,          1.39
        -18,          6,    4,        -10.02,          3.30,       1.25,      12.53,     41.34,          1.27
        -18,          6,    5,         -9.58,          3.30,       1.30,      12.93,     42.66,          1.20
        -18,          6,    6,         -9.29,          3.30,       1.33,      13.26,     43.74,          1.15
