[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.33,          3.30,       0.89,       8.90,     29.38,          0.45
        -18,          1,    2,        -20.43,          3.30,       0.93,       9.29,     30.65,          0.35
        -18,          1,    3,        -19.15,          3.30,       0.96,       9.64,     31.79,          0.33
        -18,          1,    4,        -17.98,          3.30,       0.99,       9.94,     32.78,          0.34
        -18,          1,    5,        -16.99,          3.30,       1.02,      10.25,     33.84,          0.35
        -18,          1,    6,        -16.28,          3.30,       1.05,      10.52,     34.71,          0.35
        -18,          1,    7,        -15.77,          3.30,       1.08,      10.79,     35.62,          0.35
        -18,          2,    1,        -20.00,          3.30,       0.92,       9.17,     30.25,          0.75
        -18,          2,    2,        -18.45,          3.30,       0.96,       9.58,     31.63,          0.53
        -18,          2,    3,        -17.14,          3.30,       0.99,       9.93,     32.76,          0.50
        -18,          2,    4,        -16.11,          3.30,       1.03,      10.29,     33.95,          0.49
        -18,          2,    5,        -15.20,          3.30,       1.06,      10.59,     34.94,          0.50
        -18,          2,    6,        -14.63,          3.30,       1.09,      10.97,     36.19,          0.47
        -18,          2,    7,        -14.07,          3.30,       1.13,      11.28,     37.22,          0.47
        -18,          3,    1,        -17.27,          3.30,       0.96,       9.64,     31.81,          1.01
        -18,          3,    2,        -15.75,          3.30,       1.01,      10.04,     33.12,          0.84
        -18,          3,    3,        -14.72,          3.30,       1.04,      10.42,     34.40,          0.76
        -18,          3,    4,        -13.90,          3.30,       1.08,      10.78,     35.57,          0.73
        -18,          3,    5,        -13.29,          3.30,       1.12,      11.19,     36.93,          0.67
        -18,          3,    6,        -12.74,          3.30,       1.15,      11.52,     38.02,          0.66
        -18,          3,    7,        -12.31,          3.30,       1.18,      11.81,     38.97,          0.65
        -18,          4,    1,        -15.27,          3.30,       1.01,      10.03,     33.10,          1.26
        -18,          4,    2,        -14.08,          3.30,       1.05,      10.49,     34.60,          1.01
        -18,          4,    3,        -13.15,          3.30,       1.09,      10.91,     36.00,          0.92
        -18,          4,    4,        -12.43,          3.30,       1.13,      11.35,     37.47,          0.85
        -18,          4,    5,        -11.83,          3.30,       1.17,      11.70,     38.62,          0.83
        -18,          4,    6,        -11.41,          3.30,       1.20,      12.04,     39.74,          0.80
        -18,          4,    7,        -11.09,          3.30,       1.24,      12.38,     40.84,          0.77
        -18,          5,    1,        -13.30,          3.30,       1.06,      10.59,     34.96,          1.69
        -18,          5,    2,        -12.12,          3.30,       1.12,      11.15,     36.80,          1.33
        -18,          5,    3,        -11.36,          3.30,       1.16,      11.64,     38.42,          1.17
        -18,          5,    4,        -10.78,          3.30,       1.20,      12.03,     39.69,          1.12
        -18,          5,    5,        -10.35,          3.30,       1.24,      12.39,     40.89,          1.06
        -18,          5,    6,         -9.99,          3.30,       1.28,      12.76,     42.10,          1.01
        -18,          5,    7,         -9.73,          3.30,       1.31,      13.09,     43.20,          0.97
        -18,          6,    1,        -11.88,          3.30,       1.12,      11.16,     36.85,          2.03
        -18,          6,    2,        -10.90,          3.30,       1.17,      11.70,     38.60,          1.64
        -18,          6,    3,        -10.22,          3.30,       1.22,      12.21,     40.28,          1.43
        -18,          6,    4,         -9.84,          3.30,       1.26,      12.59,     41.56,          1.31
        -18,          6,    5,         -9.40,          3.30,       1.30,      13.04,     43.03,          1.22
        -18,          6,    6,         -9.14,          3.30,       1.34,      13.38,     44.15,          1.16
        -18,          6,    7,         -8.85,          3.30,       1.37,      13.72,     45.27,          1.12
        -18,          7,    1,        -10.80,          3.30,       1.17,      11.71,     38.64,          2.31
        -18,          7,    2,         -9.82,          3.30,       1.23,      12.30,     40.57,          1.89
