[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          6,    2,        -11.10,          3.30,       1.16,      11.63,     38.37,          1.59
        -18,          6,    3,        -10.39,          3.30,       1.21,      12.11,     39.95,          1.42
        -18,          6,    4,         -9.92,          3.30,       1.25,      12.51,     41.28,          1.31
        -18,          6,    5,         -9.56,          3.30,       1.29,      12.94,     42.69,          1.20
        -18,          6,    6,         -9.25,          3.30,       1.33,      13.29,     43.84,          1.15
        -18,          6,    7,         -9.02,          3.30,       1.36,      13.64,     45.00,          1.09
        -18,          7,    1,        -11.01,          3.30,       1.16,      11.58,     38.21,          2.29
        -18,          7,    2,        -10.08,          3.30,       1.22,      12.19,     40.22,          1.79
        -18,          7,    3,         -9.40,          3.30,       1.27,      12.73,     42.01,          1.58
        -18,          7,    4,         -9.01,          3.30,       1.32,      13.20,     43.57,          1.42
        -18,          7,    5,         -8.72,          3.30,       1.36,      13.60,     44.86,          1.33
        -18,          7,    6,         -8.44,          3.30,       1.40,      13.97,     46.08,          1.27
        -18,          7,    7,         -8.19,          3.30,       1.43,      14.34,     47.33,          1.21
        -17,          1,    1,        -22.09,          3.30,       0.89,       8.94,     29.52,          0.44
        -17,          1,    2,        -20.30,          3.30,       0.93,       9.29,     30.66,          0.37
        -17,          1,    3,        -18.93,          3.30,       0.97,       9.65,     31.83,          0.35
        -17,          1,    4,        -17.74,          3.30,       1.00,       9.97,     32.92,          0.35
        -17,          1,    5,        -17.00,          3.30,       1.03,      10.26,     33.85,          0.35
        -17,          1,    6,        -16.10,          3.30,       1.06,      10.58,     34.93,          0.36
        -17,          1,    7,        -15.53,          3.30,       1.09,      10.87,     35.85,          0.36
        -17,          2,    1,        -19.73,          3.30,       0.92,       9.21,     30.40,          0.83
        -17,          2,    2,        -18.18,          3.30,       0.96,       9.60,     31.69,          0.59
        -17,          2,    3,        -16.82,          3.30,       1.00,       9.99,     32.98,          0.54
        -17,          2,    4,        -15.87,          3.30,       1.03,      10.31,     34.03,          0.53
        -17,          2,    5,        -15.03,          3.30,       1.06,      10.65,     35.15,          0.52
        -17,          2,    6,        -14.44,          3.30,       1.10,      11.00,     36.30,          0.50
        -17,          2,    7,        -13.78,          3.30,       1.13,      11.35,     37.43,          0.50
        -17,          3,    1,        -17.04,          3.30,       0.97,       9.67,     31.91,          1.07
        -17,          3,    2,        -15.59,          3.30,       1.01,      10.08,     33.26,          0.87
        -17,          3,    3,        -14.40,          3.30,       1.05,      10.48,     34.56,          0.81
        -17,          3,    4,        -13.76,          3.30,       1.09,      10.89,     35.93,          0.72
        -17,          3,    5,        -13.07,          3.30,       1.13,      11.25,     37.12,          0.70
        -17,          3,    6,        -12.51,          3.30,       1.16,      11.59,     38.24,          0.69
        -17,          3,    7,        -12.13,          3.30,       1.19,      11.95,     39.42,          0.65
        -17,          4,    1,        -14.92,          3.30,       1.01,      10.07,     33.24,          1.44
        -17,          4,    2,        -13.77,          3.30,       1.06,      10.56,     34.86,          1.09
        -17,          4,    3,        -12.84,          3.30,       1.10,      11.01,     36.33,          0.98
        -17,          4,    4,        -12.15,          3.30,       1.15,      11.44,     37.76,          0.90
        -17,          4,    5,        -11.66,          3.30,       1.18,      11.78,     38.86,          0.87
        -17,          4,    6,        -11.16,          3.30,       1.21,      12.14,     40.06,          0.85
        -17,          4,    7,        -10.80,          3.30,       1.25,      12.45,     41.09,          0.83
        -17,          5,    1,        -12.96,          3.30,       1.07,      10.68,     35.25,          1.78
        -17,          5,    2,        -11.86,          3.30,       1.12,      11.24,     37.10,          1.39
        -17,          5,    3,        -11.05,          3.30,       1.17,      11.70,     38.59,          1.27
        -17,          5,    4,        -10.52,          3.30,       1.21,      12.14,     40.06,          1.16
        -17,          5,    5,        -10.07,          3.30,       1.25,      12.49,     41.22,          1.12
        -17,          5,    6,         -9.73,          3.30,       1.29,      12.91,     42.61,          1.04
        -17,          5,    7,         -9.46,          3.30,       1.32,      13.24,     43.68,          1.00
        -17,          6,    1,        -11.59,          3.30,       1.12,      11.23,     37.07,          2.27
        -17,          6,    2,        -10.60,          3.30,       1.18,      11.82,     39.01,          1.75
        -17,          6,    3,        -10.01,          3.30,       1.23,      12.30,     40.60,          1.52
        -17,          6,    4,         -9.52,          3.30,       1.28,      12.77,     42.15,          1.38
        -17,          6,    5,         -9.13,          3.30,       1.31,      13.13,     43.31,          1.32
        -17,          6,    6,         -8.85,          3.30,       1.35,      13.46,     44.42,          1.25
        -17,          6,    7,         -8.57,          3.30,       1.39,      13.87,     45.76,          1.18
        -17,          7,    1,        -10.57,          3.30,       1.18,      11.80,     38.94,          2.40
        -17,          7,    2,         -9.61,          3.30,       1.24,      12.43,     41.01,          1.91
        -17,          7,    3,         -8.95,          3.30,       1.30,      13.01,     42.93,          1.67
        -17,          7,    4,         -8.53,          3.30,       1.34,      13.44,     44.35,          1.55
        -17,          7,    5,         -8.21,          3.30,       1.39,      13.84,     45.66,          1.45
        -17,          7,    6,         -8.00,          3.30,       1.43,      14.24,     47.00,          1.35
        -17,          7,    7,         -7.72,          3.30,       1.46,      14.66,     48.37,          1.29
        -16,          1,    1,        -21.32,          3.30,       0.90,       9.02,     29.75,          0.50
        -16,          1,    2,        -19.93,          3.30,       0.94,       9.37,     30.92,          0.38
        -16,          1,    3,        -18.34,          3.30,       0.97,       9.74,     32.13,          0.38
        -16,          1,    4,        -17.18,          3.30,       1.01,      10.07,     33.22,          0.39
        -16,          1,    5,        -16.41,          3.30,       1.04,      10.39,     34.29,          0.38
        -16,          1,    6,        -15.69,          3.30,       1.07,      10.67,     35.20,          0.39
        -16,          1,    7,        -14.98,          3.30,       1.10,      11.02,     36.35,          0.39
        -16,          2,    1,        -19.19,          3.30,       0.93,       9.29,     30.67,          0.94
        -16,          2,    2,        -17.52,          3.30,       0.97,       9.73,     32.10,          0.65
        -16,          2,    3,        -16.30,          3.30,       1.01,      10.13,     33.43,          0.58
        -16,          2,    4,        -15.32,          3.30,       1.04,      10.47,     34.55,          0.57
        -16,          2,    5,        -14.46,          3.30,       1.08,      10.83,     35.72,          0.57
        -16,          2,    6,        -13.87,          3.30,       1.12,      11.16,     36.83,          0.55
        -16,          2,    7,        -13.27,          3.30,       1.15,      11.50,     37.95,          0.55
        -16,          3,    1,        -16.36,          3.30,       0.98,       9.77,     32.26,          1.19
        -16,          3,    2,        -14.98,          3.30,       1.02,      10.24,     33.80,          0.91
        -16,          3,    3,        -13.91,          3.30,       1.07,      10.65,     35.15,          0.84
        -16,          3,    4,        -13.13,          3.30,       1.11,      11.09,     36.58,          0.78
        -16,          3,    5,        -12.49,          3.30,       1.15,      11.43,     37.73,          0.76
        -16,          3,    6,        -11.92,          3.30,       1.18,      11.78,     38.86,          0.75
        -16,          3,    7,        -11.48,          3.30,       1.21,      12.14,     40.07,          0.73
        -16,          4,    1,        -14.37,          3.30,       1.03,      10.25,     33.83,          1.53
        -16,          4,    2,        -13.12,          3.30,       1.07,      10.72,     35.38,          1.24
        -16,          4,    3,        -12.26,          3.30,       1.12,      11.21,     36.99,          1.07
        -16,          4,    4,        -11.56,          3.30,       1.16,      11.62,     38.36,          1.01
        -16,          4,    5,        -11.00,          3.30,       1.20,      12.01,     39.63,          0.97
        -16,          4,    6,        -10.56,          3.30,       1.24,      12.35,     40.77,          0.94
        -16,          4,    7,        -10.27,          3.30,       1.27,      12.71,     41.93,          0.90
        -16,          5,    1,        -12.32,          3.30,       1.09,      10.92,     36.04,          1.89
        -16,          5,    2,        -11.24,          3.30,       1.15,      11.52,     38.02,          1.48
        -16,          5,    3,        -10.46,          3.30,       1.20,      11.97,     39.51,          1.37
        -16,          5,    4,         -9.93,          3.30,       1.24,      12.41,     40.95,          1.27
        -16,          5,    5,         -9.48,          3.30,       1.28,      12.84,     42.35,          1.20
        -16,          5,    6,         -9.19,          3.30,       1.32,      13.18,     43.51,          1.14
        -16,          5,    7,         -8.84,          3.30,       1.35,      13.53,     44.65,          1.12
        -16,          6,    1,        -10.93,          3.30,       1.15,      11.53,     38.02,          2.43
        -16,          6,    2,         -9.97,          3.30,       1.21,      12.09,     39.91,          1.93
        -16,          6,    3,         -9.35,          3.30,       1.26,      12.62,     41.65,          1.67
        -16,          6,    4,         -8.85,          3.30,       1.31,      13.09,     43.19,          1.53
        -16,          6,    5,         -8.48,          3.30,       1.35,      13.45,     44.37,          1.47
        -16,          6,    6,         -8.21,          3.30,       1.39,      13.88,     45.78,          1.36
        -16,          6,    7,         -7.98,          3.30,       1.42,      14.21,     46.90,          1.30
        -16,          7,    1,         -9.94,          3.30,       1.21,      12.09,     39.88,          2.80
        -16,          7,    2,         -8.99,          3.30,       1.28,      12.79,     42.20,          2.13
        -16,          7,    3,         -8.26,          3.30,       1.34,      13.37,     44.12,          1.90
        -16,          7,    4,         -7.83,          3.30,       1.38,      13.81,     45.55,          1.77
        -16,          7,    5,         -7.51,          3.30,       1.42,      14.27,     47.07,          1.64
        -16,          7,    6,         -7.32,          3.30,       1.47,      14.71,     48.55,          1.51
        -16,          7,    7,         -7.06,          3.30,       1.51,      15.06,     49.69,          1.46
        -15,          1,    1,        -21.12,          3.30,       0.91,       9.06,     29.90,          0.52
        -15,          1,    2,        -19.39,          3.30,       0.95,       9.45,     31.16,          0.42
        -15,          1,    3,        -17.94,          3.30,       0.98,       9.80,     32.35,          0.41
        -15,          1,    4,        -16.81,          3.30,       1.02,      10.13,     33.44,          0.42
        -15,          1,    5,        -16.00,          3.30,       1.05,      10.43,     34.43,          0.42
        -15,          1,    6,        -15.28,          3.30,       1.08,      10.78,     35.56,          0.42
        -15,          1,    7,        -14.73,          3.30,       1.11,      11.09,     36.61,          0.41
        -15,          2,    1,        -18.88,          3.30,       0.94,       9.41,     31.04,          0.89
        -15,          2,    2,        -17.31,          3.30,       0.98,       9.79,     32.30,          0.69
        -15,          2,    3,        -15.93,          3.30,       1.02,      10.19,     33.63,          0.63
        -15,          2,    4,        -14.94,          3.30,       1.05,      10.52,     34.71,          0.63
        -15,          2,    5,        -14.11,          3.30,       1.09,      10.90,     35.96,          0.61
        -15,          2,    6,        -13.47,          3.30,       1.13,      11.28,     37.22,          0.59
        -15,          2,    7,        -13.01,          3.30,       1.16,      11.57,     38.19,          0.58
        -15,          3,    1,        -16.03,          3.30,       0.99,       9.89,     32.63,          1.25
        -15,          3,    2,        -14.58,          3.30,       1.03,      10.35,     34.17,          0.98
        -15,          3,    3,        -13.53,          3.30,       1.08,      10.76,     35.50,          0.91
        -15,          3,    4,        -12.78,          3.30,       1.12,      11.22,     37.02,          0.83
        -15,          3,    5,        -12.10,          3.30,       1.16,      11.58,     38.20,          0.82
        -15,          3,    6,        -11.60,          3.30,       1.19,      11.92,     39.34,          0.79
        -15,          3,    7,        -11.17,          3.30,       1.23,      12.25,     40.40,          0.78
        -15,          4,    1,        -13.98,          3.30,       1.03,      10.36,     34.20,          1.64
        -15,          4,    2,        -12.75,          3.30,       1.09,      10.87,     35.85,          1.30
        -15,          4,    3,        -11.84,          3.30,       1.14,      11.40,     37.61,          1.12
        -15,          4,    4,        -11.19,          3.30,       1.18,      11.76,     38.82,          1.08
        -15,          4,    5,        -10.66,          3.30,       1.22,      12.16,     40.13,          1.03
        -15,          4,    6,        -10.24,          3.30,       1.25,      12.57,     41.48,          0.97
        -15,          4,    7,         -9.86,          3.30,       1.29,      12.89,     42.52,          0.96
        -15,          5,    1,        -11.94,          3.30,       1.11,      11.09,     36.59,          1.93
        -15,          5,    2,        -10.80,          3.30,       1.17,      11.68,     38.55,          1.57
        -15,          5,    3,        -10.05,          3.30,       1.22,      12.17,     40.16,          1.44
        -15,          5,    4,         -9.58,          3.30,       1.26,      12.62,     41.64,          1.32
        -15,          5,    5,         -9.11,          3.30,       1.30,      13.04,     43.03,          1.26
        -15,          5,    6,         -8.74,          3.30,       1.34,      13.39,     44.18,          1.22
        -15,          5,    7,         -8.47,          3.30,       1.37,      13.74,     45.34,          1.18
        -15,          6,    1,        -10.58,          3.30,       1.17,      11.67,     38.53,          2.61
        -15,          6,    2,         -9.56,          3.30,       1.23,      12.33,     40.67,          2.02
        -15,          6,    3,         -8.93,          3.30,       1.29,      12.86,     42.42,          1.77
        -15,          6,    4,         -8.50,          3.30,       1.33,      13.31,     43.90,          1.62
        -15,          6,    5,         -8.07,          3.30,       1.37,      13.70,     45.22,          1.55
        -15,          6,    6,         -7.83,          3.30,       1.41,      14.10,     46.51,          1.46
        -15,          6,    7,         -7.55,          3.30,       1.45,      14.48,     47.78,          1.39
        -15,          7,    1,         -9.50,          3.30,       1.23,      12.31,     40.61,          2.97
        -15,          7,    2,         -8.52,          3.30,       1.30,      13.05,     43.06,          2.26
        -15,          7,    3,         -7.86,          3.30,       1.36,      13.63,     44.99,          2.01
        -15,          7,    4,         -7.44,          3.30,       1.41,      14.06,     46.37,          1.89
        -15,          7,    5,         -7.12,          3.30,       1.46,      14.57,     48.06,          1.73
        -15,          7,    6,         -6.88,          3.30,       1.50,      14.98,     49.43,          1.63
        -15,          7,    7,         -6.65,          3.30,       1.53,      15.31,     50.52,          1.58
        -14,          1,    1,        -20.84,          3.30,       0.92,       9.15,     30.21,          0.55
        -14,          1,    2,        -18.99,          3.30,       0.95,       9.58,     31.60,          0.44
        -14,          1,    3,        -17.47,          3.30,       0.99,       9.90,     32.67,          0.45
        -14,          1,    4,        -16.46,          3.30,       1.03,      10.27,     33.87,          0.44
        -14,          1,    5,        -15.55,          3.30,       1.05,      10.55,     34.82,          0.46
        -14,          1,    6,        -14.86,          3.30,       1.09,      10.91,     35.98,          0.45
        -14,          1,    7,        -14.25,          3.30,       1.12,      11.23,     37.06,          0.45
        -14,          2,    1,        -18.32,          3.30,       0.95,       9.51,     31.37,          0.95
        -14,          2,    2,        -16.77,          3.30,       0.99,       9.90,     32.67,          0.74
        -14,          2,    3,        -15.52,          3.30,       1.03,      10.31,     34.02,          0.67
        -14,          2,    4,        -14.48,          3.30,       1.07,      10.67,     35.20,          0.66
        -14,          2,    5,        -13.70,          3.30,       1.11,      11.06,     36.49,          0.64
        -14,          2,    6,        -13.03,          3.30,       1.14,      11.41,     37.66,          0.63
        -14,          2,    7,        -12.46,          3.30,       1.18,      11.77,     38.84,          0.63
        -14,          3,    1,        -15.42,          3.30,       1.00,      10.03,     33.10,          1.37
        -14,          3,    2,        -14.12,          3.30,       1.05,      10.46,     34.51,          1.10
        -14,          3,    3,        -13.03,          3.30,       1.09,      10.92,     36.04,          0.99
        -14,          3,    4,        -12.24,          3.30,       1.14,      11.42,     37.66,          0.90
        -14,          3,    5,        -11.61,          3.30,       1.17,      11.76,     38.80,          0.89
        -14,          3,    6,        -11.09,          3.30,       1.21,      12.08,     39.85,          0.88
        -14,          3,    7,        -10.68,          3.30,       1.24,      12.42,     40.99,          0.86
        -14,          4,    1,        -13.50,          3.30,       1.05,      10.58,     34.90,          1.60
        -14,          4,    2,        -12.23,          3.30,       1.11,      11.08,     36.57,          1.34
        -14,          4,    3,        -11.32,          3.30,       1.16,      11.61,     38.30,          1.19
        -14,          4,    4,        -10.66,          3.30,       1.20,      12.00,     39.60,          1.15
        -14,          4,    5,        -10.22,          3.30,       1.24,      12.38,     40.86,          1.08
        -14,          4,    6,         -9.75,          3.30,       1.28,      12.81,     42.27,          1.04
        -14,          4,    7,         -9.36,          3.30,       1.32,      13.15,     43.39,          1.03
        -14,          5,    1,        -11.34,          3.30,       1.13,      11.31,     37.34,          2.06
        -14,          5,    2,        -10.30,          3.30,       1.19,      11.95,     39.42,          1.65
        -14,          5,    3,         -9.56,          3.30,       1.24,      12.42,     40.98,          1.54
        -14,          5,    4,         -8.98,          3.30,       1.29,      12.89,     42.54,          1.45
        -14,          5,    5,         -8.63,          3.30,       1.33,      13.31,     43.92,          1.35
        -14,          5,    6,         -8.23,          3.30,       1.37,      13.69,     45.16,          1.32
        -14,          5,    7,         -7.96,          3.30,       1.40,      14.03,     46.28,          1.28
        -14,          6,    1,        -10.01,          3.30,       1.20,      11.94,     39.39,          2.82
        -14,          6,    2,         -8.98,          3.30,       1.26,      12.60,     41.59,          2.20
        -14,          6,    3,         -8.36,          3.30,       1.32,      13.17,     43.44,          1.92
        -14,          6,    4,         -7.93,          3.30,       1.36,      13.63,     44.98,          1.76
        -14,          6,    5,         -7.55,          3.30,       1.41,      14.06,     46.38,          1.67
        -14,          6,    6,         -7.26,          3.30,       1.45,      14.51,     47.87,          1.56
        -14,          6,    7,         -7.03,          3.30,       1.48,      14.83,     48.93,          1.51
        -14,          7,    1,         -8.90,          3.30,       1.26,      12.62,     41.62,          3.30
        -14,          7,    2,         -7.95,          3.30,       1.34,      13.37,     44.11,          2.51
        -14,          7,    3,         -7.25,          3.30,       1.40,      13.97,     46.12,          2.24
        -14,          7,    4,         -6.88,          3.30,       1.45,      14.51,     47.86,          2.02
        -14,          7,    5,         -6.55,          3.30,       1.50,      14.96,     49.35,          1.90
        -14,          7,    6,         -6.29,          3.30,       1.54,      15.36,     50.67,          1.81
        -14,          7,    7,         -6.06,          3.30,       1.58,      15.79,     52.09,          1.73
        -13,          1,    1,        -20.59,          3.30,       0.92,       9.22,     30.45,          0.51
        -13,          1,    2,        -18.62,          3.30,       0.96,       9.60,     31.68,          0.47
        -13,          1,    3,        -17.27,          3.30,       1.00,       9.97,     32.91,          0.45
        -13,          1,    4,        -16.07,          3.30,       1.03,      10.32,     34.05,          0.46
        -13,          1,    5,        -15.23,          3.30,       1.06,      10.65,     35.14,          0.47
        -13,          1,    6,        -14.49,          3.30,       1.10,      10.96,     36.18,          0.48
        -13,          1,    7,        -13.95,          3.30,       1.13,      11.34,     37.42,          0.46
        -13,          2,    1,        -17.91,          3.30,       0.96,       9.59,     31.64,          1.06
        -13,          2,    2,        -16.38,          3.30,       1.00,       9.98,     32.94,          0.81
        -13,          2,    3,        -15.08,          3.30,       1.04,      10.36,     34.18,          0.76
        -13,          2,    4,        -14.11,          3.30,       1.08,      10.77,     35.54,          0.72
        -13,          2,    5,        -13.34,          3.30,       1.12,      11.19,     36.93,          0.68
        -13,          2,    6,        -12.66,          3.30,       1.15,      11.52,     38.00,          0.69
        -13,          2,    7,        -12.12,          3.30,       1.19,      11.88,     39.18,          0.68
        -13,          3,    1,        -15.10,          3.30,       1.01,      10.09,     33.31,          1.57
        -13,          3,    2,        -13.72,          3.30,       1.06,      10.53,     34.73,          1.25
        -13,          3,    3,        -12.72,          3.30,       1.11,      11.05,     36.47,          1.04
        -13,          3,    4,        -11.87,          3.30,       1.15,      11.47,     37.86,          1.00
        -13,          3,    5,        -11.22,          3.30,       1.19,      11.87,     39.16,          0.97
        -13,          3,    6,        -10.73,          3.30,       1.22,      12.23,     40.37,          0.94
        -13,          3,    7,        -10.41,          3.30,       1.26,      12.60,     41.57,          0.89
        -13,          4,    1,        -13.09,          3.30,       1.06,      10.66,     35.19,          1.80
        -13,          4,    2,        -11.83,          3.30,       1.12,      11.23,     37.06,          1.43
        -13,          4,    3,        -10.95,          3.30,       1.17,      11.70,     38.59,          1.31
        -13,          4,    4,        -10.30,          3.30,       1.21,      12.14,     40.07,          1.23
        -13,          4,    5,         -9.84,          3.30,       1.26,      12.56,     41.44,          1.15
        -13,          4,    6,         -9.41,          3.30,       1.30,      12.96,     42.75,          1.11
        -13,          4,    7,         -9.03,          3.30,       1.33,      13.32,     43.93,          1.09
        -13,          5,    1,        -11.03,          3.30,       1.14,      11.46,     37.82,          2.15
        -13,          5,    2,         -9.92,          3.30,       1.21,      12.05,     39.78,          1.81
        -13,          5,    3,         -9.17,          3.30,       1.26,      12.62,     41.63,          1.62
        -13,          5,    4,         -8.65,          3.30,       1.31,      13.08,     43.17,          1.51
        -13,          5,    5,         -8.22,          3.30,       1.35,      13.48,     44.48,          1.46
        -13,          5,    6,         -7.86,          3.30,       1.39,      13.88,     45.79,          1.41
        -13,          5,    7,         -7.60,          3.30,       1.43,      14.27,     47.07,          1.34
        -13,          6,    1,         -9.68,          3.30,       1.21,      12.13,     40.03,          2.85
        -13,          6,    2,         -8.70,          3.30,       1.28,      12.83,     42.31,          2.23
        -13,          6,    3,         -8.01,          3.30,       1.34,      13.39,     44.20,          1.99
        -13,          6,    4,         -7.52,          3.30,       1.38,      13.81,     45.57,          1.90
        -13,          6,    5,         -7.20,          3.30,       1.43,      14.31,     47.20,          1.74
        -13,          6,    6,         -6.86,          3.30,       1.47,      14.72,     48.57,          1.67
        -13,          6,    7,         -6.66,          3.30,       1.51,      15.11,     49.86,          1.59
        -13,          7,    1,         -8.59,          3.30,       1.29,      12.87,     42.45,          3.28
        -13,          7,    2,         -7.54,          3.30,       1.36,      13.63,     44.98,          2.61
        -13,          7,    3,         -6.92,          3.30,       1.43,      14.26,     47.04,          2.31
        -13,          7,    4,         -6.47,          3.30,       1.48,      14.77,     48.74,          2.15
        -13,          7,    5,         -6.17,          3.30,       1.52,      15.23,     50.24,          2.01
        -13,          7,    6,         -5.94,          3.30,       1.57,      15.68,     51.72,          1.89
        -13,          7,    7,         -5.73,          3.30,       1.61,      16.07,     53.03,          1.81
        -12,          1,    1,        -20.16,          3.30,       0.93,       9.32,     30.77,          0.53
        -12,          1,    2,        -18.22,          3.30,       0.97,       9.70,     32.00,          0.50
        -12,          1,    3,        -16.75,          3.30,       1.01,      10.08,     33.25,          0.49
        -12,          1,    4,        -15.72,          3.30,       1.04,      10.43,     34.41,          0.49
        -12,          1,    5,        -14.81,          3.30,       1.08,      10.74,     35.42,          0.51
        -12,          1,    6,        -14.11,          3.30,       1.11,      11.13,     36.71,          0.50
        -12,          1,    7,        -13.53,          3.30,       1.15,      11.45,     37.80,          0.50
        -12,          2,    1,        -17.50,          3.30,       0.97,       9.67,     31.91,          1.16
        -12,          2,    2,        -15.91,          3.30,       1.01,      10.11,     33.35,          0.86
        -12,          2,    3,        -14.71,          3.30,       1.05,      10.50,     34.67,          0.79
        -12,          2,    4,        -13.65,          3.30,       1.09,      10.92,     36.02,          0.76
        -12,          2,    5,        -12.89,          3.30,       1.13,      11.32,     37.36,          0.74
        -12,          2,    6,        -12.34,          3.30,       1.17,      11.68,     38.54,          0.71
        -12,          2,    7,        -11.72,          3.30,       1.20,      12.01,     39.64,          0.73
        -12,          3,    1,        -14.61,          3.30,       1.02,      10.21,     33.71,          1.76
        -12,          3,    2,        -13.31,          3.30,       1.07,      10.73,     35.42,          1.27
        -12,          3,    3,        -12.21,          3.30,       1.12,      11.23,     37.07,          1.13
        -12,          3,    4,        -11.43,          3.30,       1.17,      11.68,     38.53,          1.06
        -12,          3,    5,        -10.82,          3.30,       1.20,      12.04,     39.73,          1.04
        -12,          3,    6,        -10.33,          3.30,       1.24,      12.44,     41.03,          1.00
        -12,          3,    7,         -9.97,          3.30,       1.28,      12.80,     42.25,          0.96
        -12,          4,    1,        -12.51,          3.30,       1.08,      10.83,     35.73,          1.96
        -12,          4,    2,        -11.36,          3.30,       1.14,      11.43,     37.70,          1.51
        -12,          4,    3,        -10.50,          3.30,       1.19,      11.91,     39.30,          1.38
        -12,          4,    4,         -9.86,          3.30,       1.24,      12.39,     40.88,          1.29
        -12,          4,    5,         -9.34,          3.30,       1.28,      12.80,     42.25,          1.24
        -12,          4,    6,         -8.93,          3.30,       1.32,      13.22,     43.62,          1.19
        -12,          4,    7,         -8.54,          3.30,       1.35,      13.55,     44.70,          1.18
        -12,          5,    1,        -10.54,          3.30,       1.17,      11.66,     38.49,          2.34
        -12,          5,    2,         -9.45,          3.30,       1.23,      12.28,     40.53,          1.95
        -12,          5,    3,         -8.72,          3.30,       1.29,      12.87,     42.47,          1.73
        -12,          5,    4,         -8.13,          3.30,       1.34,      13.34,     44.01,          1.66
        -12,          5,    5,         -7.70,          3.30,       1.38,      13.77,     45.42,          1.59
        -12,          5,    6,         -7.37,          3.30,       1.42,      14.18,     46.80,          1.52
        -12,          5,    7,         -7.11,          3.30,       1.46,      14.57,     48.07,          1.46
        -12,          6,    1,         -9.16,          3.30,       1.24,      12.40,     40.92,          3.23
        -12,          6,    2,         -8.19,          3.30,       1.31,      13.06,     43.11,          2.55
        -12,          6,    3,         -7.52,          3.30,       1.37,      13.67,     45.11,          2.23
        -12,          6,    4,         -7.03,          3.30,       1.42,      14.19,     46.82,          2.05
