[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          6,    2,        -11.12,          3.30,       1.16,      11.65,     38.46,          1.59
        -18,          6,    3,        -10.50,          3.30,       1.21,      12.07,     39.84,          1.43
        -18,          6,    4,         -9.99,          3.30,       1.25,      12.53,     41.34,          1.30
        -18,          6,    5,         -9.58,          3.30,       1.29,      12.94,     42.69,          1.21
        -18,          6,    6,         -9.33,          3.30,       1.33,      13.29,     43.88,          1.14
        -18,          6,    7,         -9.08,          3.30,       1.36,      13.61,     44.90,          1.09
        -18,          7,    1,        -11.09,          3.30,       1.16,      11.59,     38.24,          2.21
        -18,          7,    2,        -10.17,          3.30,       1.22,      12.23,     40.34,          1.71
        -18,          7,    3,         -9.46,          3.30,       1.28,      12.75,     42.07,          1.54
        -18,          7,    4,         -9.06,          3.30,       1.32,      13.19,     43.55,          1.40
        -18,          7,    5,         -8.67,          3.30,       1.36,      13.60,     44.87,          1.34
        -18,          7,    6,         -8.45,          3.30,       1.39,      13.95,     46.02,          1.26
        -18,          7,    7,         -8.22,          3.30,       1.43,      14.30,     47.18,          1.21
        -17,          1,    1,        -22.27,          3.30,       0.89,       8.94,     29.51,          0.42
        -17,          1,    2,        -20.41,          3.30,       0.93,       9.30,     30.70,          0.35
        -17,          1,    3,        -18.86,          3.30,       0.97,       9.66,     31.88,          0.34
        -17,          1,    4,        -17.86,          3.30,       1.00,       9.97,     32.91,          0.34
        -17,          1,    5,        -16.96,          3.30,       1.03,      10.28,     33.93,          0.35
        -17,          1,    6,        -16.13,          3.30,       1.06,      10.57,     34.88,          0.36
        -17,          1,    7,        -15.50,          3.30,       1.08,      10.86,     35.84,          0.36
        -17,          2,    1,        -19.78,          3.30,       0.92,       9.20,     30.34,          0.79
        -17,          2,    2,        -18.22,          3.30,       0.96,       9.59,     31.66,          0.57
        -17,          2,    3,        -16.92,          3.30,       1.00,       9.97,     32.91,          0.52
        -17,          2,    4,        -15.84,          3.30,       1.03,      10.31,     34.02,          0.52
        -17,          2,    5,        -15.08,          3.30,       1.06,      10.63,     35.07,          0.51
        -17,          2,    6,        -14.36,          3.30,       1.10,      10.99,     36.28,          0.50
        -17,          2,    7,        -13.79,          3.30,       1.14,      11.33,     37.40,          0.50
        -17,          3,    1,        -17.08,          3.30,       0.97,       9.68,     31.95,          1.03
        -17,          3,    2,        -15.65,          3.30,       1.01,      10.09,     33.30,          0.84
        -17,          3,    3,        -14.49,          3.30,       1.05,      10.48,     34.57,          0.79
        -17,          3,    4,        -13.69,          3.30,       1.09,      10.86,     35.83,          0.74
        -17,          3,    5,        -13.01,          3.30,       1.13,      11.26,     37.16,          0.70
        -17,          3,    6,        -12.54,          3.30,       1.16,      11.61,     38.32,          0.67
        -17,          3,    7,        -12.10,          3.30,       1.19,      11.90,     39.27,          0.67
        -17,          4,    1,        -14.99,          3.30,       1.01,      10.11,     33.36,          1.33
        -17,          4,    2,        -13.81,          3.30,       1.05,      10.55,     34.83,          1.08
        -17,          4,    3,        -12.90,          3.30,       1.10,      11.01,     36.35,          0.95
        -17,          4,    4,        -12.17,          3.30,       1.14,      11.43,     37.72,          0.90
        -17,          4,    5,        -11.67,          3.30,       1.18,      11.79,     38.92,          0.86
        -17,          4,    6,        -11.26,          3.30,       1.21,      12.12,     40.01,          0.83
        -17,          4,    7,        -10.86,          3.30,       1.25,      12.49,     41.23,          0.80
        -17,          5,    1,        -13.05,          3.30,       1.07,      10.66,     35.19,          1.74
        -17,          5,    2,        -11.91,          3.30,       1.13,      11.26,     37.14,          1.34
        -17,          5,    3,        -11.15,          3.30,       1.17,      11.74,     38.74,          1.20
        -17,          5,    4,        -10.60,          3.30,       1.21,      12.13,     40.03,          1.13
        -17,          5,    5,        -10.12,          3.30,       1.25,      12.55,     41.39,          1.08
        -17,          5,    6,         -9.82,          3.30,       1.29,      12.90,     42.57,          1.02
        -17,          5,    7,         -9.54,          3.30,       1.32,      13.22,     43.63,          0.99
        -17,          6,    1,        -11.65,          3.30,       1.13,      11.27,     37.18,          2.13
        -17,          6,    2,        -10.69,          3.30,       1.18,      11.82,     39.00,          1.70
        -17,          6,    3,        -10.04,          3.30,       1.23,      12.34,     40.70,          1.47
        -17,          6,    4,         -9.57,          3.30,       1.27,      12.73,     42.00,          1.38
        -17,          6,    5,         -9.18,          3.30,       1.32,      13.18,     43.48,          1.27
        -17,          6,    6,         -8.88,          3.30,       1.35,      13.52,     44.60,          1.22
        -17,          6,    7,         -8.63,          3.30,       1.38,      13.84,     45.68,          1.17
        -17,          7,    1,        -10.58,          3.30,       1.18,      11.82,     39.01,          2.45
        -17,          7,    2,         -9.60,          3.30,       1.25,      12.45,     41.09,          1.94
        -17,          7,    3,         -9.00,          3.30,       1.30,      13.04,     43.04,          1.65
        -17,          7,    4,         -8.54,          3.30,       1.34,      13.44,     44.36,          1.57
        -17,          7,    5,         -8.21,          3.30,       1.39,      13.86,     45.72,          1.47
        -17,          7,    6,         -7.99,          3.30,       1.42,      14.23,     46.96,          1.38
        -17,          7,    7,         -7.75,          3.30,       1.47,      14.65,     48.34,          1.30
        -16,          1,    1,        -21.65,          3.30,       0.90,       8.99,     29.66,          0.49
        -16,          1,    2,        -19.78,          3.30,       0.94,       9.37,     30.92,          0.40
        -16,          1,    3,        -18.36,          3.30,       0.97,       9.76,     32.19,          0.37
        -16,          1,    4,        -17.31,          3.30,       1.01,      10.06,     33.21,          0.38
        -16,          1,    5,        -16.56,          3.30,       1.04,      10.37,     34.23,          0.37
        -16,          1,    6,        -15.66,          3.30,       1.07,      10.67,     35.22,          0.39
        -16,          1,    7,        -15.01,          3.30,       1.10,      11.00,     36.32,          0.39
        -16,          2,    1,        -19.30,          3.30,       0.93,       9.33,     30.79,          0.84
        -16,          2,    2,        -17.59,          3.30,       0.97,       9.73,     32.10,          0.64
        -16,          2,    3,        -16.44,          3.30,       1.01,      10.12,     33.38,          0.57
        -16,          2,    4,        -15.37,          3.30,       1.05,      10.45,     34.47,          0.57
        -16,          2,    5,        -14.57,          3.30,       1.08,      10.80,     35.63,          0.56
        -16,          2,    6,        -13.88,          3.30,       1.12,      11.15,     36.80,          0.55
        -16,          2,    7,        -13.32,          3.30,       1.15,      11.51,     37.98,          0.54
        -16,          3,    1,        -16.50,          3.30,       0.98,       9.81,     32.37,          1.12
        -16,          3,    2,        -15.05,          3.30,       1.02,      10.23,     33.75,          0.92
        -16,          3,    3,        -13.87,          3.30,       1.06,      10.62,     35.05,          0.88
        -16,          3,    4,        -13.12,          3.30,       1.11,      11.06,     36.48,          0.80
        -16,          3,    5,        -12.55,          3.30,       1.14,      11.44,     37.75,          0.75
        -16,          3,    6,        -12.00,          3.30,       1.18,      11.78,     38.88,          0.74
        -16,          3,    7,        -11.59,          3.30,       1.21,      12.11,     39.96,          0.72
        -16,          4,    1,        -14.42,          3.30,       1.03,      10.24,     33.78,          1.57
        -16,          4,    2,        -13.18,          3.30,       1.07,      10.75,     35.46,          1.21
        -16,          4,    3,        -12.28,          3.30,       1.12,      11.22,     37.01,          1.07
        -16,          4,    4,        -11.64,          3.30,       1.17,      11.65,     38.45,          0.98
        -16,          4,    5,        -11.10,          3.30,       1.20,      12.00,     39.60,          0.96
        -16,          4,    6,        -10.68,          3.30,       1.24,      12.37,     40.80,          0.92
        -16,          4,    7,        -10.31,          3.30,       1.27,      12.74,     42.03,          0.88
        -16,          5,    1,        -12.37,          3.30,       1.09,      10.90,     35.96,          1.90
        -16,          5,    2,        -11.27,          3.30,       1.15,      11.52,     38.03,          1.46
        -16,          5,    3,        -10.53,          3.30,       1.20,      12.00,     39.59,          1.32
        -16,          5,    4,         -9.98,          3.30,       1.24,      12.42,     40.98,          1.24
        -16,          5,    5,         -9.54,          3.30,       1.28,      12.85,     42.41,          1.17
        -16,          5,    6,         -9.20,          3.30,       1.32,      13.15,     43.39,          1.15
        -16,          5,    7,         -8.90,          3.30,       1.36,      13.54,     44.68,          1.10
        -16,          6,    1,        -11.14,          3.30,       1.15,      11.52,     38.02,          2.28
        -16,          6,    2,        -10.04,          3.30,       1.22,      12.13,     40.02,          1.84
        -16,          6,    3,         -9.34,          3.30,       1.26,      12.68,     41.82,          1.62
        -16,          6,    4,         -8.91,          3.30,       1.31,      13.09,     43.18,          1.51
        -16,          6,    5,         -8.53,          3.30,       1.35,      13.50,     44.55,          1.42
        -16,          6,    6,         -8.25,          3.30,       1.39,      13.88,     45.80,          1.34
        -16,          6,    7,         -7.97,          3.30,       1.42,      14.23,     46.96,          1.29
        -16,          7,    1,         -9.94,          3.30,       1.21,      12.13,     40.02,          2.75
        -16,          7,    2,         -8.96,          3.30,       1.28,      12.80,     42.23,          2.16
        -16,          7,    3,         -8.33,          3.30,       1.34,      13.40,     44.21,          1.86
        -16,          7,    4,         -7.91,          3.30,       1.39,      13.84,     45.66,          1.74
        -16,          7,    5,         -7.57,          3.30,       1.43,      14.26,     47.07,          1.63
        -16,          7,    6,         -7.31,          3.30,       1.47,      14.69,     48.45,          1.53
        -16,          7,    7,         -7.12,          3.30,       1.50,      15.06,     49.69,          1.45
        -15,          1,    1,        -21.24,          3.30,       0.91,       9.05,     29.87,          0.52
        -15,          1,    2,        -19.50,          3.30,       0.94,       9.48,     31.27,          0.39
        -15,          1,    3,        -18.14,          3.30,       0.98,       9.81,     32.37,          0.39
        -15,          1,    4,        -16.87,          3.30,       1.02,      10.16,     33.53,          0.40
        -15,          1,    5,        -16.11,          3.30,       1.05,      10.44,     34.45,          0.41
        -15,          1,    6,        -15.23,          3.30,       1.08,      10.77,     35.55,          0.42
        -15,          1,    7,        -14.69,          3.30,       1.11,      11.13,     36.74,          0.41
        -15,          2,    1,        -18.90,          3.30,       0.94,       9.39,     30.99,          0.97
        -15,          2,    2,        -17.28,          3.30,       0.98,       9.80,     32.34,          0.70
        -15,          2,    3,        -15.97,          3.30,       1.02,      10.19,     33.64,          0.63
        -15,          2,    4,        -15.02,          3.30,       1.05,      10.54,     34.80,          0.61
        -15,          2,    5,        -14.20,          3.30,       1.09,      10.90,     35.97,          0.60
        -15,          2,    6,        -13.56,          3.30,       1.13,      11.29,     37.23,          0.58
        -15,          2,    7,        -13.05,          3.30,       1.16,      11.60,     38.28,          0.57
        -15,          3,    1,        -16.04,          3.30,       0.99,       9.88,     32.59,          1.29
        -15,          3,    2,        -14.68,          3.30,       1.03,      10.34,     34.11,          0.99
        -15,          3,    3,        -13.60,          3.30,       1.08,      10.77,     35.53,          0.90
        -15,          3,    4,        -12.76,          3.30,       1.12,      11.18,     36.89,          0.85
        -15,          3,    5,        -12.19,          3.30,       1.15,      11.55,     38.11,          0.81
        -15,          3,    6,        -11.71,          3.30,       1.19,      11.93,     39.36,          0.77
        -15,          3,    7,        -11.23,          3.30,       1.23,      12.25,     40.41,          0.77
        -15,          4,    1,        -14.07,          3.30,       1.03,      10.39,     34.28,          1.55
        -15,          4,    2,        -12.81,          3.30,       1.09,      10.86,     35.83,          1.29
        -15,          4,    3,        -11.90,          3.30,       1.14,      11.37,     37.52,          1.12
        -15,          4,    4,        -11.26,          3.30,       1.18,      11.78,     38.88,          1.05
        -15,          4,    5,        -10.76,          3.30,       1.22,      12.17,     40.17,          1.00
        -15,          4,    6,        -10.34,          3.30,       1.26,      12.55,     41.40,          0.96
        -15,          4,    7,         -9.97,          3.30,       1.29,      12.92,     42.64,          0.93
        -15,          5,    1,        -12.01,          3.30,       1.11,      11.11,     36.65,          1.87
        -15,          5,    2,        -10.88,          3.30,       1.17,      11.67,     38.51,          1.56
        -15,          5,    3,        -10.09,          3.30,       1.22,      12.19,     40.20,          1.42
        -15,          5,    4,         -9.59,          3.30,       1.26,      12.60,     41.57,          1.33
        -15,          5,    5,         -9.14,          3.30,       1.31,      13.03,     43.00,          1.26
        -15,          5,    6,         -8.81,          3.30,       1.34,      13.38,     44.16,          1.21
        -15,          5,    7,         -8.55,          3.30,       1.37,      13.76,     45.40,          1.15
        -15,          6,    1,        -10.65,          3.30,       1.17,      11.71,     38.65,          2.53
        -15,          6,    2,         -9.64,          3.30,       1.23,      12.34,     40.73,          1.98
        -15,          6,    3,         -9.00,          3.30,       1.29,      12.89,     42.53,          1.73
        -15,          6,    4,         -8.49,          3.30,       1.33,      13.30,     43.91,          1.63
        -15,          6,    5,         -8.13,          3.30,       1.37,      13.73,     45.32,          1.53
        -15,          6,    6,         -7.86,          3.30,       1.41,      14.10,     46.53,          1.45
        -15,          6,    7,         -7.63,          3.30,       1.45,      14.52,     47.90,          1.36
        -15,          7,    1,         -9.49,          3.30,       1.23,      12.30,     40.58,          3.04
        -15,          7,    2,         -8.54,          3.30,       1.31,      13.04,     43.04,          2.27
        -15,          7,    3,         -7.91,          3.30,       1.36,      13.64,     45.02,          1.99
        -15,          7,    4,         -7.48,          3.30,       1.41,      14.13,     46.62,          1.83
        -15,          7,    5,         -7.17,          3.30,       1.46,      14.56,     48.06,          1.72
        -15,          7,    6,         -6.86,          3.30,       1.50,      14.96,     49.35,          1.65
        -15,          7,    7,         -6.72,          3.30,       1.54,      15.36,     50.66,          1.55
        -14,          1,    1,        -20.89,          3.30,       0.91,       9.14,     30.17,          0.54
        -14,          1,    2,        -19.06,          3.30,       0.96,       9.56,     31.54,          0.43
        -14,          1,    3,        -17.61,          3.30,       0.99,       9.90,     32.65,          0.43
        -14,          1,    4,        -16.52,          3.30,       1.02,      10.25,     33.81,          0.43
        -14,          1,    5,        -15.65,          3.30,       1.06,      10.56,     34.83,          0.44
        -14,          1,    6,        -14.85,          3.30,       1.09,      10.90,     35.98,          0.45
        -14,          1,    7,        -14.34,          3.30,       1.12,      11.24,     37.08,          0.44
        -14,          2,    1,        -18.44,          3.30,       0.94,       9.47,     31.27,          1.05
        -14,          2,    2,        -16.80,          3.30,       0.99,       9.92,     32.73,          0.74
        -14,          2,    3,        -15.49,          3.30,       1.03,      10.30,     33.99,          0.69
        -14,          2,    4,        -14.44,          3.30,       1.07,      10.67,     35.21,          0.68
        -14,          2,    5,        -13.68,          3.30,       1.10,      11.08,     36.58,          0.64
        -14,          2,    6,        -13.11,          3.30,       1.14,      11.45,     37.77,          0.62
        -14,          2,    7,        -12.56,          3.30,       1.17,      11.74,     38.74,          0.63
        -14,          3,    1,        -15.46,          3.30,       1.00,       9.99,     32.98,          1.49
        -14,          3,    2,        -14.12,          3.30,       1.05,      10.45,     34.48,          1.14
        -14,          3,    3,        -13.12,          3.30,       1.10,      10.94,     36.09,          0.97
        -14,          3,    4,        -12.29,          3.30,       1.14,      11.38,     37.54,          0.91
        -14,          3,    5,        -11.65,          3.30,       1.17,      11.75,     38.78,          0.89
        -14,          3,    6,        -11.17,          3.30,       1.21,      12.10,     39.92,          0.86
        -14,          3,    7,        -10.79,          3.30,       1.24,      12.41,     40.96,          0.84
        -14,          4,    1,        -13.43,          3.30,       1.05,      10.54,     34.77,          1.74
        -14,          4,    2,        -12.20,          3.30,       1.11,      11.11,     36.66,          1.34
        -14,          4,    3,        -11.40,          3.30,       1.16,      11.58,     38.20,          1.20
        -14,          4,    4,        -10.72,          3.30,       1.20,      12.01,     39.63,          1.13
        -14,          4,    5,        -10.18,          3.30,       1.24,      12.39,     40.88,          1.10
        -14,          4,    6,         -9.80,          3.30,       1.28,      12.82,     42.29,          1.03
        -14,          4,    7,         -9.42,          3.30,       1.32,      13.14,     43.36,          1.02
        -14,          5,    1,        -11.46,          3.30,       1.13,      11.34,     37.43,          1.94
        -14,          5,    2,        -10.34,          3.30,       1.19,      11.89,     39.23,          1.68
        -14,          5,    3,         -9.57,          3.30,       1.24,      12.46,     41.10,          1.50
        -14,          5,    4,         -9.01,          3.30,       1.29,      12.92,     42.63,          1.41
        -14,          5,    5,         -8.65,          3.30,       1.33,      13.30,     43.88,          1.35
        -14,          5,    6,         -8.24,          3.30,       1.37,      13.68,     45.14,          1.31
        -14,          5,    7,         -7.98,          3.30,       1.41,      14.05,     46.36,          1.26
        -14,          6,    1,        -10.09,          3.30,       1.20,      11.93,     39.38,          2.94
        -14,          6,    2,         -9.06,          3.30,       1.26,      12.62,     41.64,          2.22
        -14,          6,    3,         -8.38,          3.30,       1.32,      13.18,     43.49,          1.95
        -14,          6,    4,         -7.95,          3.30,       1.36,      13.61,     44.91,          1.81
        -14,          6,    5,         -7.56,          3.30,       1.40,      14.07,     46.45,          1.69
        -14,          6,    6,         -7.32,          3.30,       1.45,      14.52,     47.90,          1.56
        -14,          6,    7,         -7.01,          3.30,       1.49,      14.89,     49.12,          1.52
        -14,          7,    1,         -8.94,          3.30,       1.26,      12.63,     41.67,          3.18
        -14,          7,    2,         -7.97,          3.30,       1.34,      13.39,     44.19,          2.45
        -14,          7,    3,         -7.34,          3.30,       1.40,      14.01,     46.23,          2.15
        -14,          7,    4,         -6.90,          3.30,       1.45,      14.49,     47.81,          2.01
        -14,          7,    5,         -6.60,          3.30,       1.50,      14.98,     49.43,          1.86
        -14,          7,    6,         -6.34,          3.30,       1.54,      15.40,     50.81,          1.77
        -14,          7,    7,         -6.10,          3.30,       1.58,      15.78,     52.07,          1.70
        -13,          1,    1,        -20.50,          3.30,       0.92,       9.19,     30.33,          0.59
        -13,          1,    2,        -18.71,          3.30,       0.96,       9.56,     31.56,          0.49
        -13,          1,    3,        -17.33,          3.30,       1.00,       9.97,     32.91,          0.45
        -13,          1,    4,        -16.21,          3.30,       1.03,      10.32,     34.05,          0.46
        -13,          1,    5,        -15.31,          3.30,       1.06,      10.62,     35.05,          0.47
        -13,          1,    6,        -14.59,          3.30,       1.10,      10.99,     36.26,          0.47
        -13,          1,    7,        -13.97,          3.30,       1.13,      11.33,     37.40,          0.47
        -13,          2,    1,        -18.07,          3.30,       0.95,       9.56,     31.54,          1.04
        -13,          2,    2,        -16.46,          3.30,       1.00,       9.97,     32.91,          0.79
        -13,          2,    3,        -15.18,          3.30,       1.04,      10.38,     34.25,          0.72
        -13,          2,    4,        -14.13,          3.30,       1.08,      10.76,     35.52,          0.71
        -13,          2,    5,        -13.41,          3.30,       1.12,      11.17,     36.84,          0.67
        -13,          2,    6,        -12.77,          3.30,       1.15,      11.51,     37.98,          0.66
        -13,          2,    7,        -12.25,          3.30,       1.18,      11.83,     39.05,          0.66
        -13,          3,    1,        -15.11,          3.30,       1.01,      10.10,     33.31,          1.61
        -13,          3,    2,        -13.77,          3.30,       1.06,      10.58,     34.90,          1.20
        -13,          3,    3,        -12.74,          3.30,       1.11,      11.06,     36.49,          1.05
        -13,          3,    4,        -11.99,          3.30,       1.15,      11.47,     37.87,          0.98
        -13,          3,    5,        -11.38,          3.30,       1.19,      11.87,     39.16,          0.94
        -13,          3,    6,        -10.85,          3.30,       1.22,      12.25,     40.41,          0.91
        -13,          3,    7,        -10.44,          3.30,       1.26,      12.56,     41.46,          0.90
        -13,          4,    1,        -13.16,          3.30,       1.07,      10.65,     35.15,          1.79
        -13,          4,    2,        -11.96,          3.30,       1.12,      11.24,     37.09,          1.37
        -13,          4,    3,        -11.06,          3.30,       1.17,      11.72,     38.69,          1.26
        -13,          4,    4,        -10.38,          3.30,       1.21,      12.16,     40.11,          1.20
        -13,          4,    5,         -9.88,          3.30,       1.26,      12.57,     41.47,          1.14
        -13,          4,    6,         -9.47,          3.30,       1.29,      12.94,     42.71,          1.10
        -13,          4,    7,         -9.12,          3.30,       1.33,      13.31,     43.92,          1.07
        -13,          5,    1,        -11.04,          3.30,       1.15,      11.48,     37.89,          2.09
        -13,          5,    2,         -9.99,          3.30,       1.21,      12.06,     39.80,          1.77
        -13,          5,    3,         -9.17,          3.30,       1.26,      12.62,     41.65,          1.61
        -13,          5,    4,         -8.68,          3.30,       1.31,      13.10,     43.24,          1.49
        -13,          5,    5,         -8.27,          3.30,       1.35,      13.51,     44.60,          1.42
        -13,          5,    6,         -7.93,          3.30,       1.39,      13.89,     45.83,          1.38
        -13,          5,    7,         -7.68,          3.30,       1.43,      14.28,     47.13,          1.31
        -13,          6,    1,         -9.72,          3.30,       1.21,      12.15,     40.09,          3.01
        -13,          6,    2,         -8.71,          3.30,       1.29,      12.82,     42.32,          2.33
        -13,          6,    3,         -8.02,          3.30,       1.34,      13.39,     44.19,          2.07
        -13,          6,    4,         -7.57,          3.30,       1.39,      13.85,     45.71,          1.91
        -13,          6,    5,         -7.19,          3.30,       1.43,      14.31,     47.22,          1.79
        -13,          6,    6,         -6.92,          3.30,       1.47,      14.72,     48.58,          1.69
        -13,          6,    7,         -6.65,          3.30,       1.51,      15.11,     49.85,          1.63
        -13,          7,    1,         -8.55,          3.30,       1.29,      12.88,     42.48,          3.31
        -13,          7,    2,         -7.60,          3.30,       1.36,      13.62,     44.94,          2.60
        -13,          7,    3,         -6.99,          3.30,       1.42,      14.26,     47.07,          2.27
        -13,          7,    4,         -6.55,          3.30,       1.48,      14.82,     48.91,          2.08
        -13,          7,    5,         -6.21,          3.30,       1.53,      15.27,     50.40,          1.97
        -13,          7,    6,         -5.94,          3.30,       1.57,      15.68,     51.74,          1.89
        -13,          7,    7,         -5.76,          3.30,       1.61,      16.11,     53.15,          1.78
        -12,          1,    1,        -20.08,          3.30,       0.93,       9.29,     30.64,          0.57
        -12,          1,    2,        -18.34,          3.30,       0.97,       9.70,     32.01,          0.47
        -12,          1,    3,        -16.93,          3.30,       1.01,      10.07,     33.23,          0.47
        -12,          1,    4,        -15.81,          3.30,       1.04,      10.40,     34.31,          0.49
        -12,          1,    5,        -14.86,          3.30,       1.07,      10.73,     35.41,          0.50
        -12,          1,    6,        -14.22,          3.30,       1.11,      11.10,     36.62,          0.49
        -12,          1,    7,        -13.52,          3.30,       1.14,      11.41,     37.65,          0.51
        -12,          2,    1,        -17.63,          3.30,       0.97,       9.65,     31.87,          1.05
        -12,          2,    2,        -16.04,          3.30,       1.01,      10.08,     33.26,          0.82
        -12,          2,    3,        -14.65,          3.30,       1.05,      10.50,     34.67,          0.77
        -12,          2,    4,        -13.78,          3.30,       1.09,      10.90,     35.97,          0.73
        -12,          2,    5,        -13.01,          3.30,       1.13,      11.32,     37.36,          0.70
        -12,          2,    6,        -12.30,          3.30,       1.17,      11.68,     38.54,          0.71
        -12,          2,    7,        -11.86,          3.30,       1.20,      12.00,     39.59,          0.69
        -12,          3,    1,        -14.69,          3.30,       1.02,      10.23,     33.75,          1.63
        -12,          3,    2,        -13.28,          3.30,       1.07,      10.71,     35.34,          1.28
        -12,          3,    3,        -12.24,          3.30,       1.12,      11.22,     37.03,          1.11
        -12,          3,    4,        -11.45,          3.30,       1.17,      11.65,     38.44,          1.06
        -12,          3,    5,        -10.90,          3.30,       1.21,      12.05,     39.77,          1.00
        -12,          3,    6,        -10.39,          3.30,       1.24,      12.42,     40.97,          0.98
        -12,          3,    7,        -10.00,          3.30,       1.28,      12.77,     42.12,          0.96
        -12,          4,    1,        -12.64,          3.30,       1.08,      10.80,     35.64,          1.95
        -12,          4,    2,        -11.41,          3.30,       1.14,      11.40,     37.63,          1.51
        -12,          4,    3,        -10.57,          3.30,       1.19,      11.89,     39.23,          1.37
        -12,          4,    4,         -9.94,          3.30,       1.24,      12.37,     40.80,          1.27
        -12,          4,    5,         -9.41,          3.30,       1.28,      12.77,     42.15,          1.23
        -12,          4,    6,         -8.99,          3.30,       1.32,      13.19,     43.53,          1.18
        -12,          4,    7,         -8.66,          3.30,       1.36,      13.57,     44.76,          1.14
        -12,          5,    1,        -10.59,          3.30,       1.17,      11.66,     38.49,          2.34
        -12,          5,    2,         -9.49,          3.30,       1.23,      12.33,     40.68,          1.90
        -12,          5,    3,         -8.73,          3.30,       1.29,      12.89,     42.55,          1.72
        -12,          5,    4,         -8.16,          3.30,       1.34,      13.39,     44.18,          1.62
        -12,          5,    5,         -7.76,          3.30,       1.38,      13.77,     45.41,          1.57
        -12,          5,    6,         -7.40,          3.30,       1.42,      14.18,     46.78,          1.51
        -12,          5,    7,         -7.14,          3.30,       1.46,      14.58,     48.11,          1.45
        -12,          6,    1,         -9.21,          3.30,       1.24,      12.39,     40.86,          3.29
        -12,          6,    2,         -8.19,          3.30,       1.31,      13.13,     43.33,          2.48
        -12,          6,    3,         -7.55,          3.30,       1.37,      13.68,     45.16,          2.21
        -12,          6,    4,         -7.05,          3.30,       1.42,      14.17,     46.77,          2.06
