[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          5,    7,         -9.67,          3.30,       1.31,      13.12,     43.28,          0.97
        -18,          6,    1,        -11.83,          3.30,       1.12,      11.17,     36.84,          2.12
        -18,          6,    2,        -10.86,          3.30,       1.17,      11.71,     38.63,          1.68
        -18,          6,    3,        -10.22,          3.30,       1.22,      12.17,     40.14,          1.48
        -18,          6,    4,         -9.74,          3.30,       1.26,      12.65,     41.73,          1.33
        -18,          6,    5,         -9.38,          3.30,       1.30,      13.03,     43.00,          1.25
        -18,          6,    6,         -9.03,          3.30,       1.34,      13.41,     44.23,          1.19
        -18,          6,    7,         -8.82,          3.30,       1.37,      13.71,     45.24,          1.14
        -18,          7,    1,        -10.84,          3.30,       1.17,      11.70,     38.60,          2.31
        -18,          7,    2,         -9.87,          3.30,       1.23,      12.32,     40.65,          1.84
        -18,          7,    3,         -9.21,          3.30,       1.29,      12.90,     42.55,          1.60
        -18,          7,    4,         -8.78,          3.30,       1.33,      13.34,     44.00,          1.48
        -18,          7,    5,         -8.40,          3.30,       1.37,      13.71,     45.24,          1.42
        -18,          7,    6,         -8.17,          3.30,       1.41,      14.08,     46.45,          1.33
        -18,          7,    7,         -7.97,          3.30,       1.45,      14.50,     47.83,          1.25
        -17,          1,    1,        -22.18,          3.30,       0.90,       8.97,     29.58,          0.43
        -17,          1,    2,        -20.15,          3.30,       0.94,       9.33,     30.79,          0.37
        -17,          1,    3,        -18.80,          3.30,       0.97,       9.69,     31.96,          0.35
        -17,          1,    4,        -17.61,          3.30,       1.00,      10.03,     33.10,          0.35
        -17,          1,    5,        -16.75,          3.30,       1.03,      10.32,     34.05,          0.36
        -17,          1,    6,        -15.98,          3.30,       1.06,      10.61,     35.00,          0.37
        -17,          1,    7,        -15.35,          3.30,       1.09,      10.91,     36.01,          0.37
        -17,          2,    1,        -19.59,          3.30,       0.93,       9.24,     30.49,          0.86
        -17,          2,    2,        -17.91,          3.30,       0.97,       9.65,     31.84,          0.61
        -17,          2,    3,        -16.71,          3.30,       1.00,      10.04,     33.12,          0.55
        -17,          2,    4,        -15.63,          3.30,       1.04,      10.39,     34.28,          0.54
        -17,          2,    5,        -14.79,          3.30,       1.07,      10.70,     35.32,          0.54
        -17,          2,    6,        -14.16,          3.30,       1.11,      11.10,     36.61,          0.52
        -17,          2,    7,        -13.65,          3.30,       1.14,      11.38,     37.55,          0.52
        -17,          3,    1,        -16.85,          3.30,       0.97,       9.74,     32.13,          1.02
        -17,          3,    2,        -15.31,          3.30,       1.01,      10.14,     33.45,          0.88
        -17,          3,    3,        -14.24,          3.30,       1.06,      10.54,     34.78,          0.81
        -17,          3,    4,        -13.52,          3.30,       1.09,      10.95,     36.11,          0.74
        -17,          3,    5,        -12.85,          3.30,       1.13,      11.32,     37.34,          0.72
        -17,          3,    6,        -12.36,          3.30,       1.17,      11.68,     38.53,          0.69
        -17,          3,    7,        -11.92,          3.30,       1.20,      11.97,     39.51,          0.68
        -17,          4,    1,        -14.83,          3.30,       1.02,      10.16,     33.51,          1.48
        -17,          4,    2,        -13.50,          3.30,       1.06,      10.59,     34.93,          1.23
        -17,          4,    3,        -12.63,          3.30,       1.11,      11.14,     36.74,          1.00
        -17,          4,    4,        -11.99,          3.30,       1.15,      11.51,     37.98,          0.95
        -17,          4,    5,        -11.40,          3.30,       1.19,      11.86,     39.12,          0.93
        -17,          4,    6,        -10.94,          3.30,       1.22,      12.20,     40.25,          0.90
        -17,          4,    7,        -10.60,          3.30,       1.26,      12.56,     41.45,          0.86
        -17,          5,    1,        -12.75,          3.30,       1.07,      10.76,     35.49,          1.83
        -17,          5,    2,        -11.64,          3.30,       1.14,      11.36,     37.47,          1.40
        -17,          5,    3,        -10.83,          3.30,       1.18,      11.83,     39.01,          1.29
        -17,          5,    4,        -10.38,          3.30,       1.22,      12.22,     40.31,          1.19
        -17,          5,    5,         -9.91,          3.30,       1.26,      12.64,     41.70,          1.12
        -17,          5,    6,         -9.58,          3.30,       1.30,      12.98,     42.82,          1.08
        -17,          5,    7,         -9.29,          3.30,       1.33,      13.31,     43.92,          1.04
        -17,          6,    1,        -11.42,          3.30,       1.13,      11.35,     37.46,          2.18
        -17,          6,    2,        -10.44,          3.30,       1.19,      11.93,     39.37,          1.73
        -17,          6,    3,         -9.78,          3.30,       1.24,      12.41,     40.94,          1.55
        -17,          6,    4,         -9.34,          3.30,       1.29,      12.88,     42.51,          1.39
        -17,          6,    5,         -8.96,          3.30,       1.33,      13.25,     43.72,          1.33
        -17,          6,    6,         -8.64,          3.30,       1.36,      13.60,     44.87,          1.28
        -17,          6,    7,         -8.38,          3.30,       1.40,      13.96,     46.05,          1.22
        -17,          7,    1,        -10.34,          3.30,       1.19,      11.91,     39.29,          2.57
        -17,          7,    2,         -9.36,          3.30,       1.25,      12.56,     41.44,          2.01
        -17,          7,    3,         -8.76,          3.30,       1.31,      13.10,     43.24,          1.76
        -17,          7,    4,         -8.30,          3.30,       1.36,      13.57,     44.77,          1.63
        -17,          7,    5,         -7.97,          3.30,       1.40,      14.00,     46.17,          1.52
        -17,          7,    6,         -7.74,          3.30,       1.44,      14.38,     47.43,          1.43
        -17,          7,    7,         -7.52,          3.30,       1.48,      14.78,     48.73,          1.36
        -16,          1,    1,        -21.83,          3.30,       0.90,       9.04,     29.82,          0.43
        -16,          1,    2,        -19.83,          3.30,       0.94,       9.41,     31.05,          0.38
        -16,          1,    3,        -18.37,          3.30,       0.98,       9.76,     32.20,          0.37
        -16,          1,    4,        -17.31,          3.30,       1.01,      10.09,     33.30,          0.37
        -16,          1,    5,        -16.51,          3.30,       1.04,      10.38,     34.25,          0.37
        -16,          1,    6,        -15.66,          3.30,       1.07,      10.68,     35.24,          0.39
        -16,          1,    7,        -14.95,          3.30,       1.10,      11.00,     36.29,          0.40
        -16,          2,    1,        -19.37,          3.30,       0.93,       9.32,     30.76,          0.83
        -16,          2,    2,        -17.55,          3.30,       0.97,       9.73,     32.09,          0.64
        -16,          2,    3,        -16.36,          3.30,       1.01,      10.10,     33.32,          0.58
        -16,          2,    4,        -15.35,          3.30,       1.05,      10.48,     34.58,          0.56
        -16,          2,    5,        -14.49,          3.30,       1.08,      10.81,     35.67,          0.56
        -16,          2,    6,        -13.84,          3.30,       1.12,      11.18,     36.89,          0.55
        -16,          2,    7,        -13.31,          3.30,       1.15,      11.51,     37.98,          0.54
        -16,          3,    1,        -16.35,          3.30,       0.98,       9.80,     32.33,          1.22
        -16,          3,    2,        -15.00,          3.30,       1.03,      10.26,     33.86,          0.92
        -16,          3,    3,        -13.94,          3.30,       1.07,      10.68,     35.21,          0.84
        -16,          3,    4,        -13.19,          3.30,       1.11,      11.09,     36.57,          0.78
        -16,          3,    5,        -12.45,          3.30,       1.14,      11.44,     37.75,          0.78
        -16,          3,    6,        -11.96,          3.30,       1.18,      11.76,     38.79,          0.76
        -16,          3,    7,        -11.51,          3.30,       1.21,      12.08,     39.87,          0.75
        -16,          4,    1,        -14.34,          3.30,       1.03,      10.26,     33.85,          1.58
        -16,          4,    2,        -13.19,          3.30,       1.07,      10.71,     35.35,          1.25
        -16,          4,    3,        -12.27,          3.30,       1.12,      11.24,     37.07,          1.07
        -16,          4,    4,        -11.51,          3.30,       1.16,      11.64,     38.41,          1.03
        -16,          4,    5,        -11.04,          3.30,       1.20,      12.04,     39.72,          0.96
        -16,          4,    6,        -10.64,          3.30,       1.24,      12.40,     40.92,          0.92
        -16,          4,    7,        -10.29,          3.30,       1.27,      12.74,     42.04,          0.89
        -16,          5,    1,        -12.31,          3.30,       1.09,      10.93,     36.04,          1.86
        -16,          5,    2,        -11.23,          3.30,       1.15,      11.52,     38.00,          1.47
        -16,          5,    3,        -10.46,          3.30,       1.20,      12.00,     39.58,          1.34
        -16,          5,    4,         -9.95,          3.30,       1.24,      12.43,     41.03,          1.24
        -16,          5,    5,         -9.48,          3.30,       1.28,      12.83,     42.33,          1.19
        -16,          5,    6,         -9.15,          3.30,       1.32,      13.19,     43.50,          1.15
        -16,          5,    7,         -8.86,          3.30,       1.35,      13.54,     44.67,          1.10
        -16,          6,    1,        -11.01,          3.30,       1.15,      11.54,     38.08,          2.36
        -16,          6,    2,        -10.05,          3.30,       1.21,      12.12,     39.97,          1.89
        -16,          6,    3,         -9.39,          3.30,       1.26,      12.62,     41.65,          1.66
        -16,          6,    4,         -8.91,          3.30,       1.31,      13.10,     43.21,          1.52
        -16,          6,    5,         -8.47,          3.30,       1.35,      13.48,     44.47,          1.46
        -16,          6,    6,         -8.22,          3.30,       1.38,      13.85,     45.68,          1.38
        -16,          6,    7,         -7.96,          3.30,       1.42,      14.23,     46.96,          1.31
        -16,          7,    1,         -9.93,          3.30,       1.21,      12.08,     39.86,          2.89
        -16,          7,    2,         -8.99,          3.30,       1.28,      12.82,     42.28,          2.12
        -16,          7,    3,         -8.29,          3.30,       1.34,      13.37,     44.09,          1.92
        -16,          7,    4,         -7.89,          3.30,       1.38,      13.84,     45.67,          1.74
        -16,          7,    5,         -7.57,          3.30,       1.43,      14.29,     47.12,          1.62
        -16,          7,    6,         -7.33,          3.30,       1.47,      14.70,     48.49,          1.52
        -16,          7,    7,         -7.09,          3.30,       1.51,      15.05,     49.65,          1.47
        -15,          1,    1,        -21.17,          3.30,       0.91,       9.07,     29.96,          0.53
        -15,          1,    2,        -19.24,          3.30,       0.95,       9.49,     31.32,          0.43
        -15,          1,    3,        -17.85,          3.30,       0.98,       9.88,     32.59,          0.40
        -15,          1,    4,        -16.75,          3.30,       1.02,      10.15,     33.49,          0.43
        -15,          1,    5,        -15.88,          3.30,       1.05,      10.47,     34.55,          0.43
        -15,          1,    6,        -15.16,          3.30,       1.08,      10.80,     35.63,          0.43
        -15,          1,    7,        -14.61,          3.30,       1.12,      11.15,     36.80,          0.42
        -15,          2,    1,        -18.70,          3.30,       0.94,       9.42,     31.10,          0.97
        -15,          2,    2,        -17.11,          3.30,       0.98,       9.83,     32.43,          0.72
        -15,          2,    3,        -15.77,          3.30,       1.02,      10.25,     33.81,          0.65
        -15,          2,    4,        -14.71,          3.30,       1.06,      10.59,     34.95,          0.64
        -15,          2,    5,        -14.03,          3.30,       1.09,      10.97,     36.18,          0.61
        -15,          2,    6,        -13.35,          3.30,       1.13,      11.36,     37.48,          0.60
        -15,          2,    7,        -12.88,          3.30,       1.17,      11.66,     38.47,          0.59
        -15,          3,    1,        -15.77,          3.30,       0.99,       9.94,     32.81,          1.28
        -15,          3,    2,        -14.41,          3.30,       1.04,      10.41,     34.36,          1.00
        -15,          3,    3,        -13.34,          3.30,       1.08,      10.83,     35.74,          0.93
        -15,          3,    4,        -12.53,          3.30,       1.13,      11.29,     37.24,          0.86
        -15,          3,    5,        -12.00,          3.30,       1.16,      11.64,     38.41,          0.82
        -15,          3,    6,        -11.49,          3.30,       1.20,      11.97,     39.49,          0.81
        -15,          3,    7,        -11.04,          3.30,       1.23,      12.33,     40.69,          0.79
        -15,          4,    1,        -13.71,          3.30,       1.04,      10.44,     34.44,          1.72
        -15,          4,    2,        -12.61,          3.30,       1.09,      10.94,     36.10,          1.33
        -15,          4,    3,        -11.73,          3.30,       1.14,      11.44,     37.74,          1.16
        -15,          4,    4,        -11.02,          3.30,       1.19,      11.88,     39.19,          1.10
        -15,          4,    5,        -10.50,          3.30,       1.22,      12.24,     40.39,          1.06
        -15,          4,    6,        -10.07,          3.30,       1.26,      12.64,     41.68,          1.01
        -15,          4,    7,         -9.71,          3.30,       1.30,      12.98,     42.83,          0.98
        -15,          5,    1,        -11.79,          3.30,       1.12,      11.18,     36.88,          1.91
        -15,          5,    2,        -10.69,          3.30,       1.18,      11.75,     38.75,          1.60
        -15,          5,    3,         -9.91,          3.30,       1.23,      12.26,     40.44,          1.46
        -15,          5,    4,         -9.34,          3.30,       1.27,      12.71,     41.94,          1.37
        -15,          5,    5,         -8.94,          3.30,       1.31,      13.10,     43.23,          1.30
        -15,          5,    6,         -8.62,          3.30,       1.35,      13.47,     44.45,          1.25
        -15,          5,    7,         -8.27,          3.30,       1.39,      13.83,     45.64,          1.22
        -15,          6,    1,        -10.41,          3.30,       1.18,      11.77,     38.84,          2.66
        -15,          6,    2,         -9.40,          3.30,       1.24,      12.39,     40.90,          2.10
        -15,          6,    3,         -8.74,          3.30,       1.30,      12.99,     42.86,          1.80
        -15,          6,    4,         -8.25,          3.30,       1.34,      13.44,     44.34,          1.68
        -15,          6,    5,         -7.95,          3.30,       1.38,      13.86,     45.72,          1.56
        -15,          6,    6,         -7.59,          3.30,       1.42,      14.20,     46.85,          1.52
        -15,          6,    7,         -7.32,          3.30,       1.46,      14.64,     48.30,          1.44
        -15,          7,    1,         -9.28,          3.30,       1.24,      12.44,     41.06,          3.01
        -15,          7,    2,         -8.29,          3.30,       1.32,      13.16,     43.42,          2.36
        -15,          7,    3,         -7.68,          3.30,       1.38,      13.76,     45.40,          2.07
        -15,          7,    4,         -7.26,          3.30,       1.42,      14.22,     46.92,          1.92
        -15,          7,    5,         -6.94,          3.30,       1.47,      14.72,     48.56,          1.77
        -15,          7,    6,         -6.69,          3.30,       1.51,      15.09,     49.77,          1.70
        -15,          7,    7,         -6.40,          3.30,       1.55,      15.50,     51.13,          1.64
        -14,          1,    1,        -20.61,          3.30,       0.91,       9.13,     30.13,          0.58
        -14,          1,    2,        -18.97,          3.30,       0.96,       9.58,     31.60,          0.43
        -14,          1,    3,        -17.50,          3.30,       0.99,       9.89,     32.63,          0.44
        -14,          1,    4,        -16.47,          3.30,       1.03,      10.25,     33.83,          0.43
        -14,          1,    5,        -15.50,          3.30,       1.05,      10.54,     34.78,          0.46
        -14,          1,    6,        -14.78,          3.30,       1.09,      10.88,     35.90,          0.46
        -14,          1,    7,        -14.18,          3.30,       1.13,      11.26,     37.15,          0.45
        -14,          2,    1,        -18.37,          3.30,       0.95,       9.51,     31.39,          0.97
        -14,          2,    2,        -16.73,          3.30,       0.99,       9.91,     32.69,          0.76
        -14,          2,    3,        -15.46,          3.30,       1.03,      10.33,     34.09,          0.68
        -14,          2,    4,        -14.37,          3.30,       1.07,      10.66,     35.18,          0.69
        -14,          2,    5,        -13.62,          3.30,       1.11,      11.09,     36.59,          0.65
        -14,          2,    6,        -13.05,          3.30,       1.14,      11.44,     37.73,          0.63
        -14,          2,    7,        -12.47,          3.30,       1.18,      11.74,     38.74,          0.64
        -14,          3,    1,        -15.52,          3.30,       1.00,      10.00,     33.01,          1.45
        -14,          3,    2,        -14.13,          3.30,       1.05,      10.46,     34.54,          1.12
        -14,          3,    3,        -13.01,          3.30,       1.09,      10.91,     35.99,          1.02
        -14,          3,    4,        -12.24,          3.30,       1.14,      11.40,     37.59,          0.92
        -14,          3,    5,        -11.58,          3.30,       1.17,      11.75,     38.78,          0.90
        -14,          3,    6,        -11.12,          3.30,       1.21,      12.08,     39.87,          0.88
        -14,          3,    7,        -10.68,          3.30,       1.24,      12.43,     41.00,          0.86
        -14,          4,    1,        -13.39,          3.30,       1.05,      10.54,     34.77,          1.76
        -14,          4,    2,        -12.21,          3.30,       1.11,      11.11,     36.64,          1.35
        -14,          4,    3,        -11.34,          3.30,       1.16,      11.58,     38.21,          1.22
        -14,          4,    4,        -10.70,          3.30,       1.20,      11.99,     39.57,          1.15
        -14,          4,    5,        -10.15,          3.30,       1.24,      12.35,     40.75,          1.13
        -14,          4,    6,         -9.75,          3.30,       1.28,      12.80,     42.22,          1.05
        -14,          4,    7,         -9.33,          3.30,       1.32,      13.15,     43.41,          1.04
        -14,          5,    1,        -11.36,          3.30,       1.13,      11.30,     37.29,          2.09
        -14,          5,    2,        -10.31,          3.30,       1.19,      11.91,     39.30,          1.69
        -14,          5,    3,         -9.52,          3.30,       1.24,      12.41,     40.94,          1.56
        -14,          5,    4,         -8.94,          3.30,       1.29,      12.90,     42.55,          1.46
        -14,          5,    5,         -8.54,          3.30,       1.33,      13.31,     43.92,          1.38
        -14,          5,    6,         -8.22,          3.30,       1.37,      13.67,     45.08,          1.33
        -14,          5,    7,         -7.91,          3.30,       1.41,      14.04,     46.33,          1.29
        -14,          6,    1,        -10.03,          3.30,       1.19,      11.93,     39.37,          2.83
        -14,          6,    2,         -9.01,          3.30,       1.26,      12.62,     41.63,          2.18
        -14,          6,    3,         -8.38,          3.30,       1.31,      13.15,     43.37,          1.93
        -14,          6,    4,         -7.89,          3.30,       1.36,      13.66,     45.07,          1.76
        -14,          6,    5,         -7.55,          3.30,       1.41,      14.08,     46.45,          1.66
        -14,          6,    6,         -7.21,          3.30,       1.45,      14.48,     47.78,          1.59
        -14,          6,    7,         -6.94,          3.30,       1.49,      14.85,     48.99,          1.54
        -14,          7,    1,         -8.92,          3.30,       1.26,      12.62,     41.64,          3.24
        -14,          7,    2,         -7.94,          3.30,       1.34,      13.39,     44.16,          2.48
        -14,          7,    3,         -7.29,          3.30,       1.40,      13.98,     46.12,          2.21
        -14,          7,    4,         -6.85,          3.30,       1.45,      14.52,     47.89,          2.02
        -14,          7,    5,         -6.54,          3.30,       1.50,      14.98,     49.43,          1.89
        -14,          7,    6,         -6.31,          3.30,       1.54,      15.39,     50.77,          1.79
        -14,          7,    7,         -6.08,          3.30,       1.58,      15.81,     52.17,          1.70
        -13,          1,    1,        -20.50,          3.30,       0.92,       9.24,     30.48,          0.55
        -13,          1,    2,        -18.53,          3.30,       0.97,       9.64,     31.81,          0.48
        -13,          1,    3,        -17.08,          3.30,       1.00,      10.02,     33.07,          0.47
        -13,          1,    4,        -16.02,          3.30,       1.03,      10.31,     34.03,          0.48
        -13,          1,    5,        -15.06,          3.30,       1.07,      10.67,     35.23,          0.49
        -13,          1,    6,        -14.42,          3.30,       1.11,      11.03,     36.40,          0.48
        -13,          1,    7,        -13.74,          3.30,       1.14,      11.37,     37.52,          0.49
        -13,          2,    1,        -17.74,          3.30,       0.96,       9.60,     31.68,          1.10
        -13,          2,    2,        -16.24,          3.30,       1.00,      10.03,     33.09,          0.81
        -13,          2,    3,        -14.95,          3.30,       1.04,      10.41,     34.35,          0.76
        -13,          2,    4,        -13.95,          3.30,       1.08,      10.81,     35.66,          0.73
        -13,          2,    5,        -13.22,          3.30,       1.12,      11.21,     37.01,          0.69
        -13,          2,    6,        -12.59,          3.30,       1.16,      11.58,     38.20,          0.68
        -13,          2,    7,        -12.07,          3.30,       1.19,      11.89,     39.24,          0.68
        -13,          3,    1,        -14.87,          3.30,       1.02,      10.15,     33.48,          1.59
        -13,          3,    2,        -13.57,          3.30,       1.06,      10.65,     35.15,          1.18
        -13,          3,    3,        -12.53,          3.30,       1.11,      11.11,     36.65,          1.07
        -13,          3,    4,        -11.73,          3.30,       1.15,      11.56,     38.15,          1.00
        -13,          3,    5,        -11.16,          3.30,       1.19,      11.93,     39.38,          0.96
        -13,          3,    6,        -10.62,          3.30,       1.23,      12.31,     40.61,          0.94
        -13,          3,    7,        -10.20,          3.30,       1.26,      12.63,     41.66,          0.93
        -13,          4,    1,        -12.88,          3.30,       1.07,      10.68,     35.25,          1.98
        -13,          4,    2,        -11.73,          3.30,       1.13,      11.28,     37.24,          1.46
        -13,          4,    3,        -10.79,          3.30,       1.18,      11.77,     38.85,          1.35
        -13,          4,    4,        -10.19,          3.30,       1.22,      12.19,     40.23,          1.26
        -13,          4,    5,         -9.65,          3.30,       1.26,      12.63,     41.65,          1.21
        -13,          4,    6,         -9.26,          3.30,       1.30,      13.02,     42.97,          1.15
        -13,          4,    7,         -8.86,          3.30,       1.34,      13.41,     44.23,          1.12
        -13,          5,    1,        -10.85,          3.30,       1.15,      11.52,     38.01,          2.25
        -13,          5,    2,         -9.78,          3.30,       1.21,      12.11,     39.97,          1.87
        -13,          5,    3,         -8.98,          3.30,       1.27,      12.68,     41.85,          1.68
        -13,          5,    4,         -8.43,          3.30,       1.32,      13.15,     43.37,          1.59
        -13,          5,    5,         -8.03,          3.30,       1.36,      13.60,     44.86,          1.50
        -13,          5,    6,         -7.73,          3.30,       1.40,      13.97,     46.09,          1.44
        -13,          5,    7,         -7.45,          3.30,       1.44,      14.38,     47.44,          1.37
        -13,          6,    1,         -9.48,          3.30,       1.22,      12.21,     40.28,          3.14
        -13,          6,    2,         -8.49,          3.30,       1.29,      12.93,     42.66,          2.37
        -13,          6,    3,         -7.81,          3.30,       1.35,      13.46,     44.41,          2.15
        -13,          6,    4,         -7.33,          3.30,       1.40,      13.99,     46.16,          1.95
        -13,          6,    5,         -7.01,          3.30,       1.44,      14.44,     47.65,          1.82
        -13,          6,    6,         -6.71,          3.30,       1.48,      14.84,     48.94,          1.74
        -13,          6,    7,         -6.47,          3.30,       1.52,      15.23,     50.26,          1.66
        -13,          7,    1,         -8.38,          3.30,       1.30,      13.00,     42.88,          3.27
        -13,          7,    2,         -7.40,          3.30,       1.37,      13.73,     45.29,          2.66
        -13,          7,    3,         -6.72,          3.30,       1.44,      14.38,     47.43,          2.37
        -13,          7,    4,         -6.32,          3.30,       1.49,      14.94,     49.28,          2.15
        -13,          7,    5,         -5.99,          3.30,       1.54,      15.36,     50.68,          2.06
        -13,          7,    6,         -5.75,          3.30,       1.58,      15.81,     52.16,          1.94
        -13,          7,    7,         -5.54,          3.30,       1.62,      16.24,     53.59,          1.84
        -12,          1,    1,        -19.86,          3.30,       0.93,       9.32,     30.74,          0.59
        -12,          1,    2,        -18.01,          3.30,       0.97,       9.73,     32.11,          0.51
        -12,          1,    3,        -16.73,          3.30,       1.01,      10.09,     33.29,          0.49
        -12,          1,    4,        -15.53,          3.30,       1.04,      10.43,     34.42,          0.52
        -12,          1,    5,        -14.68,          3.30,       1.08,      10.77,     35.54,          0.52
        -12,          1,    6,        -14.02,          3.30,       1.12,      11.16,     36.82,          0.51
        -12,          1,    7,        -13.35,          3.30,       1.15,      11.48,     37.89,          0.52
        -12,          2,    1,        -17.39,          3.30,       0.97,       9.69,     31.99,          1.26
        -12,          2,    2,        -15.78,          3.30,       1.01,      10.12,     33.39,          0.93
        -12,          2,    3,        -14.42,          3.30,       1.06,      10.56,     34.85,          0.84
        -12,          2,    4,        -13.56,          3.30,       1.10,      10.92,     36.05,          0.80
        -12,          2,    5,        -12.83,          3.30,       1.14,      11.33,     37.40,          0.76
        -12,          2,    6,        -12.10,          3.30,       1.17,      11.70,     38.61,          0.76
        -12,          2,    7,        -11.63,          3.30,       1.21,      12.04,     39.71,          0.75
        -12,          3,    1,        -14.42,          3.30,       1.03,      10.28,     33.92,          1.69
        -12,          3,    2,        -13.04,          3.30,       1.08,      10.76,     35.51,          1.33
        -12,          3,    3,        -12.17,          3.30,       1.13,      11.31,     37.30,          1.10
        -12,          3,    4,        -11.27,          3.30,       1.17,      11.72,     38.65,          1.09
        -12,          3,    5,        -10.67,          3.30,       1.21,      12.10,     39.93,          1.05
        -12,          3,    6,        -10.17,          3.30,       1.25,      12.49,     41.22,          1.02
        -12,          3,    7,         -9.79,          3.30,       1.29,      12.86,     42.44,          0.98
        -12,          4,    1,        -12.40,          3.30,       1.09,      10.87,     35.86,          2.01
        -12,          4,    2,        -11.22,          3.30,       1.15,      11.47,     37.85,          1.56
        -12,          4,    3,        -10.35,          3.30,       1.20,      11.98,     39.54,          1.41
        -12,          4,    4,         -9.68,          3.30,       1.24,      12.44,     41.05,          1.34
        -12,          4,    5,         -9.18,          3.30,       1.29,      12.90,     42.56,          1.26
        -12,          4,    6,         -8.77,          3.30,       1.33,      13.28,     43.83,          1.22
        -12,          4,    7,         -8.42,          3.30,       1.36,      13.64,     45.02,          1.20
        -12,          5,    1,        -10.35,          3.30,       1.18,      11.75,     38.76,          2.35
        -12,          5,    2,         -9.26,          3.30,       1.24,      12.38,     40.85,          1.97
        -12,          5,    3,         -8.49,          3.30,       1.30,      12.99,     42.86,          1.77
        -12,          5,    4,         -7.94,          3.30,       1.35,      13.45,     44.39,          1.68
        -12,          5,    5,         -7.57,          3.30,       1.39,      13.87,     45.76,          1.60
        -12,          5,    6,         -7.21,          3.30,       1.43,      14.30,     47.18,          1.54
        -12,          5,    7,         -6.90,          3.30,       1.47,      14.71,     48.53,          1.49
        -12,          6,    1,         -8.99,          3.30,       1.25,      12.49,     41.20,          3.39
        -12,          6,    2,         -7.96,          3.30,       1.32,      13.21,     43.57,          2.63
        -12,          6,    3,         -7.31,          3.30,       1.38,      13.80,     45.53,          2.31
        -12,          6,    4,         -6.83,          3.30,       1.43,      14.34,     47.30,          2.11
