[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.42,          3.30,       0.89,       8.89,     29.35,          0.40
        -18,          1,    2,        -20.75,          3.30,       0.92,       9.23,     30.46,          0.33
        -18,          1,    3,        -19.12,          3.30,       0.96,       9.62,     31.73,          0.32
        -18,          1,    4,        -18.23,          3.30,       0.99,       9.91,     32.72,          0.31
        -18,          1,    5,        -17.27,          3.30,       1.02,      10.19,     33.64,          0.33
        -18,          1,    6,        -16.56,          3.30,       1.05,      10.51,     34.70,          0.33
        -18,          1,    7,        -15.86,          3.30,       1.08,      10.81,     35.67,          0.34
        -18,          2,    1,        -20.10,          3.30,       0.91,       9.15,     30.20,          0.81
        -18,          2,    2,        -18.55,          3.30,       0.96,       9.56,     31.54,          0.55
        -18,          2,    3,        -17.21,          3.30,       0.99,       9.88,     32.60,          0.53
        -18,          2,    4,        -16.33,          3.30,       1.02,      10.21,     33.69,          0.50
        -18,          2,    5,        -15.52,          3.30,       1.06,      10.59,     34.93,          0.47
        -18,          2,    6,        -14.86,          3.30,       1.09,      10.89,     35.92,          0.47
        -18,          2,    7,        -14.24,          3.30,       1.12,      11.26,     37.17,          0.46
        -18,          3,    1,        -17.54,          3.30,       0.96,       9.58,     31.61,          1.00
        -18,          3,    2,        -15.99,          3.30,       1.00,      10.02,     33.05,          0.78
        -18,          3,    3,        -14.92,          3.30,       1.04,      10.37,     34.20,          0.74
        -18,          3,    4,        -14.07,          3.30,       1.07,      10.75,     35.48,          0.69
        -18,          3,    5,        -13.56,          3.30,       1.11,      11.12,     36.69,          0.64
        -18,          3,    6,        -12.98,          3.30,       1.15,      11.48,     37.87,          0.63
        -18,          3,    7,        -12.57,          3.30,       1.18,      11.77,     38.85,          0.61
        -18,          4,    1,        -15.58,          3.30,       1.00,      10.00,     32.99,          1.18
        -18,          4,    2,        -14.23,          3.30,       1.04,      10.43,     34.42,          1.00
        -18,          4,    3,        -13.27,          3.30,       1.09,      10.88,     35.88,          0.90
        -18,          4,    4,        -12.60,          3.30,       1.12,      11.27,     37.18,          0.84
        -18,          4,    5,        -12.09,          3.30,       1.17,      11.66,     38.46,          0.79
        -18,          4,    6,        -11.59,          3.30,       1.20,      11.98,     39.52,          0.78
        -18,          4,    7,        -11.21,          3.30,       1.23,      12.28,     40.54,          0.76
        -18,          5,    1,        -13.48,          3.30,       1.05,      10.54,     34.77,          1.65
        -18,          5,    2,        -12.33,          3.30,       1.11,      11.07,     36.52,          1.30
        -18,          5,    3,        -11.56,          3.30,       1.16,      11.56,     38.12,          1.15
        -18,          5,    4,        -10.95,          3.30,       1.19,      11.90,     39.29,          1.11
        -18,          5,    5,        -10.50,          3.30,       1.23,      12.32,     40.66,          1.03
        -18,          5,    6,        -10.17,          3.30,       1.27,      12.69,     41.87,          0.98
        -18,          5,    7,         -9.95,          3.30,       1.30,      13.00,     42.90,          0.93
        -18,          6,    1,        -12.14,          3.30,       1.10,      11.04,     36.44,          2.07
        -18,          6,    2,        -11.14,          3.30,       1.16,      11.60,     38.27,          1.61
        -18,          6,    3,        -10.48,          3.30,       1.21,      12.08,     39.85,          1.41
        -18,          6,    4,         -9.95,          3.30,       1.25,      12.50,     41.26,          1.30
        -18,          6,    5,         -9.64,          3.30,       1.29,      12.92,     42.64,          1.19
        -18,          6,    6,         -9.35,          3.30,       1.33,      13.25,     43.72,          1.13
        -18,          6,    7,         -9.08,          3.30,       1.36,      13.60,     44.87,          1.08
        -18,          7,    1,        -11.01,          3.30,       1.16,      11.59,     38.26,          2.26
        -18,          7,    2,        -10.07,          3.30,       1.22,      12.20,     40.25,          1.79
        -18,          7,    3,         -9.46,          3.30,       1.28,      12.75,     42.09,          1.54
        -18,          7,    4,         -9.01,          3.30,       1.32,      13.19,     43.54,          1.43
        -18,          7,    5,         -8.70,          3.30,       1.36,      13.61,     44.89,          1.33
        -18,          7,    6,         -8.39,          3.30,       1.40,      13.97,     46.11,          1.28
        -18,          7,    7,         -8.21,          3.30,       1.43,      14.31,     47.23,          1.21
        -17,          1,    1,        -22.17,          3.30,       0.89,       8.92,     29.44,          0.42
        -17,          1,    2,        -20.20,          3.30,       0.93,       9.30,     30.69,          0.35
        -17,          1,    3,        -18.86,          3.30,       0.96,       9.66,     31.88,          0.33
        -17,          1,    4,        -17.71,          3.30,       1.00,       9.96,     32.87,          0.35
        -17,          1,    5,        -17.03,          3.30,       1.03,      10.28,     33.91,          0.33
        -17,          1,    6,        -16.14,          3.30,       1.06,      10.54,     34.79,          0.36
        -17,          1,    7,        -15.55,          3.30,       1.09,      10.88,     35.90,          0.35
        -17,          2,    1,        -19.89,          3.30,       0.92,       9.22,     30.42,          0.82
        -17,          2,    2,        -18.25,          3.30,       0.96,       9.64,     31.80,          0.57
        -17,          2,    3,        -16.95,          3.30,       1.00,       9.97,     32.89,          0.54
        -17,          2,    4,        -15.90,          3.30,       1.03,      10.32,     34.05,          0.53
        -17,          2,    5,        -15.02,          3.30,       1.07,      10.64,     35.12,          0.53
        -17,          2,    6,        -14.44,          3.30,       1.10,      10.99,     36.28,          0.51
        -17,          2,    7,        -13.79,          3.30,       1.13,      11.32,     37.35,          0.51
        -17,          3,    1,        -17.09,          3.30,       0.96,       9.64,     31.81,          1.05
        -17,          3,    2,        -15.56,          3.30,       1.01,      10.08,     33.24,          0.85
        -17,          3,    3,        -14.43,          3.30,       1.05,      10.48,     34.56,          0.78
        -17,          3,    4,        -13.71,          3.30,       1.09,      10.85,     35.81,          0.73
        -17,          3,    5,        -13.07,          3.30,       1.13,      11.27,     37.19,          0.68
        -17,          3,    6,        -12.54,          3.30,       1.16,      11.59,     38.24,          0.67
        -17,          3,    7,        -12.13,          3.30,       1.19,      11.89,     39.22,          0.66
        -17,          4,    1,        -14.99,          3.30,       1.01,      10.08,     33.28,          1.35
        -17,          4,    2,        -13.85,          3.30,       1.05,      10.53,     34.75,          1.08
        -17,          4,    3,        -12.87,          3.30,       1.10,      11.00,     36.28,          0.97
        -17,          4,    4,        -12.25,          3.30,       1.14,      11.40,     37.62,          0.89
        -17,          4,    5,        -11.65,          3.30,       1.18,      11.76,     38.79,          0.87
        -17,          4,    6,        -11.14,          3.30,       1.21,      12.13,     40.04,          0.84
        -17,          4,    7,        -10.75,          3.30,       1.25,      12.45,     41.09,          0.83
        -17,          5,    1,        -12.96,          3.30,       1.07,      10.66,     35.18,          1.78
        -17,          5,    2,        -11.90,          3.30,       1.13,      11.27,     37.18,          1.33
        -17,          5,    3,        -11.13,          3.30,       1.17,      11.71,     38.62,          1.23
        -17,          5,    4,        -10.56,          3.30,       1.21,      12.08,     39.86,          1.17
        -17,          5,    5,        -10.12,          3.30,       1.25,      12.51,     41.28,          1.09
        -17,          5,    6,         -9.78,          3.30,       1.29,      12.89,     42.53,          1.03
        -17,          5,    7,         -9.47,          3.30,       1.32,      13.21,     43.59,          1.00
        -17,          6,    1,        -11.71,          3.30,       1.13,      11.28,     37.23,          2.01
        -17,          6,    2,        -10.69,          3.30,       1.18,      11.81,     38.96,          1.68
        -17,          6,    3,        -10.06,          3.30,       1.23,      12.31,     40.60,          1.47
        -17,          6,    4,         -9.55,          3.30,       1.27,      12.73,     42.01,          1.36
        -17,          6,    5,         -9.20,          3.30,       1.31,      13.15,     43.40,          1.26
        -17,          6,    6,         -8.85,          3.30,       1.35,      13.52,     44.59,          1.22
        -17,          6,    7,         -8.57,          3.30,       1.39,      13.85,     45.71,          1.17
        -17,          7,    1,        -10.59,          3.30,       1.18,      11.79,     38.89,          2.41
        -17,          7,    2,         -9.63,          3.30,       1.24,      12.42,     40.97,          1.91
        -17,          7,    3,         -9.00,          3.30,       1.30,      13.00,     42.89,          1.65
        -17,          7,    4,         -8.55,          3.30,       1.34,      13.47,     44.44,          1.52
        -17,          7,    5,         -8.17,          3.30,       1.38,      13.86,     45.74,          1.46
        -17,          7,    6,         -7.96,          3.30,       1.42,      14.20,     46.84,          1.38
        -17,          7,    7,         -7.74,          3.30,       1.46,      14.65,     48.33,          1.29
        -16,          1,    1,        -21.57,          3.30,       0.90,       9.00,     29.70,          0.48
        -16,          1,    2,        -19.78,          3.30,       0.94,       9.39,     30.99,          0.39
        -16,          1,    3,        -18.45,          3.30,       0.97,       9.74,     32.15,          0.37
        -16,          1,    4,        -17.24,          3.30,       1.01,      10.06,     33.20,          0.38
        -16,          1,    5,        -16.36,          3.30,       1.04,      10.37,     34.20,          0.39
        -16,          1,    6,        -15.64,          3.30,       1.07,      10.66,     35.18,          0.39
        -16,          1,    7,        -14.99,          3.30,       1.10,      11.00,     36.29,          0.39
        -16,          2,    1,        -19.18,          3.30,       0.93,       9.30,     30.70,          0.88
        -16,          2,    2,        -17.74,          3.30,       0.97,       9.73,     32.09,          0.61
        -16,          2,    3,        -16.37,          3.30,       1.01,      10.11,     33.34,          0.58
