[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          1,    1,        -22.29,          3.30,       0.89,       8.91,     29.41,          0.45
        -18,          1,    2,        -20.58,          3.30,       0.93,       9.29,     30.64,          0.34
        -18,          1,    3,        -18.95,          3.30,       0.96,       9.65,     31.86,          0.34
        -18,          1,    4,        -18.07,          3.30,       1.00,       9.97,     32.89,          0.33
        -18,          1,    5,        -17.08,          3.30,       1.02,      10.24,     33.80,          0.34
        -18,          1,    6,        -16.40,          3.30,       1.05,      10.53,     34.76,          0.34
        -18,          1,    7,        -15.69,          3.30,       1.08,      10.86,     35.83,          0.35
        -18,          2,    1,        -20.27,          3.30,       0.92,       9.15,     30.19,          0.80
        -18,          2,    2,        -18.42,          3.30,       0.96,       9.56,     31.56,          0.56
        -18,          2,    3,        -17.04,          3.30,       1.00,       9.97,     32.90,          0.51
        -18,          2,    4,        -16.03,          3.30,       1.03,      10.27,     33.88,          0.51
        -18,          2,    5,        -15.32,          3.30,       1.06,      10.61,     35.02,          0.49
        -18,          2,    6,        -14.57,          3.30,       1.09,      10.96,     36.15,          0.49
        -18,          2,    7,        -14.03,          3.30,       1.13,      11.27,     37.20,          0.48
        -18,          3,    1,        -17.21,          3.30,       0.96,       9.64,     31.80,          0.96
        -18,          3,    2,        -15.81,          3.30,       1.01,      10.06,     33.22,          0.77
        -18,          3,    3,        -14.70,          3.30,       1.04,      10.40,     34.34,          0.75
        -18,          3,    4,        -13.88,          3.30,       1.08,      10.79,     35.59,          0.71
        -18,          3,    5,        -13.29,          3.30,       1.12,      11.20,     36.97,          0.66
        -18,          3,    6,        -12.75,          3.30,       1.15,      11.52,     38.03,          0.65
        -18,          3,    7,        -12.40,          3.30,       1.18,      11.83,     39.03,          0.62
        -18,          4,    1,        -15.26,          3.30,       1.00,      10.04,     33.14,          1.34
        -18,          4,    2,        -14.07,          3.30,       1.05,      10.50,     34.65,          1.05
        -18,          4,    3,        -13.15,          3.30,       1.09,      10.93,     36.08,          0.94
        -18,          4,    4,        -12.42,          3.30,       1.14,      11.38,     37.55,          0.86
        -18,          4,    5,        -11.81,          3.30,       1.17,      11.69,     38.57,          0.86
        -18,          4,    6,        -11.43,          3.30,       1.20,      12.07,     39.83,          0.81
        -18,          4,    7,        -11.06,          3.30,       1.24,      12.36,     40.80,          0.79
        -18,          5,    1,        -13.22,          3.30,       1.06,      10.58,     34.93,          1.76
        -18,          5,    2,        -12.08,          3.30,       1.12,      11.16,     36.84,          1.34
        -18,          5,    3,        -11.33,          3.30,       1.16,      11.64,     38.42,          1.19
        -18,          5,    4,        -10.80,          3.30,       1.20,      12.05,     39.75,          1.11
        -18,          5,    5,        -10.36,          3.30,       1.24,      12.41,     40.96,          1.05
        -18,          5,    6,        -10.06,          3.30,       1.28,      12.83,     42.33,          0.98
        -18,          5,    7,         -9.68,          3.30,       1.31,      13.11,     43.28,          0.97
        -18,          6,    1,        -11.89,          3.30,       1.12,      11.18,     36.87,          2.08
        -18,          6,    2,        -10.92,          3.30,       1.17,      11.71,     38.66,          1.65
        -18,          6,    3,        -10.21,          3.30,       1.22,      12.20,     40.28,          1.46
        -18,          6,    4,         -9.75,          3.30,       1.27,      12.64,     41.71,          1.33
        -18,          6,    5,         -9.43,          3.30,       1.30,      13.03,     43.01,          1.23
        -18,          6,    6,         -9.12,          3.30,       1.34,      13.40,     44.22,          1.17
        -18,          6,    7,         -8.84,          3.30,       1.37,      13.73,     45.30,          1.13
        -18,          7,    1,        -10.83,          3.30,       1.17,      11.68,     38.55,          2.40
        -18,          7,    2,         -9.89,          3.30,       1.23,      12.35,     40.74,          1.82
        -18,          7,    3,         -9.22,          3.30,       1.29,      12.88,     42.49,          1.62
        -18,          7,    4,         -8.77,          3.30,       1.33,      13.31,     43.91,          1.51
        -18,          7,    5,         -8.44,          3.30,       1.37,      13.73,     45.29,          1.41
        -18,          7,    6,         -8.21,          3.30,       1.41,      14.10,     46.51,          1.32
        -18,          7,    7,         -7.98,          3.30,       1.45,      14.49,     47.80,          1.25
        -17,          1,    1,        -22.00,          3.30,       0.90,       8.97,     29.59,          0.44
        -17,          1,    2,        -20.24,          3.30,       0.93,       9.35,     30.84,          0.35
        -17,          1,    3,        -18.88,          3.30,       0.97,       9.70,     32.02,          0.33
        -17,          1,    4,        -17.70,          3.30,       1.00,      10.00,     33.01,          0.35
        -17,          1,    5,        -16.80,          3.30,       1.03,      10.29,     33.97,          0.36
        -17,          1,    6,        -16.02,          3.30,       1.06,      10.61,     35.01,          0.36
