[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit skipped

Set [dBm/2],paDutyCycle,paSlc,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        -18,          3,    7,        -12.38,          3.30,       1.19,      11.85,     39.10,          0.62
        -18,          4,    1,        -15.28,          3.30,       1.01,      10.04,     33.14,          1.34
        -18,          4,    2,        -14.01,          3.30,       1.05,      10.49,     34.61,          1.08
        -18,          4,    3,        -13.08,          3.30,       1.10,      10.94,     36.11,          0.95
        -18,          4,    4,        -12.44,          3.30,       1.13,      11.34,     37.43,          0.88
        -18,          4,    5,        -11.78,          3.30,       1.17,      11.70,     38.60,          0.87
        -18,          4,    6,        -11.43,          3.30,       1.20,      12.04,     39.73,          0.82
        -18,          4,    7,        -11.08,          3.30,       1.24,      12.37,     40.82,          0.79
        -18,          5,    1,        -13.27,          3.30,       1.06,      10.59,     34.94,          1.75
        -18,          5,    2,        -12.09,          3.30,       1.12,      11.20,     36.95,          1.31
        -18,          5,    3,        -11.33,          3.30,       1.16,      11.63,     38.37,          1.20
        -18,          5,    4,        -10.75,          3.30,       1.21,      12.04,     39.72,          1.13
        -18,          5,    5,        -10.32,          3.30,       1.24,      12.41,     40.95,          1.07
        -18,          5,    6,        -10.06,          3.30,       1.28,      12.82,     42.31,          0.98
        -18,          5,    7,         -9.75,          3.30,       1.31,      13.16,     43.43,          0.95
        -18,          6,    1,        -11.93,          3.30,       1.12,      11.14,     36.75,          2.17
        -18,          6,    2,        -10.87,          3.30,       1.17,      11.71,     38.65,          1.68
        -18,          6,    3,        -10.25,          3.30,       1.22,      12.20,     40.26,          1.46
        -18,          6,    4,         -9.77,          3.30,       1.26,      12.61,     41.59,          1.35
        -18,          6,    5,         -9.40,          3.30,       1.30,      13.03,     43.00,          1.25
        -18,          6,    6,         -9.12,          3.30,       1.34,      13.38,     44.14,          1.18
        -18,          6,    7,         -8.84,          3.30,       1.37,      13.73,     45.30,          1.13
        -18,          7,    1,        -10.81,          3.30,       1.17,      11.66,     38.49,          2.47
        -18,          7,    2,         -9.86,          3.30,       1.23,      12.30,     40.60,          1.89
        -18,          7,    3,         -9.15,          3.30,       1.29,      12.90,     42.55,          1.64
        -18,          7,    4,         -8.78,          3.30,       1.33,      13.32,     43.95,          1.50
        -18,          7,    5,         -8.47,          3.30,       1.37,      13.70,     45.19,          1.41
        -18,          7,    6,         -8.23,          3.30,       1.41,      14.11,     46.55,          1.32
        -18,          7,    7,         -7.99,          3.30,       1.45,      14.49,     47.80,          1.25
        -17,          1,    1,        -22.02,          3.30,       0.89,       8.93,     29.46,          0.44
        -17,          1,    2,        -20.07,          3.30,       0.93,       9.35,     30.86,          0.35
        -17,          1,    3,        -18.79,          3.30,       0.96,       9.67,     31.92,          0.34
        -17,          1,    4,        -17.64,          3.30,       1.00,       9.98,     32.95,          0.35
        -17,          1,    5,        -16.67,          3.30,       1.03,      10.32,     34.06,          0.36
        -17,          1,    6,        -16.05,          3.30,       1.06,      10.61,     35.01,          0.36
        -17,          1,    7,        -15.40,          3.30,       1.09,      10.94,     36.09,          0.36
        -17,          2,    1,        -19.57,          3.30,       0.93,       9.22,     30.42,          0.88
        -17,          2,    2,        -18.05,          3.30,       0.96,       9.65,     31.84,          0.58
        -17,          2,    3,        -16.73,          3.30,       1.00,      10.03,     33.09,          0.54
        -17,          2,    4,        -15.67,          3.30,       1.04,      10.34,     34.13,          0.55
        -17,          2,    5,        -14.90,          3.30,       1.07,      10.69,     35.27,          0.53
        -17,          2,    6,        -14.29,          3.30,       1.11,      11.06,     36.51,          0.51
        -17,          2,    7,        -13.72,          3.30,       1.14,      11.38,     37.55,          0.51
        -17,          3,    1,        -16.82,          3.30,       0.97,       9.70,     32.02,          1.11
        -17,          3,    2,        -15.42,          3.30,       1.01,      10.13,     33.43,          0.87
        -17,          3,    3,        -14.37,          3.30,       1.05,      10.54,     34.79,          0.79
        -17,          3,    4,        -13.43,          3.30,       1.10,      10.95,     36.12,          0.76
        -17,          3,    5,        -12.89,          3.30,       1.13,      11.30,     37.30,          0.72
        -17,          3,    6,        -12.39,          3.30,       1.16,      11.62,     38.33,          0.70
        -17,          3,    7,        -11.92,          3.30,       1.19,      11.96,     39.47,          0.69
        -17,          4,    1,        -14.73,          3.30,       1.01,      10.15,     33.48,          1.37
        -17,          4,    2,        -13.64,          3.30,       1.06,      10.59,     34.96,          1.10
        -17,          4,    3,        -12.67,          3.30,       1.11,      11.08,     36.54,          0.98
        -17,          4,    4,        -12.01,          3.30,       1.15,      11.48,     37.89,          0.92
        -17,          4,    5,        -11.44,          3.30,       1.19,      11.88,     39.21,          0.88
        -17,          4,    6,        -11.04,          3.30,       1.22,      12.22,     40.32,          0.85
        -17,          4,    7,        -10.64,          3.30,       1.25,      12.55,     41.41,          0.83
        -17,          5,    1,        -12.78,          3.30,       1.08,      10.74,     35.43,          1.86
        -17,          5,    2,        -11.67,          3.30,       1.13,      11.34,     37.41,          1.41
        -17,          5,    3,        -10.91,          3.30,       1.18,      11.84,     39.05,          1.26
        -17,          5,    4,        -10.37,          3.30,       1.22,      12.21,     40.31,          1.19
        -17,          5,    5,         -9.96,          3.30,       1.26,      12.60,     41.57,          1.13
        -17,          5,    6,         -9.60,          3.30,       1.30,      12.99,     42.86,          1.07
        -17,          5,    7,         -9.33,          3.30,       1.33,      13.35,     44.03,          1.02
        -17,          6,    1,        -11.48,          3.30,       1.13,      11.34,     37.42,          2.20
        -17,          6,    2,        -10.43,          3.30,       1.19,      11.90,     39.27,          1.78
        -17,          6,    3,         -9.81,          3.30,       1.24,      12.40,     40.92,          1.55
        -17,          6,    4,         -9.29,          3.30,       1.29,      12.91,     42.58,          1.40
        -17,          6,    5,         -8.95,          3.30,       1.33,      13.26,     43.77,          1.33
        -17,          6,    6,         -8.62,          3.30,       1.36,      13.60,     44.89,          1.28
        -17,          6,    7,         -8.44,          3.30,       1.40,      13.99,     46.16,          1.20
        -17,          7,    1,        -10.41,          3.30,       1.19,      11.90,     39.28,          2.50
        -17,          7,    2,         -9.40,          3.30,       1.25,      12.56,     41.44,          1.98
        -17,          7,    3,         -8.74,          3.30,       1.31,      13.12,     43.29,          1.75
        -17,          7,    4,         -8.32,          3.30,       1.36,      13.57,     44.79,          1.61
        -17,          7,    5,         -8.04,          3.30,       1.40,      14.01,     46.21,          1.48
        -17,          7,    6,         -7.75,          3.30,       1.44,      14.41,     47.54,          1.41
        -17,          7,    7,         -7.52,          3.30,       1.48,      14.80,     48.82,          1.34
        -16,          1,    1,        -21.59,          3.30,       0.90,       8.99,     29.68,          0.49
        -16,          1,    2,        -19.87,          3.30,       0.94,       9.37,     30.93,          0.38
        -16,          1,    3,        -18.47,          3.30,       0.97,       9.74,     32.14,          0.37
        -16,          1,    4,        -17.29,          3.30,       1.01,      10.07,     33.24,          0.37
        -16,          1,    5,        -16.37,          3.30,       1.04,      10.36,     34.19,          0.39
        -16,          1,    6,        -15.73,          3.30,       1.07,      10.69,     35.27,          0.38
        -16,          1,    7,        -15.02,          3.30,       1.10,      10.98,     36.22,          0.39
        -16,          2,    1,        -19.24,          3.30,       0.93,       9.30,     30.68,          0.89
        -16,          2,    2,        -17.64,          3.30,       0.97,       9.70,     32.03,          0.64
        -16,          2,    3,        -16.24,          3.30,       1.01,      10.10,     33.35,          0.59
        -16,          2,    4,        -15.29,          3.30,       1.04,      10.46,     34.50,          0.57
        -16,          2,    5,        -14.59,          3.30,       1.08,      10.77,     35.55,          0.56
        -16,          2,    6,        -13.86,          3.30,       1.12,      11.16,     36.80,          0.55
        -16,          2,    7,        -13.32,          3.30,       1.15,      11.48,     37.90,          0.54
        -16,          3,    1,        -16.48,          3.30,       0.98,       9.79,     32.31,          1.10
        -16,          3,    2,        -15.10,          3.30,       1.02,      10.21,     33.71,          0.90
        -16,          3,    3,        -13.94,          3.30,       1.07,      10.64,     35.12,          0.83
        -16,          3,    4,        -13.13,          3.30,       1.11,      11.05,     36.46,          0.79
        -16,          3,    5,        -12.56,          3.30,       1.14,      11.43,     37.72,          0.74
        -16,          3,    6,        -12.02,          3.30,       1.18,      11.78,     38.86,          0.73
        -16,          3,    7,        -11.56,          3.30,       1.21,      12.09,     39.88,          0.73
        -16,          4,    1,        -14.35,          3.30,       1.03,      10.24,     33.78,          1.59
        -16,          4,    2,        -13.23,          3.30,       1.07,      10.71,     35.33,          1.23
        -16,          4,    3,        -12.29,          3.30,       1.12,      11.23,     37.05,          1.06
        -16,          4,    4,        -11.56,          3.30,       1.17,      11.64,     38.40,          1.01
        -16,          4,    5,        -11.11,          3.30,       1.20,      12.03,     39.68,          0.94
        -16,          4,    6,        -10.66,          3.30,       1.24,      12.36,     40.80,          0.92
        -16,          4,    7,        -10.33,          3.30,       1.27,      12.73,     42.01,          0.88
        -16,          5,    1,        -12.33,          3.30,       1.09,      10.90,     35.98,          1.94
        -16,          5,    2,        -11.29,          3.30,       1.15,      11.48,     37.88,          1.51
        -16,          5,    3,        -10.49,          3.30,       1.20,      11.97,     39.50,          1.36
        -16,          5,    4,         -9.99,          3.30,       1.24,      12.40,     40.91,          1.26
        -16,          5,    5,         -9.55,          3.30,       1.28,      12.80,     42.22,          1.20
        -16,          5,    6,         -9.24,          3.30,       1.32,      13.19,     43.52,          1.13
        -16,          5,    7,         -8.88,          3.30,       1.35,      13.52,     44.59,          1.11
        -16,          6,    1,        -11.03,          3.30,       1.15,      11.52,     38.01,          2.44
        -16,          6,    2,        -10.04,          3.30,       1.21,      12.11,     39.94,          1.92
        -16,          6,    3,         -9.36,          3.30,       1.26,      12.61,     41.60,          1.70
        -16,          6,    4,         -8.98,          3.30,       1.31,      13.09,     43.19,          1.50
        -16,          6,    5,         -8.50,          3.30,       1.35,      13.45,     44.38,          1.47
        -16,          6,    6,         -8.28,          3.30,       1.39,      13.82,     45.58,          1.37
        -16,          6,    7,         -8.00,          3.30,       1.42,      14.20,     46.86,          1.31
        -16,          7,    1,         -9.92,          3.30,       1.21,      12.10,     39.94,          2.72
        -16,          7,    2,         -8.95,          3.30,       1.28,      12.80,     42.24,          2.11
        -16,          7,    3,         -8.31,          3.30,       1.34,      13.39,     44.19,          1.85
        -16,          7,    4,         -7.93,          3.30,       1.38,      13.82,     45.61,          1.71
        -16,          7,    5,         -7.59,          3.30,       1.43,      14.28,     47.13,          1.59
        -16,          7,    6,         -7.30,          3.30,       1.47,      14.66,     48.37,          1.53
        -16,          7,    7,         -7.13,          3.30,       1.51,      15.07,     49.73,          1.43
        -15,          1,    1,        -21.06,          3.30,       0.91,       9.08,     29.97,          0.56
        -15,          1,    2,        -19.20,          3.30,       0.95,       9.49,     31.31,          0.44
        -15,          1,    3,        -17.90,          3.30,       0.98,       9.85,     32.49,          0.41
        -15,          1,    4,        -16.82,          3.30,       1.02,      10.17,     33.56,          0.42
        -15,          1,    5,        -15.89,          3.30,       1.05,      10.47,     34.56,          0.43
        -15,          1,    6,        -15.19,          3.30,       1.08,      10.80,     35.63,          0.43
        -15,          1,    7,        -14.62,          3.30,       1.12,      11.15,     36.80,          0.42
        -15,          2,    1,        -18.77,          3.30,       0.94,       9.41,     31.05,          0.95
        -15,          2,    2,        -17.06,          3.30,       0.98,       9.82,     32.41,          0.71
        -15,          2,    3,        -15.82,          3.30,       1.02,      10.22,     33.75,          0.64
        -15,          2,    4,        -14.88,          3.30,       1.06,      10.58,     34.91,          0.62
        -15,          2,    5,        -14.08,          3.30,       1.09,      10.97,     36.21,          0.60
        -15,          2,    6,        -13.46,          3.30,       1.13,      11.34,     37.42,          0.58
        -15,          2,    7,        -12.88,          3.30,       1.17,      11.62,     38.36,          0.59
        -15,          3,    1,        -15.82,          3.30,       0.99,       9.94,     32.81,          1.29
        -15,          3,    2,        -14.52,          3.30,       1.04,      10.38,     34.27,          1.01
        -15,          3,    3,        -13.48,          3.30,       1.08,      10.83,     35.75,          0.90
        -15,          3,    4,        -12.61,          3.30,       1.13,      11.28,     37.20,          0.85
        -15,          3,    5,        -12.03,          3.30,       1.16,      11.59,     38.24,          0.84
        -15,          3,    6,        -11.52,          3.30,       1.20,      11.96,     39.48,          0.81
        -15,          3,    7,        -11.08,          3.30,       1.23,      12.28,     40.53,          0.80
        -15,          4,    1,        -13.88,          3.30,       1.04,      10.42,     34.39,          1.63
        -15,          4,    2,        -12.56,          3.30,       1.10,      10.94,     36.10,          1.31
        -15,          4,    3,        -11.70,          3.30,       1.14,      11.45,     37.77,          1.15
        -15,          4,    4,        -11.04,          3.30,       1.19,      11.88,     39.19,          1.08
        -15,          4,    5,        -10.52,          3.30,       1.22,      12.23,     40.34,          1.05
        -15,          4,    6,        -10.10,          3.30,       1.26,      12.61,     41.62,          1.00
        -15,          4,    7,         -9.74,          3.30,       1.30,      12.99,     42.85,          0.97
        -15,          5,    1,        -11.73,          3.30,       1.11,      11.16,     36.82,          1.98
        -15,          5,    2,        -10.64,          3.30,       1.18,      11.74,     38.75,          1.62
        -15,          5,    3,         -9.92,          3.30,       1.22,      12.27,     40.48,          1.44
        -15,          5,    4,         -9.43,          3.30,       1.27,      12.68,     41.85,          1.35
        -15,          5,    5,         -8.91,          3.30,       1.31,      13.12,     43.29,          1.30
        -15,          5,    6,         -8.61,          3.30,       1.35,      13.50,     44.52,          1.24
        -15,          5,    7,         -8.33,          3.30,       1.39,      13.85,     45.70,          1.20
        -15,          6,    1,        -10.39,          3.30,       1.18,      11.80,     38.93,          2.60
        -15,          6,    2,         -9.48,          3.30,       1.24,      12.40,     40.94,          2.04
        -15,          6,    3,         -8.78,          3.30,       1.30,      12.98,     42.84,          1.78
        -15,          6,    4,         -8.34,          3.30,       1.34,      13.40,     44.22,          1.67
        -15,          6,    5,         -7.93,          3.30,       1.38,      13.82,     45.59,          1.58
        -15,          6,    6,         -7.63,          3.30,       1.42,      14.22,     46.91,          1.50
        -15,          6,    7,         -7.40,          3.30,       1.46,      14.63,     48.26,          1.42
        -15,          7,    1,         -9.33,          3.30,       1.24,      12.41,     40.95,          3.12
        -15,          7,    2,         -8.38,          3.30,       1.31,      13.15,     43.37,          2.36
        -15,          7,    3,         -7.66,          3.30,       1.38,      13.74,     45.35,          2.10
        -15,          7,    4,         -7.26,          3.30,       1.42,      14.25,     47.01,          1.92
        -15,          7,    5,         -6.98,          3.30,       1.47,      14.71,     48.53,          1.77
        -15,          7,    6,         -6.69,          3.30,       1.51,      15.09,     49.79,          1.70
        -15,          7,    7,         -6.48,          3.30,       1.55,      15.49,     51.10,          1.62
        -14,          1,    1,        -20.73,          3.30,       0.91,       9.13,     30.12,          0.52
        -14,          1,    2,        -19.07,          3.30,       0.95,       9.52,     31.44,          0.42
        -14,          1,    3,        -17.58,          3.30,       0.99,       9.87,     32.56,          0.43
        -14,          1,    4,        -16.50,          3.30,       1.02,      10.21,     33.71,          0.43
        -14,          1,    5,        -15.63,          3.30,       1.05,      10.54,     34.79,          0.43
        -14,          1,    6,        -14.93,          3.30,       1.09,      10.91,     36.02,          0.43
        -14,          1,    7,        -14.25,          3.30,       1.12,      11.24,     37.09,          0.44
        -14,          2,    1,        -18.50,          3.30,       0.95,       9.49,     31.31,          0.96
        -14,          2,    2,        -16.83,          3.30,       0.99,       9.92,     32.72,          0.72
        -14,          2,    3,        -15.46,          3.30,       1.03,      10.27,     33.90,          0.70
        -14,          2,    4,        -14.50,          3.30,       1.07,      10.67,     35.19,          0.66
        -14,          2,    5,        -13.76,          3.30,       1.11,      11.06,     36.49,          0.63
        -14,          2,    6,        -13.10,          3.30,       1.14,      11.39,     37.60,          0.63
        -14,          2,    7,        -12.59,          3.30,       1.17,      11.72,     38.68,          0.62
        -14,          3,    1,        -15.49,          3.30,       1.00,      10.02,     33.05,          1.43
        -14,          3,    2,        -14.15,          3.30,       1.05,      10.48,     34.59,          1.10
        -14,          3,    3,        -13.06,          3.30,       1.10,      10.91,     35.99,          1.01
        -14,          3,    4,        -12.30,          3.30,       1.14,      11.39,     37.58,          0.91
        -14,          3,    5,        -11.64,          3.30,       1.17,      11.75,     38.77,          0.89
        -14,          3,    6,        -11.17,          3.30,       1.21,      12.09,     39.88,          0.87
        -14,          3,    7,        -10.73,          3.30,       1.24,      12.45,     41.09,          0.84
        -14,          4,    1,        -13.48,          3.30,       1.05,      10.52,     34.71,          1.81
        -14,          4,    2,        -12.26,          3.30,       1.11,      11.08,     36.56,          1.37
        -14,          4,    3,        -11.32,          3.30,       1.16,      11.59,     38.25,          1.22
        -14,          4,    4,        -10.70,          3.30,       1.20,      11.99,     39.55,          1.16
        -14,          4,    5,        -10.16,          3.30,       1.24,      12.40,     40.91,          1.11
        -14,          4,    6,         -9.75,          3.30,       1.28,      12.80,     42.24,          1.06
        -14,          4,    7,         -9.39,          3.30,       1.32,      13.14,     43.36,          1.03
        -14,          5,    1,        -11.36,          3.30,       1.13,      11.33,     37.38,          2.04
        -14,          5,    2,        -10.32,          3.30,       1.19,      11.90,     39.27,          1.70
        -14,          5,    3,         -9.57,          3.30,       1.24,      12.44,     41.04,          1.53
        -14,          5,    4,         -9.02,          3.30,       1.29,      12.87,     42.49,          1.44
        -14,          5,    5,         -8.63,          3.30,       1.33,      13.29,     43.84,          1.37
        -14,          5,    6,         -8.27,          3.30,       1.37,      13.71,     45.24,          1.30
        -14,          5,    7,         -8.03,          3.30,       1.40,      14.01,     46.24,          1.26
        -14,          6,    1,        -10.02,          3.30,       1.19,      11.95,     39.44,          2.89
        -14,          6,    2,         -9.05,          3.30,       1.26,      12.62,     41.65,          2.20
        -14,          6,    3,         -8.37,          3.30,       1.32,      13.17,     43.46,          1.95
        -14,          6,    4,         -7.95,          3.30,       1.36,      13.63,     44.98,          1.78
        -14,          6,    5,         -7.57,          3.30,       1.41,      14.05,     46.36,          1.69
        -14,          6,    6,         -7.25,          3.30,       1.45,      14.47,     47.74,          1.60
        -14,          6,    7,         -7.03,          3.30,       1.49,      14.87,     49.04,          1.52
        -14,          7,    1,         -8.94,          3.30,       1.26,      12.63,     41.68,          3.28
        -14,          7,    2,         -7.93,          3.30,       1.34,      13.38,     44.16,          2.52
        -14,          7,    3,         -7.29,          3.30,       1.40,      13.97,     46.11,          2.24
        -14,          7,    4,         -6.89,          3.30,       1.45,      14.54,     47.97,          2.01
        -14,          7,    5,         -6.56,          3.30,       1.50,      14.99,     49.45,          1.89
        -14,          7,    6,         -6.34,          3.30,       1.54,      15.37,     50.71,          1.79
        -14,          7,    7,         -6.14,          3.30,       1.58,      15.79,     52.09,          1.70
        -13,          1,    1,        -20.29,          3.30,       0.92,       9.22,     30.44,          0.57
        -13,          1,    2,        -18.50,          3.30,       0.96,       9.61,     31.70,          0.49
        -13,          1,    3,        -17.12,          3.30,       1.00,       9.98,     32.93,          0.47
        -13,          1,    4,        -15.98,          3.30,       1.03,      10.30,     33.99,          0.49
        -13,          1,    5,        -15.13,          3.30,       1.07,      10.67,     35.23,          0.48
        -13,          1,    6,        -14.44,          3.30,       1.10,      11.03,     36.41,          0.47
        -13,          1,    7,        -13.93,          3.30,       1.14,      11.38,     37.54,          0.46
        -13,          2,    1,        -17.85,          3.30,       0.96,       9.57,     31.58,          1.07
        -13,          2,    2,        -16.32,          3.30,       1.00,       9.98,     32.93,          0.81
        -13,          2,    3,        -14.94,          3.30,       1.04,      10.40,     34.31,          0.75
        -13,          2,    4,        -14.05,          3.30,       1.08,      10.76,     35.50,          0.72
        -13,          2,    5,        -13.21,          3.30,       1.12,      11.20,     36.98,          0.69
        -13,          2,    6,        -12.63,          3.30,       1.15,      11.55,     38.12,          0.68
        -13,          2,    7,        -12.09,          3.30,       1.19,      11.91,     39.31,          0.67
        -13,          3,    1,        -14.99,          3.30,       1.01,      10.15,     33.48,          1.50
        -13,          3,    2,        -13.54,          3.30,       1.06,      10.60,     34.98,          1.23
        -13,          3,    3,        -12.51,          3.30,       1.11,      11.11,     36.67,          1.06
        -13,          3,    4,        -11.80,          3.30,       1.15,      11.53,     38.05,          0.99
        -13,          3,    5,        -11.15,          3.30,       1.19,      11.93,     39.36,          0.96
        -13,          3,    6,        -10.66,          3.30,       1.23,      12.29,     40.53,          0.94
        -13,          3,    7,        -10.27,          3.30,       1.27,      12.66,     41.76,          0.90
        -13,          4,    1,        -13.00,          3.30,       1.07,      10.69,     35.26,          1.89
        -13,          4,    2,        -11.70,          3.30,       1.13,      11.27,     37.19,          1.48
        -13,          4,    3,        -10.85,          3.30,       1.18,      11.79,     38.90,          1.31
        -13,          4,    4,        -10.25,          3.30,       1.22,      12.23,     40.36,          1.22
        -13,          4,    5,         -9.71,          3.30,       1.26,      12.62,     41.63,          1.18
        -13,          4,    6,         -9.27,          3.30,       1.30,      12.99,     42.86,          1.15
        -13,          4,    7,         -8.91,          3.30,       1.34,      13.38,     44.14,          1.11
        -13,          5,    1,        -10.84,          3.30,       1.15,      11.53,     38.03,          2.21
        -13,          5,    2,         -9.81,          3.30,       1.21,      12.15,     40.10,          1.80
        -13,          5,    3,         -9.04,          3.30,       1.27,      12.69,     41.88,          1.65
        -13,          5,    4,         -8.50,          3.30,       1.32,      13.17,     43.44,          1.55
        -13,          5,    5,         -8.06,          3.30,       1.36,      13.61,     44.91,          1.47
        -13,          5,    6,         -7.76,          3.30,       1.40,      13.97,     46.08,          1.42
        -13,          5,    7,         -7.44,          3.30,       1.44,      14.38,     47.45,          1.37
        -13,          6,    1,         -9.50,          3.30,       1.22,      12.23,     40.35,          3.06
        -13,          6,    2,         -8.53,          3.30,       1.29,      12.93,     42.67,          2.34
        -13,          6,    3,         -7.85,          3.30,       1.35,      13.49,     44.50,          2.10
        -13,          6,    4,         -7.35,          3.30,       1.39,      13.94,     46.00,          1.98
        -13,          6,    5,         -7.00,          3.30,       1.44,      14.43,     47.60,          1.83
        -13,          6,    6,         -6.74,          3.30,       1.48,      14.83,     48.93,          1.73
        -13,          6,    7,         -6.47,          3.30,       1.52,      15.24,     50.31,          1.65
        -13,          7,    1,         -8.37,          3.30,       1.30,      12.97,     42.79,          3.47
        -13,          7,    2,         -7.40,          3.30,       1.37,      13.73,     45.29,          2.72
        -13,          7,    3,         -6.72,          3.30,       1.44,      14.37,     47.42,          2.41
        -13,          7,    4,         -6.30,          3.30,       1.49,      14.91,     49.18,          2.21
        -13,          7,    5,         -6.03,          3.30,       1.54,      15.39,     50.79,          2.05
        -13,          7,    6,         -5.80,          3.30,       1.58,      15.80,     52.14,          1.94
        -13,          7,    7,         -5.61,          3.30,       1.62,      16.22,     53.51,          1.84
        -12,          1,    1,        -19.93,          3.30,       0.93,       9.27,     30.57,          0.67
        -12,          1,    2,        -18.05,          3.30,       0.97,       9.69,     31.97,          0.54
        -12,          1,    3,        -16.69,          3.30,       1.01,      10.06,     33.19,          0.52
        -12,          1,    4,        -15.63,          3.30,       1.04,      10.42,     34.40,          0.51
        -12,          1,    5,        -14.80,          3.30,       1.08,      10.80,     35.63,          0.50
        -12,          1,    6,        -14.04,          3.30,       1.11,      11.14,     36.78,          0.51
        -12,          1,    7,        -13.42,          3.30,       1.15,      11.50,     37.96,          0.51
        -12,          2,    1,        -17.38,          3.30,       0.97,       9.65,     31.85,          1.31
        -12,          2,    2,        -15.91,          3.30,       1.01,      10.12,     33.40,          0.87
        -12,          2,    3,        -14.49,          3.30,       1.05,      10.52,     34.70,          0.84
        -12,          2,    4,        -13.55,          3.30,       1.09,      10.93,     36.07,          0.79
        -12,          2,    5,        -12.76,          3.30,       1.14,      11.36,     37.46,          0.75
        -12,          2,    6,        -12.18,          3.30,       1.17,      11.70,     38.60,          0.74
        -12,          2,    7,        -11.64,          3.30,       1.21,      12.07,     39.81,          0.73
        -12,          3,    1,        -14.53,          3.30,       1.03,      10.28,     33.92,          1.67
        -12,          3,    2,        -13.08,          3.30,       1.08,      10.78,     35.58,          1.31
        -12,          3,    3,        -12.05,          3.30,       1.13,      11.28,     37.23,          1.15
        -12,          3,    4,        -11.28,          3.30,       1.17,      11.70,     38.61,          1.10
        -12,          3,    5,        -10.73,          3.30,       1.21,      12.11,     39.95,          1.04
        -12,          3,    6,        -10.21,          3.30,       1.25,      12.48,     41.19,          1.02
        -12,          3,    7,         -9.83,          3.30,       1.29,      12.87,     42.47,          0.98
        -12,          4,    1,        -12.42,          3.30,       1.09,      10.86,     35.82,          2.08
        -12,          4,    2,        -11.32,          3.30,       1.15,      11.46,     37.80,          1.56
        -12,          4,    3,        -10.39,          3.30,       1.20,      11.98,     39.52,          1.42
        -12,          4,    4,         -9.81,          3.30,       1.24,      12.41,     40.96,          1.32
        -12,          4,    5,         -9.24,          3.30,       1.28,      12.87,     42.45,          1.27
        -12,          4,    6,         -8.79,          3.30,       1.32,      13.23,     43.67,          1.25
        -12,          4,    7,         -8.45,          3.30,       1.36,      13.63,     44.95,          1.20
        -12,          5,    1,        -10.39,          3.30,       1.18,      11.73,     38.71,          2.38
        -12,          5,    2,         -9.31,          3.30,       1.24,      12.40,     40.92,          1.94
        -12,          5,    3,         -8.52,          3.30,       1.30,      12.99,     42.86,          1.76
        -12,          5,    4,         -8.02,          3.30,       1.34,      13.44,     44.36,          1.66
        -12,          5,    5,         -7.59,          3.30,       1.39,      13.84,     45.68,          1.61
        -12,          5,    6,         -7.25,          3.30,       1.43,      14.29,     47.14,          1.54
        -12,          5,    7,         -6.97,          3.30,       1.47,      14.69,     48.47,          1.48
        -12,          6,    1,         -8.99,          3.30,       1.25,      12.48,     41.17,          3.40
        -12,          6,    2,         -7.98,          3.30,       1.32,      13.23,     43.67,          2.57
        -12,          6,    3,         -7.34,          3.30,       1.38,      13.77,     45.45,          2.31
        -12,          6,    4,         -6.82,          3.30,       1.43,      14.29,     47.13,          2.15
