[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          3,    7,         -8.96,          3.31,       1.76,      17.57,     58.11,          0.37
       -9,          4,    1,        -15.31,          3.31,       1.07,      10.75,     35.55,          0.25
       -9,          4,    2,        -11.75,          3.31,       1.29,      12.88,     42.60,          0.35
       -9,          4,    3,        -10.37,          3.31,       1.43,      14.34,     47.42,          0.39
       -9,          4,    4,         -9.58,          3.31,       1.55,      15.50,     51.28,          0.40
       -9,          4,    5,         -9.10,          3.31,       1.65,      16.53,     54.68,          0.40
       -9,          4,    6,         -8.75,          3.31,       1.74,      17.39,     57.54,          0.39
       -9,          4,    7,         -8.47,          3.31,       1.83,      18.35,     60.68,          0.38
       -8,          1,    1,        -16.26,          3.31,       1.00,      10.04,     33.23,          0.25
       -8,          1,    2,        -13.42,          3.31,       1.17,      11.67,     38.61,          0.31
       -8,          1,    3,        -11.74,          3.31,       1.29,      12.90,     42.67,          0.35
       -8,          1,    4,        -10.94,          3.31,       1.39,      13.89,     45.95,          0.36
       -8,          1,    5,        -10.28,          3.31,       1.49,      14.95,     49.44,          0.36
       -8,          1,    6,         -9.81,          3.31,       1.59,      15.83,     52.36,          0.36
       -8,          1,    7,         -9.41,          3.31,       1.67,      16.73,     55.34,          0.36
       -8,          2,    1,        -15.18,          3.31,       1.04,      10.40,     34.41,          0.28
       -8,          2,    2,        -11.96,          3.31,       1.23,      12.29,     40.65,          0.38
       -8,          2,    3,        -10.65,          3.31,       1.37,      13.69,     45.29,          0.40
       -8,          2,    4,         -9.60,          3.31,       1.49,      14.90,     49.30,          0.43
       -8,          2,    5,         -9.01,          3.31,       1.60,      15.95,     52.76,          0.43
       -8,          2,    6,         -8.58,          3.31,       1.69,      16.90,     55.91,          0.43
       -8,          2,    7,         -8.27,          3.31,       1.78,      17.79,     58.86,          0.42
       -8,          3,    1,        -14.36,          3.31,       1.08,      10.79,     35.70,          0.30
       -8,          3,    2,        -11.09,          3.31,       1.29,      12.94,     42.81,          0.41
       -8,          3,    3,         -9.68,          3.31,       1.45,      14.47,     47.85,          0.44
       -8,          3,    4,         -9.08,          3.31,       1.57,      15.69,     51.91,          0.44
       -8,          3,    5,         -8.71,          3.31,       1.67,      16.70,     55.26,          0.43
       -8,          3,    6,         -7.97,          3.31,       1.76,      17.61,     58.26,          0.46
       -8,          3,    7,         -7.71,          3.31,       1.85,      18.51,     61.23,          0.45
       -8,          4,    1,        -13.76,          3.31,       1.13,      11.26,     37.24,          0.31
       -8,          4,    2,        -10.48,          3.31,       1.35,      13.53,     44.77,          0.42
       -8,          4,    3,         -9.11,          3.31,       1.51,      15.12,     50.02,          0.47
       -8,          4,    4,         -8.34,          3.31,       1.64,      16.38,     54.17,          0.48
       -8,          4,    5,         -7.87,          3.31,       1.74,      17.42,     57.61,          0.48
       -8,          4,    6,         -7.80,          3.31,       1.84,      18.41,     60.89,          0.45
       -8,          4,    7,         -7.25,          3.31,       1.93,      19.33,     63.93,          0.47
       -7,          1,    1,        -15.10,          3.31,       1.03,      10.30,     34.06,          0.30
       -7,          1,    2,        -12.02,          3.31,       1.21,      12.06,     39.89,          0.39
       -7,          1,    3,        -10.70,          3.31,       1.34,      13.37,     44.22,          0.41
       -7,          1,    4,         -9.90,          3.31,       1.44,      14.45,     47.81,          0.42
       -7,          1,    5,         -9.27,          3.31,       1.55,      15.50,     51.25,          0.43
       -7,          1,    6,         -8.81,          3.31,       1.64,      16.44,     54.39,          0.43
       -7,          1,    7,         -8.42,          3.31,       1.73,      17.30,     57.21,          0.43
       -7,          2,    1,        -14.10,          3.31,       1.08,      10.74,     35.55,          0.33
       -7,          2,    2,        -11.04,          3.31,       1.28,      12.81,     42.37,          0.42
       -7,          2,    3,         -9.79,          3.31,       1.43,      14.29,     47.26,          0.44
       -7,          2,    4,         -8.57,          3.31,       1.56,      15.56,     51.49,          0.50
       -7,          2,    5,         -7.99,          3.31,       1.67,      16.65,     55.08,          0.51
       -7,          2,    6,         -7.56,          3.31,       1.76,      17.61,     58.25,          0.51
       -7,          2,    7,         -7.26,          3.31,       1.85,      18.55,     61.34,          0.50
       -7,          3,    1,        -13.29,          3.31,       1.12,      11.24,     37.17,          0.35
       -7,          3,    2,        -10.02,          3.31,       1.35,      13.48,     44.59,          0.48
       -7,          3,    3,         -8.67,          3.31,       1.51,      15.13,     50.04,          0.52
       -7,          3,    4,         -8.11,          3.31,       1.65,      16.49,     54.55,          0.50
       -7,          3,    5,         -7.29,          3.31,       1.75,      17.47,     57.80,          0.55
       -7,          3,    6,         -6.93,          3.31,       1.85,      18.49,     61.16,          0.54
       -7,          3,    7,         -6.69,          3.31,       1.94,      19.37,     64.06,          0.53
       -7,          4,    1,        -12.68,          3.31,       1.17,      11.69,     38.65,          0.36
       -7,          4,    2,         -9.41,          3.31,       1.42,      14.18,     46.90,          0.49
       -7,          4,    3,         -8.08,          3.31,       1.59,      15.88,     52.54,          0.54
       -7,          4,    4,         -7.59,          3.31,       1.72,      17.20,     56.89,          0.52
       -7,          4,    5,         -6.81,          3.31,       1.83,      18.35,     60.72,          0.56
       -7,          4,    6,         -6.47,          3.31,       1.93,      19.32,     63.92,          0.56
       -7,          4,    7,         -6.21,          3.31,       2.03,      20.25,     66.98,          0.55
       -6,          1,    1,        -14.13,          3.31,       1.06,      10.61,     35.10,          0.34
       -6,          1,    2,        -11.06,          3.31,       1.25,      12.48,     41.29,          0.45
       -6,          1,    3,         -9.76,          3.31,       1.38,      13.84,     45.79,          0.48
       -6,          1,    4,         -8.97,          3.31,       1.50,      14.97,     49.52,          0.49
       -6,          1,    5,         -8.35,          3.31,       1.61,      16.07,     53.17,          0.50
       -6,          1,    6,         -8.18,          3.31,       1.70,      17.02,     56.31,          0.47
       -6,          1,    7,         -7.89,          3.31,       1.80,      18.01,     59.58,          0.45
       -6,          2,    1,        -13.14,          3.31,       1.12,      11.14,     36.86,          0.37
       -6,          2,    2,         -9.93,          3.31,       1.33,      13.29,     43.97,          0.50
       -6,          2,    3,         -8.51,          3.31,       1.49,      14.92,     49.35,          0.55
       -6,          2,    4,         -7.62,          3.31,       1.63,      16.24,     53.71,          0.58
       -6,          2,    5,         -7.05,          3.31,       1.74,      17.35,     57.40,          0.59
       -6,          2,    6,         -6.63,          3.31,       1.84,      18.41,     60.90,          0.58
       -6,          2,    7,         -6.33,          3.31,       1.93,      19.29,     63.79,          0.58
       -6,          3,    1,        -12.33,          3.31,       1.16,      11.64,     38.50,          0.39
       -6,          3,    2,         -9.30,          3.31,       1.41,      14.10,     46.63,          0.51
       -6,          3,    3,         -7.64,          3.31,       1.58,      15.83,     52.38,          0.60
       -6,          3,    4,         -6.81,          3.31,       1.72,      17.21,     56.92,          0.63
       -6,          3,    5,         -6.34,          3.31,       1.84,      18.36,     60.72,          0.63
       -6,          3,    6,         -5.99,          3.31,       1.93,      19.32,     63.90,          0.62
       -6,          3,    7,         -5.75,          3.31,       2.02,      20.21,     66.84,          0.62
       -6,          4,    1,        -11.73,          3.31,       1.21,      12.14,     40.17,          0.40
       -6,          4,    2,         -8.73,          3.31,       1.49,      14.90,     49.30,          0.52
       -6,          4,    3,         -7.47,          3.31,       1.67,      16.72,     55.31,          0.56
       -6,          4,    4,         -6.31,          3.31,       1.81,      18.10,     59.87,          0.64
       -6,          4,    5,         -5.85,          3.31,       1.92,      19.24,     63.64,          0.65
       -6,          4,    6,         -5.52,          3.31,       2.03,      20.25,     66.97,          0.65
       -6,          4,    7,         -5.26,          3.31,       2.13,      21.27,     70.35,          0.64
       -5,          1,    1,        -12.51,          3.31,       1.13,      11.26,     37.24,          0.42
       -5,          1,    2,         -9.43,          3.31,       1.34,      13.35,     44.17,          0.56
       -5,          1,    3,         -8.34,          3.31,       1.48,      14.83,     49.06,          0.58
       -5,          1,    4,         -7.37,          3.31,       1.60,      16.04,     53.06,          0.62
       -5,          1,    5,         -6.75,          3.31,       1.72,      17.18,     56.82,          0.64
       -5,          1,    6,         -6.31,          3.31,       1.83,      18.25,     60.37,          0.64
       -5,          1,    7,         -5.93,          3.31,       1.92,      19.25,     63.68,          0.64
       -5,          2,    1,        -11.51,          3.31,       1.18,      11.81,     39.07,          0.46
       -5,          2,    2,         -8.34,          3.31,       1.43,      14.33,     47.40,          0.62
       -5,          2,    3,         -7.22,          3.31,       1.61,      16.11,     53.31,          0.64
       -5,          2,    4,         -6.01,          3.31,       1.75,      17.54,     58.01,          0.73
       -5,          2,    5,         -5.44,          3.31,       1.88,      18.79,     62.15,          0.74
       -5,          2,    6,         -5.03,          3.31,       1.99,      19.92,     65.90,          0.74
       -5,          2,    7,         -4.74,          3.31,       2.08,      20.84,     68.94,          0.74
       -5,          3,    1,        -10.69,          3.31,       1.24,      12.42,     41.07,          0.49
       -5,          3,    2,         -7.41,          3.31,       1.53,      15.32,     50.68,          0.67
       -5,          3,    3,         -6.01,          3.31,       1.72,      17.23,     57.02,          0.75
       -5,          3,    4,         -5.40,          3.31,       1.88,      18.79,     62.14,          0.75
       -5,          3,    5,         -4.71,          3.31,       2.00,      19.97,     66.07,          0.80
       -5,          3,    6,         -4.37,          3.31,       2.10,      21.02,     69.52,          0.80
       -5,          3,    7,         -4.14,          3.31,       2.20,      21.93,     72.54,          0.79
       -5,          4,    1,        -10.07,          3.31,       1.30,      13.06,     43.20,          0.50
       -5,          4,    2,         -6.78,          3.31,       1.63,      16.26,     53.80,          0.70
       -5,          4,    3,         -5.43,          3.31,       1.83,      18.31,     60.55,          0.78
       -5,          4,    4,         -4.94,          3.31,       1.98,      19.82,     65.55,          0.77
       -5,          4,    5,         -4.59,          3.31,       2.11,      21.07,     69.69,          0.75
       -5,          4,    6,         -3.87,          3.31,       2.22,      22.16,     73.29,          0.83
       -5,          4,    7,         -3.62,          3.31,       2.32,      23.25,     76.91,          0.82
       -4,          1,    1,        -11.81,          3.31,       1.15,      11.52,     38.12,          0.46
       -4,          1,    2,         -8.72,          3.31,       1.37,      13.72,     45.39,          0.62
       -4,          1,    3,         -7.44,          3.31,       1.53,      15.29,     50.59,          0.67
       -4,          1,    4,         -6.68,          3.31,       1.66,      16.56,     54.78,          0.69
       -4,          1,    5,         -6.38,          3.31,       1.78,      17.77,     58.77,          0.66
       -4,          1,    6,         -5.62,          3.31,       1.88,      18.83,     62.27,          0.71
       -4,          1,    7,         -5.25,          3.31,       1.99,      19.91,     65.86,          0.71
       -4,          2,    1,        -10.80,          3.31,       1.21,      12.13,     40.12,          0.50
       -4,          2,    2,         -7.59,          3.31,       1.48,      14.83,     49.04,          0.68
       -4,          2,    3,         -6.18,          3.31,       1.67,      16.67,     55.14,          0.77
       -4,          2,    4,         -5.31,          3.31,       1.82,      18.22,     60.26,          0.80
       -4,          2,    5,         -4.74,          3.31,       1.95,      19.50,     64.50,          0.82
       -4,          2,    6,         -4.33,          3.31,       2.06,      20.61,     68.17,          0.83
       -4,          2,    7,         -4.06,          3.31,       2.16,      21.61,     71.48,          0.82
       -4,          3,    1,        -10.18,          3.31,       1.28,      12.82,     42.40,          0.51
       -4,          3,    2,         -7.08,          3.31,       1.59,      15.89,     52.56,          0.68
       -4,          3,    3,         -5.29,          3.31,       1.80,      17.98,     59.46,          0.83
       -4,          3,    4,         -4.47,          3.31,       1.96,      19.56,     64.69,          0.87
       -4,          3,    5,         -4.00,          3.31,       2.08,      20.75,     68.62,          0.88
       -4,          3,    6,         -3.66,          3.31,       2.18,      21.85,     72.29,          0.88
       -4,          3,    7,         -3.43,          3.31,       2.28,      22.81,     75.44,          0.88
       -4,          4,    1,         -9.37,          3.31,       1.35,      13.48,     44.60,          0.55
       -4,          4,    2,         -6.17,          3.31,       1.69,      16.87,     55.80,          0.75
       -4,          4,    3,         -5.06,          3.31,       1.91,      19.10,     63.18,          0.79
       -4,          4,    4,         -3.95,          3.31,       2.06,      20.65,     68.30,          0.90
       -4,          4,    5,         -3.49,          3.31,       2.20,      21.94,     72.57,          0.91
       -4,          4,    6,         -3.16,          3.31,       2.31,      23.12,     76.49,          0.91
       -4,          4,    7,         -2.91,          3.31,       2.42,      24.18,     79.95,          0.91
       -3,          1,    1,        -11.16,          3.31,       1.18,      11.83,     39.13,          0.50
       -3,          1,    2,         -8.07,          3.31,       1.42,      14.17,     46.87,          0.68
       -3,          1,    3,         -6.78,          3.31,       1.58,      15.79,     52.24,          0.74
       -3,          1,    4,         -6.06,          3.31,       1.71,      17.07,     56.46,          0.76
       -3,          1,    5,         -5.67,          3.31,       1.84,      18.35,     60.68,          0.73
       -3,          1,    6,         -5.38,          3.31,       1.95,      19.47,     64.41,          0.71
       -3,          1,    7,         -4.61,          3.31,       2.05,      20.46,     67.68,          0.79
       -3,          2,    1,        -10.16,          3.31,       1.25,      12.47,     41.26,          0.55
       -3,          2,    2,         -6.94,          3.31,       1.53,      15.30,     50.61,          0.75
       -3,          2,    3,         -5.52,          3.31,       1.72,      17.24,     57.03,          0.84
       -3,          2,    4,         -4.65,          3.31,       1.89,      18.88,     62.47,          0.88
       -3,          2,    5,         -4.12,          3.31,       2.02,      20.18,     66.75,          0.90
       -3,          2,    6,         -4.00,          3.31,       2.14,      21.38,     70.70,          0.85
       -3,          2,    7,         -3.40,          3.31,       2.24,      22.38,     74.03,          0.91
       -3,          3,    1,         -9.34,          3.31,       1.32,      13.22,     43.72,          0.58
       -3,          3,    2,         -6.05,          3.31,       1.64,      16.44,     54.38,          0.81
       -3,          3,    3,         -4.64,          3.31,       1.87,      18.65,     61.68,          0.90
       -3,          3,    4,         -3.81,          3.31,       2.03,      20.28,     67.10,          0.96
       -3,          3,    5,         -3.35,          3.31,       2.16,      21.57,     71.35,          0.97
       -3,          3,    6,         -3.01,          3.31,       2.27,      22.66,     74.96,          0.97
       -3,          3,    7,         -2.78,          3.31,       2.37,      23.66,     78.27,          0.96
       -3,          4,    1,         -8.83,          3.31,       1.39,      13.92,     46.05,          0.58
       -3,          4,    2,         -5.41,          3.31,       1.75,      17.52,     57.97,          0.84
       -3,          4,    3,         -4.04,          3.31,       1.99,      19.88,     65.75,          0.93
       -3,          4,    4,         -3.29,          3.31,       2.15,      21.49,     71.07,          0.99
       -3,          4,    5,         -2.83,          3.31,       2.29,      22.86,     75.59,          1.00
       -3,          4,    6,         -2.50,          3.31,       2.40,      24.02,     79.44,          1.01
       -3,          4,    7,         -2.26,          3.31,       2.52,      25.16,     83.21,          1.00
       -2,          1,    1,        -10.12,          3.31,       1.24,      12.37,     40.91,          0.57
       -2,          1,    2,         -7.16,          3.31,       1.50,      15.01,     49.64,          0.74
       -2,          1,    3,         -5.99,          3.31,       1.67,      16.73,     55.32,          0.80
       -2,          1,    4,         -4.86,          3.31,       1.82,      18.16,     60.07,          0.90
       -2,          1,    5,         -4.26,          3.31,       1.95,      19.48,     64.45,          0.92
       -2,          1,    6,         -3.83,          3.31,       2.06,      20.60,     68.13,          0.93
       -2,          1,    7,         -3.47,          3.31,       2.17,      21.71,     71.81,          0.93
       -2,          2,    1,         -9.01,          3.31,       1.32,      13.17,     43.56,          0.63
       -2,          2,    2,         -5.83,          3.31,       1.63,      16.29,     53.90,          0.87
       -2,          2,    3,         -4.69,          3.31,       1.84,      18.44,     60.99,          0.91
       -2,          2,    4,         -3.49,          3.31,       2.02,      20.16,     66.69,          1.04
       -2,          2,    5,         -2.93,          3.31,       2.16,      21.58,     71.37,          1.07
       -2,          2,    6,         -2.52,          3.31,       2.28,      22.81,     75.46,          1.08
       -2,          2,    7,         -2.24,          3.31,       2.39,      23.88,     78.97,          1.08
       -2,          3,    1,         -8.19,          3.31,       1.39,      13.96,     46.17,          0.67
       -2,          3,    2,         -4.88,          3.31,       1.76,      17.56,     58.08,          0.95
       -2,          3,    3,         -3.60,          3.31,       2.00,      20.02,     66.20,          1.03
       -2,          3,    4,         -2.99,          3.31,       2.18,      21.79,     72.06,          1.04
       -2,          3,    5,         -2.17,          3.31,       2.32,      23.18,     76.66,          1.15
       -2,          3,    6,         -1.83,          3.31,       2.44,      24.34,     80.49,          1.15
       -2,          3,    7,         -1.60,          3.31,       2.54,      25.40,     84.02,          1.15
       -2,          4,    1,         -7.57,          3.31,       1.48,      14.79,     48.91,          0.69
       -2,          4,    2,         -4.24,          3.31,       1.89,      18.87,     62.41,          0.97
       -2,          4,    3,         -2.86,          3.31,       2.14,      21.40,     70.76,          1.10
       -2,          4,    4,         -2.10,          3.31,       2.32,      23.19,     76.71,          1.16
       -2,          4,    5,         -1.70,          3.31,       2.47,      24.68,     81.62,          1.16
       -2,          4,    6,         -1.66,          3.31,       2.59,      25.96,     85.86,          1.09
       -2,          4,    7,         -1.07,          3.31,       2.71,      27.09,     89.59,          1.18
       -1,          1,    1,         -9.08,          3.31,       1.29,      12.89,     42.61,          0.66
       -1,          1,    2,         -5.95,          3.31,       1.57,      15.73,     52.03,          0.90
       -1,          1,    3,         -4.66,          3.31,       1.76,      17.60,     58.21,          0.99
       -1,          1,    4,         -3.91,          3.31,       1.91,      19.10,     63.16,          1.03
       -1,          1,    5,         -3.31,          3.31,       2.05,      20.49,     67.77,          1.06
       -1,          1,    6,         -2.88,          3.31,       2.17,      21.72,     71.82,          1.07
       -1,          1,    7,         -2.52,          3.31,       2.29,      22.93,     75.83,          1.07
       -1,          2,    1,         -8.28,          3.31,       1.37,      13.73,     45.42,          0.68
       -1,          2,    2,         -5.18,          3.31,       1.72,      17.13,     56.65,          0.92
       -1,          2,    3,         -3.40,          3.31,       1.95,      19.53,     64.59,          1.12
       -1,          2,    4,         -2.53,          3.31,       2.14,      21.39,     70.75,          1.19
       -1,          2,    5,         -1.97,          3.31,       2.29,      22.89,     75.70,          1.22
       -1,          2,    6,         -1.56,          3.31,       2.42,      24.16,     79.90,          1.24
       -1,          2,    7,         -1.28,          3.31,       2.53,      25.33,     83.78,          1.24
       -1,          3,    1,         -7.27,          3.31,       1.47,      14.69,     48.60,          0.75
       -1,          3,    2,         -4.20,          3.31,       1.87,      18.67,     61.76,          1.00
       -1,          3,    3,         -2.88,          3.31,       2.13,      21.28,     70.41,          1.10
       -1,          3,    4,         -1.66,          3.31,       2.32,      23.21,     76.74,          1.28
       -1,          3,    5,         -1.20,          3.31,       2.47,      24.66,     81.55,          1.31
       -1,          3,    6,         -0.86,          3.31,       2.60,      25.95,     85.82,          1.32
       -1,          3,    7,         -0.63,          3.31,       2.70,      27.04,     89.44,          1.31
       -1,          4,    1,         -6.64,          3.31,       1.56,      15.58,     51.55,          0.78
       -1,          4,    2,         -3.28,          3.31,       2.01,      20.05,     66.32,          1.10
       -1,          4,    3,         -2.17,          3.31,       2.28,      22.82,     75.46,          1.17
       -1,          4,    4,         -1.51,          3.31,       2.48,      24.81,     82.06,          1.21
       -1,          4,    5,         -0.66,          3.31,       2.64,      26.39,     87.29,          1.35
       -1,          4,    6,         -0.34,          3.31,       2.77,      27.67,     91.49,          1.36
       -1,          4,    7,         -0.09,          3.31,       2.89,      28.93,     95.67,          1.36
        0,          1,    1,         -8.21,          3.31,       1.34,      13.41,     44.34,          0.74
        0,          1,    2,         -5.05,          3.31,       1.65,      16.52,     54.65,          1.02
        0,          1,    3,         -3.78,          3.31,       1.86,      18.57,     61.43,          1.12
        0,          1,    4,         -3.34,          3.31,       2.01,      20.12,     66.56,          1.08
        0,          1,    5,         -2.40,          3.31,       2.16,      21.60,     71.46,          1.21
        0,          1,    6,         -1.98,          3.31,       2.29,      22.90,     75.74,          1.22
        0,          1,    7,         -1.62,          3.31,       2.41,      24.09,     79.70,          1.23
        0,          2,    1,         -7.21,          3.31,       1.44,      14.39,     47.60,          0.80
        0,          2,    2,         -3.92,          3.31,       1.81,      18.11,     59.92,          1.12
        0,          2,    3,         -2.50,          3.31,       2.06,      20.62,     68.19,          1.26
        0,          2,    4,         -1.95,          3.31,       2.26,      22.58,     74.68,          1.25
        0,          2,    5,         -1.44,          3.31,       2.42,      24.21,     80.05,          1.27
        0,          2,    6,         -0.65,          3.31,       2.56,      25.63,     84.76,          1.41
        0,          2,    7,         -0.37,          3.31,       2.68,      26.84,     88.76,          1.41
        0,          3,    1,         -6.38,          3.31,       1.54,      15.39,     50.92,          0.85
        0,          3,    2,         -3.01,          3.31,       1.98,      19.78,     65.44,          1.20
        0,          3,    3,         -1.58,          3.31,       2.26,      22.56,     74.62,          1.37
        0,          3,    4,         -0.75,          3.31,       2.47,      24.72,     81.74,          1.45
        0,          3,    5,         -0.29,          3.31,       2.63,      26.28,     86.92,          1.48
        0,          3,    6,         -0.21,          3.31,       2.76,      27.60,     91.26,          1.41
        0,          3,    7,         -0.10,          3.31,       2.87,      28.75,     95.07,          1.37
        0,          4,    1,         -5.76,          3.31,       1.64,      16.40,     54.27,          0.87
        0,          4,    2,         -2.37,          3.31,       2.13,      21.31,     70.48,          1.24
        0,          4,    3,         -0.96,          3.31,       2.43,      24.33,     80.45,          1.41
        0,          4,    4,         -0.19,          3.31,       2.65,      26.51,     87.68,          1.49
        0,          4,    5,          0.26,          3.31,       2.82,      28.16,     93.13,          1.53
        0,          4,    6,          0.58,          3.31,       2.95,      29.54,     97.67,          1.55
        0,          4,    7,          0.60,          3.31,       3.08,      30.77,    101.73,          1.47
        1,          1,    1,         -7.79,          3.31,       1.39,      13.94,     46.10,          0.74
        1,          1,    2,         -4.24,          3.31,       1.73,      17.28,     57.18,          1.13
        1,          1,    3,         -2.94,          3.31,       1.95,      19.48,     64.42,          1.25
        1,          1,    4,         -2.19,          3.31,       2.11,      21.11,     69.82,          1.31
        1,          1,    5,         -1.60,          3.31,       2.27,      22.69,     75.04,          1.35
        1,          1,    6,         -1.18,          3.31,       2.40,      24.01,     79.42,          1.37
        1,          1,    7,         -0.82,          3.31,       2.53,      25.31,     83.70,          1.38
        1,          2,    1,         -6.45,          3.31,       1.50,      14.99,     49.59,          0.88
        1,          2,    2,         -3.40,          3.31,       1.90,      19.03,     62.94,          1.17
        1,          2,    3,         -1.68,          3.31,       2.17,      21.72,     71.83,          1.41
        1,          2,    4,         -0.81,          3.31,       2.38,      23.82,     78.79,          1.51
        1,          2,    5,         -0.25,          3.31,       2.56,      25.57,     84.57,          1.55
        1,          2,    6,          0.16,          3.31,       2.71,      27.06,     89.48,          1.58
        1,          2,    7,          0.44,          3.31,       2.83,      28.32,     93.64,          1.59
        1,          3,    1,         -5.61,          3.31,       1.61,      16.06,     53.15,          0.93
        1,          3,    2,         -2.22,          3.31,       2.08,      20.81,     68.83,          1.33
        1,          3,    3,         -1.02,          3.31,       2.39,      23.85,     78.89,          1.43
        1,          3,    4,         -0.31,          3.31,       2.61,      26.16,     86.49,          1.48
        1,          3,    5,          0.55,          3.31,       2.78,      27.80,     91.95,          1.66
        1,          3,    6,          0.89,          3.31,       2.92,      29.20,     96.57,          1.68
        1,          3,    7,          1.11,          3.31,       3.04,      30.35,    100.35,          1.68
        1,          4,    1,         -4.99,          3.31,       1.71,      17.13,     56.68,          0.96
        1,          4,    2,         -1.56,          3.31,       2.25,      22.49,     74.38,          1.38
        1,          4,    3,         -0.15,          3.31,       2.58,      25.80,     85.33,          1.57
        1,          4,    4,          0.37,          3.31,       2.81,      28.10,     92.94,          1.57
        1,          4,    5,          1.09,          3.31,       2.98,      29.84,     98.69,          1.71
        1,          4,    6,          1.41,          3.31,       3.13,      31.28,    103.42,          1.74
        1,          4,    7,          1.66,          3.31,       3.26,      32.63,    107.87,          1.74
        2,          1,    1,         -6.44,          3.31,       1.47,      14.69,     48.60,          0.92
        2,          1,    2,         -3.18,          3.31,       1.85,      18.45,     61.03,          1.29
        2,          1,    3,         -1.88,          3.31,       2.08,      20.77,     68.70,          1.45
        2,          1,    4,         -1.39,          3.31,       2.26,      22.56,     74.62,          1.43
        2,          1,    5,         -0.52,          3.31,       2.43,      24.26,     80.22,          1.57
        2,          1,    6,         -0.10,          3.31,       2.57,      25.71,     85.02,          1.59
        2,          1,    7,          0.25,          3.31,       2.71,      27.09,     89.58,          1.61
        2,          2,    1,         -5.43,          3.31,       1.58,      15.86,     52.48,          1.00
        2,          2,    2,         -2.06,          3.31,       2.04,      20.34,     67.29,          1.43
        2,          2,    3,         -0.63,          3.31,       2.33,      23.33,     77.16,          1.62
        2,          2,    4,         -0.03,          3.31,       2.57,      25.67,     84.87,          1.62
        2,          2,    5,          0.84,          3.31,       2.75,      27.51,     90.99,          1.80
        2,          2,    6,          1.24,          3.31,       2.91,      29.09,     96.22,          1.84
        2,          2,    7,          1.53,          3.31,       3.04,      30.43,    100.60,          1.85
        2,          3,    1,         -4.60,          3.31,       1.70,      17.03,     56.32,          1.06
        2,          3,    2,         -1.15,          3.31,       2.24,      22.36,     73.96,          1.53
        2,          3,    3,          0.32,          3.31,       2.58,      25.78,     85.25,          1.75
        2,          3,    4,          1.16,          3.31,       2.83,      28.28,     93.53,          1.87
        2,          3,    5,          1.55,          3.31,       3.00,      30.01,     99.22,          1.89
        2,          3,    6,          1.64,          3.31,       3.15,      31.51,    104.19,          1.81
        2,          3,    7,          2.21,          3.31,       3.28,      32.74,    108.26,          1.97
        2,          4,    1,         -3.97,          3.31,       1.83,      18.32,     60.62,          1.08
        2,          4,    2,         -0.49,          3.31,       2.43,      24.27,     80.26,          1.58
        2,          4,    3,          0.95,          3.31,       2.80,      27.97,     92.51,          1.81
        2,          4,    4,          1.74,          3.31,       3.04,      30.43,    100.62,          1.94
        2,          4,    5,          2.20,          3.31,       3.23,      32.29,    106.78,          1.99
        2,          4,    6,          2.52,          3.31,       3.38,      33.81,    111.77,          2.03
