[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -7,          1,    1,        -15.28,          3.31,       1.03,      10.33,     34.18,          0.28
       -7,          1,    2,        -12.42,          3.31,       1.21,      12.07,     39.94,          0.35
       -7,          1,    3,        -10.75,          3.31,       1.34,      13.36,     44.18,          0.41
       -7,          1,    4,         -9.95,          3.31,       1.45,      14.44,     47.76,          0.42
       -7,          1,    5,         -9.31,          3.31,       1.55,      15.52,     51.32,          0.42
       -7,          1,    6,         -8.86,          3.31,       1.64,      16.44,     54.39,          0.42
       -7,          1,    7,         -8.46,          3.31,       1.73,      17.33,     57.32,          0.42
       -7,          2,    1,        -14.16,          3.31,       1.07,      10.75,     35.55,          0.32
       -7,          2,    2,        -11.21,          3.31,       1.28,      12.80,     42.33,          0.41
       -7,          2,    3,         -9.50,          3.31,       1.43,      14.30,     47.30,          0.48
       -7,          2,    4,         -8.61,          3.31,       1.56,      15.57,     51.49,          0.50
       -7,          2,    5,         -8.03,          3.31,       1.67,      16.64,     55.07,          0.50
       -7,          2,    6,         -7.61,          3.31,       1.76,      17.63,     58.30,          0.50
       -7,          2,    7,         -7.30,          3.31,       1.86,      18.56,     61.39,          0.49
       -7,          3,    1,        -13.34,          3.31,       1.12,      11.23,     37.16,          0.34
       -7,          3,    2,        -10.06,          3.31,       1.35,      13.52,     44.74,          0.47
       -7,          3,    3,         -8.70,          3.31,       1.52,      15.18,     50.23,          0.51
       -7,          3,    4,         -8.16,          3.31,       1.65,      16.48,     54.50,          0.50
       -7,          3,    5,         -7.34,          3.31,       1.75,      17.52,     57.95,          0.54
       -7,          3,    6,         -6.98,          3.31,       1.85,      18.47,     61.11,          0.53
       -7,          3,    7,         -6.73,          3.31,       1.94,      19.37,     64.05,          0.53
       -7,          4,    1,        -12.73,          3.31,       1.17,      11.66,     38.58,          0.36
       -7,          4,    2,         -9.46,          3.31,       1.42,      14.18,     46.89,          0.49
       -7,          4,    3,         -8.09,          3.31,       1.59,      15.89,     52.54,          0.54
       -7,          4,    4,         -7.33,          3.31,       1.72,      17.19,     56.87,          0.56
       -7,          4,    5,         -6.87,          3.31,       1.84,      18.36,     60.74,          0.55
       -7,          4,    6,         -6.76,          3.31,       1.93,      19.33,     63.95,          0.52
       -7,          4,    7,         -6.64,          3.31,       2.03,      20.27,     67.04,          0.50
       -6,          1,    1,        -14.19,          3.31,       1.06,      10.63,     35.16,          0.33
       -6,          1,    2,        -11.11,          3.31,       1.25,      12.51,     41.38,          0.44
       -6,          1,    3,         -9.80,          3.31,       1.39,      13.84,     45.78,          0.47
       -6,          1,    4,         -9.02,          3.31,       1.50,      14.97,     49.53,          0.49
       -6,          1,    5,         -8.39,          3.31,       1.61,      16.06,     53.12,          0.49
       -6,          1,    6,         -7.94,          3.31,       1.70,      17.02,     56.29,          0.49
       -6,          1,    7,         -7.56,          3.31,       1.80,      17.98,     59.49,          0.49
       -6,          2,    1,        -13.22,          3.31,       1.11,      11.13,     36.83,          0.36
       -6,          2,    2,        -10.34,          3.31,       1.33,      13.29,     43.96,          0.46
       -6,          2,    3,         -8.56,          3.31,       1.49,      14.90,     49.28,          0.55
       -6,          2,    4,         -7.68,          3.31,       1.62,      16.26,     53.78,          0.57
       -6,          2,    5,         -7.10,          3.31,       1.74,      17.37,     57.47,          0.58
       -6,          2,    6,         -6.68,          3.31,       1.84,      18.42,     60.93,          0.58
       -6,          2,    7,         -6.38,          3.31,       1.93,      19.32,     63.89,          0.57
       -6,          3,    1,        -12.45,          3.31,       1.16,      11.63,     38.48,          0.38
       -6,          3,    2,         -9.42,          3.31,       1.41,      14.09,     46.58,          0.50
       -6,          3,    3,         -7.69,          3.31,       1.59,      15.87,     52.49,          0.59
       -6,          3,    4,         -6.86,          3.31,       1.72,      17.22,     56.95,          0.62
       -6,          3,    5,         -6.39,          3.31,       1.84,      18.37,     60.75,          0.62
       -6,          3,    6,         -6.04,          3.31,       1.94,      19.36,     64.03,          0.62
       -6,          3,    7,         -5.80,          3.31,       2.02,      20.22,     66.88,          0.61
       -6,          4,    1,        -11.76,          3.31,       1.21,      12.14,     40.15,          0.40
       -6,          4,    2,         -8.49,          3.31,       1.49,      14.90,     49.28,          0.55
       -6,          4,    3,         -7.20,          3.31,       1.67,      16.71,     55.27,          0.60
       -6,          4,    4,         -6.70,          3.31,       1.81,      18.10,     59.87,          0.59
       -6,          4,    5,         -5.90,          3.31,       1.93,      19.26,     63.71,          0.64
       -6,          4,    6,         -5.56,          3.31,       2.03,      20.28,     67.08,          0.64
       -6,          4,    7,         -5.30,          3.31,       2.13,      21.31,     70.48,          0.63
       -5,          1,    1,        -12.55,          3.31,       1.13,      11.28,     37.30,          0.41
       -5,          1,    2,         -9.47,          3.31,       1.33,      13.33,     44.10,          0.56
       -5,          1,    3,         -8.18,          3.31,       1.48,      14.85,     49.14,          0.60
       -5,          1,    4,         -7.41,          3.31,       1.61,      16.06,     53.13,          0.62
       -5,          1,    5,         -6.86,          3.31,       1.72,      17.19,     56.84,          0.62
       -5,          1,    6,         -6.66,          3.31,       1.83,      18.28,     60.48,          0.59
       -5,          1,    7,         -6.35,          3.31,       1.93,      19.27,     63.75,          0.58
       -5,          2,    1,        -11.56,          3.31,       1.18,      11.81,     39.06,          0.45
       -5,          2,    2,         -8.35,          3.31,       1.43,      14.31,     47.33,          0.62
       -5,          2,    3,         -6.93,          3.31,       1.61,      16.10,     53.25,          0.68
       -5,          2,    4,         -6.05,          3.31,       1.75,      17.52,     57.97,          0.72
       -5,          2,    5,         -5.49,          3.31,       1.88,      18.81,     62.21,          0.73
       -5,          2,    6,         -5.08,          3.31,       1.99,      19.90,     65.83,          0.74
       -5,          2,    7,         -4.80,          3.31,       2.09,      20.85,     68.94,          0.73
       -5,          3,    1,        -11.10,          3.31,       1.24,      12.41,     41.06,          0.45
       -5,          3,    2,         -7.46,          3.31,       1.53,      15.29,     50.59,          0.67
       -5,          3,    3,         -6.06,          3.31,       1.72,      17.24,     57.04,          0.74
       -5,          3,    4,         -5.23,          3.31,       1.88,      18.77,     62.08,          0.78
       -5,          3,    5,         -4.76,          3.31,       2.00,      19.99,     66.13,          0.79
       -5,          3,    6,         -4.42,          3.31,       2.10,      21.01,     69.52,          0.79
       -5,          3,    7,         -4.24,          3.31,       2.19,      21.95,     72.59,          0.77
       -5,          4,    1,        -10.44,          3.31,       1.31,      13.06,     43.19,          0.46
       -5,          4,    2,         -6.83,          3.31,       1.62,      16.24,     53.73,          0.69
       -5,          4,    3,         -5.47,          3.31,       1.83,      18.31,     60.58,          0.77
       -5,          4,    4,         -4.71,          3.31,       1.99,      19.85,     65.66,          0.80
       -5,          4,    5,         -4.25,          3.31,       2.11,      21.07,     69.71,          0.81
       -5,          4,    6,         -3.92,          3.31,       2.22,      22.17,     73.33,          0.82
       -5,          4,    7,         -3.66,          3.31,       2.32,      23.25,     76.92,          0.81
       -4,          1,    1,        -11.91,          3.31,       1.15,      11.53,     38.14,          0.45
       -4,          1,    2,         -9.10,          3.31,       1.37,      13.76,     45.51,          0.57
       -4,          1,    3,         -7.48,          3.31,       1.53,      15.30,     50.62,          0.67
       -4,          1,    4,         -6.71,          3.31,       1.66,      16.57,     54.80,          0.69
       -4,          1,    5,         -6.10,          3.31,       1.78,      17.77,     58.77,          0.70
       -4,          1,    6,         -5.67,          3.31,       1.89,      18.86,     62.38,          0.70
       -4,          1,    7,         -5.30,          3.31,       1.99,      19.88,     65.77,          0.70
       -4,          2,    1,        -10.85,          3.31,       1.21,      12.12,     40.10,          0.50
       -4,          2,    2,         -7.66,          3.31,       1.48,      14.81,     49.01,          0.68
       -4,          2,    3,         -6.55,          3.31,       1.67,      16.67,     55.13,          0.70
       -4,          2,    4,         -5.35,          3.31,       1.82,      18.21,     60.24,          0.80
       -4,          2,    5,         -4.79,          3.31,       1.95,      19.51,     64.54,          0.81
       -4,          2,    6,         -4.38,          3.31,       2.06,      20.59,     68.10,          0.82
       -4,          2,    7,         -4.09,          3.31,       2.16,      21.59,     71.43,          0.82
       -4,          3,    1,        -10.04,          3.31,       1.28,      12.83,     42.44,          0.53
       -4,          3,    2,         -6.79,          3.31,       1.59,      15.88,     52.52,          0.73
       -4,          3,    3,         -5.68,          3.31,       1.80,      17.96,     59.42,          0.76
       -4,          3,    4,         -4.51,          3.31,       1.96,      19.56,     64.68,          0.86
       -4,          3,    5,         -4.05,          3.31,       2.08,      20.75,     68.63,          0.88
       -4,          3,    6,         -3.71,          3.31,       2.18,      21.86,     72.30,          0.88
       -4,          3,    7,         -3.48,          3.31,       2.28,      22.81,     75.47,          0.87
       -4,          4,    1,         -9.42,          3.31,       1.35,      13.46,     44.53,          0.55
       -4,          4,    2,         -6.12,          3.31,       1.69,      16.85,     55.74,          0.76
       -4,          4,    3,         -4.77,          3.31,       1.91,      19.07,     63.07,          0.85
       -4,          4,    4,         -4.31,          3.31,       2.07,      20.66,     68.35,          0.83
       -4,          4,    5,         -3.92,          3.31,       2.20,      21.98,     72.70,          0.83
       -4,          4,    6,         -3.21,          3.31,       2.31,      23.13,     76.49,          0.90
       -4,          4,    7,         -2.95,          3.31,       2.42,      24.17,     79.93,          0.90
       -3,          1,    1,        -11.21,          3.31,       1.18,      11.81,     39.08,          0.49
       -3,          1,    2,         -8.12,          3.31,       1.42,      14.15,     46.82,          0.67
       -3,          1,    3,         -6.83,          3.31,       1.58,      15.78,     52.20,          0.73
       -3,          1,    4,         -6.08,          3.31,       1.71,      17.08,     56.51,          0.75
       -3,          1,    5,         -5.77,          3.31,       1.83,      18.37,     60.75,          0.72
       -3,          1,    6,         -5.03,          3.31,       1.94,      19.46,     64.37,          0.77
       -3,          1,    7,         -4.66,          3.31,       2.05,      20.49,     67.78,          0.78
       -3,          2,    1,        -10.22,          3.31,       1.25,      12.46,     41.22,          0.54
       -3,          2,    2,         -6.99,          3.31,       1.53,      15.29,     50.58,          0.74
       -3,          2,    3,         -5.58,          3.31,       1.73,      17.26,     57.10,          0.83
       -3,          2,    4,         -4.70,          3.31,       1.89,      18.89,     62.49,          0.87
       -3,          2,    5,         -4.18,          3.31,       2.02,      20.20,     66.83,          0.88
       -3,          2,    6,         -4.03,          3.31,       2.14,      21.37,     70.69,          0.84
       -3,          2,    7,         -3.44,          3.31,       2.24,      22.35,     73.94,          0.90
       -3,          3,    1,         -9.77,          3.31,       1.32,      13.21,     43.70,          0.53
       -3,          3,    2,         -6.10,          3.31,       1.65,      16.47,     54.49,          0.80
       -3,          3,    3,         -4.68,          3.31,       1.87,      18.66,     61.72,          0.89
       -3,          3,    4,         -3.86,          3.31,       2.03,      20.29,     67.12,          0.95
       -3,          3,    5,         -3.40,          3.31,       2.16,      21.58,     71.39,          0.96
       -3,          3,    6,         -3.06,          3.31,       2.27,      22.68,     75.00,          0.96
       -3,          3,    7,         -2.87,          3.31,       2.37,      23.66,     78.25,          0.95
       -3,          4,    1,         -9.06,          3.31,       1.39,      13.89,     45.95,          0.56
       -3,          4,    2,         -5.84,          3.31,       1.75,      17.54,     58.03,          0.76
       -3,          4,    3,         -4.09,          3.31,       1.99,      19.89,     65.78,          0.93
       -3,          4,    4,         -3.33,          3.31,       2.15,      21.53,     71.22,          0.98
       -3,          4,    5,         -2.88,          3.31,       2.29,      22.88,     75.67,          0.99
       -3,          4,    6,         -2.55,          3.31,       2.40,      24.02,     79.45,          1.00
       -3,          4,    7,         -2.33,          3.31,       2.52,      25.18,     83.29,          0.98
       -2,          1,    1,        -10.39,          3.31,       1.23,      12.35,     40.85,          0.54
       -2,          1,    2,         -6.95,          3.31,       1.50,      15.00,     49.62,          0.78
       -2,          1,    3,         -5.66,          3.31,       1.67,      16.73,     55.34,          0.86
       -2,          1,    4,         -4.91,          3.31,       1.82,      18.17,     60.08,          0.89
       -2,          1,    5,         -4.30,          3.31,       1.95,      19.49,     64.47,          0.91
       -2,          1,    6,         -3.87,          3.31,       2.06,      20.62,     68.20,          0.92
       -2,          1,    7,         -3.51,          3.31,       2.17,      21.74,     71.89,          0.93
       -2,          2,    1,         -9.06,          3.31,       1.31,      13.14,     43.46,          0.63
       -2,          2,    2,         -5.82,          3.31,       1.63,      16.30,     53.93,          0.86
       -2,          2,    3,         -4.55,          3.31,       1.85,      18.47,     61.09,          0.94
       -2,          2,    4,         -3.89,          3.31,       2.02,      20.16,     66.70,          0.95
       -2,          2,    5,         -2.98,          3.31,       2.16,      21.57,     71.36,          1.06
       -2,          2,    6,         -2.57,          3.31,       2.28,      22.82,     75.47,          1.07
       -2,          2,    7,         -2.28,          3.31,       2.39,      23.88,     78.99,          1.07
       -2,          3,    1,         -8.24,          3.31,       1.39,      13.96,     46.17,          0.66
       -2,          3,    2,         -4.93,          3.31,       1.76,      17.58,     58.15,          0.93
       -2,          3,    3,         -3.54,          3.31,       2.00,      20.03,     66.25,          1.04
       -2,          3,    4,         -2.92,          3.31,       2.18,      21.81,     72.13,          1.05
       -2,          3,    5,         -2.22,          3.31,       2.32,      23.18,     76.67,          1.13
       -2,          3,    6,         -1.88,          3.31,       2.44,      24.35,     80.54,          1.14
       -2,          3,    7,         -1.64,          3.31,       2.54,      25.42,     84.09,          1.13
       -2,          4,    1,         -7.62,          3.31,       1.48,      14.81,     48.99,          0.68
       -2,          4,    2,         -4.28,          3.31,       1.89,      18.88,     62.45,          0.96
       -2,          4,    3,         -2.90,          3.31,       2.14,      21.40,     70.79,          1.09
       -2,          4,    4,         -2.14,          3.31,       2.32,      23.21,     76.77,          1.15
       -2,          4,    5,         -1.69,          3.31,       2.47,      24.70,     81.69,          1.17
       -2,          4,    6,         -1.37,          3.31,       2.59,      25.92,     85.74,          1.18
       -2,          4,    7,         -1.25,          3.31,       2.71,      27.13,     89.71,          1.13
       -1,          1,    1,         -9.49,          3.31,       1.29,      12.88,     42.61,          0.60
       -1,          1,    2,         -6.00,          3.31,       1.57,      15.75,     52.12,          0.89
       -1,          1,    3,         -4.71,          3.31,       1.76,      17.61,     58.25,          0.98
       -1,          1,    4,         -3.95,          3.31,       1.91,      19.13,     63.27,          1.02
       -1,          1,    5,         -3.36,          3.31,       2.05,      20.51,     67.83,          1.05
       -1,          1,    6,         -2.93,          3.31,       2.17,      21.72,     71.83,          1.06
       -1,          1,    7,         -2.62,          3.31,       2.29,      22.91,     75.78,          1.05
       -1,          2,    1,         -8.25,          3.31,       1.37,      13.73,     45.43,          0.69
       -1,          2,    2,         -5.22,          3.31,       1.72,      17.16,     56.77,          0.91
       -1,          2,    3,         -3.45,          3.31,       1.95,      19.54,     64.63,          1.11
       -1,          2,    4,         -2.58,          3.31,       2.13,      21.37,     70.70,          1.18
       -1,          2,    5,         -2.02,          3.31,       2.29,      22.89,     75.69,          1.21
       -1,          2,    6,         -1.61,          3.31,       2.42,      24.18,     79.98,          1.23
       -1,          2,    7,         -1.33,          3.31,       2.54,      25.34,     83.79,          1.23
       -1,          3,    1,         -7.31,          3.31,       1.47,      14.69,     48.58,          0.75
       -1,          3,    2,         -3.97,          3.31,       1.87,      18.66,     61.70,          1.05
       -1,          3,    3,         -2.70,          3.31,       2.13,      21.29,     70.43,          1.15
       -1,          3,    4,         -2.07,          3.31,       2.32,      23.23,     76.84,          1.17
       -1,          3,    5,         -1.24,          3.31,       2.47,      24.69,     81.66,          1.30
       -1,          3,    6,         -0.91,          3.31,       2.59,      25.92,     85.73,          1.31
       -1,          3,    7,         -0.68,          3.31,       2.70,      27.03,     89.40,          1.30
       -1,          4,    1,         -6.69,          3.31,       1.56,      15.56,     51.47,          0.77
       -1,          4,    2,         -3.32,          3.31,       2.01,      20.06,     66.36,          1.09
       -1,          4,    3,         -1.93,          3.31,       2.28,      22.84,     75.53,          1.24
       -1,          4,    4,         -1.29,          3.31,       2.48,      24.80,     82.05,          1.27
       -1,          4,    5,         -1.07,          3.31,       2.64,      26.38,     87.25,          1.23
       -1,          4,    6,         -0.39,          3.31,       2.77,      27.66,     91.49,          1.35
       -1,          4,    7,         -0.14,          3.31,       2.89,      28.94,     95.69,          1.34
        0,          1,    1,         -8.26,          3.31,       1.34,      13.42,     44.40,          0.72
        0,          1,    2,         -5.10,          3.31,       1.65,      16.55,     54.75,          1.00
        0,          1,    3,         -3.80,          3.31,       1.86,      18.58,     61.46,          1.11
        0,          1,    4,         -3.05,          3.31,       2.02,      20.15,     66.64,          1.16
        0,          1,    5,         -2.45,          3.31,       2.16,      21.61,     71.49,          1.19
        0,          1,    6,         -2.34,          3.31,       2.29,      22.92,     75.81,          1.12
        0,          1,    7,         -2.06,          3.31,       2.41,      24.08,     79.66,          1.11
        0,          2,    1,         -7.65,          3.31,       1.44,      14.40,     47.65,          0.72
        0,          2,    2,         -3.97,          3.31,       1.81,      18.16,     60.07,          1.11
        0,          2,    3,         -2.54,          3.31,       2.06,      20.62,     68.19,          1.26
        0,          2,    4,         -1.67,          3.31,       2.26,      22.61,     74.78,          1.34
        0,          2,    5,         -1.11,          3.31,       2.42,      24.22,     80.08,          1.38
        0,          2,    6,         -0.70,          3.31,       2.56,      25.62,     84.73,          1.40
        0,          2,    7,         -0.42,          3.31,       2.69,      26.84,     88.77,          1.40
        0,          3,    1,         -6.47,          3.31,       1.54,      15.38,     50.86,          0.83
        0,          3,    2,         -3.36,          3.31,       1.98,      19.80,     65.50,          1.11
        0,          3,    3,         -2.01,          3.31,       2.25,      22.57,     74.66,          1.24
        0,          3,    4,         -0.79,          3.31,       2.47,      24.70,     81.68,          1.44
        0,          3,    5,         -0.32,          3.31,       2.63,      26.27,     86.88,          1.47
        0,          3,    6,          0.01,          3.31,       2.76,      27.58,     91.21,          1.49
        0,          3,    7,          0.24,          3.31,       2.87,      28.74,     95.03,          1.48
        0,          4,    1,         -5.81,          3.31,       1.64,      16.42,     54.32,          0.85
        0,          4,    2,         -2.42,          3.31,       2.13,      21.30,     70.46,          1.22
        0,          4,    3,         -1.29,          3.31,       2.43,      24.32,     80.45,          1.31
        0,          4,    4,         -0.24,          3.31,       2.65,      26.48,     87.56,          1.48
        0,          4,    5,          0.21,          3.31,       2.82,      28.14,     93.04,          1.51
        0,          4,    6,          0.54,          3.31,       2.95,      29.53,     97.65,          1.53
        0,          4,    7,          0.79,          3.31,       3.08,      30.79,    101.81,          1.53
        1,          1,    1,         -7.49,          3.31,       1.39,      13.93,     46.07,          0.80
        1,          1,    2,         -4.29,          3.31,       1.73,      17.28,     57.15,          1.12
        1,          1,    3,         -2.99,          3.31,       1.95,      19.49,     64.46,          1.24
        1,          1,    4,         -2.23,          3.31,       2.11,      21.16,     69.99,          1.29
        1,          1,    5,         -1.72,          3.31,       2.27,      22.67,     74.97,          1.32
        1,          1,    6,         -1.57,          3.31,       2.40,      24.01,     79.42,          1.25
        1,          1,    7,         -0.86,          3.31,       2.53,      25.32,     83.76,          1.37
        1,          2,    1,         -6.48,          3.31,       1.50,      14.96,     49.48,          0.87
        1,          2,    2,         -3.16,          3.31,       1.90,      19.05,     63.03,          1.23
        1,          2,    3,         -1.72,          3.31,       2.17,      21.72,     71.84,          1.40
        1,          2,    4,         -0.85,          3.31,       2.38,      23.84,     78.84,          1.49
        1,          2,    5,         -0.29,          3.31,       2.56,      25.59,     84.64,          1.53
        1,          2,    6,          0.12,          3.31,       2.70,      27.05,     89.45,          1.56
        1,          2,    7,          0.33,          3.31,       2.83,      28.31,     93.62,          1.54
        1,          3,    1,         -5.98,          3.31,       1.61,      16.07,     53.17,          0.86
        1,          3,    2,         -2.26,          3.31,       2.08,      20.79,     68.77,          1.32
        1,          3,    3,         -0.81,          3.31,       2.39,      23.84,     78.86,          1.50
        1,          3,    4,          0.03,          3.31,       2.62,      26.14,     86.46,          1.60
        1,          3,    5,          0.50,          3.31,       2.78,      27.77,     91.85,          1.65
        1,          3,    6,          0.84,          3.31,       2.92,      29.21,     96.61,          1.66
        1,          3,    7,          1.07,          3.31,       3.04,      30.37,    100.43,          1.67
        1,          4,    1,         -5.03,          3.31,       1.72,      17.16,     56.75,          0.95
        1,          4,    2,         -1.63,          3.31,       2.25,      22.52,     74.47,          1.35
        1,          4,    3,         -0.51,          3.31,       2.58,      25.83,     85.43,          1.44
        1,          4,    4,          0.59,          3.31,       2.81,      28.09,     92.88,          1.66
        1,          4,    5,          1.05,          3.31,       2.98,      29.84,     98.66,          1.70
        1,          4,    6,          1.37,          3.31,       3.13,      31.26,    103.39,          1.72
        1,          4,    7,          1.62,          3.31,       3.26,      32.63,    107.91,          1.73
        2,          1,    1,         -6.48,          3.31,       1.47,      14.72,     48.68,          0.90
        2,          1,    2,         -3.22,          3.31,       1.85,      18.47,     61.08,          1.28
        2,          1,    3,         -1.93,          3.31,       2.08,      20.80,     68.79,          1.43
        2,          1,    4,         -1.46,          3.31,       2.26,      22.54,     74.57,          1.41
        2,          1,    5,         -0.56,          3.31,       2.43,      24.25,     80.22,          1.56
        2,          1,    6,         -0.15,          3.31,       2.57,      25.70,     84.99,          1.58
        2,          1,    7,          0.21,          3.31,       2.71,      27.05,     89.46,          1.60
        2,          2,    1,         -5.47,          3.31,       1.58,      15.83,     52.35,          0.99
        2,          2,    2,         -2.10,          3.31,       2.04,      20.37,     67.40,          1.41
        2,          2,    3,         -0.65,          3.31,       2.34,      23.38,     77.32,          1.61
        2,          2,    4,          0.22,          3.31,       2.57,      25.64,     84.81,          1.72
        2,          2,    5,          0.76,          3.31,       2.75,      27.52,     91.02,          1.77
        2,          2,    6,          0.88,          3.31,       2.91,      29.10,     96.23,          1.69
        2,          2,    7,          1.11,          3.31,       3.04,      30.41,    100.57,          1.68
        2,          3,    1,         -5.01,          3.31,       1.71,      17.04,     56.37,          0.96
        2,          3,    2,         -1.19,          3.31,       2.24,      22.36,     73.96,          1.51
        2,          3,    3,          0.28,          3.31,       2.58,      25.80,     85.32,          1.73
        2,          3,    4,          1.12,          3.31,       2.83,      28.29,     93.55,          1.85
        2,          3,    5,          1.60,          3.31,       3.00,      30.03,     99.31,          1.91
        2,          3,    6,          1.94,          3.31,       3.15,      31.53,    104.25,          1.94
        2,          3,    7,          2.09,          3.31,       3.27,      32.75,    108.29,          1.91
        2,          4,    1,         -4.36,          3.31,       1.83,      18.34,     60.65,          0.99
        2,          4,    2,         -0.53,          3.31,       2.43,      24.27,     80.27,          1.56
        2,          4,    3,          0.91,          3.31,       2.80,      27.98,     92.53,          1.79
        2,          4,    4,          1.69,          3.31,       3.04,      30.38,    100.46,          1.92
        2,          4,    5,          2.15,          3.31,       3.23,      32.32,    106.85,          1.97
        2,          4,    6,          2.48,          3.31,       3.38,      33.82,    111.83,          2.01
