[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -8,          2,    2,        -11.97,          3.31,       1.23,      12.28,     40.63,          0.38
       -8,          2,    3,        -10.53,          3.31,       1.37,      13.71,     45.36,          0.41
       -8,          2,    4,         -9.66,          3.31,       1.49,      14.96,     49.46,          0.42
       -8,          2,    5,         -9.37,          3.31,       1.60,      15.97,     52.83,          0.40
       -8,          2,    6,         -8.60,          3.31,       1.69,      16.86,     55.77,          0.43
       -8,          2,    7,         -8.28,          3.31,       1.78,      17.77,     58.78,          0.42
       -8,          3,    1,        -14.38,          3.31,       1.08,      10.80,     35.72,          0.30
       -8,          3,    2,        -11.10,          3.31,       1.30,      12.95,     42.85,          0.40
       -8,          3,    3,         -9.67,          3.31,       1.45,      14.47,     47.88,          0.45
       -8,          3,    4,         -8.85,          3.31,       1.57,      15.74,     52.06,          0.46
       -8,          3,    5,         -8.65,          3.31,       1.67,      16.74,     55.36,          0.43
       -8,          3,    6,         -7.99,          3.31,       1.76,      17.64,     58.34,          0.46
       -8,          3,    7,         -7.73,          3.31,       1.85,      18.51,     61.23,          0.45
       -8,          4,    1,        -13.77,          3.31,       1.13,      11.23,     37.14,          0.31
       -8,          4,    2,        -10.50,          3.31,       1.35,      13.55,     44.81,          0.42
       -8,          4,    3,         -9.13,          3.31,       1.51,      15.14,     50.09,          0.46
       -8,          4,    4,         -8.36,          3.31,       1.64,      16.37,     54.17,          0.48
       -8,          4,    5,         -7.92,          3.31,       1.74,      17.40,     57.55,          0.48
       -8,          4,    6,         -7.86,          3.31,       1.84,      18.41,     60.91,          0.44
       -8,          4,    7,         -7.26,          3.31,       1.93,      19.34,     63.97,          0.47
       -7,          1,    1,        -15.12,          3.31,       1.03,      10.32,     34.14,          0.29
       -7,          1,    2,        -12.03,          3.31,       1.21,      12.07,     39.93,          0.39
       -7,          1,    3,        -10.72,          3.31,       1.33,      13.33,     44.09,          0.42
       -7,          1,    4,         -9.92,          3.31,       1.44,      14.43,     47.74,          0.42
       -7,          1,    5,         -9.28,          3.31,       1.55,      15.48,     51.22,          0.43
       -7,          1,    6,         -8.83,          3.31,       1.64,      16.45,     54.41,          0.43
       -7,          1,    7,         -8.47,          3.31,       1.73,      17.32,     57.30,          0.42
       -7,          2,    1,        -14.46,          3.31,       1.07,      10.73,     35.48,          0.30
       -7,          2,    2,        -10.91,          3.31,       1.28,      12.79,     42.32,          0.43
       -7,          2,    3,         -9.48,          3.31,       1.43,      14.27,     47.21,          0.48
       -7,          2,    4,         -8.58,          3.31,       1.56,      15.54,     51.42,          0.50
       -7,          2,    5,         -8.01,          3.31,       1.66,      16.64,     55.06,          0.50
       -7,          2,    6,         -7.58,          3.31,       1.76,      17.62,     58.30,          0.50
       -7,          2,    7,         -7.27,          3.31,       1.86,      18.56,     61.41,          0.50
       -7,          3,    1,        -13.33,          3.31,       1.12,      11.25,     37.20,          0.34
       -7,          3,    2,        -10.33,          3.31,       1.35,      13.51,     44.69,          0.44
       -7,          3,    3,         -9.01,          3.31,       1.51,      15.15,     50.14,          0.47
       -7,          3,    4,         -7.78,          3.31,       1.65,      16.49,     54.56,          0.54
       -7,          3,    5,         -7.31,          3.31,       1.75,      17.49,     57.87,          0.54
       -7,          3,    6,         -6.95,          3.31,       1.85,      18.46,     61.07,          0.54
       -7,          3,    7,         -6.70,          3.31,       1.94,      19.36,     64.04,          0.53
       -7,          4,    1,        -12.70,          3.31,       1.17,      11.69,     38.68,          0.36
       -7,          4,    2,         -9.42,          3.31,       1.42,      14.19,     46.93,          0.49
       -7,          4,    3,         -8.06,          3.31,       1.59,      15.90,     52.62,          0.54
       -7,          4,    4,         -7.54,          3.31,       1.72,      17.19,     56.88,          0.53
       -7,          4,    5,         -6.83,          3.31,       1.83,      18.36,     60.73,          0.56
       -7,          4,    6,         -6.49,          3.31,       1.93,      19.34,     63.97,          0.56
       -7,          4,    7,         -6.22,          3.31,       2.03,      20.27,     67.05,          0.55
       -6,          1,    1,        -14.15,          3.31,       1.06,      10.60,     35.06,          0.34
       -6,          1,    2,        -11.08,          3.31,       1.25,      12.49,     41.32,          0.44
       -6,          1,    3,         -9.82,          3.31,       1.38,      13.81,     45.68,          0.47
       -6,          1,    4,         -9.31,          3.31,       1.50,      14.98,     49.56,          0.45
       -6,          1,    5,         -8.36,          3.31,       1.61,      16.08,     53.17,          0.50
       -6,          1,    6,         -7.91,          3.31,       1.70,      17.01,     56.25,          0.50
       -6,          1,    7,         -7.53,          3.31,       1.80,      18.00,     59.55,          0.49
       -6,          2,    1,        -13.15,          3.31,       1.11,      11.13,     36.81,          0.37
       -6,          2,    2,         -9.95,          3.31,       1.33,      13.30,     44.01,          0.50
       -6,          2,    3,         -8.54,          3.31,       1.49,      14.88,     49.23,          0.55
       -6,          2,    4,         -7.95,          3.31,       1.63,      16.26,     53.81,          0.53
       -6,          2,    5,         -7.06,          3.31,       1.74,      17.36,     57.41,          0.58
       -6,          2,    6,         -6.65,          3.31,       1.84,      18.41,     60.90,          0.58
       -6,          2,    7,         -6.35,          3.31,       1.93,      19.31,     63.89,          0.58
       -6,          3,    1,        -12.35,          3.31,       1.16,      11.62,     38.44,          0.39
       -6,          3,    2,         -9.07,          3.31,       1.41,      14.13,     46.74,          0.54
       -6,          3,    3,         -7.66,          3.31,       1.58,      15.85,     52.42,          0.60
       -6,          3,    4,         -6.83,          3.31,       1.72,      17.21,     56.92,          0.62
       -6,          3,    5,         -6.37,          3.31,       1.83,      18.36,     60.73,          0.62
       -6,          3,    6,         -6.25,          3.31,       1.93,      19.29,     63.82,          0.59
       -6,          3,    7,         -6.14,          3.31,       2.02,      20.20,     66.81,          0.56
       -6,          4,    1,        -12.13,          3.31,       1.21,      12.11,     40.07,          0.37
       -6,          4,    2,         -8.46,          3.31,       1.49,      14.92,     49.36,          0.56
       -6,          4,    3,         -7.09,          3.31,       1.67,      16.71,     55.26,          0.62
       -6,          4,    4,         -6.33,          3.31,       1.81,      18.11,     59.89,          0.64
       -6,          4,    5,         -5.87,          3.31,       1.93,      19.26,     63.68,          0.65
       -6,          4,    6,         -5.59,          3.31,       2.03,      20.25,     66.97,          0.64
       -6,          4,    7,         -5.54,          3.31,       2.13,      21.29,     70.41,          0.60
       -5,          1,    1,        -12.87,          3.31,       1.12,      11.26,     37.26,          0.38
       -5,          1,    2,         -9.44,          3.31,       1.33,      13.32,     44.05,          0.56
       -5,          1,    3,         -8.15,          3.31,       1.48,      14.83,     49.03,          0.61
       -5,          1,    4,         -7.38,          3.31,       1.60,      16.04,     53.05,          0.62
       -5,          1,    5,         -6.76,          3.31,       1.72,      17.19,     56.86,          0.64
       -5,          1,    6,         -6.33,          3.31,       1.83,      18.28,     60.45,          0.64
       -5,          1,    7,         -5.95,          3.31,       1.93,      19.26,     63.70,          0.64
       -5,          2,    1,        -11.52,          3.31,       1.18,      11.82,     39.11,          0.46
       -5,          2,    2,         -8.48,          3.31,       1.43,      14.29,     47.28,          0.60
       -5,          2,    3,         -7.25,          3.31,       1.61,      16.09,     53.22,          0.64
       -5,          2,    4,         -6.02,          3.31,       1.75,      17.50,     57.88,          0.73
       -5,          2,    5,         -5.46,          3.31,       1.88,      18.78,     62.11,          0.74
       -5,          2,    6,         -5.05,          3.31,       1.99,      19.91,     65.85,          0.74
       -5,          2,    7,         -4.75,          3.31,       2.08,      20.85,     68.96,          0.74
       -5,          3,    1,        -10.71,          3.31,       1.24,      12.41,     41.04,          0.49
       -5,          3,    2,         -7.43,          3.31,       1.53,      15.29,     50.60,          0.67
       -5,          3,    3,         -6.03,          3.31,       1.72,      17.21,     56.92,          0.75
       -5,          3,    4,         -5.46,          3.31,       1.88,      18.79,     62.15,          0.74
       -5,          3,    5,         -5.10,          3.31,       2.00,      19.99,     66.12,          0.73
       -5,          3,    6,         -4.38,          3.31,       2.10,      21.03,     69.55,          0.79
       -5,          3,    7,         -4.15,          3.31,       2.20,      21.95,     72.60,          0.79
       -5,          4,    1,        -10.09,          3.31,       1.31,      13.07,     43.25,          0.50
       -5,          4,    2,         -6.80,          3.31,       1.62,      16.23,     53.68,          0.69
       -5,          4,    3,         -5.44,          3.31,       1.83,      18.28,     60.48,          0.78
       -5,          4,    4,         -4.68,          3.31,       1.99,      19.85,     65.64,          0.81
       -5,          4,    5,         -4.25,          3.31,       2.11,      21.06,     69.64,          0.82
       -5,          4,    6,         -4.22,          3.31,       2.22,      22.14,     73.23,          0.76
       -5,          4,    7,         -3.63,          3.31,       2.32,      23.22,     76.80,          0.81
       -4,          1,    1,        -11.82,          3.31,       1.15,      11.53,     38.13,          0.46
       -4,          1,    2,         -8.74,          3.31,       1.37,      13.71,     45.37,          0.62
       -4,          1,    3,         -7.45,          3.31,       1.53,      15.29,     50.58,          0.67
       -4,          1,    4,         -6.68,          3.31,       1.65,      16.55,     54.75,          0.69
       -4,          1,    5,         -6.07,          3.31,       1.77,      17.77,     58.79,          0.70
       -4,          1,    6,         -5.64,          3.31,       1.88,      18.83,     62.30,          0.71
       -4,          1,    7,         -5.27,          3.31,       1.99,      19.90,     65.82,          0.71
       -4,          2,    1,        -10.85,          3.31,       1.21,      12.14,     40.15,          0.50
       -4,          2,    2,         -7.61,          3.31,       1.48,      14.82,     49.03,          0.68
       -4,          2,    3,         -6.19,          3.31,       1.67,      16.68,     55.17,          0.76
       -4,          2,    4,         -5.32,          3.31,       1.82,      18.21,     60.23,          0.80
       -4,          2,    5,         -4.76,          3.31,       1.95,      19.50,     64.49,          0.82
       -4,          2,    6,         -4.34,          3.31,       2.06,      20.59,     68.11,          0.83
       -4,          2,    7,         -4.07,          3.31,       2.16,      21.61,     71.46,          0.82
       -4,          3,    1,        -10.30,          3.31,       1.28,      12.82,     42.40,          0.50
       -4,          3,    2,         -6.72,          3.31,       1.59,      15.87,     52.47,          0.74
       -4,          3,    3,         -5.31,          3.31,       1.80,      17.95,     59.38,          0.82
       -4,          3,    4,         -4.48,          3.31,       1.95,      19.53,     64.62,          0.87
       -4,          3,    5,         -4.01,          3.31,       2.07,      20.72,     68.53,          0.88
       -4,          3,    6,         -3.67,          3.31,       2.18,      21.83,     72.21,          0.88
       -4,          3,    7,         -3.44,          3.31,       2.28,      22.79,     75.39,          0.87
       -4,          4,    1,         -9.38,          3.31,       1.35,      13.49,     44.61,          0.55
       -4,          4,    2,         -6.26,          3.31,       1.69,      16.86,     55.76,          0.73
       -4,          4,    3,         -4.72,          3.31,       1.91,      19.07,     63.09,          0.85
       -4,          4,    4,         -3.96,          3.31,       2.06,      20.64,     68.26,          0.90
       -4,          4,    5,         -3.50,          3.31,       2.20,      21.97,     72.68,          0.91
       -4,          4,    6,         -3.18,          3.31,       2.31,      23.12,     76.49,          0.91
       -4,          4,    7,         -2.92,          3.31,       2.41,      24.17,     79.93,          0.90
       -3,          1,    1,        -11.17,          3.31,       1.18,      11.80,     39.06,          0.50
       -3,          1,    2,         -8.09,          3.31,       1.41,      14.16,     46.83,          0.67
       -3,          1,    3,         -7.07,          3.31,       1.58,      15.79,     52.22,          0.69
       -3,          1,    4,         -6.42,          3.31,       1.71,      17.04,     56.39,          0.70
       -3,          1,    5,         -5.43,          3.31,       1.84,      18.38,     60.78,          0.77
       -3,          1,    6,         -5.00,          3.31,       1.94,      19.44,     64.31,          0.78
       -3,          1,    7,         -4.63,          3.31,       2.05,      20.48,     67.74,          0.78
       -3,          2,    1,        -10.17,          3.31,       1.25,      12.45,     41.17,          0.55
       -3,          2,    2,         -6.97,          3.31,       1.53,      15.29,     50.60,          0.75
       -3,          2,    3,         -5.85,          3.31,       1.72,      17.24,     57.02,          0.78
       -3,          2,    4,         -5.04,          3.31,       1.89,      18.87,     62.41,          0.81
       -3,          2,    5,         -4.11,          3.31,       2.02,      20.19,     66.78,          0.90
       -3,          2,    6,         -3.70,          3.31,       2.14,      21.35,     70.63,          0.91
       -3,          2,    7,         -3.41,          3.31,       2.24,      22.36,     73.95,          0.91
       -3,          3,    1,         -9.35,          3.31,       1.32,      13.19,     43.64,          0.58
       -3,          3,    2,         -6.06,          3.31,       1.65,      16.46,     54.45,          0.80
       -3,          3,    3,         -4.68,          3.31,       1.86,      18.63,     61.63,          0.90
       -3,          3,    4,         -4.12,          3.31,       2.03,      20.28,     67.08,          0.89
       -3,          3,    5,         -3.36,          3.31,       2.15,      21.55,     71.29,          0.97
       -3,          3,    6,         -3.02,          3.31,       2.27,      22.68,     75.03,          0.97
       -3,          3,    7,         -2.79,          3.31,       2.37,      23.64,     78.19,          0.96
       -3,          4,    1,         -8.74,          3.31,       1.39,      13.89,     45.96,          0.60
       -3,          4,    2,         -5.43,          3.31,       1.75,      17.50,     57.89,          0.84
       -3,          4,    3,         -4.06,          3.31,       1.99,      19.86,     65.69,          0.93
       -3,          4,    4,         -3.30,          3.31,       2.15,      21.51,     71.15,          0.98
       -3,          4,    5,         -2.85,          3.31,       2.29,      22.88,     75.67,          1.00
       -3,          4,    6,         -2.79,          3.31,       2.40,      24.01,     79.40,          0.94
       -3,          4,    7,         -2.65,          3.31,       2.52,      25.17,     83.26,          0.91
       -2,          1,    1,        -10.03,          3.31,       1.23,      12.37,     40.90,          0.58
       -2,          1,    2,         -6.92,          3.31,       1.50,      14.99,     49.58,          0.79
       -2,          1,    3,         -5.63,          3.31,       1.67,      16.71,     55.27,          0.87
       -2,          1,    4,         -4.87,          3.31,       1.82,      18.15,     60.04,          0.90
       -2,          1,    5,         -4.27,          3.31,       1.95,      19.49,     64.47,          0.92
       -2,          1,    6,         -3.85,          3.31,       2.06,      20.58,     68.06,          0.93
       -2,          1,    7,         -3.50,          3.31,       2.17,      21.72,     71.84,          0.93
       -2,          2,    1,         -9.20,          3.31,       1.32,      13.14,     43.47,          0.61
       -2,          2,    2,         -6.15,          3.31,       1.63,      16.30,     53.91,          0.80
       -2,          2,    3,         -4.37,          3.31,       1.84,      18.43,     60.98,          0.98
       -2,          2,    4,         -3.51,          3.31,       2.02,      20.16,     66.67,          1.04
       -2,          2,    5,         -2.94,          3.31,       2.16,      21.56,     71.31,          1.07
       -2,          2,    6,         -2.53,          3.31,       2.28,      22.83,     75.49,          1.08
       -2,          2,    7,         -2.25,          3.31,       2.39,      23.86,     78.92,          1.08
       -2,          3,    1,         -8.21,          3.31,       1.39,      13.92,     46.06,          0.67
       -2,          3,    2,         -5.14,          3.31,       1.76,      17.58,     58.17,          0.89
       -2,          3,    3,         -3.47,          3.31,       2.00,      20.01,     66.20,          1.06
       -2,          3,    4,         -2.65,          3.31,       2.18,      21.77,     72.00,          1.12
       -2,          3,    5,         -2.18,          3.31,       2.32,      23.17,     76.65,          1.14
       -2,          3,    6,         -1.84,          3.31,       2.43,      24.34,     80.50,          1.15
       -2,          3,    7,         -1.62,          3.31,       2.54,      25.41,     84.03,          1.14
       -2,          4,    1,         -7.59,          3.31,       1.48,      14.81,     48.99,          0.69
       -2,          4,    2,         -4.25,          3.31,       1.89,      18.85,     62.34,          0.97
       -2,          4,    3,         -3.14,          3.31,       2.14,      21.40,     70.80,          1.03
       -2,          4,    4,         -2.11,          3.31,       2.32,      23.19,     76.70,          1.16
       -2,          4,    5,         -1.66,          3.31,       2.47,      24.70,     81.69,          1.18
       -2,          4,    6,         -1.33,          3.31,       2.59,      25.94,     85.79,          1.18
       -2,          4,    7,         -1.08,          3.31,       2.71,      27.10,     89.62,          1.18
       -1,          1,    1,         -9.10,          3.31,       1.29,      12.92,     42.73,          0.65
       -1,          1,    2,         -5.96,          3.31,       1.58,      15.77,     52.16,          0.89
       -1,          1,    3,         -4.69,          3.31,       1.76,      17.57,     58.11,          0.99
       -1,          1,    4,         -4.24,          3.31,       1.91,      19.11,     63.19,          0.96
       -1,          1,    5,         -3.32,          3.31,       2.05,      20.49,     67.78,          1.06
       -1,          1,    6,         -2.90,          3.31,       2.17,      21.74,     71.89,          1.07
       -1,          1,    7,         -2.54,          3.31,       2.29,      22.89,     75.72,          1.07
       -1,          2,    1,         -8.09,          3.31,       1.37,      13.72,     45.38,          0.71
       -1,          2,    2,         -4.84,          3.31,       1.71,      17.16,     56.76,          0.99
       -1,          2,    3,         -3.48,          3.31,       1.95,      19.53,     64.59,          1.10
       -1,          2,    4,         -2.89,          3.31,       2.14,      21.36,     70.66,          1.09
       -1,          2,    5,         -1.98,          3.31,       2.29,      22.88,     75.69,          1.22
       -1,          2,    6,         -1.58,          3.31,       2.42,      24.18,     79.95,          1.24
       -1,          2,    7,         -1.29,          3.31,       2.54,      25.36,     83.88,          1.23
       -1,          3,    1,         -7.27,          3.31,       1.47,      14.68,     48.55,          0.75
       -1,          3,    2,         -3.93,          3.31,       1.87,      18.67,     61.75,          1.06
       -1,          3,    3,         -2.51,          3.31,       2.13,      21.26,     70.31,          1.20
       -1,          3,    4,         -1.68,          3.31,       2.32,      23.22,     76.79,          1.28
       -1,          3,    5,         -1.24,          3.31,       2.47,      24.70,     81.71,          1.29
       -1,          3,    6,         -1.18,          3.31,       2.59,      25.92,     85.74,          1.23
       -1,          3,    7,         -1.02,          3.31,       2.70,      27.04,     89.43,          1.20
       -1,          4,    1,         -7.04,          3.31,       1.56,      15.57,     51.49,          0.71
       -1,          4,    2,         -3.29,          3.31,       2.01,      20.08,     66.42,          1.09
       -1,          4,    3,         -1.90,          3.31,       2.28,      22.81,     75.45,          1.24
       -1,          4,    4,         -1.13,          3.31,       2.48,      24.80,     82.00,          1.32
       -1,          4,    5,         -0.68,          3.31,       2.64,      26.37,     87.20,          1.34
       -1,          4,    6,         -0.36,          3.31,       2.77,      27.66,     91.48,          1.36
       -1,          4,    7,         -0.11,          3.31,       2.89,      28.93,     95.67,          1.35
        0,          1,    1,         -8.23,          3.31,       1.34,      13.43,     44.44,          0.73
        0,          1,    2,         -5.08,          3.31,       1.65,      16.54,     54.71,          1.00
        0,          1,    3,         -4.06,          3.31,       1.86,      18.55,     61.34,          1.04
        0,          1,    4,         -3.01,          3.31,       2.01,      20.11,     66.52,          1.17
        0,          1,    5,         -2.42,          3.31,       2.16,      21.58,     71.39,          1.20
        0,          1,    6,         -2.00,          3.31,       2.29,      22.90,     75.74,          1.22
        0,          1,    7,         -1.64,          3.31,       2.41,      24.11,     79.75,          1.23
        0,          2,    1,         -7.22,          3.31,       1.44,      14.37,     47.55,          0.80
        0,          2,    2,         -3.93,          3.31,       1.81,      18.14,     60.01,          1.11
        0,          2,    3,         -2.55,          3.31,       2.06,      20.60,     68.12,          1.25
        0,          2,    4,         -1.63,          3.31,       2.26,      22.59,     74.71,          1.35
        0,          2,    5,         -1.08,          3.31,       2.42,      24.22,     80.09,          1.38
        0,          2,    6,         -0.67,          3.31,       2.56,      25.64,     84.80,          1.40
        0,          2,    7,         -0.38,          3.31,       2.69,      26.83,     88.75,          1.41
        0,          3,    1,         -6.40,          3.31,       1.54,      15.38,     50.87,          0.84
        0,          3,    2,         -3.04,          3.31,       1.98,      19.78,     65.42,          1.19
        0,          3,    3,         -1.89,          3.31,       2.26,      22.58,     74.69,          1.27
        0,          3,    4,         -0.76,          3.31,       2.47,      24.70,     81.68,          1.45
        0,          3,    5,         -0.29,          3.31,       2.63,      26.24,     86.78,          1.48
        0,          3,    6,          0.05,          3.31,       2.76,      27.59,     91.23,          1.50
        0,          3,    7,          0.27,          3.31,       2.88,      28.75,     95.08,          1.49
        0,          4,    1,         -5.77,          3.31,       1.64,      16.43,     54.32,          0.86
        0,          4,    2,         -2.38,          3.31,       2.13,      21.30,     70.45,          1.23
        0,          4,    3,         -0.98,          3.31,       2.43,      24.32,     80.42,          1.41
        0,          4,    4,         -0.21,          3.31,       2.65,      26.50,     87.64,          1.49
        0,          4,    5,          0.01,          3.31,       2.82,      28.16,     93.10,          1.44
        0,          4,    6,          0.57,          3.31,       2.95,      29.52,     97.62,          1.54
        0,          4,    7,          0.82,          3.31,       3.08,      30.77,    101.73,          1.54
        1,          1,    1,         -7.46,          3.31,       1.39,      13.94,     46.10,          0.81
        1,          1,    2,         -4.25,          3.31,       1.73,      17.26,     57.10,          1.13
        1,          1,    3,         -2.95,          3.31,       1.95,      19.45,     64.33,          1.25
        1,          1,    4,         -2.20,          3.31,       2.11,      21.13,     69.89,          1.31
        1,          1,    5,         -1.70,          3.31,       2.27,      22.70,     75.06,          1.32
        1,          1,    6,         -1.54,          3.31,       2.40,      24.02,     79.45,          1.26
        1,          1,    7,         -0.83,          3.31,       2.53,      25.35,     83.83,          1.38
        1,          2,    1,         -6.83,          3.31,       1.50,      14.97,     49.53,          0.80
        1,          2,    2,         -3.13,          3.31,       1.90,      19.04,     62.98,          1.24
        1,          2,    3,         -1.69,          3.31,       2.17,      21.71,     71.79,          1.41
        1,          2,    4,         -0.82,          3.31,       2.38,      23.80,     78.73,          1.50
        1,          2,    5,         -0.26,          3.31,       2.56,      25.60,     84.65,          1.55
        1,          2,    6,          0.14,          3.31,       2.71,      27.05,     89.45,          1.57
        1,          2,    7,          0.21,          3.31,       2.83,      28.31,     93.64,          1.50
        1,          3,    1,         -5.96,          3.31,       1.61,      16.06,     53.13,          0.86
        1,          3,    2,         -2.22,          3.31,       2.08,      20.76,     68.67,          1.33
        1,          3,    3,         -0.78,          3.31,       2.38,      23.83,     78.82,          1.52
        1,          3,    4,          0.06,          3.31,       2.62,      26.15,     86.49,          1.62
        1,          3,    5,          0.53,          3.31,       2.78,      27.77,     91.84,          1.66
        1,          3,    6,          0.87,          3.31,       2.92,      29.19,     96.51,          1.68
        1,          3,    7,          1.10,          3.31,       3.04,      30.35,    100.35,          1.68
        1,          4,    1,         -5.01,          3.31,       1.71,      17.14,     56.68,          0.96
        1,          4,    2,         -1.83,          3.31,       2.25,      22.47,     74.32,          1.29
        1,          4,    3,         -0.53,          3.31,       2.58,      25.83,     85.41,          1.43
        1,          4,    4,          0.62,          3.31,       2.81,      28.09,     92.89,          1.67
        1,          4,    5,          1.08,          3.31,       2.98,      29.83,     98.64,          1.71
        1,          4,    6,          1.40,          3.31,       3.13,      31.28,    103.42,          1.73
        1,          4,    7,          1.65,          3.31,       3.26,      32.61,    107.83,          1.74
        2,          1,    1,         -6.45,          3.31,       1.47,      14.69,     48.61,          0.91
        2,          1,    2,         -3.22,          3.31,       1.85,      18.45,     61.03,          1.28
        2,          1,    3,         -2.21,          3.31,       2.08,      20.79,     68.75,          1.34
        2,          1,    4,         -1.12,          3.31,       2.26,      22.56,     74.62,          1.52
        2,          1,    5,         -0.53,          3.31,       2.42,      24.25,     80.20,          1.57
        2,          1,    6,         -0.12,          3.31,       2.57,      25.73,     85.09,          1.59
        2,          1,    7,          0.24,          3.31,       2.71,      27.08,     89.57,          1.61
        2,          2,    1,         -5.44,          3.31,       1.58,      15.84,     52.40,          1.00
        2,          2,    2,         -2.07,          3.31,       2.03,      20.33,     67.26,          1.42
        2,          2,    3,         -0.64,          3.31,       2.33,      23.35,     77.23,          1.61
        2,          2,    4,         -0.08,          3.31,       2.57,      25.66,     84.84,          1.60
        2,          2,    5,          0.82,          3.31,       2.75,      27.51,     90.97,          1.80
        2,          2,    6,          1.23,          3.31,       2.91,      29.10,     96.23,          1.83
        2,          2,    7,          1.51,          3.31,       3.04,      30.39,    100.50,          1.84
        2,          3,    1,         -4.62,          3.31,       1.70,      17.05,     56.41,          1.05
        2,          3,    2,         -1.16,          3.31,       2.23,      22.35,     73.92,          1.52
        2,          3,    3,          0.31,          3.31,       2.58,      25.77,     85.23,          1.74
        2,          3,    4,          1.15,          3.31,       2.83,      28.25,     93.43,          1.87
        2,          3,    5,          1.62,          3.31,       3.00,      30.03,     99.29,          1.92
        2,          3,    6,          1.83,          3.31,       3.15,      31.54,    104.30,          1.89
        2,          3,    7,          1.84,          3.31,       3.28,      32.74,    108.26,          1.81
        2,          4,    1,         -4.37,          3.31,       1.83,      18.33,     60.62,          0.99
        2,          4,    2,         -0.50,          3.31,       2.43,      24.25,     80.22,          1.57
        2,          4,    3,          0.94,          3.31,       2.80,      27.98,     92.53,          1.80
        2,          4,    4,          1.72,          3.31,       3.04,      30.41,    100.54,          1.93
        2,          4,    5,          2.18,          3.31,       3.23,      32.29,    106.77,          1.99
        2,          4,    6,          2.51,          3.31,       3.38,      33.78,    111.68,          2.02
