[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -8,          3,    7,         -7.74,          3.31,       1.85,      18.53,     61.28,          0.45
       -8,          4,    1,        -13.79,          3.31,       1.13,      11.25,     37.22,          0.31
       -8,          4,    2,        -10.51,          3.31,       1.36,      13.53,     44.79,          0.42
       -8,          4,    3,         -9.15,          3.31,       1.52,      15.14,     50.09,          0.46
       -8,          4,    4,         -8.65,          3.31,       1.64,      16.40,     54.26,          0.45
       -8,          4,    5,         -8.27,          3.31,       1.74,      17.43,     57.65,          0.44
       -8,          4,    6,         -7.55,          3.31,       1.84,      18.40,     60.88,          0.47
       -8,          4,    7,         -7.28,          3.31,       1.93,      19.32,     63.92,          0.47
       -7,          1,    1,        -15.14,          3.31,       1.03,      10.34,     34.21,          0.30
       -7,          1,    2,        -12.04,          3.31,       1.21,      12.07,     39.93,          0.39
       -7,          1,    3,        -10.73,          3.31,       1.34,      13.35,     44.17,          0.42
       -7,          1,    4,         -9.93,          3.31,       1.44,      14.45,     47.79,          0.42
       -7,          1,    5,         -9.30,          3.31,       1.55,      15.48,     51.21,          0.43
       -7,          1,    6,         -8.87,          3.31,       1.64,      16.43,     54.34,          0.42
       -7,          1,    7,         -8.78,          3.31,       1.73,      17.32,     57.29,          0.40
       -7,          2,    1,        -14.49,          3.31,       1.08,      10.76,     35.60,          0.30
       -7,          2,    2,        -10.93,          3.31,       1.28,      12.83,     42.46,          0.43
       -7,          2,    3,         -9.49,          3.31,       1.43,      14.31,     47.36,          0.48
       -7,          2,    4,         -8.60,          3.31,       1.56,      15.56,     51.47,          0.50
       -7,          2,    5,         -8.01,          3.31,       1.67,      16.65,     55.09,          0.50
       -7,          2,    6,         -7.59,          3.31,       1.76,      17.62,     58.28,          0.50
       -7,          2,    7,         -7.30,          3.31,       1.86,      18.54,     61.31,          0.49
       -7,          3,    1,        -13.60,          3.31,       1.13,      11.24,     37.18,          0.32
       -7,          3,    2,        -10.05,          3.31,       1.35,      13.53,     44.76,          0.47
       -7,          3,    3,         -8.64,          3.31,       1.52,      15.16,     50.14,          0.52
       -7,          3,    4,         -7.79,          3.31,       1.65,      16.46,     54.43,          0.54
       -7,          3,    5,         -7.32,          3.31,       1.75,      17.47,     57.80,          0.54
       -7,          3,    6,         -6.96,          3.31,       1.85,      18.48,     61.13,          0.54
       -7,          3,    7,         -6.72,          3.31,       1.94,      19.35,     64.02,          0.53
       -7,          4,    1,        -12.76,          3.31,       1.17,      11.70,     38.71,          0.35
       -7,          4,    2,         -9.79,          3.31,       1.42,      14.22,     47.05,          0.45
       -7,          4,    3,         -8.08,          3.31,       1.59,      15.92,     52.66,          0.54
       -7,          4,    4,         -7.31,          3.31,       1.72,      17.19,     56.88,          0.56
       -7,          4,    5,         -6.84,          3.31,       1.84,      18.39,     60.82,          0.56
       -7,          4,    6,         -6.50,          3.31,       1.94,      19.35,     64.02,          0.55
       -7,          4,    7,         -6.23,          3.31,       2.03,      20.27,     67.05,          0.55
       -6,          1,    1,        -14.17,          3.31,       1.06,      10.62,     35.11,          0.34
       -6,          1,    2,        -11.10,          3.31,       1.25,      12.48,     41.29,          0.44
       -6,          1,    3,        -10.09,          3.31,       1.39,      13.84,     45.77,          0.44
       -6,          1,    4,         -9.00,          3.31,       1.50,      14.98,     49.54,          0.49
       -6,          1,    5,         -8.37,          3.31,       1.61,      16.08,     53.20,          0.49
       -6,          1,    6,         -7.93,          3.31,       1.70,      17.01,     56.27,          0.50
       -6,          1,    7,         -7.54,          3.31,       1.80,      18.01,     59.56,          0.49
       -6,          2,    1,        -13.18,          3.31,       1.12,      11.15,     36.90,          0.36
       -6,          2,    2,         -9.97,          3.31,       1.33,      13.31,     44.03,          0.50
       -6,          2,    3,         -8.55,          3.31,       1.49,      14.93,     49.39,          0.54
       -6,          2,    4,         -7.92,          3.31,       1.63,      16.26,     53.81,          0.54
       -6,          2,    5,         -7.08,          3.31,       1.73,      17.33,     57.33,          0.58
       -6,          2,    6,         -6.66,          3.31,       1.84,      18.41,     60.89,          0.58
       -6,          2,    7,         -6.36,          3.31,       1.93,      19.33,     63.94,          0.57
       -6,          3,    1,        -12.36,          3.31,       1.16,      11.63,     38.48,          0.39
       -6,          3,    2,         -9.09,          3.31,       1.41,      14.12,     46.71,          0.53
       -6,          3,    3,         -7.67,          3.31,       1.59,      15.88,     52.55,          0.59
       -6,          3,    4,         -6.87,          3.31,       1.72,      17.21,     56.95,          0.62
       -6,          3,    5,         -6.70,          3.31,       1.84,      18.36,     60.73,          0.58
       -6,          3,    6,         -6.02,          3.31,       1.93,      19.34,     63.98,          0.62
       -6,          3,    7,         -5.78,          3.31,       2.02,      20.21,     66.84,          0.61
       -6,          4,    1,        -11.75,          3.31,       1.21,      12.12,     40.09,          0.40
       -6,          4,    2,         -8.48,          3.31,       1.49,      14.90,     49.30,          0.55
       -6,          4,    3,         -7.11,          3.31,       1.67,      16.71,     55.27,          0.61
       -6,          4,    4,         -6.34,          3.31,       1.81,      18.13,     59.99,          0.64
       -6,          4,    5,         -5.92,          3.31,       1.93,      19.26,     63.71,          0.64
       -6,          4,    6,         -5.84,          3.31,       2.03,      20.26,     67.03,          0.60
       -6,          4,    7,         -5.28,          3.31,       2.13,      21.28,     70.40,          0.63
       -5,          1,    1,        -12.54,          3.31,       1.12,      11.25,     37.20,          0.41
       -5,          1,    2,         -9.46,          3.31,       1.33,      13.34,     44.13,          0.56
       -5,          1,    3,         -8.17,          3.31,       1.48,      14.83,     49.07,          0.60
       -5,          1,    4,         -7.40,          3.31,       1.61,      16.05,     53.10,          0.62
       -5,          1,    5,         -6.78,          3.31,       1.72,      17.20,     56.91,          0.63
       -5,          1,    6,         -6.34,          3.31,       1.83,      18.27,     60.45,          0.63
       -5,          1,    7,         -5.99,          3.31,       1.93,      19.24,     63.66,          0.63
       -5,          2,    1,        -11.93,          3.31,       1.18,      11.80,     39.05,          0.42
       -5,          2,    2,         -8.33,          3.31,       1.43,      14.31,     47.34,          0.62
       -5,          2,    3,         -6.91,          3.31,       1.61,      16.13,     53.34,          0.69
       -5,          2,    4,         -6.04,          3.31,       1.75,      17.53,     58.00,          0.73
       -5,          2,    5,         -5.47,          3.31,       1.88,      18.81,     62.23,          0.74
       -5,          2,    6,         -5.07,          3.31,       1.99,      19.90,     65.81,          0.74
       -5,          2,    7,         -5.06,          3.31,       2.08,      20.82,     68.88,          0.69
       -5,          3,    1,        -11.08,          3.31,       1.24,      12.40,     41.01,          0.45
       -5,          3,    2,         -7.45,          3.31,       1.53,      15.30,     50.63,          0.67
       -5,          3,    3,         -6.04,          3.31,       1.72,      17.24,     57.04,          0.75
       -5,          3,    4,         -5.21,          3.31,       1.88,      18.79,     62.16,          0.78
       -5,          3,    5,         -4.74,          3.31,       2.00,      19.99,     66.10,          0.79
       -5,          3,    6,         -4.40,          3.31,       2.10,      21.01,     69.49,          0.79
       -5,          3,    7,         -4.18,          3.31,       2.19,      21.95,     72.59,          0.78
       -5,          4,    1,        -10.23,          3.31,       1.31,      13.05,     43.16,          0.49
       -5,          4,    2,         -7.17,          3.31,       1.63,      16.26,     53.81,          0.64
       -5,          4,    3,         -5.46,          3.31,       1.83,      18.32,     60.60,          0.77
       -5,          4,    4,         -4.69,          3.31,       1.98,      19.84,     65.64,          0.81
       -5,          4,    5,         -4.24,          3.31,       2.11,      21.06,     69.67,          0.82
       -5,          4,    6,         -3.91,          3.31,       2.21,      22.13,     73.21,          0.82
       -5,          4,    7,         -3.65,          3.31,       2.32,      23.21,     76.77,          0.81
       -4,          1,    1,        -11.84,          3.31,       1.15,      11.53,     38.14,          0.45
       -4,          1,    2,         -8.77,          3.31,       1.37,      13.75,     45.48,          0.61
       -4,          1,    3,         -7.77,          3.31,       1.53,      15.30,     50.62,          0.62
       -4,          1,    4,         -6.70,          3.31,       1.66,      16.57,     54.81,          0.69
       -4,          1,    5,         -6.09,          3.31,       1.78,      17.77,     58.77,          0.70
       -4,          1,    6,         -5.65,          3.31,       1.88,      18.87,     62.41,          0.70
       -4,          1,    7,         -5.28,          3.31,       1.99,      19.91,     65.87,          0.70
       -4,          2,    1,        -10.84,          3.31,       1.21,      12.12,     40.10,          0.50
       -4,          2,    2,         -7.63,          3.31,       1.48,      14.81,     49.01,          0.68
       -4,          2,    3,         -6.22,          3.31,       1.67,      16.67,     55.14,          0.76
       -4,          2,    4,         -5.58,          3.31,       1.82,      18.23,     60.31,          0.76
       -4,          2,    5,         -5.16,          3.31,       1.95,      19.54,     64.62,          0.75
       -4,          2,    6,         -4.36,          3.31,       2.06,      20.59,     68.10,          0.83
       -4,          2,    7,         -4.07,          3.31,       2.16,      21.60,     71.44,          0.82
       -4,          3,    1,        -10.02,          3.31,       1.28,      12.83,     42.44,          0.53
       -4,          3,    2,         -6.73,          3.31,       1.59,      15.88,     52.54,          0.73
       -4,          3,    3,         -5.32,          3.31,       1.80,      17.95,     59.38,          0.82
       -4,          3,    4,         -4.50,          3.31,       1.95,      19.56,     64.70,          0.86
       -4,          3,    5,         -4.23,          3.31,       2.07,      20.73,     68.58,          0.84
       -4,          3,    6,         -3.69,          3.31,       2.18,      21.87,     72.34,          0.88
       -4,          3,    7,         -3.46,          3.31,       2.28,      22.82,     75.50,          0.87
       -4,          4,    1,         -9.40,          3.31,       1.35,      13.48,     44.59,          0.55
       -4,          4,    2,         -6.10,          3.31,       1.69,      16.86,     55.76,          0.76
       -4,          4,    3,         -4.74,          3.31,       1.91,      19.11,     63.20,          0.85
       -4,          4,    4,         -3.98,          3.31,       2.07,      20.64,     68.27,          0.90
       -4,          4,    5,         -3.54,          3.31,       2.20,      21.97,     72.67,          0.90
       -4,          4,    6,         -3.49,          3.31,       2.31,      23.09,     76.39,          0.85
       -4,          4,    7,         -2.94,          3.31,       2.42,      24.18,     79.98,          0.90
       -3,          1,    1,        -11.19,          3.31,       1.18,      11.81,     39.05,          0.50
       -3,          1,    2,         -8.10,          3.31,       1.41,      14.13,     46.73,          0.67
       -3,          1,    3,         -6.81,          3.31,       1.58,      15.79,     52.22,          0.73
       -3,          1,    4,         -6.05,          3.31,       1.71,      17.10,     56.56,          0.76
       -3,          1,    5,         -5.44,          3.31,       1.84,      18.38,     60.80,          0.77
       -3,          1,    6,         -5.01,          3.31,       1.95,      19.48,     64.43,          0.78
       -3,          1,    7,         -4.65,          3.31,       2.05,      20.50,     67.80,          0.78
       -3,          2,    1,        -10.44,          3.31,       1.25,      12.46,     41.23,          0.52
       -3,          2,    2,         -6.97,          3.31,       1.53,      15.29,     50.56,          0.75
       -3,          2,    3,         -5.56,          3.31,       1.72,      17.26,     57.12,          0.83
       -3,          2,    4,         -4.68,          3.31,       1.89,      18.86,     62.38,          0.88
       -3,          2,    5,         -4.12,          3.31,       2.02,      20.20,     66.81,          0.90
       -3,          2,    6,         -3.72,          3.31,       2.14,      21.38,     70.72,          0.91
       -3,          2,    7,         -3.43,          3.31,       2.24,      22.36,     73.96,          0.90
       -3,          3,    1,         -9.37,          3.31,       1.32,      13.20,     43.68,          0.58
       -3,          3,    2,         -6.19,          3.31,       1.65,      16.48,     54.51,          0.78
       -3,          3,    3,         -5.02,          3.31,       1.86,      18.64,     61.67,          0.83
       -3,          3,    4,         -3.84,          3.31,       2.03,      20.29,     67.11,          0.95
       -3,          3,    5,         -3.38,          3.31,       2.16,      21.56,     71.32,          0.96
       -3,          3,    6,         -3.04,          3.31,       2.27,      22.67,     75.00,          0.97
       -3,          3,    7,         -2.81,          3.31,       2.37,      23.66,     78.25,          0.96
       -3,          4,    1,         -8.76,          3.31,       1.39,      13.91,     46.00,          0.59
       -3,          4,    2,         -5.50,          3.31,       1.75,      17.53,     57.99,          0.82
       -3,          4,    3,         -4.37,          3.31,       1.99,      19.88,     65.75,          0.87
       -3,          4,    4,         -3.31,          3.31,       2.15,      21.51,     71.14,          0.98
       -3,          4,    5,         -2.86,          3.31,       2.29,      22.88,     75.66,          0.99
       -3,          4,    6,         -2.53,          3.31,       2.40,      24.02,     79.45,          1.00
       -3,          4,    7,         -2.28,          3.31,       2.52,      25.17,     83.26,          0.99
       -2,          1,    1,        -10.05,          3.31,       1.23,      12.35,     40.85,          0.58
       -2,          1,    2,         -6.94,          3.31,       1.50,      15.01,     49.65,          0.78
       -2,          1,    3,         -5.65,          3.31,       1.67,      16.74,     55.39,          0.86
       -2,          1,    4,         -5.13,          3.31,       1.82,      18.16,     60.05,          0.84
       -2,          1,    5,         -4.29,          3.31,       1.95,      19.49,     64.49,          0.91
       -2,          1,    6,         -3.86,          3.31,       2.06,      20.59,     68.11,          0.93
       -2,          1,    7,         -3.50,          3.31,       2.17,      21.71,     71.80,          0.93
       -2,          2,    1,         -9.05,          3.31,       1.31,      13.14,     43.48,          0.63
       -2,          2,    2,         -5.81,          3.31,       1.63,      16.30,     53.91,          0.87
       -2,          2,    3,         -4.55,          3.31,       1.85,      18.45,     61.01,          0.94
       -2,          2,    4,         -3.88,          3.31,       2.02,      20.16,     66.68,          0.95
       -2,          2,    5,         -2.96,          3.31,       2.16,      21.59,     71.42,          1.06
       -2,          2,    6,         -2.55,          3.31,       2.28,      22.82,     75.48,          1.07
       -2,          2,    7,         -2.27,          3.31,       2.39,      23.88,     78.99,          1.07
       -2,          3,    1,         -8.23,          3.31,       1.39,      13.93,     46.07,          0.67
       -2,          3,    2,         -4.91,          3.31,       1.76,      17.60,     58.23,          0.93
       -2,          3,    3,         -3.74,          3.31,       2.00,      20.04,     66.28,          0.99
       -2,          3,    4,         -2.66,          3.31,       2.18,      21.80,     72.10,          1.12
       -2,          3,    5,         -2.20,          3.31,       2.32,      23.19,     76.72,          1.14
       -2,          3,    6,         -1.86,          3.31,       2.43,      24.35,     80.54,          1.15
       -2,          3,    7,         -1.63,          3.31,       2.54,      25.39,     83.99,          1.14
       -2,          4,    1,         -7.61,          3.31,       1.48,      14.79,     48.91,          0.69
       -2,          4,    2,         -4.27,          3.31,       1.89,      18.85,     62.36,          0.97
       -2,          4,    3,         -3.07,          3.31,       2.14,      21.41,     70.83,          1.04
       -2,          4,    4,         -2.48,          3.31,       2.32,      23.19,     76.69,          1.06
       -2,          4,    5,         -1.67,          3.31,       2.47,      24.69,     81.67,          1.17
       -2,          4,    6,         -1.35,          3.31,       2.59,      25.93,     85.78,          1.18
       -2,          4,    7,         -1.10,          3.31,       2.71,      27.10,     89.63,          1.18
       -1,          1,    1,         -9.12,          3.31,       1.29,      12.90,     42.67,          0.65
       -1,          1,    2,         -5.98,          3.31,       1.58,      15.74,     52.07,          0.89
       -1,          1,    3,         -4.74,          3.31,       1.76,      17.61,     58.27,          0.97
       -1,          1,    4,         -4.28,          3.31,       1.91,      19.11,     63.22,          0.94
       -1,          1,    5,         -3.34,          3.31,       2.05,      20.51,     67.83,          1.05
       -1,          1,    6,         -2.91,          3.31,       2.17,      21.73,     71.89,          1.06
       -1,          1,    7,         -2.55,          3.31,       2.29,      22.90,     75.74,          1.07
       -1,          2,    1,         -8.11,          3.31,       1.37,      13.73,     45.41,          0.71
       -1,          2,    2,         -4.85,          3.31,       1.71,      17.15,     56.75,          0.99
       -1,          2,    3,         -3.43,          3.31,       1.95,      19.54,     64.62,          1.11
       -1,          2,    4,         -2.56,          3.31,       2.14,      21.36,     70.65,          1.18
       -1,          2,    5,         -2.04,          3.31,       2.29,      22.89,     75.72,          1.20
       -1,          2,    6,         -1.92,          3.31,       2.42,      24.16,     79.92,          1.14
       -1,          2,    7,         -1.31,          3.31,       2.54,      25.35,     83.82,          1.23
       -1,          3,    1,         -7.30,          3.31,       1.47,      14.67,     48.51,          0.75
       -1,          3,    2,         -3.95,          3.31,       1.87,      18.67,     61.75,          1.06
       -1,          3,    3,         -2.53,          3.31,       2.13,      21.28,     70.37,          1.20
       -1,          3,    4,         -1.70,          3.31,       2.32,      23.21,     76.79,          1.27
       -1,          3,    5,         -1.31,          3.31,       2.47,      24.69,     81.66,          1.28
       -1,          3,    6,         -1.24,          3.31,       2.59,      25.94,     85.79,          1.21
       -1,          3,    7,         -0.66,          3.31,       2.70,      27.03,     89.39,          1.31
       -1,          4,    1,         -6.67,          3.31,       1.56,      15.57,     51.51,          0.77
       -1,          4,    2,         -3.31,          3.31,       2.01,      20.08,     66.42,          1.09
       -1,          4,    3,         -1.92,          3.31,       2.28,      22.83,     75.51,          1.24
       -1,          4,    4,         -1.15,          3.31,       2.48,      24.82,     82.08,          1.31
       -1,          4,    5,         -0.70,          3.31,       2.64,      26.36,     87.19,          1.34
       -1,          4,    6,         -0.37,          3.31,       2.77,      27.65,     91.44,          1.35
       -1,          4,    7,         -0.22,          3.31,       2.89,      28.94,     95.71,          1.32
        0,          1,    1,         -8.48,          3.31,       1.34,      13.43,     44.44,          0.69
        0,          1,    2,         -5.08,          3.31,       1.66,      16.56,     54.80,          1.00
        0,          1,    3,         -3.78,          3.31,       1.86,      18.56,     61.37,          1.12
        0,          1,    4,         -3.03,          3.31,       2.01,      20.12,     66.56,          1.16
        0,          1,    5,         -2.43,          3.31,       2.16,      21.62,     71.51,          1.20
        0,          1,    6,         -2.01,          3.31,       2.29,      22.89,     75.70,          1.21
        0,          1,    7,         -1.65,          3.31,       2.41,      24.09,     79.67,          1.22
        0,          2,    1,         -7.24,          3.31,       1.44,      14.38,     47.55,          0.79
        0,          2,    2,         -4.10,          3.31,       1.82,      18.11,     59.91,          1.07
        0,          2,    3,         -2.87,          3.31,       2.06,      20.62,     68.21,          1.16
        0,          2,    4,         -1.65,          3.31,       2.26,      22.59,     74.71,          1.34
        0,          2,    5,         -1.09,          3.31,       2.42,      24.20,     80.04,          1.38
        0,          2,    6,         -0.68,          3.31,       2.56,      25.63,     84.78,          1.40
        0,          2,    7,         -0.40,          3.31,       2.68,      26.84,     88.75,          1.40
        0,          3,    1,         -6.42,          3.31,       1.54,      15.38,     50.87,          0.84
        0,          3,    2,         -3.05,          3.31,       1.98,      19.77,     65.38,          1.19
        0,          3,    3,         -1.61,          3.31,       2.26,      22.55,     74.59,          1.36
        0,          3,    4,         -0.99,          3.31,       2.47,      24.70,     81.71,          1.37
        0,          3,    5,         -0.67,          3.31,       2.63,      26.26,     86.85,          1.36
        0,          3,    6,          0.03,          3.31,       2.76,      27.55,     91.10,          1.49
        0,          3,    7,          0.26,          3.31,       2.87,      28.74,     95.07,          1.49
        0,          4,    1,         -5.80,          3.31,       1.64,      16.39,     54.21,          0.86
        0,          4,    2,         -2.40,          3.31,       2.13,      21.29,     70.43,          1.23
        0,          4,    3,         -0.99,          3.31,       2.43,      24.29,     80.35,          1.40
        0,          4,    4,         -0.22,          3.31,       2.65,      26.48,     87.59,          1.48
        0,          4,    5,          0.18,          3.31,       2.81,      28.12,     93.01,          1.50
        0,          4,    6,          0.28,          3.31,       2.95,      29.50,     97.56,          1.44
        0,          4,    7,          0.80,          3.31,       3.08,      30.76,    101.71,          1.54
        1,          1,    1,         -7.48,          3.31,       1.39,      13.94,     46.11,          0.80
        1,          1,    2,         -4.27,          3.31,       1.73,      17.28,     57.14,          1.12
        1,          1,    3,         -2.97,          3.31,       1.95,      19.47,     64.42,          1.24
        1,          1,    4,         -2.22,          3.31,       2.11,      21.13,     69.88,          1.30
        1,          1,    5,         -1.62,          3.31,       2.27,      22.66,     74.94,          1.35
        1,          1,    6,         -1.21,          3.31,       2.40,      24.01,     79.42,          1.36
        1,          1,    7,         -1.01,          3.31,       2.53,      25.34,     83.81,          1.32
        1,          2,    1,         -6.81,          3.31,       1.50,      14.99,     49.59,          0.81
        1,          2,    2,         -3.15,          3.31,       1.91,      19.04,     62.99,          1.24
        1,          2,    3,         -1.71,          3.31,       2.17,      21.72,     71.84,          1.40
        1,          2,    4,         -0.84,          3.31,       2.38,      23.80,     78.71,          1.50
        1,          2,    5,         -0.28,          3.31,       2.56,      25.57,     84.56,          1.55
        1,          2,    6,          0.13,          3.31,       2.70,      27.05,     89.46,          1.57
        1,          2,    7,          0.42,          3.31,       2.83,      28.34,     93.72,          1.57
        1,          3,    1,         -5.65,          3.31,       1.61,      16.08,     53.20,          0.92
        1,          3,    2,         -2.50,          3.31,       2.08,      20.77,     68.70,          1.25
        1,          3,    3,         -0.79,          3.31,       2.38,      23.82,     78.79,          1.51
        1,          3,    4,          0.05,          3.31,       2.61,      26.16,     86.52,          1.61
        1,          3,    5,          0.52,          3.31,       2.78,      27.77,     91.82,          1.65
        1,          3,    6,          0.86,          3.31,       2.92,      29.20,     96.59,          1.67
        1,          3,    7,          1.08,          3.31,       3.04,      30.36,    100.40,          1.67
        1,          4,    1,         -5.03,          3.31,       1.71,      17.14,     56.71,          0.95
        1,          4,    2,         -1.83,          3.31,       2.25,      22.48,     74.36,          1.29
        1,          4,    3,         -0.17,          3.31,       2.58,      25.81,     85.37,          1.56
        1,          4,    4,          0.61,          3.31,       2.81,      28.12,     92.98,          1.66
        1,          4,    5,          1.06,          3.31,       2.98,      29.81,     98.57,          1.70
        1,          4,    6,          1.39,          3.31,       3.13,      31.26,    103.36,          1.73
        1,          4,    7,          1.63,          3.31,       3.27,      32.63,    107.90,          1.73
        2,          1,    1,         -6.47,          3.31,       1.47,      14.71,     48.65,          0.91
        2,          1,    2,         -3.37,          3.31,       1.84,      18.46,     61.09,          1.23
        2,          1,    3,         -2.28,          3.31,       2.08,      20.77,     68.70,          1.32
        2,          1,    4,         -1.14,          3.31,       2.26,      22.55,     74.58,          1.52
        2,          1,    5,         -0.55,          3.31,       2.43,      24.25,     80.22,          1.56
        2,          1,    6,         -0.13,          3.31,       2.57,      25.70,     85.00,          1.59
        2,          1,    7,          0.23,          3.31,       2.71,      27.05,     89.45,          1.60
        2,          2,    1,         -5.46,          3.31,       1.59,      15.84,     52.40,          0.99
        2,          2,    2,         -2.09,          3.31,       2.03,      20.35,     67.31,          1.42
        2,          2,    3,         -0.74,          3.31,       2.33,      23.33,     77.17,          1.58
        2,          2,    4,         -0.09,          3.31,       2.56,      25.62,     84.75,          1.60
        2,          2,    5,          0.81,          3.31,       2.75,      27.51,     90.99,          1.79
        2,          2,    6,          1.22,          3.31,       2.91,      29.11,     96.28,          1.83
        2,          2,    7,          1.50,          3.31,       3.04,      30.39,    100.48,          1.84
        2,          3,    1,         -4.64,          3.31,       1.70,      17.04,     56.37,          1.05
        2,          3,    2,         -1.18,          3.31,       2.23,      22.32,     73.85,          1.52
        2,          3,    3,          0.29,          3.31,       2.58,      25.79,     85.29,          1.73
        2,          3,    4,          1.13,          3.31,       2.83,      28.27,     93.51,          1.86
        2,          3,    5,          1.57,          3.31,       3.00,      30.03,     99.32,          1.90
        2,          3,    6,          1.62,          3.31,       3.15,      31.52,    104.23,          1.80
        2,          3,    7,          2.18,          3.31,       3.28,      32.78,    108.40,          1.95
        2,          4,    1,         -4.01,          3.31,       1.83,      18.32,     60.62,          1.08
        2,          4,    2,         -0.52,          3.31,       2.43,      24.28,     80.32,          1.57
        2,          4,    3,          0.92,          3.31,       2.80,      27.96,     92.45,          1.80
        2,          4,    4,          1.71,          3.31,       3.04,      30.39,    100.49,          1.93
        2,          4,    5,          2.17,          3.31,       3.23,      32.30,    106.81,          1.98
        2,          4,    6,          2.48,          3.31,       3.38,      33.81,    111.79,          2.01
