[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -8,          3,    3,         -9.65,          3.31,       1.45,      14.50,     47.95,          0.45
       -8,          3,    4,         -8.95,          3.31,       1.57,      15.73,     52.02,          0.45
       -8,          3,    5,         -8.32,          3.31,       1.67,      16.71,     55.28,          0.47
       -8,          3,    6,         -7.96,          3.31,       1.76,      17.61,     58.25,          0.46
       -8,          3,    7,         -7.70,          3.31,       1.85,      18.51,     61.21,          0.45
       -8,          4,    1,        -13.75,          3.31,       1.13,      11.23,     37.16,          0.31
       -8,          4,    2,        -10.47,          3.31,       1.35,      13.54,     44.80,          0.42
       -8,          4,    3,         -9.11,          3.31,       1.51,      15.14,     50.06,          0.46
       -8,          4,    4,         -8.64,          3.31,       1.64,      16.38,     54.20,          0.45
       -8,          4,    5,         -7.86,          3.31,       1.74,      17.38,     57.48,          0.48
       -8,          4,    6,         -7.51,          3.31,       1.84,      18.40,     60.88,          0.47
       -8,          4,    7,         -7.23,          3.31,       1.93,      19.34,     63.98,          0.47
       -7,          1,    1,        -15.09,          3.31,       1.03,      10.31,     34.11,          0.30
       -7,          1,    2,        -12.00,          3.31,       1.21,      12.07,     39.92,          0.39
       -7,          1,    3,        -10.69,          3.31,       1.33,      13.34,     44.12,          0.42
       -7,          1,    4,         -9.89,          3.31,       1.45,      14.46,     47.84,          0.43
       -7,          1,    5,         -9.33,          3.31,       1.55,      15.48,     51.20,          0.43
       -7,          1,    6,         -9.15,          3.31,       1.64,      16.43,     54.34,          0.40
       -7,          1,    7,         -8.41,          3.31,       1.73,      17.30,     57.23,          0.43
       -7,          2,    1,        -14.09,          3.31,       1.08,      10.75,     35.57,          0.33
       -7,          2,    2,        -10.89,          3.31,       1.28,      12.81,     42.38,          0.44
       -7,          2,    3,         -9.45,          3.31,       1.43,      14.27,     47.22,          0.48
       -7,          2,    4,         -8.56,          3.31,       1.56,      15.57,     51.51,          0.50
       -7,          2,    5,         -8.00,          3.31,       1.67,      16.66,     55.11,          0.50
       -7,          2,    6,         -7.89,          3.31,       1.76,      17.60,     58.21,          0.47
       -7,          2,    7,         -7.24,          3.31,       1.85,      18.53,     61.30,          0.50
       -7,          3,    1,        -13.28,          3.31,       1.12,      11.25,     37.20,          0.35
       -7,          3,    2,        -10.00,          3.31,       1.35,      13.53,     44.76,          0.47
       -7,          3,    3,         -8.59,          3.31,       1.52,      15.16,     50.15,          0.52
       -7,          3,    4,         -7.75,          3.31,       1.65,      16.46,     54.45,          0.54
       -7,          3,    5,         -7.27,          3.31,       1.75,      17.49,     57.83,          0.55
       -7,          3,    6,         -6.92,          3.31,       1.85,      18.47,     61.09,          0.54
       -7,          3,    7,         -6.67,          3.31,       1.94,      19.36,     64.03,          0.53
       -7,          4,    1,        -12.67,          3.31,       1.17,      11.69,     38.68,          0.36
       -7,          4,    2,         -9.52,          3.31,       1.42,      14.19,     46.93,          0.48
       -7,          4,    3,         -8.37,          3.31,       1.59,      15.89,     52.56,          0.50
       -7,          4,    4,         -7.27,          3.31,       1.72,      17.19,     56.85,          0.56
       -7,          4,    5,         -6.80,          3.31,       1.83,      18.34,     60.67,          0.56
       -7,          4,    6,         -6.46,          3.31,       1.93,      19.32,     63.88,          0.56
       -7,          4,    7,         -6.19,          3.31,       2.03,      20.27,     67.06,          0.55
       -6,          1,    1,        -14.12,          3.31,       1.06,      10.61,     35.10,          0.34
       -6,          1,    2,        -11.05,          3.31,       1.25,      12.49,     41.31,          0.45
       -6,          1,    3,         -9.84,          3.31,       1.38,      13.83,     45.77,          0.47
       -6,          1,    4,         -9.31,          3.31,       1.50,      14.98,     49.53,          0.45
       -6,          1,    5,         -8.33,          3.31,       1.61,      16.06,     53.13,          0.50
       -6,          1,    6,         -7.91,          3.31,       1.70,      17.01,     56.25,          0.50
       -6,          1,    7,         -7.49,          3.31,       1.80,      17.98,     59.48,          0.50
       -6,          2,    1,        -13.14,          3.31,       1.11,      11.15,     36.88,          0.37
       -6,          2,    2,         -9.92,          3.31,       1.33,      13.30,     43.98,          0.50
       -6,          2,    3,         -8.52,          3.31,       1.49,      14.90,     49.28,          0.55
       -6,          2,    4,         -7.88,          3.31,       1.62,      16.23,     53.69,          0.54
       -6,          2,    5,         -7.41,          3.31,       1.73,      17.33,     57.33,          0.54
       -6,          2,    6,         -6.62,          3.31,       1.84,      18.41,     60.90,          0.58
       -6,          2,    7,         -6.32,          3.31,       1.93,      19.35,     64.00,          0.58
       -6,          3,    1,        -12.34,          3.31,       1.16,      11.65,     38.54,          0.39
       -6,          3,    2,         -9.04,          3.31,       1.41,      14.10,     46.65,          0.54
       -6,          3,    3,         -7.63,          3.31,       1.59,      15.87,     52.50,          0.60
       -6,          3,    4,         -6.82,          3.31,       1.72,      17.21,     56.93,          0.62
       -6,          3,    5,         -6.37,          3.31,       1.83,      18.34,     60.67,          0.62
       -6,          3,    6,         -6.31,          3.31,       1.93,      19.31,     63.87,          0.58
       -6,          3,    7,         -5.74,          3.31,       2.02,      20.21,     66.86,          0.62
       -6,          4,    1,        -12.09,          3.31,       1.21,      12.13,     40.13,          0.37
       -6,          4,    2,         -8.45,          3.31,       1.49,      14.91,     49.32,          0.56
       -6,          4,    3,         -7.08,          3.31,       1.67,      16.70,     55.24,          0.62
       -6,          4,    4,         -6.33,          3.31,       1.81,      18.10,     59.87,          0.64
       -6,          4,    5,         -5.89,          3.31,       1.92,      19.24,     63.64,          0.64
       -6,          4,    6,         -5.52,          3.31,       2.03,      20.26,     67.02,          0.65
       -6,          4,    7,         -5.27,          3.31,       2.13,      21.26,     70.30,          0.64
       -5,          1,    1,        -12.90,          3.31,       1.12,      11.23,     37.16,          0.38
       -5,          1,    2,         -9.41,          3.31,       1.33,      13.35,     44.17,          0.56
       -5,          1,    3,         -8.12,          3.31,       1.48,      14.84,     49.10,          0.61
       -5,          1,    4,         -7.35,          3.31,       1.61,      16.06,     53.13,          0.63
       -5,          1,    5,         -6.74,          3.31,       1.72,      17.20,     56.90,          0.64
       -5,          1,    6,         -6.30,          3.31,       1.82,      18.26,     60.41,          0.64
       -5,          1,    7,         -5.93,          3.31,       1.93,      19.26,     63.71,          0.64
       -5,          2,    1,        -11.67,          3.31,       1.18,      11.82,     39.09,          0.44
       -5,          2,    2,         -8.64,          3.31,       1.43,      14.33,     47.40,          0.58
       -5,          2,    3,         -6.87,          3.31,       1.61,      16.12,     53.32,          0.70
       -5,          2,    4,         -5.99,          3.31,       1.75,      17.52,     57.93,          0.74
       -5,          2,    5,         -5.43,          3.31,       1.88,      18.79,     62.17,          0.75
       -5,          2,    6,         -5.01,          3.31,       1.99,      19.92,     65.89,          0.75
       -5,          2,    7,         -4.73,          3.31,       2.08,      20.81,     68.82,          0.75
       -5,          3,    1,        -10.72,          3.31,       1.24,      12.41,     41.05,          0.49
       -5,          3,    2,         -7.40,          3.31,       1.53,      15.30,     50.60,          0.67
       -5,          3,    3,         -6.25,          3.31,       1.72,      17.23,     57.00,          0.71
       -5,          3,    4,         -5.55,          3.31,       1.88,      18.78,     62.13,          0.72
       -5,          3,    5,         -4.73,          3.31,       2.00,      20.00,     66.14,          0.79
       -5,          3,    6,         -4.40,          3.31,       2.10,      21.00,     69.47,          0.79
       -5,          3,    7,         -4.12,          3.31,       2.19,      21.96,     72.62,          0.79
       -5,          4,    1,        -10.07,          3.31,       1.30,      13.04,     43.14,          0.50
       -5,          4,    2,         -6.77,          3.31,       1.62,      16.22,     53.67,          0.70
       -5,          4,    3,         -5.42,          3.31,       1.83,      18.31,     60.57,          0.78
       -5,          4,    4,         -4.97,          3.31,       1.99,      19.87,     65.74,          0.76
       -5,          4,    5,         -4.25,          3.31,       2.11,      21.06,     69.64,          0.82
       -5,          4,    6,         -3.92,          3.31,       2.22,      22.15,     73.25,          0.82
       -5,          4,    7,         -3.66,          3.31,       2.32,      23.20,     76.74,          0.81
       -4,          1,    1,        -11.84,          3.31,       1.15,      11.52,     38.11,          0.46
       -4,          1,    2,         -8.70,          3.31,       1.37,      13.73,     45.43,          0.62
       -4,          1,    3,         -7.42,          3.31,       1.53,      15.31,     50.63,          0.67
       -4,          1,    4,         -6.72,          3.31,       1.66,      16.56,     54.80,          0.69
       -4,          1,    5,         -6.08,          3.31,       1.78,      17.77,     58.77,          0.70
       -4,          1,    6,         -5.90,          3.31,       1.89,      18.86,     62.37,          0.66
       -4,          1,    7,         -5.65,          3.31,       1.99,      19.90,     65.82,          0.65
       -4,          2,    1,        -10.85,          3.31,       1.21,      12.12,     40.10,          0.50
       -4,          2,    2,         -7.60,          3.31,       1.48,      14.80,     48.94,          0.69
       -4,          2,    3,         -6.22,          3.31,       1.67,      16.69,     55.20,          0.76
       -4,          2,    4,         -5.31,          3.31,       1.82,      18.22,     60.26,          0.80
       -4,          2,    5,         -4.79,          3.31,       1.95,      19.49,     64.48,          0.81
       -4,          2,    6,         -4.38,          3.31,       2.06,      20.60,     68.14,          0.82
       -4,          2,    7,         -4.11,          3.31,       2.16,      21.59,     71.41,          0.81
       -4,          3,    1,        -10.29,          3.31,       1.28,      12.79,     42.31,          0.50
       -4,          3,    2,         -7.14,          3.31,       1.59,      15.85,     52.44,          0.67
       -4,          3,    3,         -5.34,          3.31,       1.80,      17.96,     59.40,          0.82
       -4,          3,    4,         -4.52,          3.31,       1.95,      19.52,     64.57,          0.86
       -4,          3,    5,         -4.05,          3.31,       2.07,      20.72,     68.53,          0.87
       -4,          3,    6,         -3.66,          3.31,       2.18,      21.83,     72.22,          0.88
       -4,          3,    7,         -3.47,          3.31,       2.28,      22.80,     75.41,          0.87
       -4,          4,    1,         -9.41,          3.31,       1.35,      13.48,     44.60,          0.54
       -4,          4,    2,         -6.24,          3.31,       1.69,      16.87,     55.79,          0.74
       -4,          4,    3,         -5.11,          3.31,       1.91,      19.06,     63.05,          0.78
       -4,          4,    4,         -3.99,          3.31,       2.06,      20.61,     68.15,          0.89
       -4,          4,    5,         -3.54,          3.31,       2.19,      21.94,     72.57,          0.90
       -4,          4,    6,         -3.19,          3.31,       2.31,      23.11,     76.45,          0.91
       -4,          4,    7,         -2.96,          3.31,       2.41,      24.15,     79.88,          0.90
       -3,          1,    1,        -11.18,          3.31,       1.18,      11.81,     39.07,          0.50
       -3,          1,    2,         -8.08,          3.31,       1.42,      14.16,     46.85,          0.67
       -3,          1,    3,         -6.89,          3.31,       1.58,      15.76,     52.13,          0.72
       -3,          1,    4,         -6.36,          3.31,       1.71,      17.05,     56.40,          0.71
       -3,          1,    5,         -5.46,          3.31,       1.84,      18.40,     60.84,          0.77
       -3,          1,    6,         -5.02,          3.31,       1.94,      19.45,     64.34,          0.78
       -3,          1,    7,         -4.66,          3.31,       2.05,      20.48,     67.74,          0.78
       -3,          2,    1,        -10.18,          3.31,       1.25,      12.48,     41.27,          0.55
       -3,          2,    2,         -6.99,          3.31,       1.53,      15.31,     50.63,          0.74
       -3,          2,    3,         -5.57,          3.31,       1.73,      17.22,     56.98,          0.83
       -3,          2,    4,         -4.70,          3.31,       1.89,      18.86,     62.38,          0.88
       -3,          2,    5,         -4.18,          3.31,       2.02,      20.20,     66.83,          0.89
       -3,          2,    6,         -4.07,          3.31,       2.14,      21.36,     70.66,          0.84
       -3,          2,    7,         -3.80,          3.31,       2.24,      22.37,     73.98,          0.83
       -3,          3,    1,         -9.74,          3.31,       1.32,      13.19,     43.63,          0.53
       -3,          3,    2,         -6.09,          3.31,       1.65,      16.48,     54.52,          0.80
       -3,          3,    3,         -4.65,          3.31,       1.86,      18.64,     61.65,          0.90
       -3,          3,    4,         -3.85,          3.31,       2.03,      20.28,     67.07,          0.95
       -3,          3,    5,         -3.40,          3.31,       2.16,      21.56,     71.31,          0.96
       -3,          3,    6,         -3.06,          3.31,       2.27,      22.68,     75.02,          0.96
       -3,          3,    7,         -2.88,          3.31,       2.37,      23.65,     78.20,          0.94
       -3,          4,    1,         -9.10,          3.31,       1.39,      13.89,     45.96,          0.55
       -3,          4,    2,         -5.47,          3.31,       1.75,      17.53,     57.98,          0.83
       -3,          4,    3,         -4.09,          3.31,       1.99,      19.88,     65.76,          0.93
       -3,          4,    4,         -3.33,          3.31,       2.15,      21.50,     71.14,          0.98
       -3,          4,    5,         -2.88,          3.31,       2.29,      22.90,     75.73,          0.99
       -3,          4,    6,         -2.55,          3.31,       2.40,      24.03,     79.50,          0.99
       -3,          4,    7,         -2.29,          3.31,       2.52,      25.18,     83.30,          0.99
       -2,          1,    1,        -10.08,          3.31,       1.24,      12.35,     40.86,          0.57
       -2,          1,    2,         -7.25,          3.31,       1.50,      14.98,     49.55,          0.73
       -2,          1,    3,         -5.65,          3.31,       1.67,      16.72,     55.33,          0.86
       -2,          1,    4,         -4.91,          3.31,       1.81,      18.13,     59.97,          0.89
       -2,          1,    5,         -4.31,          3.31,       1.95,      19.51,     64.52,          0.91
       -2,          1,    6,         -3.88,          3.31,       2.06,      20.59,     68.11,          0.92
       -2,          1,    7,         -3.51,          3.31,       2.17,      21.74,     71.92,          0.92
       -2,          2,    1,         -9.06,          3.31,       1.32,      13.13,     43.43,          0.63
       -2,          2,    2,         -5.83,          3.31,       1.63,      16.30,     53.93,          0.86
       -2,          2,    3,         -4.70,          3.31,       1.85,      18.46,     61.05,          0.91
       -2,          2,    4,         -3.54,          3.31,       2.02,      20.16,     66.69,          1.03
       -2,          2,    5,         -2.98,          3.31,       2.16,      21.59,     71.42,          1.06
       -2,          2,    6,         -2.57,          3.31,       2.28,      22.83,     75.50,          1.07
       -2,          2,    7,         -2.28,          3.31,       2.39,      23.88,     78.99,          1.07
       -2,          3,    1,         -8.24,          3.31,       1.39,      13.95,     46.15,          0.67
       -2,          3,    2,         -4.93,          3.31,       1.76,      17.59,     58.21,          0.93
       -2,          3,    3,         -3.77,          3.31,       2.00,      20.03,     66.25,          0.98
       -2,          3,    4,         -3.06,          3.31,       2.18,      21.78,     72.04,          1.02
       -2,          3,    5,         -2.21,          3.31,       2.32,      23.19,     76.72,          1.13
       -2,          3,    6,         -1.86,          3.31,       2.44,      24.37,     80.59,          1.14
       -2,          3,    7,         -1.65,          3.31,       2.54,      25.41,     84.05,          1.13
       -2,          4,    1,         -7.62,          3.31,       1.48,      14.81,     49.01,          0.68
       -2,          4,    2,         -4.28,          3.31,       1.89,      18.86,     62.39,          0.96
       -2,          4,    3,         -2.90,          3.31,       2.14,      21.42,     70.85,          1.09
       -2,          4,    4,         -2.14,          3.31,       2.32,      23.22,     76.82,          1.15
       -2,          4,    5,         -1.69,          3.31,       2.47,      24.71,     81.73,          1.17
       -2,          4,    6,         -1.39,          3.31,       2.60,      25.94,     85.81,          1.17
       -2,          4,    7,         -1.35,          3.31,       2.71,      27.10,     89.62,          1.11
       -1,          1,    1,         -9.51,          3.31,       1.29,      12.89,     42.65,          0.59
       -1,          1,    2,         -5.99,          3.31,       1.58,      15.76,     52.13,          0.88
       -1,          1,    3,         -4.70,          3.31,       1.76,      17.61,     58.27,          0.98
       -1,          1,    4,         -3.95,          3.31,       1.91,      19.09,     63.12,          1.02
       -1,          1,    5,         -3.36,          3.31,       2.05,      20.49,     67.78,          1.05
       -1,          1,    6,         -2.93,          3.31,       2.17,      21.71,     71.80,          1.06
       -1,          1,    7,         -2.61,          3.31,       2.29,      22.90,     75.73,          1.05
       -1,          2,    1,         -8.48,          3.31,       1.37,      13.71,     45.35,          0.66
       -1,          2,    2,         -4.87,          3.31,       1.71,      17.16,     56.75,          0.99
       -1,          2,    3,         -3.45,          3.31,       1.95,      19.51,     64.54,          1.11
       -1,          2,    4,         -2.58,          3.31,       2.14,      21.36,     70.65,          1.18
       -1,          2,    5,         -2.02,          3.31,       2.29,      22.88,     75.66,          1.21
       -1,          2,    6,         -1.61,          3.31,       2.42,      24.17,     79.95,          1.23
       -1,          2,    7,         -1.33,          3.31,       2.53,      25.33,     83.77,          1.23
       -1,          3,    1,         -7.32,          3.31,       1.47,      14.68,     48.55,          0.75
       -1,          3,    2,         -4.24,          3.31,       1.86,      18.64,     61.65,          0.99
       -1,          3,    3,         -2.93,          3.31,       2.13,      21.28,     70.38,          1.09
       -1,          3,    4,         -1.71,          3.31,       2.32,      23.19,     76.70,          1.27
       -1,          3,    5,         -1.25,          3.31,       2.47,      24.68,     81.62,          1.30
       -1,          3,    6,         -0.91,          3.31,       2.59,      25.92,     85.73,          1.31
       -1,          3,    7,         -0.68,          3.31,       2.70,      27.04,     89.41,          1.30
       -1,          4,    1,         -6.76,          3.31,       1.56,      15.58,     51.54,          0.76
       -1,          4,    2,         -3.64,          3.31,       2.01,      20.04,     66.30,          1.01
       -1,          4,    3,         -2.31,          3.31,       2.28,      22.84,     75.54,          1.13
       -1,          4,    4,         -1.17,          3.31,       2.48,      24.79,     81.97,          1.31
       -1,          4,    5,         -0.71,          3.31,       2.64,      26.38,     87.24,          1.33
       -1,          4,    6,         -0.39,          3.31,       2.77,      27.66,     91.45,          1.35
       -1,          4,    7,         -0.14,          3.31,       2.89,      28.90,     95.58,          1.35
        0,          1,    1,         -8.26,          3.31,       1.34,      13.44,     44.46,          0.72
        0,          1,    2,         -5.13,          3.31,       1.65,      16.53,     54.69,          0.99
        0,          1,    3,         -4.12,          3.31,       1.86,      18.55,     61.36,          1.03
        0,          1,    4,         -3.05,          3.31,       2.01,      20.12,     66.55,          1.16
        0,          1,    5,         -2.45,          3.31,       2.16,      21.60,     71.43,          1.19
        0,          1,    6,         -2.03,          3.31,       2.29,      22.87,     75.65,          1.21
        0,          1,    7,         -1.67,          3.31,       2.41,      24.11,     79.73,          1.22
        0,          2,    1,         -7.25,          3.31,       1.44,      14.36,     47.49,          0.79
        0,          2,    2,         -3.97,          3.31,       1.81,      18.12,     59.94,          1.11
        0,          2,    3,         -2.58,          3.31,       2.06,      20.61,     68.16,          1.24
        0,          2,    4,         -1.99,          3.31,       2.26,      22.58,     74.70,          1.24
        0,          2,    5,         -1.11,          3.31,       2.42,      24.22,     80.13,          1.37
        0,          2,    6,         -0.70,          3.31,       2.56,      25.65,     84.81,          1.39
        0,          2,    7,         -0.42,          3.31,       2.68,      26.82,     88.69,          1.40
        0,          3,    1,         -6.43,          3.31,       1.54,      15.39,     50.89,          0.84
        0,          3,    2,         -3.06,          3.31,       1.98,      19.76,     65.36,          1.19
        0,          3,    3,         -1.62,          3.31,       2.26,      22.56,     74.62,          1.35
        0,          3,    4,         -0.79,          3.31,       2.47,      24.71,     81.73,          1.44
        0,          3,    5,         -0.33,          3.31,       2.63,      26.26,     86.85,          1.47
        0,          3,    6,         -0.06,          3.31,       2.76,      27.57,     91.16,          1.46
        0,          3,    7,         -0.11,          3.31,       2.87,      28.73,     95.01,          1.37
        0,          4,    1,         -6.16,          3.31,       1.64,      16.42,     54.32,          0.79
        0,          4,    2,         -2.41,          3.31,       2.13,      21.33,     70.54,          1.22
        0,          4,    3,         -1.01,          3.31,       2.43,      24.32,     80.41,          1.40
        0,          4,    4,         -0.24,          3.31,       2.65,      26.48,     87.58,          1.48
        0,          4,    5,          0.22,          3.31,       2.81,      28.15,     93.10,          1.51
        0,          4,    6,          0.54,          3.31,       2.95,      29.52,     97.60,          1.53
        0,          4,    7,          0.79,          3.31,       3.08,      30.79,    101.82,          1.53
        1,          1,    1,         -7.49,          3.31,       1.39,      13.92,     46.04,          0.80
        1,          1,    2,         -4.34,          3.31,       1.73,      17.31,     57.26,          1.10
        1,          1,    3,         -3.27,          3.31,       1.95,      19.48,     64.42,          1.16
        1,          1,    4,         -2.63,          3.31,       2.11,      21.12,     69.87,          1.18
        1,          1,    5,         -1.64,          3.31,       2.26,      22.66,     74.95,          1.34
        1,          1,    6,         -1.22,          3.31,       2.40,      24.02,     79.42,          1.36
        1,          1,    7,         -0.86,          3.31,       2.53,      25.32,     83.75,          1.37
        1,          2,    1,         -6.48,          3.31,       1.50,      14.98,     49.54,          0.87
        1,          2,    2,         -3.16,          3.31,       1.90,      19.02,     62.93,          1.23
        1,          2,    3,         -1.73,          3.31,       2.17,      21.73,     71.87,          1.40
        1,          2,    4,         -0.86,          3.31,       2.38,      23.82,     78.78,          1.49
        1,          2,    5,         -0.47,          3.31,       2.56,      25.58,     84.59,          1.47
        1,          2,    6,         -0.23,          3.31,       2.71,      27.06,     89.48,          1.44
        1,          2,    7,          0.40,          3.31,       2.83,      28.34,     93.71,          1.57
        1,          3,    1,         -5.66,          3.31,       1.61,      16.06,     53.12,          0.92
        1,          3,    2,         -2.26,          3.31,       2.08,      20.78,     68.75,          1.32
        1,          3,    3,         -0.81,          3.31,       2.39,      23.86,     78.91,          1.50
        1,          3,    4,          0.03,          3.31,       2.62,      26.16,     86.52,          1.60
        1,          3,    5,          0.50,          3.31,       2.78,      27.79,     91.89,          1.65
        1,          3,    6,          0.84,          3.31,       2.92,      29.23,     96.65,          1.66
        1,          3,    7,          1.07,          3.31,       3.03,      30.35,    100.37,          1.67
        1,          4,    1,         -5.05,          3.31,       1.71,      17.14,     56.69,          0.95
        1,          4,    2,         -1.92,          3.31,       2.25,      22.49,     74.37,          1.27
        1,          4,    3,         -0.19,          3.31,       2.58,      25.83,     85.41,          1.55
        1,          4,    4,          0.59,          3.31,       2.81,      28.13,     93.04,          1.65
        1,          4,    5,          1.04,          3.31,       2.99,      29.84,     98.67,          1.70
        1,          4,    6,          1.37,          3.31,       3.13,      31.27,    103.41,          1.72
        1,          4,    7,          1.61,          3.31,       3.26,      32.62,    107.85,          1.72
        2,          1,    1,         -6.49,          3.31,       1.47,      14.71,     48.66,          0.90
        2,          1,    2,         -3.48,          3.31,       1.84,      18.45,     61.02,          1.20
        2,          1,    3,         -2.29,          3.31,       2.08,      20.76,     68.68,          1.31
        2,          1,    4,         -1.15,          3.31,       2.26,      22.54,     74.54,          1.51
        2,          1,    5,         -0.57,          3.31,       2.42,      24.23,     80.15,          1.56
        2,          1,    6,         -0.15,          3.31,       2.57,      25.71,     85.04,          1.58
        2,          1,    7,          0.21,          3.31,       2.71,      27.09,     89.57,          1.59
        2,          2,    1,         -5.47,          3.31,       1.58,      15.84,     52.39,          0.99
        2,          2,    2,         -2.11,          3.31,       2.03,      20.34,     67.26,          1.41
        2,          2,    3,         -0.96,          3.31,       2.34,      23.35,     77.23,          1.50
        2,          2,    4,         -0.14,          3.31,       2.57,      25.65,     84.83,          1.58
        2,          2,    5,          0.79,          3.31,       2.75,      27.53,     91.05,          1.78
        2,          2,    6,          1.20,          3.31,       2.91,      29.10,     96.22,          1.82
        2,          2,    7,          1.48,          3.31,       3.04,      30.40,    100.54,          1.83
        2,          3,    1,         -4.65,          3.31,       1.70,      17.03,     56.34,          1.05
        2,          3,    2,         -1.19,          3.31,       2.24,      22.35,     73.92,          1.51
        2,          3,    3,          0.27,          3.31,       2.58,      25.78,     85.28,          1.73
        2,          3,    4,          1.12,          3.31,       2.83,      28.28,     93.53,          1.85
        2,          3,    5,          1.41,          3.31,       3.00,      30.04,     99.34,          1.83
        2,          3,    6,          1.58,          3.31,       3.16,      31.53,    104.26,          1.79
        2,          3,    7,          2.17,          3.31,       3.27,      32.75,    108.29,          1.95
        2,          4,    1,         -4.02,          3.31,       1.83,      18.33,     60.63,          1.07
        2,          4,    2,         -0.53,          3.31,       2.43,      24.28,     80.30,          1.56
        2,          4,    3,          0.91,          3.31,       2.80,      27.97,     92.49,          1.79
        2,          4,    4,          1.69,          3.31,       3.04,      30.43,    100.63,          1.92
        2,          4,    5,          2.15,          3.31,       3.23,      32.31,    106.83,          1.97
        2,          4,    6,          2.25,          3.31,       3.38,      33.79,    111.71,          1.91
