[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
        2,          4,    7,          2.73,          3.31,       3.52,      35.18,    116.31,          2.02
        3,          1,    1,         -5.88,          3.31,       1.52,      15.19,     50.24,          0.98
        3,          1,    2,         -2.57,          3.31,       1.92,      19.20,     63.51,          1.39
        3,          1,    3,         -1.29,          3.31,       2.17,      21.67,     71.67,          1.55
        3,          1,    4,         -0.82,          3.31,       2.35,      23.54,     77.84,          1.53
        3,          1,    5,          0.09,          3.31,       2.53,      25.31,     83.72,          1.70
        3,          1,    6,          0.51,          3.31,       2.68,      26.80,     88.65,          1.73
        3,          1,    7,          0.86,          3.31,       2.83,      28.26,     93.46,          1.75
        3,          2,    1,         -4.86,          3.31,       1.64,      16.42,     54.33,          1.07
        3,          2,    2,         -1.46,          3.31,       2.12,      21.24,     70.24,          1.54
        3,          2,    3,          0.00,          3.31,       2.44,      24.36,     80.56,          1.76
        3,          2,    4,          0.86,          3.31,       2.68,      26.81,     88.66,          1.88
        3,          2,    5,          1.11,          3.31,       2.88,      28.79,     95.22,          1.81
        3,          2,    6,          1.86,          3.31,       3.04,      30.39,    100.48,          2.00
        3,          2,    7,          2.14,          3.31,       3.18,      31.80,    105.16,          2.01
        3,          3,    1,         -4.04,          3.31,       1.77,      17.71,     58.58,          1.13
        3,          3,    2,         -0.55,          3.31,       2.34,      23.36,     77.27,          1.65
        3,          3,    3,          0.93,          3.31,       2.70,      27.02,     89.34,          1.89
        3,          3,    4,          1.78,          3.31,       2.96,      29.60,     97.87,          2.03
        3,          3,    5,          2.17,          3.31,       3.15,      31.47,    104.05,          2.06
        3,          3,    6,          2.30,          3.31,       3.30,      32.98,    109.05,          1.99
        3,          3,    7,          2.83,          3.31,       3.42,      34.19,    113.05,          2.15
        3,          4,    1,         -3.42,          3.31,       1.91,      19.04,     62.97,          1.16
        3,          4,    2,          0.11,          3.31,       2.55,      25.44,     84.13,          1.70
        3,          4,    3,          1.57,          3.31,       2.94,      29.36,     97.09,          1.96
        3,          4,    4,          2.36,          3.31,       3.20,      31.94,    105.61,          2.10
        3,          4,    5,          2.82,          3.31,       3.38,      33.82,    111.81,          2.17
        3,          4,    6,          3.12,          3.31,       3.54,      35.37,    116.95,          2.20
        3,          4,    7,          3.05,          3.31,       3.68,      36.81,    121.67,          2.06
        4,          1,    1,         -5.21,          3.31,       1.61,      16.08,     53.21,          1.03
        4,          1,    2,         -1.45,          3.31,       2.06,      20.59,     68.10,          1.62
        4,          1,    3,         -0.11,          3.31,       2.33,      23.31,     77.11,          1.83
        4,          1,    4,          0.64,          3.31,       2.54,      25.36,     83.86,          1.93
        4,          1,    5,          1.22,          3.31,       2.72,      27.23,     90.03,          2.00
        4,          1,    6,          1.63,          3.31,       2.88,      28.81,     95.28,          2.04
        4,          1,    7,          1.98,          3.31,       3.03,      30.26,    100.03,          2.07
        4,          2,    1,         -3.84,          3.31,       1.74,      17.42,     57.61,          1.22
        4,          2,    2,         -0.58,          3.31,       2.29,      22.87,     75.63,          1.69
        4,          2,    3,          0.79,          3.31,       2.64,      26.38,     87.23,          1.89
        4,          2,    4,          2.02,          3.31,       2.90,      29.01,     95.92,          2.21
        4,          2,    5,          2.60,          3.31,       3.10,      31.05,    102.66,          2.31
        4,          2,    6,          3.01,          3.31,       3.28,      32.81,    108.47,          2.36
        4,          2,    7,          3.30,          3.31,       3.42,      34.23,    113.18,          2.39
        4,          3,    1,         -3.01,          3.31,       1.89,      18.95,     62.67,          1.28
        4,          3,    2,          0.56,          3.31,       2.53,      25.29,     83.63,          1.90
        4,          3,    3,          2.05,          3.31,       2.93,      29.29,     96.86,          2.19
        4,          3,    4,          2.63,          3.31,       3.21,      32.09,    106.09,          2.22
        4,          3,    5,          3.44,          3.31,       3.41,      34.07,    112.65,          2.48
        4,          3,    6,          3.79,          3.31,       3.57,      35.68,    117.94,          2.54
        4,          3,    7,          4.01,          3.31,       3.70,      37.02,    122.35,          2.55
        4,          4,    1,         -2.38,          3.31,       2.04,      20.38,     67.39,          1.32
        4,          4,    2,          1.24,          3.31,       2.76,      27.58,     91.21,          1.97
        4,          4,    3,          2.74,          3.31,       3.19,      31.92,    105.54,          2.30
        4,          4,    4,          3.54,          3.31,       3.46,      34.64,    114.53,          2.49
        4,          4,    5,          3.95,          3.31,       3.67,      36.73,    121.40,          2.54
        4,          4,    6,          3.99,          3.31,       3.84,      38.41,    126.97,          2.43
        4,          4,    7,          4.57,          3.31,       3.99,      39.91,    131.92,          2.65
        5,          1,    1,         -4.24,          3.31,       1.66,      16.66,     55.10,          1.20
        5,          1,    2,         -0.77,          3.31,       2.15,      21.53,     71.20,          1.77
        5,          1,    3,          0.59,          3.31,       2.44,      24.39,     80.68,          2.01
        5,          1,    4,          1.34,          3.31,       2.65,      26.48,     87.55,          2.13
        5,          1,    5,          1.92,          3.31,       2.85,      28.45,     94.09,          2.21
        5,          1,    6,          2.33,          3.31,       3.01,      30.05,     99.37,          2.26
        5,          1,    7,          2.69,          3.31,       3.16,      31.63,    104.59,          2.30
        5,          2,    1,         -3.22,          3.31,       1.82,      18.16,     60.08,          1.31
        5,          2,    2,          0.26,          3.31,       2.39,      23.91,     79.09,          1.92
        5,          2,    3,          1.51,          3.31,       2.76,      27.60,     91.25,          2.10
        5,          2,    4,          2.73,          3.31,       3.03,      30.34,    100.34,          2.45
        5,          2,    5,          3.32,          3.31,       3.26,      32.59,    107.74,          2.56
        5,          2,    6,          3.74,          3.31,       3.44,      34.35,    113.58,          2.63
        5,          2,    7,          4.03,          3.31,       3.59,      35.89,    118.63,          2.67
        5,          3,    1,         -2.39,          3.31,       1.97,      19.72,     65.24,          1.39
        5,          3,    2,          1.26,          3.31,       2.65,      26.52,     87.69,          2.09
        5,          3,    3,          2.78,          3.31,       3.07,      30.72,    101.56,          2.44
        5,          3,    4,          3.40,          3.31,       3.37,      33.69,    111.39,          2.50
        5,          3,    5,          4.18,          3.31,       3.58,      35.80,    118.35,          2.77
        5,          3,    6,          4.53,          3.31,       3.75,      37.49,    123.93,          2.84
        5,          3,    7,          4.76,          3.31,       3.89,      38.92,    128.63,          2.86
        5,          4,    1,         -1.76,          3.31,       2.13,      21.29,     70.41,          1.43
        5,          4,    2,          1.95,          3.31,       2.90,      29.00,     95.90,          2.17
        5,          4,    3,          3.48,          3.31,       3.35,      33.53,    110.84,          2.55
        5,          4,    4,          4.28,          3.31,       3.65,      36.50,    120.65,          2.76
        5,          4,    5,          4.43,          3.31,       3.87,      38.67,    127.80,          2.66
        5,          4,    6,          5.09,          3.30,       4.04,      40.44,    133.66,          2.94
        5,          4,    7,          5.33,          3.30,       4.20,      42.00,    138.80,          2.97
        6,          1,    1,         -3.48,          3.31,       1.74,      17.38,     57.49,          1.33
        6,          1,    2,          0.11,          3.31,       2.27,      22.72,     75.15,          2.00
        6,          1,    3,          1.49,          3.31,       2.58,      25.78,     85.27,          2.29
        6,          1,    4,          2.25,          3.31,       2.80,      27.99,     92.56,          2.44
        6,          1,    5,          2.80,          3.31,       3.00,      30.03,     99.31,          2.53
        6,          1,    6,          2.91,          3.31,       3.18,      31.78,    105.08,          2.41
        6,          1,    7,          3.60,          3.31,       3.34,      33.35,    110.26,          2.65
        6,          2,    1,         -2.45,          3.31,       1.90,      19.02,     62.92,          1.46
        6,          2,    2,          1.22,          3.31,       2.53,      25.35,     83.82,          2.21
        6,          2,    3,          2.76,          3.31,       2.93,      29.30,     96.89,          2.58
        6,          2,    4,          3.66,          3.31,       3.22,      32.23,    106.57,          2.81
        6,          2,    5,          4.26,          3.31,       3.46,      34.56,    114.27,          2.95
        6,          2,    6,          4.69,          3.31,       3.65,      36.52,    120.71,          3.04
        6,          2,    7,          4.98,          3.31,       3.81,      38.14,    126.07,          3.08
        6,          3,    1,         -1.65,          3.31,       2.07,      20.66,     68.33,          1.53
        6,          3,    2,          1.82,          3.31,       2.82,      28.12,     92.98,          2.20
        6,          3,    3,          3.74,          3.31,       3.27,      32.71,    108.14,          2.80
        6,          3,    4,          4.63,          3.31,       3.59,      35.90,    118.66,          3.06
        6,          3,    5,          5.15,          3.31,       3.82,      38.21,    126.30,          3.19
        6,          3,    6,          5.51,          3.31,       4.00,      40.01,    132.25,          3.27
        6,          3,    7,          5.74,          3.30,       4.15,      41.48,    137.08,          3.31
        6,          4,    1,         -0.98,          3.31,       2.24,      22.36,     73.96,          1.59
        6,          4,    2,          2.85,          3.31,       3.07,      30.73,    101.62,          2.47
        6,          4,    3,          4.15,          3.31,       3.58,      35.75,    118.18,          2.75
        6,          4,    4,          4.86,          3.31,       3.90,      38.98,    128.85,          2.91
        6,          4,    5,          5.75,          3.30,       4.13,      41.33,    136.62,          3.33
        6,          4,    6,          6.08,          3.30,       4.32,      43.17,    142.67,          3.41
        6,          4,    7,          6.33,          3.30,       4.48,      44.83,    148.14,          3.45
        7,          1,    1,         -2.66,          3.31,       1.82,      18.24,     60.33,          1.48
        7,          1,    2,          1.07,          3.31,       2.40,      24.03,     79.47,          2.30
        7,          1,    3,          2.21,          3.31,       2.74,      27.36,     90.49,          2.49
        7,          1,    4,          3.27,          3.31,       2.97,      29.72,     98.26,          2.85
        7,          1,    5,          3.86,          3.31,       3.19,      31.91,    105.51,          2.98
        7,          1,    6,          4.28,          3.31,       3.37,      33.69,    111.39,          3.06
        7,          1,    7,          4.64,          3.31,       3.54,      35.39,    117.01,          3.12
        7,          2,    1,         -1.61,          3.31,       2.00,      19.98,     66.08,          1.63
        7,          2,    2,          2.19,          3.31,       2.69,      26.89,     88.95,          2.54
        7,          2,    3,          3.53,          3.31,       3.12,      31.15,    103.02,          2.85
        7,          2,    4,          4.30,          3.31,       3.43,      34.30,    113.40,          3.01
        7,          2,    5,          5.32,          3.31,       3.69,      36.90,    121.96,          3.47
        7,          2,    6,          5.75,          3.31,       3.90,      39.04,    129.03,          3.57
        7,          2,    7,          6.06,          3.30,       4.08,      40.79,    134.82,          3.63
        7,          3,    1,         -0.76,          3.31,       2.17,      21.74,     71.90,          1.75
        7,          3,    2,          3.16,          3.31,       2.99,      29.92,     98.94,          2.75
        7,          3,    3,          4.76,          3.31,       3.49,      34.93,    115.47,          3.27
        7,          3,    4,          5.36,          3.31,       3.85,      38.47,    127.15,          3.33
        7,          3,    5,          6.23,          3.30,       4.10,      40.98,    135.43,          3.76
        7,          3,    6,          6.59,          3.30,       4.30,      42.98,    142.02,          3.86
        7,          3,    7,          6.83,          3.30,       4.45,      44.51,    147.09,          3.91
        7,          4,    1,         -0.11,          3.31,       2.36,      23.57,     77.94,          1.80
        7,          4,    2,          3.87,          3.31,       3.29,      32.87,    108.69,          2.87
        7,          4,    3,          5.48,          3.31,       3.84,      38.39,    126.88,          3.42
        7,          4,    4,          6.03,          3.30,       4.20,      41.98,    138.73,          3.49
        7,          4,    5,          6.84,          3.30,       4.45,      44.49,    147.04,          3.92
        7,          4,    6,          7.18,          3.30,       4.65,      46.49,    153.61,          4.02
        7,          4,    7,          7.42,          3.30,       4.82,      48.23,    159.37,          4.07
        8,          1,    1,         -1.93,          3.31,       1.89,      18.88,     62.45,          1.66
        8,          1,    2,          1.94,          3.31,       2.53,      25.25,     83.50,          2.62
        8,          1,    3,          3.40,          3.31,       2.89,      28.89,     95.54,          3.05
        8,          1,    4,          4.17,          3.31,       3.14,      31.36,    103.71,          3.27
        8,          1,    5,          4.55,          3.31,       3.37,      33.68,    111.33,          3.26
        8,          1,    6,          4.83,          3.31,       3.56,      35.56,    117.57,          3.25
        8,          1,    7,          5.56,          3.31,       3.74,      37.37,    123.53,          3.61
        8,          2,    1,         -0.86,          3.31,       2.07,      20.68,     68.41,          1.84
        8,          2,    2,          3.09,          3.31,       2.84,      28.33,     93.68,          2.92
        8,          2,    3,          4.69,          3.31,       3.30,      33.01,    109.13,          3.46
        8,          2,    4,          5.61,          3.31,       3.64,      36.38,    120.27,          3.78
        8,          2,    5,          6.20,          3.31,       3.92,      39.23,    129.65,          3.94
        8,          2,    6,          6.36,          3.30,       4.15,      41.48,    137.09,          3.82
        8,          2,    7,          7.00,          3.30,       4.34,      43.36,    143.29,          4.20
        8,          3,    1,          0.00,          3.31,       2.26,      22.61,     74.79,          1.97
        8,          3,    2,          4.04,          3.31,       3.16,      31.62,    104.54,          3.14
        8,          3,    3,          5.70,          3.31,       3.71,      37.08,    122.56,          3.77
        8,          3,    4,          6.63,          3.31,       4.10,      40.95,    135.34,          4.13
        8,          3,    5,          7.18,          3.30,       4.38,      43.76,    144.61,          4.33
        8,          3,    6,          7.52,          3.30,       4.59,      45.90,    151.68,          4.42
        8,          3,    7,          7.49,          3.30,       4.76,      47.56,    157.14,          4.21
        8,          4,    1,          0.31,          3.31,       2.46,      24.59,     81.31,          1.87
        8,          4,    2,          4.76,          3.31,       3.47,      34.73,    114.79,          3.29
        8,          4,    3,          6.43,          3.31,       4.08,      40.85,    135.02,          3.95
        8,          4,    4,          7.30,          3.30,       4.48,      44.86,    148.23,          4.31
        8,          4,    5,          7.80,          3.30,       4.76,      47.59,    157.26,          4.52
        8,          4,    6,          8.14,          3.30,       4.97,      49.72,    164.27,          4.64
        8,          4,    7,          8.38,          3.30,       5.16,      51.61,    170.55,          4.70
        9,          1,    1,         -1.21,          3.31,       1.95,      19.48,     64.44,          1.87
        9,          1,    2,          2.56,          3.31,       2.65,      26.52,     87.71,          2.83
        9,          1,    3,          4.31,          3.31,       3.05,      30.44,    100.63,          3.52
        9,          1,    4,          5.10,          3.31,       3.32,      33.20,    109.74,          3.77
        9,          1,    5,          5.70,          3.31,       3.57,      35.65,    117.85,          3.96
        9,          1,    6,          6.12,          3.31,       3.76,      37.65,    124.43,          4.07
        9,          1,    7,          6.49,          3.31,       3.97,      39.65,    131.06,          4.16
        9,          2,    1,         -0.11,          3.31,       2.14,      21.45,     70.93,          2.08
        9,          2,    2,          3.97,          3.31,       2.98,      29.85,     98.72,          3.33
        9,          2,    3,          5.56,          3.31,       3.49,      34.91,    115.41,          3.93
        9,          2,    4,          6.28,          3.31,       3.87,      38.65,    127.75,          4.09
        9,          2,    5,          7.20,          3.30,       4.18,      41.78,    138.07,          4.60
        9,          2,    6,          7.65,          3.30,       4.42,      44.15,    145.91,          4.77
        9,          2,    7,          7.97,          3.30,       4.63,      46.27,    152.90,          4.86
        9,          3,    1,          0.77,          3.31,       2.35,      23.48,     77.67,          2.22
        9,          3,    2,          4.94,          3.31,       3.34,      33.35,    110.25,          3.61
        9,          3,    3,          6.65,          3.31,       3.94,      39.42,    130.29,          4.34
        9,          3,    4,          7.59,          3.30,       4.37,      43.67,    144.29,          4.77
        9,          3,    5,          7.90,          3.30,       4.68,      46.77,    154.53,          4.72
        9,          3,    6,          8.15,          3.30,       4.91,      49.12,    162.31,          4.72
        9,          3,    7,          8.79,          3.30,       5.10,      50.94,    168.33,          5.25
        9,          4,    1,          1.45,          3.31,       2.56,      25.56,     84.51,          2.30
        9,          4,    2,          5.67,          3.31,       3.67,      36.74,    121.45,          3.78
        9,          4,    3,          7.39,          3.30,       4.36,      43.59,    144.04,          4.55
        9,          4,    4,          8.28,          3.30,       4.79,      47.92,    158.35,          5.00
        9,          4,    5,          8.70,          3.30,       5.11,      51.07,    168.73,          5.12
        9,          4,    6,          8.80,          3.30,       5.34,      53.44,    176.57,          4.96
        9,          4,    7,          9.39,          3.30,       5.55,      55.46,    183.25,          5.45
       10,          1,    1,         -0.55,          3.31,       2.00,      19.99,     66.10,          2.09
       10,          1,    2,          3.57,          3.31,       2.76,      27.62,     91.33,          3.38
       10,          1,    3,          5.12,          3.31,       3.20,      31.97,    105.68,          3.98
       10,          1,    4,          5.92,          3.31,       3.48,      34.83,    115.16,          4.29
       10,          1,    5,          6.53,          3.31,       3.75,      37.47,    123.84,          4.50
       10,          1,    6,          6.94,          3.31,       3.97,      39.63,    130.99,          4.62
       10,          1,    7,          7.31,          3.30,       4.18,      41.77,    138.03,          4.72
       10,          2,    1,          0.41,          3.31,       2.20,      22.01,     72.78,          2.25
       10,          2,    2,          4.37,          3.31,       3.11,      31.12,    102.90,          3.47
       10,          2,    3,          6.42,          3.31,       3.67,      36.71,    121.35,          4.51
       10,          2,    4,          7.37,          3.30,       4.07,      40.70,    134.52,          4.93
       10,          2,    5,          8.03,          3.30,       4.41,      44.11,    145.76,          5.22
       10,          2,    6,          8.48,          3.30,       4.68,      46.74,    154.46,          5.41
       10,          2,    7,          8.82,          3.30,       4.90,      48.97,    161.82,          5.53
       10,          3,    1,          1.45,          3.31,       2.41,      24.14,     79.84,          2.50
       10,          3,    2,          5.46,          3.31,       3.49,      34.87,    115.26,          3.84
       10,          3,    3,          7.10,          3.30,       4.16,      41.63,    137.60,          4.51
       10,          3,    4,          8.43,          3.30,       4.63,      46.28,    152.94,          5.40
       10,          3,    5,          9.03,          3.30,       4.97,      49.67,    164.13,          5.70
       10,          3,    6,          9.42,          3.30,       5.23,      52.28,    172.74,          5.88
       10,          3,    7,          9.68,          3.30,       5.43,      54.28,    179.36,          5.98
       10,          4,    1,          2.14,          3.31,       2.63,      26.34,     87.09,          2.59
       10,          4,    2,          6.45,          3.31,       3.86,      38.59,    127.57,          4.25
       10,          4,    3,          7.95,          3.30,       4.62,      46.17,    152.58,          4.85
       10,          4,    4,          8.76,          3.30,       5.10,      50.98,    168.43,          5.20
       10,          4,    5,          9.69,          3.30,       5.45,      54.49,    180.04,          5.96
       10,          4,    6,         10.04,          3.30,       5.71,      57.06,    188.53,          6.13
       10,          4,    7,         10.29,          3.30,       5.92,      59.22,    195.66,          6.23
       11,          1,    1,          0.07,          3.31,       2.03,      20.33,     67.25,          2.35
       11,          1,    2,          4.29,          3.31,       2.87,      28.72,     94.98,          3.78
       11,          1,    3,          5.89,          3.31,       3.35,      33.45,    110.59,          4.49
       11,          1,    4,          6.71,          3.31,       3.65,      36.52,    120.74,          4.84
       11,          1,    5,          7.30,          3.31,       3.94,      39.37,    130.13,          5.06
       11,          1,    6,          7.43,          3.30,       4.17,      41.69,    137.77,          4.86
       11,          1,    7,          8.12,          3.30,       4.39,      43.88,    145.00,          5.36
       11,          2,    1,          0.82,          3.31,       2.25,      22.49,     74.39,          2.40
       11,          2,    2,          5.45,          3.31,       3.25,      32.47,    107.37,          4.21
       11,          2,    3,          7.19,          3.31,       3.85,      38.53,    127.36,          5.06
       11,          2,    4,          8.14,          3.30,       4.29,      42.86,    141.65,          5.54
       11,          2,    5,          8.82,          3.30,       4.65,      46.52,    153.72,          5.88
       11,          2,    6,          9.29,          3.30,       4.94,      49.36,    163.10,          6.10
       11,          2,    7,          9.64,          3.30,       5.19,      51.85,    171.32,          6.25
       11,          3,    1,          2.05,          3.31,       2.48,      24.77,     81.91,          2.76
       11,          3,    2,          6.09,          3.31,       3.64,      36.40,    120.33,          4.21
       11,          3,    3,          8.24,          3.30,       4.38,      43.77,    144.63,          5.52
       11,          3,    4,          9.23,          3.30,       4.89,      48.91,    161.59,          6.08
       11,          3,    5,          9.85,          3.30,       5.27,      52.74,    174.28,          6.42
       11,          3,    6,         10.25,          3.30,       5.56,      55.62,    183.77,          6.63
       11,          3,    7,         10.52,          3.30,       5.79,      57.87,    191.19,          6.75
       11,          4,    1,          2.75,          3.31,       2.70,      26.97,     89.19,          2.89
       11,          4,    2,          7.17,          3.31,       4.04,      40.41,    133.55,          4.76
       11,          4,    3,          8.98,          3.30,       4.87,      48.75,    161.08,          5.77
       11,          4,    4,          9.62,          3.30,       5.42,      54.21,    179.11,          5.91
       11,          4,    5,         10.53,          3.30,       5.81,      58.08,    191.88,          6.73
       11,          4,    6,         10.90,          3.30,       6.09,      60.95,    201.38,          6.93
       11,          4,    7,         11.16,          3.30,       6.32,      63.23,    208.91,          7.06
       12,          1,    1,          0.65,          3.31,       2.07,      20.73,     68.56,          2.61
       12,          1,    2,          4.99,          3.31,       2.99,      29.88,     98.80,          4.23
       12,          1,    3,          6.66,          3.31,       3.51,      35.13,    116.14,          5.04
       12,          1,    4,          7.19,          3.31,       3.85,      38.52,    127.31,          5.07
       12,          1,    5,          8.16,          3.31,       4.16,      41.61,    137.53,          5.76
       12,          1,    6,          8.58,          3.30,       4.40,      43.94,    145.20,          5.95
       12,          1,    7,          8.96,          3.30,       4.63,      46.35,    153.14,          6.10
       12,          2,    1,          1.77,          3.31,       2.30,      23.01,     76.09,          2.89
       12,          2,    2,          6.15,          3.31,       3.38,      33.78,    111.67,          4.71
       12,          2,    3,          7.97,          3.30,       4.06,      40.54,    133.99,          5.69
       12,          2,    4,          8.95,          3.30,       4.53,      45.24,    149.52,          6.26
       12,          2,    5,          9.61,          3.30,       4.93,      49.26,    162.75,          6.60
       12,          2,    6,          9.88,          3.30,       5.24,      52.41,    173.17,          6.53
       12,          2,    7,         10.12,          3.30,       5.52,      55.18,    182.31,          6.50
       12,          3,    1,          2.29,          3.31,       2.53,      25.29,     83.66,          2.84
       12,          3,    2,          7.12,          3.31,       3.80,      38.03,    125.72,          5.06
       12,          3,    3,          9.02,          3.30,       4.62,      46.20,    152.65,          6.20
       12,          3,    4,         10.04,          3.30,       5.19,      51.89,    171.47,          6.85
       12,          3,    5,         10.70,          3.30,       5.62,      56.20,    185.69,          7.26
       12,          3,    6,         11.12,          3.30,       5.95,      59.49,    196.55,          7.50
       12,          3,    7,         11.38,          3.30,       6.19,      61.91,    204.54,          7.61
       12,          4,    1,          2.96,          3.31,       2.76,      27.57,     91.19,          2.94
       12,          4,    2,          7.87,          3.30,       4.23,      42.27,    139.70,          5.29
       12,          4,    3,          9.81,          3.30,       5.17,      51.67,    170.72,          6.52
       12,          4,    4,         10.81,          3.30,       5.78,      57.81,    191.01,          7.21
       12,          4,    5,         11.41,          3.30,       6.22,      62.23,    205.59,          7.62
       12,          4,    6,         11.79,          3.30,       6.53,      65.33,    215.84,          7.87
       12,          4,    7,         12.01,          3.30,       6.78,      67.81,    224.01,          7.95
       13,          1,    1,          0.89,          3.31,       2.12,      21.17,     70.01,          2.67
       13,          1,    2,          5.69,          3.31,       3.11,      31.05,    102.67,          4.72
       13,          1,    3,          7.49,          3.31,       3.70,      37.02,    122.38,          5.72
       13,          1,    4,          8.38,          3.31,       4.08,      40.78,    134.79,          6.22
       13,          1,    5,          9.03,          3.30,       4.41,      44.12,    145.80,          6.57
       13,          1,    6,          9.47,          3.30,       4.67,      46.70,    154.34,          6.79
       13,          1,    7,          9.86,          3.30,       4.92,      49.24,    162.72,          6.99
       13,          2,    1,          2.33,          3.31,       2.35,      23.46,     77.59,          3.20
       13,          2,    2,          6.71,          3.31,       3.53,      35.26,    116.58,          5.07
       13,          2,    3,          8.42,          3.30,       4.28,      42.83,    141.53,          5.92
       13,          2,    4,          9.80,          3.30,       4.80,      47.95,    158.44,          7.10
       13,          2,    5,         10.53,          3.30,       5.25,      52.46,    173.33,          7.57
       13,          2,    6,         11.02,          3.30,       5.60,      55.96,    184.87,          7.87
       13,          2,    7,         11.41,          3.30,       5.91,      59.10,    195.27,          8.08
       13,          3,    1,          3.22,          3.31,       2.58,      25.85,     85.49,          3.42
       13,          3,    2,          7.80,          3.30,       3.98,      39.71,    131.23,          5.63
       13,          3,    3,          9.62,          3.30,       4.89,      48.90,    161.56,          6.67
       13,          3,    4,         10.56,          3.30,       5.53,      55.32,    182.76,          7.16
       13,          3,    5,         11.60,          3.30,       6.03,      60.31,    199.26,          8.25
       13,          3,    6,         12.05,          3.30,       6.39,      63.92,    211.17,          8.57
       13,          3,    7,         12.36,          3.30,       6.66,      66.62,    220.11,          8.79
       13,          4,    1,          3.89,          3.31,       2.82,      28.23,     93.36,          3.54
       13,          4,    2,          8.55,          3.30,       4.42,      44.16,    145.92,          5.88
       13,          4,    3,         10.62,          3.30,       5.49,      54.89,    181.34,          7.34
       13,          4,    4,         11.69,          3.30,       6.20,      61.98,    204.79,          8.17
       13,          4,    5,         12.28,          3.30,       6.70,      66.98,    221.29,          8.58
       13,          4,    6,         12.42,          3.30,       7.05,      70.47,    232.77,          8.36
       13,          4,    7,         13.03,          3.30,       7.33,      73.28,    242.04,          9.22
       14,          1,    1,          1.26,          3.31,       2.15,      21.48,     71.03,          2.86
       14,          1,    2,          6.24,          3.31,       3.22,      32.19,    106.43,          5.12
       14,          1,    3,          8.17,          3.31,       3.89,      38.87,    128.49,          6.30
       14,          1,    4,          9.10,          3.30,       4.30,      42.98,    142.02,          6.90
       14,          1,    5,          9.77,          3.30,       4.65,      46.54,    153.80,          7.33
       14,          1,    6,         10.23,          3.30,       4.93,      49.28,    162.83,          7.60
       14,          1,    7,         10.63,          3.30,       5.21,      52.07,    172.06,          7.83
       14,          2,    1,          2.67,          3.31,       2.38,      23.83,     78.82,          3.38
       14,          2,    2,          7.05,          3.31,       3.65,      36.52,    120.71,          5.25
       14,          2,    3,          9.45,          3.30,       4.49,      44.93,    148.49,          7.08
       14,          2,    4,         10.52,          3.30,       5.06,      50.56,    167.07,          7.88
       14,          2,    5,         11.28,          3.30,       5.55,      55.50,    183.37,          8.44
       14,          2,    6,         11.80,          3.30,       5.93,      59.33,    196.01,          8.80
       14,          2,    7,         12.21,          3.30,       6.27,      62.67,    207.06,          9.09
       14,          3,    1,          3.60,          3.31,       2.63,      26.28,     86.91,          3.65
       14,          3,    2,          8.29,          3.31,       4.11,      41.08,    135.78,          6.04
       14,          3,    3,         10.14,          3.30,       5.14,      51.37,    169.73,          7.10
       14,          3,    4,         11.63,          3.30,       5.85,      58.52,    193.36,          8.60
       14,          3,    5,         12.38,          3.30,       6.40,      63.99,    211.44,          9.23
       14,          3,    6,         12.86,          3.30,       6.79,      67.91,    224.36,          9.65
       14,          3,    7,         13.19,          3.30,       7.09,      70.94,    234.35,          9.92
       14,          4,    1,          4.23,          3.31,       2.87,      28.70,     94.91,          3.74
       14,          4,    2,          9.08,          3.30,       4.57,      45.75,    151.16,          6.37
       14,          4,    3,         11.28,          3.30,       5.78,      57.81,    190.99,          8.05
       14,          4,    4,         12.10,          3.30,       6.57,      65.69,    217.05,          8.41
       14,          4,    5,         13.15,          3.30,       7.13,      71.32,    235.61,          9.76
       14,          4,    6,         13.58,          3.30,       7.50,      75.03,    247.84,         10.19
       14,          4,    7,         13.88,          3.30,       7.79,      77.90,    257.28,         10.48
       15,          1,    1,          1.91,          3.31,       2.18,      21.75,     71.94,          3.25
       15,          1,    2,          6.71,          3.31,       3.32,      33.16,    109.63,          5.49
       15,          1,    3,          8.74,          3.31,       4.07,      40.66,    134.41,          6.79
       15,          1,    4,          9.44,          3.30,       4.52,      45.20,    149.35,          7.03
       15,          1,    5,         10.47,          3.30,       4.90,      48.99,    161.86,          8.10
       15,          1,    6,         10.94,          3.30,       5.20,      51.98,    171.76,          8.41
       15,          1,    7,         11.36,          3.30,       5.49,      54.94,    181.53,          8.69
       15,          2,    1,          2.99,          3.31,       2.42,      24.17,     79.96,          3.57
       15,          2,    2,          7.87,          3.31,       3.76,      37.60,    124.29,          6.11
       15,          2,    3,         10.06,          3.30,       4.70,      46.95,    155.16,          7.74
       15,          2,    4,         11.17,          3.30,       5.32,      53.16,    175.64,          8.64
       15,          2,    5,         11.71,          3.30,       5.85,      58.52,    193.33,          8.77
       15,          2,    6,         12.17,          3.30,       6.25,      62.45,    206.34,          9.05
       15,          2,    7,         12.98,          3.30,       6.59,      65.87,    217.62,         10.27
       15,          3,    1,          3.82,          3.31,       2.67,      26.66,     88.18,          3.76
       15,          3,    2,          8.80,          3.31,       4.23,      42.34,    139.92,          6.56
