[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -6,          4,    6,         -5.54,          3.31,       2.03,      20.26,     67.03,          0.64
       -6,          4,    7,         -5.27,          3.31,       2.13,      21.27,     70.36,          0.64
       -5,          1,    1,        -12.53,          3.31,       1.12,      11.25,     37.22,          0.41
       -5,          1,    2,         -9.44,          3.31,       1.33,      13.33,     44.09,          0.56
       -5,          1,    3,         -8.22,          3.31,       1.48,      14.84,     49.10,          0.59
       -5,          1,    4,         -7.72,          3.31,       1.60,      16.05,     53.08,          0.57
       -5,          1,    5,         -6.77,          3.31,       1.72,      17.20,     56.90,          0.63
       -5,          1,    6,         -6.33,          3.31,       1.83,      18.27,     60.44,          0.63
       -5,          1,    7,         -5.95,          3.31,       1.93,      19.27,     63.74,          0.63
       -5,          2,    1,        -11.53,          3.31,       1.18,      11.79,     39.00,          0.46
       -5,          2,    2,         -8.32,          3.31,       1.43,      14.31,     47.33,          0.62
       -5,          2,    3,         -6.90,          3.31,       1.61,      16.10,     53.27,          0.69
       -5,          2,    4,         -6.03,          3.31,       1.75,      17.53,     57.99,          0.73
       -5,          2,    5,         -5.50,          3.31,       1.88,      18.81,     62.22,          0.73
       -5,          2,    6,         -5.38,          3.31,       1.99,      19.89,     65.80,          0.69
       -5,          2,    7,         -5.15,          3.31,       2.08,      20.83,     68.89,          0.68
       -5,          3,    1,        -10.71,          3.31,       1.24,      12.39,     40.99,          0.49
       -5,          3,    2,         -7.43,          3.31,       1.53,      15.30,     50.63,          0.67
       -5,          3,    3,         -6.02,          3.31,       1.72,      17.23,     57.00,          0.75
       -5,          3,    4,         -5.20,          3.31,       1.88,      18.82,     62.26,          0.78
       -5,          3,    5,         -4.73,          3.31,       2.00,      20.00,     66.16,          0.79
       -5,          3,    6,         -4.38,          3.31,       2.10,      21.01,     69.50,          0.80
       -5,          3,    7,         -4.18,          3.31,       2.19,      21.93,     72.55,          0.78
       -5,          4,    1,        -10.45,          3.31,       1.31,      13.04,     43.15,          0.46
       -5,          4,    2,         -6.80,          3.31,       1.62,      16.26,     53.80,          0.69
       -5,          4,    3,         -5.44,          3.31,       1.83,      18.29,     60.50,          0.77
       -5,          4,    4,         -4.68,          3.31,       1.98,      19.84,     65.63,          0.81
       -5,          4,    5,         -4.22,          3.31,       2.11,      21.08,     69.72,          0.82
       -5,          4,    6,         -3.90,          3.31,       2.21,      22.13,     73.20,          0.82
       -5,          4,    7,         -3.70,          3.31,       2.32,      23.22,     76.79,          0.80
       -4,          1,    1,        -12.07,          3.31,       1.15,      11.52,     38.10,          0.43
       -4,          1,    2,         -9.10,          3.31,       1.37,      13.71,     45.34,          0.57
       -4,          1,    3,         -7.45,          3.31,       1.53,      15.30,     50.61,          0.67
       -4,          1,    4,         -6.69,          3.31,       1.66,      16.55,     54.76,          0.69
       -4,          1,    5,         -6.08,          3.31,       1.77,      17.77,     58.78,          0.70
       -4,          1,    6,         -5.64,          3.31,       1.89,      18.88,     62.44,          0.70
       -4,          1,    7,         -5.27,          3.31,       1.99,      19.89,     65.79,          0.71
       -4,          2,    1,        -10.83,          3.31,       1.21,      12.12,     40.11,          0.50
       -4,          2,    2,         -7.62,          3.31,       1.48,      14.82,     49.04,          0.68
       -4,          2,    3,         -6.27,          3.31,       1.67,      16.68,     55.18,          0.75
       -4,          2,    4,         -5.61,          3.31,       1.82,      18.22,     60.27,          0.75
       -4,          2,    5,         -4.76,          3.31,       1.95,      19.53,     64.61,          0.82
       -4,          2,    6,         -4.35,          3.31,       2.06,      20.61,     68.17,          0.83
       -4,          2,    7,         -4.06,          3.31,       2.16,      21.59,     71.42,          0.82
       -4,          3,    1,        -10.01,          3.31,       1.28,      12.82,     42.39,          0.53
       -4,          3,    2,         -6.72,          3.31,       1.59,      15.88,     52.52,          0.74
       -4,          3,    3,         -5.31,          3.31,       1.80,      17.95,     59.39,          0.82
       -4,          3,    4,         -4.49,          3.31,       1.96,      19.57,     64.73,          0.87
       -4,          3,    5,         -4.34,          3.31,       2.07,      20.74,     68.63,          0.82
       -4,          3,    6,         -3.68,          3.31,       2.18,      21.85,     72.28,          0.88
       -4,          3,    7,         -3.45,          3.31,       2.28,      22.80,     75.44,          0.87
       -4,          4,    1,         -9.39,          3.31,       1.35,      13.47,     44.55,          0.55
       -4,          4,    2,         -6.09,          3.31,       1.69,      16.86,     55.78,          0.76
       -4,          4,    3,         -4.72,          3.31,       1.91,      19.08,     63.12,          0.85
       -4,          4,    4,         -3.96,          3.31,       2.06,      20.63,     68.23,          0.90
       -4,          4,    5,         -3.52,          3.31,       2.20,      21.97,     72.68,          0.91
       -4,          4,    6,         -3.35,          3.31,       2.31,      23.11,     76.45,          0.88
       -4,          4,    7,         -3.29,          3.31,       2.42,      24.17,     79.94,          0.83
       -3,          1,    1,        -11.18,          3.31,       1.18,      11.81,     39.08,          0.50
       -3,          1,    2,         -8.09,          3.31,       1.42,      14.15,     46.82,          0.67
       -3,          1,    3,         -6.80,          3.31,       1.58,      15.81,     52.28,          0.73
       -3,          1,    4,         -6.04,          3.31,       1.71,      17.03,     56.34,          0.76
       -3,          1,    5,         -5.43,          3.31,       1.84,      18.38,     60.79,          0.77
       -3,          1,    6,         -5.05,          3.31,       1.95,      19.47,     64.39,          0.77
       -3,          1,    7,         -4.96,          3.31,       2.05,      20.47,     67.71,          0.73
       -3,          2,    1,        -10.54,          3.31,       1.24,      12.47,     41.26,          0.50
       -3,          2,    2,         -6.96,          3.31,       1.53,      15.30,     50.62,          0.75
       -3,          2,    3,         -5.54,          3.31,       1.72,      17.25,     57.05,          0.83
       -3,          2,    4,         -4.67,          3.31,       1.89,      18.89,     62.47,          0.88
       -3,          2,    5,         -4.11,          3.31,       2.02,      20.19,     66.79,          0.90
       -3,          2,    6,         -3.70,          3.31,       2.14,      21.37,     70.69,          0.91
       -3,          2,    7,         -3.42,          3.31,       2.24,      22.37,     74.01,          0.90
       -3,          3,    1,         -9.36,          3.31,       1.32,      13.19,     43.64,          0.58
       -3,          3,    2,         -6.15,          3.31,       1.65,      16.45,     54.43,          0.79
       -3,          3,    3,         -4.97,          3.31,       1.87,      18.68,     61.77,          0.84
       -3,          3,    4,         -3.83,          3.31,       2.03,      20.30,     67.17,          0.95
       -3,          3,    5,         -3.37,          3.31,       2.16,      21.56,     71.31,          0.97
       -3,          3,    6,         -3.03,          3.31,       2.27,      22.65,     74.92,          0.97
       -3,          3,    7,         -2.80,          3.31,       2.37,      23.68,     78.33,          0.96
       -3,          4,    1,         -8.74,          3.31,       1.39,      13.92,     46.04,          0.60
       -3,          4,    2,         -5.43,          3.31,       1.75,      17.51,     57.91,          0.84
       -3,          4,    3,         -4.06,          3.31,       1.99,      19.87,     65.72,          0.93
       -3,          4,    4,         -3.59,          3.31,       2.15,      21.51,     71.15,          0.92
       -3,          4,    5,         -3.23,          3.31,       2.29,      22.86,     75.61,          0.91
       -3,          4,    6,         -2.52,          3.31,       2.40,      24.02,     79.45,          1.00
       -3,          4,    7,         -2.27,          3.31,       2.52,      25.19,     83.33,          0.99
       -2,          1,    1,        -10.04,          3.31,       1.23,      12.36,     40.88,          0.58
       -2,          1,    2,         -6.92,          3.31,       1.50,      15.00,     49.62,          0.78
       -2,          1,    3,         -5.63,          3.31,       1.67,      16.73,     55.35,          0.86
       -2,          1,    4,         -4.88,          3.31,       1.82,      18.17,     60.10,          0.89
       -2,          1,    5,         -4.28,          3.31,       1.95,      19.49,     64.48,          0.92
       -2,          1,    6,         -3.96,          3.31,       2.06,      20.62,     68.19,          0.90
       -2,          1,    7,         -3.83,          3.31,       2.17,      21.74,     71.91,          0.86
       -2,          2,    1,         -9.39,          3.31,       1.31,      13.14,     43.45,          0.58
       -2,          2,    2,         -5.80,          3.31,       1.63,      16.27,     53.83,          0.87
       -2,          2,    3,         -4.37,          3.31,       1.84,      18.43,     60.97,          0.98
       -2,          2,    4,         -3.51,          3.31,       2.02,      20.14,     66.64,          1.04
       -2,          2,    5,         -2.95,          3.31,       2.16,      21.56,     71.32,          1.07
       -2,          2,    6,         -2.54,          3.31,       2.29,      22.82,     75.47,          1.08
       -2,          2,    7,         -2.25,          3.31,       2.39,      23.87,     78.97,          1.08
       -2,          3,    1,         -8.21,          3.31,       1.39,      13.94,     46.10,          0.67
       -2,          3,    2,         -5.03,          3.31,       1.76,      17.57,     58.12,          0.91
       -2,          3,    3,         -3.83,          3.31,       2.00,      20.03,     66.24,          0.97
       -2,          3,    4,         -2.65,          3.31,       2.18,      21.79,     72.07,          1.12
       -2,          3,    5,         -2.18,          3.31,       2.32,      23.16,     76.61,          1.14
       -2,          3,    6,         -1.85,          3.31,       2.43,      24.34,     80.49,          1.15
       -2,          3,    7,         -1.62,          3.31,       2.54,      25.39,     83.95,          1.14
       -2,          4,    1,         -7.59,          3.31,       1.48,      14.79,     48.92,          0.69
       -2,          4,    2,         -4.31,          3.31,       1.89,      18.87,     62.39,          0.96
       -2,          4,    3,         -3.21,          3.31,       2.14,      21.40,     70.79,          1.01
       -2,          4,    4,         -2.11,          3.31,       2.32,      23.20,     76.74,          1.16
       -2,          4,    5,         -1.66,          3.31,       2.47,      24.70,     81.69,          1.17
       -2,          4,    6,         -1.33,          3.31,       2.59,      25.92,     85.73,          1.18
       -2,          4,    7,         -1.08,          3.31,       2.71,      27.12,     89.67,          1.18
       -1,          1,    1,         -9.10,          3.31,       1.29,      12.89,     42.66,          0.65
       -1,          1,    2,         -5.97,          3.31,       1.57,      15.74,     52.06,          0.90
       -1,          1,    3,         -4.75,          3.31,       1.76,      17.60,     58.21,          0.97
       -1,          1,    4,         -4.26,          3.31,       1.91,      19.11,     63.21,          0.95
       -1,          1,    5,         -3.33,          3.31,       2.05,      20.51,     67.83,          1.06
       -1,          1,    6,         -2.90,          3.31,       2.17,      21.74,     71.89,          1.07
       -1,          1,    7,         -2.54,          3.31,       2.29,      22.91,     75.79,          1.07
       -1,          2,    1,         -8.10,          3.31,       1.37,      13.71,     45.36,          0.72
       -1,          2,    2,         -4.84,          3.31,       1.72,      17.15,     56.74,          0.99
       -1,          2,    3,         -3.42,          3.31,       1.95,      19.52,     64.58,          1.11
       -1,          2,    4,         -2.55,          3.31,       2.14,      21.36,     70.65,          1.18
       -1,          2,    5,         -2.00,          3.31,       2.29,      22.86,     75.61,          1.22
       -1,          2,    6,         -1.83,          3.31,       2.42,      24.15,     79.88,          1.17
       -1,          2,    7,         -1.69,          3.31,       2.53,      25.33,     83.77,          1.13
       -1,          3,    1,         -7.28,          3.31,       1.47,      14.66,     48.50,          0.75
       -1,          3,    2,         -3.94,          3.31,       1.87,      18.66,     61.73,          1.06
       -1,          3,    3,         -2.51,          3.31,       2.13,      21.26,     70.33,          1.20
       -1,          3,    4,         -1.68,          3.31,       2.32,      23.22,     76.81,          1.28
       -1,          3,    5,         -1.21,          3.31,       2.47,      24.68,     81.64,          1.30
       -1,          3,    6,         -0.88,          3.31,       2.59,      25.93,     85.77,          1.32
       -1,          3,    7,         -0.68,          3.31,       2.70,      27.03,     89.39,          1.30
       -1,          4,    1,         -6.90,          3.31,       1.56,      15.60,     51.59,          0.73
       -1,          4,    2,         -3.67,          3.31,       2.01,      20.04,     66.29,          1.01
       -1,          4,    3,         -1.90,          3.31,       2.28,      22.83,     75.53,          1.24
       -1,          4,    4,         -1.13,          3.31,       2.48,      24.81,     82.06,          1.32
       -1,          4,    5,         -0.69,          3.31,       2.64,      26.37,     87.20,          1.34
       -1,          4,    6,         -0.36,          3.31,       2.77,      27.71,     91.63,          1.36
       -1,          4,    7,         -0.11,          3.31,       2.89,      28.91,     95.59,          1.36
        0,          1,    1,         -8.23,          3.31,       1.34,      13.41,     44.37,          0.73
        0,          1,    2,         -5.10,          3.31,       1.65,      16.54,     54.72,          1.00
        0,          1,    3,         -4.07,          3.31,       1.86,      18.55,     61.35,          1.04
        0,          1,    4,         -3.40,          3.31,       2.01,      20.12,     66.56,          1.07
        0,          1,    5,         -2.42,          3.31,       2.16,      21.62,     71.49,          1.20
        0,          1,    6,         -2.00,          3.31,       2.29,      22.92,     75.81,          1.21
        0,          1,    7,         -1.64,          3.31,       2.41,      24.09,     79.68,          1.23
        0,          2,    1,         -7.23,          3.31,       1.44,      14.38,     47.56,          0.80
        0,          2,    2,         -3.94,          3.31,       1.82,      18.12,     59.95,          1.12
        0,          2,    3,         -2.51,          3.31,       2.06,      20.61,     68.19,          1.26
        0,          2,    4,         -1.66,          3.31,       2.26,      22.61,     74.78,          1.34
        0,          2,    5,         -1.39,          3.31,       2.42,      24.24,     80.17,          1.29
        0,          2,    6,         -0.67,          3.31,       2.57,      25.64,     84.79,          1.41
        0,          2,    7,         -0.39,          3.31,       2.68,      26.84,     88.76,          1.41
        0,          3,    1,         -6.41,          3.31,       1.54,      15.39,     50.91,          0.84
        0,          3,    2,         -3.04,          3.31,       1.98,      19.76,     65.37,          1.19
        0,          3,    3,         -1.59,          3.31,       2.26,      22.56,     74.61,          1.36
        0,          3,    4,         -0.77,          3.31,       2.47,      24.69,     81.67,          1.44
        0,          3,    5,         -0.52,          3.31,       2.63,      26.26,     86.85,          1.40
        0,          3,    6,         -0.35,          3.31,       2.76,      27.58,     91.19,          1.37
        0,          3,    7,          0.27,          3.31,       2.88,      28.74,     95.04,          1.49
        0,          4,    1,         -5.78,          3.31,       1.65,      16.43,     54.34,          0.86
        0,          4,    2,         -2.38,          3.31,       2.13,      21.31,     70.49,          1.23
        0,          4,    3,         -0.98,          3.31,       2.43,      24.30,     80.37,          1.41
        0,          4,    4,         -0.22,          3.31,       2.65,      26.49,     87.60,          1.49
        0,          4,    5,         -0.01,          3.31,       2.81,      28.13,     93.02,          1.44
        0,          4,    6,          0.20,          3.31,       2.95,      29.53,     97.64,          1.42
        0,          4,    7,          0.82,          3.31,       3.08,      30.77,    101.76,          1.55
        1,          1,    1,         -7.47,          3.31,       1.39,      13.94,     46.09,          0.80
        1,          1,    2,         -4.26,          3.31,       1.73,      17.27,     57.14,          1.12
        1,          1,    3,         -2.95,          3.31,       1.95,      19.46,     64.38,          1.25
        1,          1,    4,         -2.20,          3.31,       2.11,      21.11,     69.83,          1.31
        1,          1,    5,         -1.63,          3.31,       2.27,      22.71,     75.11,          1.34
        1,          1,    6,         -1.50,          3.31,       2.40,      24.01,     79.41,          1.27
        1,          1,    7,         -0.83,          3.31,       2.54,      25.34,     83.82,          1.38
        1,          2,    1,         -6.46,          3.31,       1.50,      15.00,     49.62,          0.88
        1,          2,    2,         -3.14,          3.31,       1.90,      19.04,     62.97,          1.24
        1,          2,    3,         -1.70,          3.31,       2.17,      21.72,     71.82,          1.41
        1,          2,    4,         -0.88,          3.31,       2.38,      23.81,     78.76,          1.49
        1,          2,    5,         -0.55,          3.31,       2.56,      25.56,     84.52,          1.45
        1,          2,    6,          0.15,          3.31,       2.70,      27.04,     89.44,          1.58
        1,          2,    7,          0.43,          3.31,       2.83,      28.32,     93.66,          1.58
        1,          3,    1,         -5.63,          3.31,       1.61,      16.09,     53.23,          0.93
        1,          3,    2,         -2.23,          3.31,       2.08,      20.79,     68.78,          1.33
        1,          3,    3,         -0.78,          3.31,       2.38,      23.87,     78.96,          1.51
        1,          3,    4,          0.06,          3.31,       2.61,      26.15,     86.48,          1.62
        1,          3,    5,          0.50,          3.31,       2.78,      27.79,     91.91,          1.64
        1,          3,    6,          0.53,          3.31,       2.92,      29.19,     96.53,          1.55
        1,          3,    7,          1.10,          3.31,       3.04,      30.37,    100.43,          1.68
        1,          4,    1,         -5.01,          3.31,       1.72,      17.16,     56.76,          0.95
        1,          4,    2,         -1.57,          3.31,       2.25,      22.46,     74.30,          1.37
        1,          4,    3,         -0.16,          3.31,       2.58,      25.83,     85.41,          1.56
        1,          4,    4,          0.62,          3.31,       2.81,      28.11,     92.95,          1.67
        1,          4,    5,          1.06,          3.31,       2.98,      29.85,     98.72,          1.70
        1,          4,    6,          1.07,          3.31,       3.13,      31.28,    103.43,          1.60
        1,          4,    7,          1.26,          3.31,       3.26,      32.64,    107.92,          1.59
        2,          1,    1,         -6.82,          3.31,       1.47,      14.74,     48.77,          0.83
        2,          1,    2,         -3.19,          3.31,       1.85,      18.45,     61.02,          1.29
        2,          1,    3,         -1.87,          3.31,       2.08,      20.77,     68.71,          1.45
        2,          1,    4,         -1.12,          3.31,       2.26,      22.55,     74.58,          1.52
        2,          1,    5,         -0.53,          3.31,       2.43,      24.26,     80.24,          1.57
        2,          1,    6,         -0.11,          3.31,       2.57,      25.71,     85.03,          1.59
        2,          1,    7,          0.24,          3.31,       2.71,      27.06,     89.48,          1.61
        2,          2,    1,         -5.47,          3.31,       1.59,      15.86,     52.46,          0.99
        2,          2,    2,         -2.39,          3.31,       2.03,      20.35,     67.30,          1.32
        2,          2,    3,         -0.62,          3.31,       2.34,      23.35,     77.22,          1.62
        2,          2,    4,          0.25,          3.31,       2.56,      25.66,     84.85,          1.73
        2,          2,    5,          0.82,          3.31,       2.75,      27.53,     91.03,          1.79
        2,          2,    6,          1.23,          3.31,       2.91,      29.09,     96.19,          1.83
        2,          2,    7,          1.51,          3.31,       3.04,      30.41,    100.54,          1.84
        2,          3,    1,         -4.62,          3.31,       1.70,      17.04,     56.38,          1.05
        2,          3,    2,         -1.17,          3.31,       2.23,      22.33,     73.88,          1.52
        2,          3,    3,          0.14,          3.31,       2.58,      25.79,     85.28,          1.68
        2,          3,    4,          0.78,          3.31,       2.83,      28.26,     93.47,          1.71
        2,          3,    5,          1.63,          3.31,       3.00,      30.00,     99.22,          1.93
        2,          3,    6,          1.97,          3.31,       3.15,      31.52,    104.24,          1.95
        2,          3,    7,          2.20,          3.31,       3.27,      32.75,    108.28,          1.96
        2,          4,    1,         -4.00,          3.31,       1.83,      18.33,     60.62,          1.08
        2,          4,    2,         -0.51,          3.31,       2.43,      24.25,     80.23,          1.57
        2,          4,    3,          0.94,          3.31,       2.80,      27.97,     92.52,          1.80
        2,          4,    4,          1.50,          3.31,       3.04,      30.43,    100.61,          1.84
        2,          4,    5,          1.82,          3.31,       3.23,      32.31,    106.84,          1.83
        2,          4,    6,          2.51,          3.31,       3.38,      33.78,    111.69,          2.02
