[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -7,          3,    4,         -7.80,          3.31,       1.65,      16.46,     54.44,          0.54
       -7,          3,    5,         -7.33,          3.31,       1.75,      17.52,     57.97,          0.54
       -7,          3,    6,         -6.96,          3.31,       1.85,      18.48,     61.12,          0.54
       -7,          3,    7,         -6.78,          3.31,       1.94,      19.39,     64.15,          0.52
       -7,          4,    1,        -12.99,          3.31,       1.17,      11.67,     38.61,          0.34
       -7,          4,    2,         -9.79,          3.31,       1.42,      14.17,     46.89,          0.45
       -7,          4,    3,         -8.05,          3.31,       1.59,      15.93,     52.68,          0.54
       -7,          4,    4,         -7.28,          3.31,       1.72,      17.21,     56.93,          0.56
       -7,          4,    5,         -6.81,          3.31,       1.84,      18.35,     60.69,          0.56
       -7,          4,    6,         -6.48,          3.31,       1.93,      19.35,     64.00,          0.56
       -7,          4,    7,         -6.20,          3.31,       2.03,      20.28,     67.08,          0.55
       -6,          1,    1,        -14.19,          3.31,       1.06,      10.61,     35.08,          0.34
       -6,          1,    2,        -11.15,          3.31,       1.25,      12.49,     41.34,          0.44
       -6,          1,    3,        -10.11,          3.31,       1.38,      13.83,     45.75,          0.44
       -6,          1,    4,         -8.98,          3.31,       1.50,      15.01,     49.65,          0.49
       -6,          1,    5,         -8.37,          3.31,       1.61,      16.09,     53.22,          0.49
       -6,          1,    6,         -7.90,          3.31,       1.70,      17.01,     56.28,          0.50
       -6,          1,    7,         -7.51,          3.31,       1.80,      18.00,     59.54,          0.50
       -6,          2,    1,        -13.15,          3.31,       1.11,      11.14,     36.85,          0.37
       -6,          2,    2,         -9.94,          3.31,       1.33,      13.30,     43.98,          0.50
       -6,          2,    3,         -8.70,          3.31,       1.49,      14.91,     49.32,          0.52
       -6,          2,    4,         -8.01,          3.31,       1.63,      16.24,     53.73,          0.53
       -6,          2,    5,         -7.05,          3.31,       1.74,      17.35,     57.40,          0.58
       -6,          2,    6,         -6.63,          3.31,       1.84,      18.43,     60.96,          0.58
       -6,          2,    7,         -6.33,          3.31,       1.93,      19.34,     63.98,          0.58
       -6,          3,    1,        -12.33,          3.31,       1.17,      11.66,     38.57,          0.39
       -6,          3,    2,         -9.08,          3.31,       1.41,      14.11,     46.68,          0.54
       -6,          3,    3,         -7.66,          3.31,       1.59,      15.88,     52.54,          0.59
       -6,          3,    4,         -7.09,          3.31,       1.72,      17.22,     56.93,          0.59
       -6,          3,    5,         -6.34,          3.31,       1.84,      18.35,     60.70,          0.63
       -6,          3,    6,         -6.01,          3.31,       1.93,      19.34,     63.97,          0.62
       -6,          3,    7,         -5.76,          3.31,       2.02,      20.23,     66.90,          0.61
       -6,          4,    1,        -11.72,          3.31,       1.21,      12.14,     40.14,          0.41
       -6,          4,    2,         -8.49,          3.31,       1.49,      14.90,     49.28,          0.55
       -6,          4,    3,         -7.08,          3.31,       1.67,      16.70,     55.23,          0.62
       -6,          4,    4,         -6.34,          3.31,       1.81,      18.10,     59.87,          0.64
       -6,          4,    5,         -5.86,          3.31,       1.93,      19.27,     63.74,          0.65
       -6,          4,    6,         -5.73,          3.31,       2.03,      20.27,     67.06,          0.61
       -6,          4,    7,         -5.64,          3.31,       2.13,      21.29,     70.40,          0.58
       -5,          1,    1,        -12.97,          3.31,       1.13,      11.27,     37.30,          0.37
       -5,          1,    2,         -9.46,          3.31,       1.33,      13.34,     44.11,          0.55
       -5,          1,    3,         -8.17,          3.31,       1.48,      14.83,     49.07,          0.60
       -5,          1,    4,         -7.43,          3.31,       1.60,      16.06,     53.11,          0.61
       -5,          1,    5,         -6.76,          3.31,       1.72,      17.18,     56.83,          0.64
       -5,          1,    6,         -6.33,          3.31,       1.83,      18.27,     60.45,          0.63
       -5,          1,    7,         -5.97,          3.31,       1.93,      19.26,     63.71,          0.63
       -5,          2,    1,        -11.56,          3.31,       1.18,      11.81,     39.06,          0.45
       -5,          2,    2,         -8.66,          3.31,       1.43,      14.30,     47.31,          0.57
       -5,          2,    3,         -6.89,          3.31,       1.61,      16.11,     53.30,          0.69
       -5,          2,    4,         -6.01,          3.31,       1.75,      17.53,     57.99,          0.73
       -5,          2,    5,         -5.45,          3.31,       1.88,      18.81,     62.21,          0.74
       -5,          2,    6,         -5.06,          3.31,       1.99,      19.91,     65.84,          0.74
       -5,          2,    7,         -4.74,          3.31,       2.08,      20.83,     68.91,          0.74
       -5,          3,    1,        -10.70,          3.31,       1.24,      12.40,     41.02,          0.49
       -5,          3,    2,         -7.42,          3.31,       1.53,      15.30,     50.61,          0.67
       -5,          3,    3,         -6.31,          3.31,       1.72,      17.23,     57.01,          0.70
       -5,          3,    4,         -5.19,          3.31,       1.88,      18.78,     62.12,          0.79
       -5,          3,    5,         -4.72,          3.31,       2.00,      19.99,     66.14,          0.79
       -5,          3,    6,         -4.40,          3.31,       2.10,      21.02,     69.53,          0.79
       -5,          3,    7,         -4.14,          3.31,       2.20,      21.97,     72.68,          0.79
       -5,          4,    1,        -10.08,          3.31,       1.30,      13.04,     43.15,          0.50
       -5,          4,    2,         -6.79,          3.31,       1.63,      16.25,     53.77,          0.70
       -5,          4,    3,         -5.45,          3.31,       1.83,      18.29,     60.49,          0.77
       -5,          4,    4,         -5.04,          3.31,       1.99,      19.84,     65.63,          0.75
       -5,          4,    5,         -4.21,          3.31,       2.11,      21.07,     69.69,          0.82
       -5,          4,    6,         -3.88,          3.31,       2.22,      22.15,     73.26,          0.83
       -5,          4,    7,         -3.65,          3.31,       2.32,      23.23,     76.82,          0.81
       -4,          1,    1,        -11.87,          3.31,       1.15,      11.52,     38.12,          0.45
       -4,          1,    2,         -8.77,          3.31,       1.37,      13.75,     45.48,          0.61
       -4,          1,    3,         -7.46,          3.31,       1.53,      15.31,     50.64,          0.67
       -4,          1,    4,         -6.71,          3.31,       1.66,      16.56,     54.78,          0.69
       -4,          1,    5,         -6.07,          3.31,       1.78,      17.78,     58.83,          0.70
       -4,          1,    6,         -5.97,          3.31,       1.89,      18.86,     62.40,          0.65
       -4,          1,    7,         -5.28,          3.31,       1.99,      19.91,     65.86,          0.70
       -4,          2,    1,        -10.87,          3.31,       1.21,      12.12,     40.11,          0.50
       -4,          2,    2,         -7.66,          3.31,       1.48,      14.83,     49.05,          0.67
       -4,          2,    3,         -6.24,          3.31,       1.67,      16.64,     55.06,          0.76
       -4,          2,    4,         -5.37,          3.31,       1.82,      18.23,     60.30,          0.79
       -4,          2,    5,         -4.78,          3.31,       1.95,      19.53,     64.62,          0.81
       -4,          2,    6,         -4.39,          3.31,       2.06,      20.62,     68.19,          0.82
       -4,          2,    7,         -4.12,          3.31,       2.16,      21.60,     71.44,          0.81
       -4,          3,    1,        -10.24,          3.31,       1.28,      12.81,     42.38,          0.51
       -4,          3,    2,         -7.07,          3.31,       1.59,      15.89,     52.56,          0.68
       -4,          3,    3,         -5.30,          3.31,       1.80,      17.96,     59.42,          0.83
       -4,          3,    4,         -4.53,          3.31,       1.96,      19.57,     64.72,          0.86
       -4,          3,    5,         -4.04,          3.31,       2.08,      20.75,     68.63,          0.88
       -4,          3,    6,         -3.72,          3.31,       2.18,      21.85,     72.27,          0.87
       -4,          3,    7,         -3.48,          3.31,       2.28,      22.81,     75.45,          0.87
       -4,          4,    1,         -9.41,          3.31,       1.35,      13.48,     44.60,          0.55
       -4,          4,    2,         -6.13,          3.31,       1.69,      16.87,     55.79,          0.76
       -4,          4,    3,         -4.76,          3.31,       1.91,      19.09,     63.14,          0.84
       -4,          4,    4,         -4.23,          3.31,       2.07,      20.65,     68.30,          0.84
       -4,          4,    5,         -3.56,          3.31,       2.20,      21.99,     72.72,          0.90
       -4,          4,    6,         -3.21,          3.31,       2.31,      23.13,     76.50,          0.90
       -4,          4,    7,         -2.94,          3.31,       2.42,      24.16,     79.92,          0.90
       -3,          1,    1,        -11.22,          3.31,       1.18,      11.79,     39.01,          0.49
       -3,          1,    2,         -8.13,          3.31,       1.42,      14.15,     46.82,          0.66
       -3,          1,    3,         -6.85,          3.31,       1.58,      15.80,     52.26,          0.72
       -3,          1,    4,         -6.19,          3.31,       1.71,      17.08,     56.49,          0.73
       -3,          1,    5,         -5.83,          3.31,       1.84,      18.37,     60.78,          0.70
       -3,          1,    6,         -5.03,          3.31,       1.95,      19.49,     64.46,          0.77
       -3,          1,    7,         -4.64,          3.31,       2.05,      20.48,     67.72,          0.78
       -3,          2,    1,        -10.23,          3.31,       1.25,      12.46,     41.24,          0.54
       -3,          2,    2,         -7.00,          3.31,       1.53,      15.30,     50.60,          0.74
       -3,          2,    3,         -5.54,          3.31,       1.72,      17.26,     57.08,          0.84
       -3,          2,    4,         -4.72,          3.31,       1.89,      18.87,     62.44,          0.87
       -3,          2,    5,         -4.16,          3.31,       2.02,      20.19,     66.78,          0.89
       -3,          2,    6,         -4.05,          3.31,       2.14,      21.38,     70.72,          0.84
       -3,          2,    7,         -3.46,          3.31,       2.24,      22.36,     73.94,          0.90
       -3,          3,    1,         -9.41,          3.31,       1.32,      13.21,     43.68,          0.57
       -3,          3,    2,         -6.11,          3.31,       1.65,      16.47,     54.48,          0.79
       -3,          3,    3,         -4.68,          3.31,       1.87,      18.65,     61.69,          0.89
       -3,          3,    4,         -3.87,          3.31,       2.03,      20.31,     67.17,          0.94
       -3,          3,    5,         -3.41,          3.31,       2.16,      21.56,     71.33,          0.96
       -3,          3,    6,         -3.07,          3.31,       2.27,      22.67,     74.97,          0.96
       -3,          3,    7,         -2.85,          3.31,       2.37,      23.66,     78.26,          0.95
       -3,          4,    1,         -9.08,          3.31,       1.39,      13.90,     45.98,          0.55
       -3,          4,    2,         -5.48,          3.31,       1.75,      17.50,     57.89,          0.83
       -3,          4,    3,         -4.11,          3.31,       1.99,      19.90,     65.83,          0.92
       -3,          4,    4,         -3.35,          3.31,       2.15,      21.50,     71.10,          0.98
       -3,          4,    5,         -2.89,          3.31,       2.29,      22.89,     75.71,          0.99
       -3,          4,    6,         -2.57,          3.31,       2.40,      24.01,     79.42,          0.99
       -3,          4,    7,         -2.31,          3.31,       2.52,      25.16,     83.23,          0.99
       -2,          1,    1,        -10.08,          3.31,       1.23,      12.33,     40.79,          0.58
       -2,          1,    2,         -6.97,          3.31,       1.50,      15.00,     49.61,          0.78
       -2,          1,    3,         -6.00,          3.31,       1.67,      16.73,     55.33,          0.79
       -2,          1,    4,         -4.92,          3.31,       1.82,      18.16,     60.07,          0.89
       -2,          1,    5,         -4.29,          3.31,       1.95,      19.52,     64.55,          0.91
       -2,          1,    6,         -3.89,          3.31,       2.06,      20.61,     68.17,          0.92
       -2,          1,    7,         -3.53,          3.31,       2.17,      21.74,     71.92,          0.92
       -2,          2,    1,         -9.08,          3.31,       1.32,      13.14,     43.49,          0.62
       -2,          2,    2,         -5.84,          3.31,       1.63,      16.28,     53.86,          0.86
       -2,          2,    3,         -4.45,          3.31,       1.85,      18.46,     61.05,          0.96
       -2,          2,    4,         -3.90,          3.31,       2.02,      20.16,     66.69,          0.95
       -2,          2,    5,         -2.99,          3.31,       2.15,      21.55,     71.29,          1.06
       -2,          2,    6,         -2.58,          3.31,       2.28,      22.83,     75.50,          1.06
       -2,          2,    7,         -2.30,          3.31,       2.39,      23.87,     78.94,          1.07
       -2,          3,    1,         -8.25,          3.31,       1.39,      13.92,     46.05,          0.67
       -2,          3,    2,         -4.92,          3.31,       1.76,      17.57,     58.10,          0.94
       -2,          3,    3,         -3.52,          3.31,       2.00,      20.04,     66.28,          1.04
       -2,          3,    4,         -2.70,          3.31,       2.18,      21.78,     72.06,          1.11
       -2,          3,    5,         -2.30,          3.31,       2.32,      23.21,     76.77,          1.11
       -2,          3,    6,         -2.20,          3.31,       2.44,      24.37,     80.61,          1.06
       -2,          3,    7,         -1.66,          3.31,       2.54,      25.41,     84.04,          1.13
       -2,          4,    1,         -8.03,          3.31,       1.48,      14.79,     48.92,          0.63
       -2,          4,    2,         -4.30,          3.31,       1.89,      18.86,     62.38,          0.96
       -2,          4,    3,         -2.91,          3.31,       2.14,      21.42,     70.82,          1.09
       -2,          4,    4,         -2.15,          3.31,       2.32,      23.22,     76.80,          1.15
       -2,          4,    5,         -1.70,          3.31,       2.47,      24.68,     81.63,          1.17
       -2,          4,    6,         -1.37,          3.31,       2.59,      25.93,     85.77,          1.18
       -2,          4,    7,         -1.21,          3.31,       2.71,      27.13,     89.72,          1.15
       -1,          1,    1,         -9.49,          3.31,       1.29,      12.91,     42.72,          0.59
       -1,          1,    2,         -6.01,          3.31,       1.58,      15.75,     52.10,          0.88
       -1,          1,    3,         -4.72,          3.31,       1.76,      17.59,     58.18,          0.98
       -1,          1,    4,         -3.97,          3.31,       1.91,      19.13,     63.28,          1.02
       -1,          1,    5,         -3.37,          3.31,       2.05,      20.48,     67.74,          1.05
       -1,          1,    6,         -2.94,          3.31,       2.17,      21.72,     71.83,          1.06
       -1,          1,    7,         -2.58,          3.31,       2.29,      22.92,     75.79,          1.06
       -1,          2,    1,         -8.15,          3.31,       1.37,      13.74,     45.44,          0.70
       -1,          2,    2,         -4.96,          3.31,       1.71,      17.15,     56.71,          0.97
       -1,          2,    3,         -3.77,          3.31,       1.96,      19.54,     64.64,          1.02
       -1,          2,    4,         -2.59,          3.31,       2.14,      21.36,     70.65,          1.17
       -1,          2,    5,         -2.03,          3.31,       2.29,      22.90,     75.75,          1.20
       -1,          2,    6,         -1.62,          3.31,       2.42,      24.15,     79.88,          1.22
       -1,          2,    7,         -1.34,          3.31,       2.53,      25.32,     83.74,          1.22
       -1,          3,    1,         -7.33,          3.31,       1.47,      14.68,     48.55,          0.74
       -1,          3,    2,         -3.98,          3.31,       1.87,      18.67,     61.75,          1.05
       -1,          3,    3,         -2.61,          3.31,       2.13,      21.25,     70.30,          1.18
       -1,          3,    4,         -2.07,          3.31,       2.32,      23.21,     76.76,          1.17
       -1,          3,    5,         -1.23,          3.31,       2.47,      24.70,     81.68,          1.30
       -1,          3,    6,         -0.92,          3.31,       2.59,      25.94,     85.79,          1.30
       -1,          3,    7,         -0.70,          3.31,       2.70,      27.04,     89.42,          1.30
       -1,          4,    1,         -6.70,          3.31,       1.56,      15.57,     51.52,          0.77
       -1,          4,    2,         -3.34,          3.31,       2.01,      20.08,     66.41,          1.08
       -1,          4,    3,         -1.95,          3.31,       2.28,      22.83,     75.51,          1.23
       -1,          4,    4,         -1.18,          3.31,       2.48,      24.81,     82.05,          1.30
       -1,          4,    5,         -0.80,          3.31,       2.64,      26.36,     87.17,          1.31
       -1,          4,    6,         -0.75,          3.31,       2.77,      27.65,     91.46,          1.24
       -1,          4,    7,         -0.15,          3.31,       2.89,      28.91,     95.61,          1.34
        0,          1,    1,         -8.28,          3.31,       1.34,      13.42,     44.41,          0.72
        0,          1,    2,         -5.11,          3.31,       1.65,      16.55,     54.76,          1.00
        0,          1,    3,         -3.81,          3.31,       1.86,      18.58,     61.44,          1.10
        0,          1,    4,         -3.06,          3.31,       2.01,      20.13,     66.60,          1.15
        0,          1,    5,         -2.46,          3.31,       2.16,      21.64,     71.57,          1.19
        0,          1,    6,         -2.04,          3.31,       2.29,      22.90,     75.73,          1.20
        0,          1,    7,         -1.68,          3.31,       2.41,      24.10,     79.71,          1.21
        0,          2,    1,         -7.46,          3.31,       1.43,      14.36,     47.51,          0.75
        0,          2,    2,         -4.34,          3.31,       1.81,      18.15,     60.03,          1.01
        0,          2,    3,         -2.55,          3.31,       2.06,      20.63,     68.24,          1.25
        0,          2,    4,         -1.68,          3.31,       2.26,      22.56,     74.62,          1.33
        0,          2,    5,         -1.12,          3.31,       2.42,      24.23,     80.13,          1.37
        0,          2,    6,         -0.71,          3.31,       2.56,      25.62,     84.73,          1.39
        0,          2,    7,         -0.43,          3.31,       2.69,      26.82,     88.72,          1.39
        0,          3,    1,         -6.45,          3.31,       1.54,      15.37,     50.86,          0.83
        0,          3,    2,         -3.08,          3.31,       1.98,      19.79,     65.45,          1.18
        0,          3,    3,         -1.66,          3.31,       2.26,      22.55,     74.60,          1.34
        0,          3,    4,         -1.08,          3.31,       2.47,      24.71,     81.72,          1.34
        0,          3,    5,         -0.71,          3.31,       2.62,      26.25,     86.81,          1.34
        0,          3,    6,          0.00,          3.31,       2.76,      27.55,     91.11,          1.48
        0,          3,    7,          0.23,          3.31,       2.87,      28.72,     94.97,          1.48
        0,          4,    1,         -5.83,          3.31,       1.64,      16.42,     54.31,          0.85
        0,          4,    2,         -2.43,          3.31,       2.13,      21.32,     70.49,          1.22
        0,          4,    3,         -1.02,          3.31,       2.43,      24.29,     80.34,          1.39
        0,          4,    4,         -0.25,          3.31,       2.65,      26.48,     87.57,          1.48
        0,          4,    5,          0.19,          3.31,       2.81,      28.12,     92.99,          1.50
        0,          4,    6,          0.20,          3.31,       2.95,      29.53,     97.64,          1.42
        0,          4,    7,          0.78,          3.31,       3.08,      30.77,    101.73,          1.53
        1,          1,    1,         -7.89,          3.31,       1.39,      13.90,     45.96,          0.73
        1,          1,    2,         -4.30,          3.31,       1.73,      17.30,     57.23,          1.11
        1,          1,    3,         -3.00,          3.31,       1.95,      19.48,     64.44,          1.23
        1,          1,    4,         -2.25,          3.31,       2.11,      21.14,     69.92,          1.29
        1,          1,    5,         -1.65,          3.31,       2.27,      22.68,     75.01,          1.33
        1,          1,    6,         -1.23,          3.31,       2.40,      24.00,     79.37,          1.35
        1,          1,    7,         -0.91,          3.31,       2.53,      25.33,     83.76,          1.35
        1,          2,    1,         -6.71,          3.31,       1.50,      14.97,     49.53,          0.83
        1,          2,    2,         -3.55,          3.31,       1.90,      19.03,     62.95,          1.13
        1,          2,    3,         -1.74,          3.31,       2.17,      21.73,     71.87,          1.39
        1,          2,    4,         -0.87,          3.31,       2.38,      23.82,     78.77,          1.49
        1,          2,    5,         -0.31,          3.31,       2.56,      25.56,     84.54,          1.53
        1,          2,    6,          0.10,          3.31,       2.71,      27.07,     89.52,          1.56
        1,          2,    7,          0.38,          3.31,       2.83,      28.30,     93.58,          1.57
        1,          3,    1,         -5.68,          3.31,       1.61,      16.07,     53.16,          0.92
        1,          3,    2,         -2.54,          3.31,       2.08,      20.81,     68.83,          1.24
        1,          3,    3,         -1.20,          3.31,       2.39,      23.86,     78.92,          1.37
        1,          3,    4,          0.01,          3.31,       2.62,      26.15,     86.48,          1.60
        1,          3,    5,          0.49,          3.31,       2.78,      27.80,     91.92,          1.64
        1,          3,    6,          0.83,          3.31,       2.92,      29.20,     96.57,          1.66
        1,          3,    7,          1.05,          3.31,       3.04,      30.40,    100.52,          1.66
        1,          4,    1,         -5.05,          3.31,       1.71,      17.15,     56.72,          0.95
        1,          4,    2,         -1.62,          3.31,       2.25,      22.48,     74.36,          1.36
        1,          4,    3,         -0.27,          3.31,       2.58,      25.82,     85.40,          1.52
        1,          4,    4,          0.24,          3.31,       2.81,      28.13,     93.02,          1.53
        1,          4,    5,          1.03,          3.31,       2.98,      29.84,     98.67,          1.69
        1,          4,    6,          1.36,          3.31,       3.13,      31.28,    103.41,          1.71
        1,          4,    7,          1.60,          3.31,       3.26,      32.62,    107.87,          1.72
        2,          1,    1,         -6.50,          3.31,       1.47,      14.71,     48.66,          0.90
        2,          1,    2,         -3.24,          3.31,       1.85,      18.45,     61.04,          1.28
        2,          1,    3,         -1.92,          3.31,       2.08,      20.76,     68.65,          1.43
        2,          1,    4,         -1.17,          3.31,       2.26,      22.54,     74.55,          1.51
        2,          1,    5,         -0.58,          3.31,       2.42,      24.24,     80.19,          1.55
        2,          1,    6,         -0.25,          3.31,       2.57,      25.70,     84.98,          1.54
        2,          1,    7,         -0.12,          3.31,       2.71,      27.08,     89.57,          1.48
        2,          2,    1,         -5.83,          3.31,       1.58,      15.84,     52.41,          0.91
        2,          2,    2,         -2.12,          3.31,       2.03,      20.34,     67.28,          1.41
        2,          2,    3,         -0.67,          3.31,       2.34,      23.35,     77.24,          1.60
        2,          2,    4,          0.21,          3.31,       2.57,      25.65,     84.82,          1.72
        2,          2,    5,          0.78,          3.31,       2.75,      27.51,     90.97,          1.78
        2,          2,    6,          1.19,          3.31,       2.91,      29.10,     96.21,          1.81
        2,          2,    7,          1.47,          3.31,       3.04,      30.41,    100.54,          1.83
        2,          3,    1,         -4.67,          3.31,       1.71,      17.04,     56.38,          1.05
        2,          3,    2,         -1.33,          3.31,       2.24,      22.36,     73.93,          1.47
        2,          3,    3,         -0.09,          3.31,       2.58,      25.75,     85.18,          1.59
        2,          3,    4,          1.10,          3.31,       2.83,      28.26,     93.48,          1.85
        2,          3,    5,          1.58,          3.31,       3.00,      30.01,     99.24,          1.91
        2,          3,    6,          1.92,          3.31,       3.15,      31.53,    104.26,          1.93
        2,          3,    7,          2.15,          3.31,       3.28,      32.75,    108.30,          1.94
        2,          4,    1,         -4.04,          3.31,       1.83,      18.32,     60.61,          1.07
        2,          4,    2,         -0.55,          3.31,       2.42,      24.25,     80.22,          1.56
        2,          4,    3,          0.86,          3.31,       2.80,      27.97,     92.49,          1.77
        2,          4,    4,          1.34,          3.31,       3.04,      30.42,    100.60,          1.77
        2,          4,    5,          1.78,          3.31,       3.23,      32.30,    106.77,          1.81
        2,          4,    6,          2.46,          3.31,       3.38,      33.80,    111.77,          2.00
